"ID","Site","Subsite","Date","Transect_Type","Transect_Number","max_dep","min_dep","avg_dep","ver_rel_m","DRR"
"AR-372_RB1_2015-09-02_R_T1","372","RB1","2015-09-02","Radiating",1,15.9392,15.3871,15.752386984127,0.552099999999999,0.0615190876244879
"AR-372_RB1_2015-09-02_R_T2","372","RB1","2015-09-02","Radiating",2,15.8603,15.5267,15.7034598837209,0.333600000000001,0.0709686126654588
"AR-372_RB1_2015-09-02_R_T3","372","RB1","2015-09-02","Radiating",3,15.8876,15.4113,15.6564308641975,0.4763,0.0703163328150094
"AR-372_RB1_2015-09-02_S","372","RB1","2015-09-02","Structural",0,15.9621,14.8689,15.4591471849866,1.0932,0.317825554579767
"AR-372_RB1_2015-12-09_R_T1","372","RB1","2015-12-09","Radiating",1,15.20367856,14.67373664,15.01203569,0.529941920000001,0.0824711545371297
"AR-372_RB1_2015-12-09_R_T2","372","RB1","2015-12-09","Radiating",2,15.18551029,14.1921754,14.8814167079888,0.99333489,0.23683035440921
"AR-372_RB1_2015-12-09_R_T3","372","RB1","2015-12-09","Radiating",3,15.46096033,15.00083356,15.28199891816,0.46012677,0.103493720709507
"AR-372_RB1_2015-12-09_S","372","RB1","2015-12-09","Structural",0,15.13420364,13.95476305,14.642349169163,1.17944059,0.315382314420776
"AR-372_TRAINCARS_2015-09-03_R_T1","372","TRAINCARS","2015-09-03","Radiating",1,16.9215,16.0605,16.4442688311688,0.861000000000001,0.24672245113456
"AR-372_TRAINCARS_2015-09-02_R_T2","372","TRAINCARS","2015-09-02","Radiating",2,16.2788,15.9755,16.1357448529412,0.3033,0.0546503610786781
"AR-372_TRAINCARS_2015-09-03_R_T3","372","TRAINCARS","2015-09-03","Radiating",3,16.1787,15.9635,16.0866671814672,0.215199999999999,0.046385051347785
"AR-372_TRAINCARS_2015-09-03_S","372","TRAINCARS","2015-09-03","Structural",0,17.2275,14.8054,16.6298183183183,2.4221,0.561856695054786
"AR-372_TRAINCARS_2016-03-11_R_T1","372","TRAINCARS","2016-03-11","Radiating",1,16.8437903,15.7678476,16.0720318938554,1.0759427,0.243908186563744
"AR-372_TRAINCARS_2016-03-11_R_T2","372","TRAINCARS","2016-03-11","Radiating",2,16.03159374,15.66584671,15.8788707344578,0.365747030000001,0.0824117464179255
"AR-372_TRAINCARS_2016-03-11_R_T3","372","TRAINCARS","2016-03-11","Radiating",3,16.31650217,15.74321497,16.0630936802941,0.573287199999999,0.159631820625703
"AR-372_TRAINCARS_2016-03-11_S","372","TRAINCARS","2016-03-11","Structural",0,16.96688543,15.19803075,16.4292819906,1.76885468,0.350878553619351
"AR-378_NR1_2015-09-14_S","378","NR1","2015-09-14","Structural",0,12.07322426,11.71135585,11.8537882539316,0.36186841,0.068826930944365
"AR-378_NR1_2016-05-10_R_T1","378","NR1","2016-05-10","Radiating",1,13.2399,12.6147,12.971372972973,0.625200000000001,0.160226319642276
"AR-378_NR1_2016-05-10_R_T2","378","NR1","2016-05-10","Radiating",2,13.5676,13.0032,13.3008459770115,0.564400000000001,0.141861708622032
"AR-378_NR1_2016-05-10_R_T3","378","NR1","2016-05-10","Radiating",3,13.9012,13.3249,13.5728315789474,0.5763,0.126794860509942
"AR-378_NR1_2016-05-10_S","378","NR1","2016-05-10","Structural",0,13.5206,12.6673,13.0681086614173,0.853300000000001,0.238578323974363
"AR-378_PIPES_2015-09-14_R_T1","378","PIPES","2015-09-14","Radiating",1,11.5648,11.2331,11.3873525974026,0.3317,0.058658344104472
"AR-378_PIPES_2015-09-14_R_T2","378","PIPES","2015-09-14","Radiating",2,11.7046,11.3123,11.470867721519,0.392299999999999,0.0834424049193484
"AR-378_PIPES_2015-09-14_S","378","PIPES","2015-09-14","Structural",0,11.85057788,10.09812227,11.1590664448544,1.75245561,0.37468636862621
"AR-378_PIPES_2016-01-21_R_T1","378","PIPES","2016-01-21","Radiating",1,11.6546,10.663,11.3314908536585,0.9916,0.267929479965997
"AR-378_PIPES_2016-01-21_R_T2","378","PIPES","2016-01-21","Radiating",2,11.7303,11.315,11.584980141844,0.4153,0.0864557716984803
"AR-378_PIPES_2016-01-21_R_T3","378","PIPES","2016-01-21","Radiating",3,11.92971533,11.59635818,11.7348869032168,0.333357150000001,0.0611462160441266
"AR-378_PIPES_2016-01-21_S","378","PIPES","2016-01-21","Structural",0,11.6032,9.6692,10.8878173469388,1.934,0.410211486549975
"AR-378_PODS_2015-09-14_R_T1","378","PODS","2015-09-14","Radiating",1,13.5592,13.2555,13.4007075144509,0.303700000000001,0.0579211743942119
"AR-378_PODS_2015-09-14_R_T2","378","PODS","2015-09-14","Radiating",2,13.5622,13.2706,13.4314602272727,0.291600000000001,0.053087797984143
"AR-378_PODS_2015-09-14_R_T3","378","PODS","2015-09-14","Radiating",3,13.5647,13.3551,13.4634994011976,0.2096,0.0497223295902377
"AR-378_PODS_2015-09-14_S","378","PODS","2015-09-14","Structural",0,13.81438424,12.62038181,13.35937234412,1.19400243,0.352387620388161
"AR-378_PODS_2016-03-17_R_T1","378","PODS","2016-03-17","Radiating",1,13.0274,12.6305,12.8386968421053,0.3969,0.0952640099180499
"AR-378_PODS_2016-03-17_R_T2","378","PODS","2016-03-17","Radiating",2,13.0668,12.4578,12.859531,0.609,0.106475656339509
"AR-378_PODS_2016-03-17_R_T3","378","PODS","2016-03-17","Radiating",3,13.0365,12.7001,12.8553092592593,0.336399999999999,0.063950530730828
"AR-378_PODS_2016-03-17_S","378","PODS","2016-03-17","Structural",0,12.79566819,11.61234898,12.349379156069,1.18331921,0.311607693237489
"AR-378_RB1_2016-05-10_R_T1","378","RB1","2016-05-10","Radiating",1,13.3418,12.7227,13.0277518072289,0.6191,0.138316564587822
"AR-378_RB1_2016-05-10_R_T2","378","RB1","2016-05-10","Radiating",2,13.0838,12.6256,12.79905,0.4582,0.0993708285477437
"AR-378_RB1_2016-05-10_R_T3","378","RB1","2016-05-10","Radiating",3,12.9473,12.2431,12.6001472527473,0.7042,0.170835146878608
