ID,Sample_#,Date,Time,Abs_Pres_psi,Temp °C,Abs_Pres_m,Trans_Dist_m,
AR-372_RB1_2015-12-09_S,11,12/9/2015,11:23:55 AM,36.2955,17.094,14.69762077,30,
AR-372_RB1_2015-12-09_S,12,12/9/2015,11:23:56 AM,36.3266,17.094,14.71878307,,
AR-372_RB1_2015-12-09_S,13,12/9/2015,11:23:57 AM,36.456,17.094,14.80683454,,
AR-372_RB1_2015-12-09_S,14,12/9/2015,11:23:58 AM,36.6164,17.094,14.91598025,,
AR-372_RB1_2015-12-09_S,15,12/9/2015,11:23:59 AM,36.8129,17.094,15.04969056,,
AR-372_RB1_2015-12-09_S,16,12/9/2015,11:24:00 AM,36.756,17.094,15.01097241,,
AR-372_RB1_2015-12-09_S,17,12/9/2015,11:24:01 AM,36.5283,17.094,14.85603176,,
AR-372_RB1_2015-12-09_S,18,12/9/2015,11:24:02 AM,36.1869,17.094,14.62372286,,
AR-372_RB1_2015-12-09_S,19,12/9/2015,11:24:03 AM,35.8921,17.094,14.42312338,,
AR-372_RB1_2015-12-09_S,20,12/9/2015,11:24:04 AM,35.6178,17.094,14.23647331,,
AR-372_RB1_2015-12-09_S,21,12/9/2015,11:24:05 AM,35.3383,17.094,14.04628486,,
AR-372_RB1_2015-12-09_S,22,12/9/2015,11:24:06 AM,35.3177,17.094,14.03226739,,
AR-372_RB1_2015-12-09_S,23,12/9/2015,11:24:07 AM,35.4522,17.094,14.12378921,,
AR-372_RB1_2015-12-09_S,24,12/9/2015,11:24:08 AM,35.4781,17.094,14.14141311,,
AR-372_RB1_2015-12-09_S,25,12/9/2015,11:24:09 AM,35.5402,17.094,14.18366965,,
AR-372_RB1_2015-12-09_S,26,12/9/2015,11:24:10 AM,35.6902,17.094,14.28573859,,
AR-372_RB1_2015-12-09_S,27,12/9/2015,11:24:11 AM,35.8971,17.094,14.42652568,,
AR-372_RB1_2015-12-09_S,28,12/9/2015,11:24:12 AM,36.0265,17.094,14.51457715,,
AR-372_RB1_2015-12-09_S,29,12/9/2015,11:24:13 AM,36.2024,17.094,14.63426999,,
AR-372_RB1_2015-12-09_S,30,12/9/2015,11:24:14 AM,36.3887,17.094,14.76103961,,
AR-372_RB1_2015-12-09_S,31,12/9/2015,11:24:15 AM,36.5698,17.094,14.88427084,,
AR-372_RB1_2015-12-09_S,32,12/9/2015,11:24:16 AM,36.4767,17.094,14.82092005,,
AR-372_RB1_2015-12-09_S,33,12/9/2015,11:24:17 AM,36.4146,17.094,14.77866351,,
AR-372_RB1_2015-12-09_S,34,12/9/2015,11:24:18 AM,36.4663,17.094,14.81384327,,
AR-372_RB1_2015-12-09_S,35,12/9/2015,11:24:19 AM,36.6629,17.094,14.94762162,,
AR-372_RB1_2015-12-09_S,36,12/9/2015,11:24:20 AM,36.8698,17.094,15.08840871,,
AR-372_RB1_2015-12-09_S,37,12/9/2015,11:24:21 AM,36.8802,17.094,15.09548549,,
AR-372_RB1_2015-12-09_S,38,12/9/2015,11:24:22 AM,36.6577,17.094,14.94408323,,
AR-372_RB1_2015-12-09_S,39,12/9/2015,11:24:23 AM,36.3836,17.094,14.75756926,,
AR-372_RB1_2015-12-09_S,40,12/9/2015,11:24:24 AM,36.0007,17.094,14.49702129,,
AR-372_RB1_2015-12-09_S,41,12/9/2015,11:24:25 AM,35.7627,17.094,14.33507191,,
AR-372_RB1_2015-12-09_S,42,12/9/2015,11:24:26 AM,35.654,17.094,14.26110595,,
AR-372_RB1_2015-12-09_S,43,12/9/2015,11:24:27 AM,35.6696,17.094,14.27172112,,
AR-372_RB1_2015-12-09_S,44,12/9/2015,11:24:28 AM,35.7109,17.094,14.2998241,,
AR-372_RB1_2015-12-09_S,45,12/9/2015,11:24:29 AM,35.7575,17.094,14.33153352,,
AR-372_RB1_2015-12-09_S,46,12/9/2015,11:24:30 AM,35.6851,17.094,14.28226824,,
AR-372_RB1_2015-12-09_S,47,12/9/2015,11:24:31 AM,35.623,17.094,14.2400117,,
AR-372_RB1_2015-12-09_S,48,12/9/2015,11:24:32 AM,35.592,17.094,14.21891746,,
AR-372_RB1_2015-12-09_S,49,12/9/2015,11:24:33 AM,35.5039,17.094,14.15896897,,
AR-372_RB1_2015-12-09_S,50,12/9/2015,11:24:34 AM,35.566,17.094,14.20122551,,
AR-372_RB1_2015-12-09_S,51,12/9/2015,11:24:35 AM,35.6799,17.094,14.27872985,,
AR-372_RB1_2015-12-09_S,52,12/9/2015,11:24:36 AM,35.7109,17.094,14.2998241,,
AR-372_RB1_2015-12-09_S,53,12/9/2015,11:24:37 AM,35.804,17.094,14.36317489,,
AR-372_RB1_2015-12-09_S,54,12/9/2015,11:24:38 AM,35.9489,17.094,14.46177348,,
AR-372_RB1_2015-12-09_S,55,12/9/2015,11:24:39 AM,36.099,17.094,14.56391047,,
AR-372_RB1_2015-12-09_S,56,12/9/2015,11:24:40 AM,36.3681,17.094,14.74702214,,
AR-372_RB1_2015-12-09_S,57,12/9/2015,11:24:41 AM,36.668,17.094,14.95109197,,
AR-372_RB1_2015-12-09_S,58,12/9/2015,11:24:42 AM,36.8232,17.094,15.05669929,,
AR-372_RB1_2015-12-09_S,59,12/9/2015,11:24:43 AM,36.8077,17.094,15.04615217,,
AR-372_RB1_2015-12-09_S,60,12/9/2015,11:24:44 AM,36.7043,17.094,14.97579265,,
AR-372_RB1_2015-12-09_S,61,12/9/2015,11:24:45 AM,36.6112,17.094,14.91244186,,
AR-372_RB1_2015-12-09_S,62,12/9/2015,11:24:46 AM,36.6629,17.094,14.94762162,,
AR-372_RB1_2015-12-09_S,71,12/9/2015,11:24:55 AM,36.7766,17.094,15.02498988,25,
AR-372_RB1_2015-12-09_S,72,12/9/2015,11:24:56 AM,36.7508,17.094,15.00743402,,
AR-372_RB1_2015-12-09_S,73,12/9/2015,11:24:57 AM,36.6009,17.094,14.90543313,,
AR-372_RB1_2015-12-09_S,74,12/9/2015,11:24:58 AM,36.5283,17.094,14.85603176,,
AR-372_RB1_2015-12-09_S,75,12/9/2015,11:24:59 AM,36.5956,17.094,14.90182669,,
AR-372_RB1_2015-12-09_S,76,12/9/2015,11:25:00 AM,36.7353,17.094,14.9968869,,
AR-372_RB1_2015-12-09_S,77,12/9/2015,11:25:01 AM,36.8387,17.094,15.06724642,,
AR-372_RB1_2015-12-09_S,78,12/9/2015,11:25:02 AM,36.9112,17.094,15.11657974,,
AR-372_RB1_2015-12-09_S,79,12/9/2015,11:25:03 AM,36.8595,17.094,15.08139998,,
AR-372_RB1_2015-12-09_S,80,12/9/2015,11:25:04 AM,36.7508,17.094,15.00743402,,
AR-372_RB1_2015-12-09_S,81,12/9/2015,11:25:05 AM,36.6059,17.094,14.90883543,,
AR-372_RB1_2015-12-09_S,82,12/9/2015,11:25:06 AM,36.28,17.094,14.68707365,,
AR-372_RB1_2015-12-09_S,83,12/9/2015,11:25:07 AM,35.9644,17.094,14.47232061,,
AR-372_RB1_2015-12-09_S,84,12/9/2015,11:25:08 AM,35.7524,17.094,14.32806317,,
AR-372_RB1_2015-12-09_S,85,12/9/2015,11:25:09 AM,35.6333,17.094,14.24702044,,
AR-372_RB1_2015-12-09_S,86,12/9/2015,11:25:10 AM,35.4987,17.094,14.15543058,,
AR-372_RB1_2015-12-09_S,87,12/9/2015,11:25:11 AM,35.6385,17.094,14.25055883,,
AR-372_RB1_2015-12-09_S,88,12/9/2015,11:25:12 AM,35.8092,17.094,14.36671328,,
AR-372_RB1_2015-12-09_S,89,12/9/2015,11:25:13 AM,36.0369,17.094,14.52165393,,
AR-372_RB1_2015-12-09_S,90,12/9/2015,11:25:14 AM,35.7782,17.094,14.34561903,,
AR-372_RB1_2015-12-09_S,91,12/9/2015,11:25:15 AM,35.5712,17.094,14.2047639,,
AR-372_RB1_2015-12-09_S,92,12/9/2015,11:25:16 AM,35.4936,17.094,14.15196023,,
