"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar3.57142857142857","semivar7.14285714285714","semivar10.7142857142857","semivar14.2857142857143","semivar17.8571428571429","semivar21.4285714285714","semivar25","semivar28.5714285714286","semivar32.1428571428571","semivar35.7142857142857","semivar39.2857142857143","semivar42.8571428571429","semivar46.4285714285714","semivar50","semivar53.5714285714286","semivar57.1428571428571","semivar60.7142857142857","semivar64.2857142857143","semivar67.8571428571429","semivar71.4285714285714","semivar75","semivar78.5714285714286","semivar82.1428571428571","semivar85.7142857142857","semivar89.2857142857143","semivar92.8571428571429","semivar96.4285714285714","semivar100","semivar103.571428571429","semivar107.142857142857","semivar110.714285714286","semivar114.285714285714","semivar117.857142857143","semivar121.428571428571","semivar125","semivar128.571428571429","semivar132.142857142857","semivar135.714285714286","semivar139.285714285714","semivar142.857142857143","semivar146.428571428571","semivar150","semivar153.571428571429","semivar157.142857142857","semivar160.714285714286","semivar164.285714285714","semivar167.857142857143","semivar171.428571428571","semivar175","semivar178.571428571429","semivar182.142857142857","semivar185.714285714286","semivar189.285714285714","semivar192.857142857143","semivar196.428571428571","semivar200","semivar203.571428571429","semivar207.142857142857","semivar210.714285714286","semivar214.285714285714","semivar217.857142857143","semivar221.428571428571","semivar225","semivar228.571428571429","semivar232.142857142857","semivar235.714285714286","semivar239.285714285714","semivar242.857142857143","semivar246.428571428571","semivar250","semivar253.571428571429","semivar257.142857142857","semivar260.714285714286","semivar264.285714285714","semivar267.857142857143","semivar271.428571428571","semivar275","semivar278.571428571429","semivar282.142857142857","semivar285.714285714286","semivar289.285714285714","semivar292.857142857143","semivar296.428571428571","semivar300"
"AR-378_RB1_2016-05-10_R_T2",31,"5/10/2016","10:15:42 AM",33.3754,21.091,12.7106,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",200,7.2289156626506,0.676901835,"0.00446224000000009","0.02119936","0.0504451600000003","0.0438483600000002","0.0377136400000001","0.00156025000000002","0","0.00622521000000014","0.0203632900000004","0.0331604100000001","0.0239630399999999","0.00774400000000017","9.60999999999926e-06","0.00368448999999986","0.00722499999999984","0.00331775999999988","0.000745290000000018","0.0162562500000003","0.0342620100000001","0.02211169","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",32,"5/10/2016","10:15:43 AM",33.313,21.091,12.6682,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",210,7.59036144578313,0.678423370000001,"0.00179775999999991","0.0119246399999999","0.0353439999999996","0.0712889999999997","0.0634032399999997","0.0559795599999997","8.40999999999171e-06","0.00179775999999991","0.0147136899999999","0.0342620100000001","0.0504002499999996","0.0388878399999995","0.01700416","0.00207024999999989","0.000334889999999999","0.00181476000000002","0.000231040000000003","0.00485808999999989","0.0288660100000001","0.0517562499999996","0.0365192099999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",33,"5/10/2016","10:15:44 AM",33.3709,21.091,12.7075,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",220,7.95180722891566,0.639017635000001,"0.00154448999999992","9.60999999999926e-06","0.00488601000000007","0.02211169","0.0518472900000002","0.0451562500000001","0.0389272900000001","0.00132496000000003","9.60999999999926e-06","0.00672400000000012","0.0212576400000004","0.03429904","0.0249324099999999","0.00829921000000015","3.8439999999997e-05","0.00331775999999988","0.00670760999999987","0.0029702499999999","0.000924160000000012","0.0170563600000003","0.0354192400000001","0.0230432399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",34,"5/10/2016","10:15:45 AM",33.4691,21.091,12.7744,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",230,8.31325301204819,0.57113222,"0.00447561000000005","0.0112784399999999","0.00407044000000007","9.00000000000068e-06","0.00669123999999991","0.02585664","0.02119936","0.01700416","0.0106708900000002","0.00407044000000007","0.00022801000000001","0.00622521000000014","0.0139948899999999","0.00828099999999987","0.000585640000000021","0.00368449000000008","0.0155002499999998","0.0221414399999999","0.0147379599999999","0.00133225000000001","0.0040576900000001","0.0147136899999999","0.00720800999999988","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",35,"5/10/2016","10:15:46 AM",33.5984,21.091,12.8624,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",240,8.67469879518072,0.489102050000001,"0.00774399999999986","0.0239940099999999","0.0377136399999995","0.0230432399999999","0.00722499999999984","3.8439999999997e-05","0.00529984000000013","0.00331776000000009","0.00179776000000006","0.03659569","0.0230432399999999","0.00531440999999983","8.28099999999696e-05","0.000918090000000027","9.00000000000068e-06","0.00407043999999984","0.02211169","0.0451562499999994","0.0560742399999994","0.0438483599999995","0.0155002499999998","0.000590489999999924","0.00110889000000004","9.60999999999926e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",36,"5/10/2016","10:15:47 AM",33.6608,21.091,12.9048,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",250,9.03614457831325,0.437053565,"0.00179776000000006","0.01700416","0.0389272900000001","0.0559795599999997","0.0377136400000001","0.0162307599999999","0.00236196000000004","0.000924160000000012","0.000231040000000003","0","0.0546156900000003","0.0377136400000001","0.0132940899999999","0.0026522499999999","0.000146410000000005","0.00155236000000004","0.0112784399999999","0.0365192100000002","0.0649740099999996","0.0779526399999997","0.0634032399999997","0.02785561","0.00444888999999988","8.2810000000002e-05","0.00207025000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",37,"5/10/2016","10:15:48 AM",33.5761,21.091,12.8472,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",260,9.39759036144578,0.43189396,"0.00331775999999988","0.000231039999999949","0.00529984000000013","0.0195160900000004","0.0320410000000001","0.0186595600000004","0.00487204000000011","8.09999999999742e-05","0.00774399999999986","0.00529983999999987","0.00331775999999988","0.0310112100000006","0.0186595600000004","0.00332929000000006","3.72099999999999e-05","0.00207024999999989","0.000331239999999943","0.00236196000000004","0.0178222500000004","0.0389272900000001","0.0491065600000002","0.0377136400000001","0.0119464900000002","8.2810000000002e-05","0.00235224999999989","0.000146409999999962","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",38,"5/10/2016","10:15:49 AM",33.42,21.091,12.741,50,"AR-378_RB1_2016-05-10_R_T2_final.csv",270,9.75903614457831,0.513713805000001,"0.0112784400000003","0.0268304400000001","0.0147379599999999","0.00111556000000002","0.00112225000000001","0.00529983999999987","0.000924160000000012","0.00132496000000003","0.0132710399999999","0.0377136400000001","0.0320410000000001","0.0268304400000001","0.00488601000000007","0.000924160000000012","0.00235225000000006","0.0126112900000003","0.02301289","0.0154753599999999","0.00331776000000009","0.000745290000000018","0.00829920999999983","0.0133171599999998","0.00774399999999986","9.60999999999926e-06","0.00942841000000021","0.02393209","0.0139948899999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",44,"5/10/2016","10:15:55 AM",33.6653,21.091,12.9079,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",280,10.1204819277108,0.625785665000001,"0.02785561","0.00368448999999986","9.60999999999926e-06","0.00207025000000005","0.0178222499999999","0.0401601600000001","0.0574560899999996","0.0389272900000001","0.0170302499999999","0.00267289000000003","0.000745290000000018","0.000146410000000005","9.60999999999926e-06","0.0560742400000003","0.0389272900000001","0.0140185599999999","0.00298115999999988","0.000231040000000003","0.00180625000000004","0.0119464899999998","0.0377136400000001","0.0665639999999995","0.0796932899999996","0.0649740099999996","0.0289","0.00487203999999986","0.00014884","0.00236196000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",45,"5/10/2016","10:15:56 AM",33.6519,21.091,12.8988,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",290,10.4819277108434,0.655313650000001,"8.2810000000002e-05","0.02490084","0.00266255999999987","3.60000000000027e-05","0.00132496000000003","0.0154753599999999","0.03659569","0.0531763599999996","0.0354192400000001","0.0147379599999999","0.00181476000000002","0.00132496000000003","0.000449440000000014","3.60000000000027e-05","0.0518472900000002","0.0354192400000001","0.0119464899999998","0.00207024999999989","3.72099999999999e-05","0.00111556000000002","0.0100400399999998","0.0342620100000001","0.0619512099999995","0.0746382399999996","0.0604176399999996","0.0258888099999999","0.00368448999999986","9.60999999999926e-06","0.00156025000000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",46,"5/10/2016","10:15:57 AM",33.5002,21.091,12.7955,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",300,10.8433734939759,0.605249670000001,"0.0106708899999998","0.0126337599999998","0.0029702500000001","0.00267289000000003","0.0119464899999998","0.00447560999999982","0.000445210000000024","0.00774400000000017","0.01620529","0.00720801000000018","0.000327610000000016","0.00368448999999986","0.0195160899999999","0.0155002499999998","0.0119464899999998","0.0154753600000003","0.00720801000000018","3.60000000000027e-05","0.00334084000000003","0.00944783999999982","0.00488600999999982","9.60999999999926e-06","0.0066912400000002","0.02119936","0.0288660100000001","0.02030625","0.00331776000000009","0.00181476000000002","0.0100400399999998","0.00407043999999984","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",47,"5/10/2016","10:15:58 AM",33.3754,21.091,12.7106,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",310,11.2048192771084,0.499080985000001,"0.00720801000000018","0.0354192400000001","0.0389272900000001","0.000924160000000012","0.0186595600000004","0.0377136400000001","0.0230432399999999","0.00407044000000007","9.60999999999926e-06","0.00179775999999991","0","0.00446224000000009","0.02119936","0.0504451600000003","0.0438483600000002","0.0377136400000001","0.00156025000000002","0","0.00622521000000014","0.0203632900000004","0.0331604100000001","0.0239630399999999","0.00774400000000017","9.60999999999926e-06","0.00368448999999986","0.00722499999999984","0.00331775999999988","0.000745290000000018","0.0162562500000003","0.0342620100000001","0.02211169","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",48,"5/10/2016","10:15:59 AM",33.3397,21.091,12.6863,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",320,11.566265060241,0.404613205000001,"0.00059049000000001","0.0119246400000003","0.0451562500000001","0.0491065600000002","0.00299209000000005","0.0258888100000005","0.0477422500000003","0.03101121","0.00776161000000013","0.000449440000000014","0.000327609999999952","0.00059049000000001","0.00829921000000015","0.0288660100000001","0.0619512100000004","0.0546156900000003","0.0477422500000003","0.000231040000000003","0.00059049000000001","0.0106502400000002","0.0278890000000005","0.0426009600000001","0.03207681","0.0126112900000003","0.000750760000000005","0.0013249599999999","0.00368448999999986","0.00110888999999992","0.00266256000000006","0.0230432400000005","0.0438483600000002","0.029929","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",49,"5/10/2016","10:16:00 AM",33.4022,21.091,12.7288,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",330,11.9277108433735,0.38583858,"0.00180625000000004","0.000331240000000008","0.00444889000000012","0.0289","0.03207681","0.00014884","0.0140185600000003","0.0309760000000001","0.0178489599999999","0.00207936000000003","0.000453690000000004","0.00367235999999989","0.000331240000000008","0.00236196000000004","0.0162307599999999","0.0426009600000001","0.0365574400000001","0.0309760000000001","0.00332929000000006","0.000331240000000008","0.00368449000000008","0.0155002500000003","0.02686321","0.0186595599999999","0.00487204000000011","0.00022801000000001","0.00622520999999986","0.0106502399999999","0.00574563999999988","8.2810000000002e-05","0.0119464900000002","0.02785561","0.0170302499999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",50,"5/10/2016","10:16:01 AM",33.4779,21.091,12.7804,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",340,12.289156626506,0.455918755,"0.00266256000000006","0.00885481000000018","0.00487204000000011","0.00022801000000001","0.0140185599999999","0.0162562499999999","0.00155236000000004","0.00446224000000009","0.0154753599999999","0.00672399999999983","3.60000000000027e-05","0.00531441000000009","0.0125888399999999","0.00487204000000011","9.00000000000068e-06","0.00574563999999988","0.0239630399999999","0.0194881599999999","0.0154753599999999","0.0119464900000002","0.00487204000000011","8.2810000000002e-05","0.00531441000000009","0.0126112899999999","0.00722499999999984","0.000331240000000008","0.00444889000000012","0.0170302499999999","0.0239630399999999","0.0162307599999999","0.00180625000000004","0.00332929000000006","0.0132940899999999","0.00622520999999986","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",51,"5/10/2016","10:16:02 AM",33.4691,21.091,12.7744,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",350,12.6506024096386,0.566198175000001,"3.60000000000027e-05","0.00207936000000003","0.00776161000000013","0.00407044000000007","0.000445210000000024","0.0154753599999999","0.0178222499999999","0.00111556000000002","0.00529984000000013","0.01700416","0.00774399999999986","0","0.00447561000000005","0.0112784399999999","0.00407044000000007","9.00000000000068e-06","0.00669123999999991","0.02585664","0.02119936","0.01700416","0.0106708900000002","0.00407044000000007","0.00022801000000001","0.00622521000000014","0.0139948899999999","0.00828099999999987","0.000585640000000021","0.00368449000000008","0.0155002499999998","0.0221414399999999","0.0147379599999999","0.00133225000000001","0.0040576900000001","0.0147136899999999","0.00720800999999988","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",52,"5/10/2016","10:16:03 AM",33.411,21.091,12.7348,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",360,13.0120481927711,0.642098240000001,"0.00156816000000001","0.00207936000000003","3.60000000000027e-05","0.00235225000000006","0.000585640000000021","0.00368449000000008","0.0268959999999999","0.0299636099999999","3.8439999999997e-05","0.0126337600000002","0.0289","0.0162817599999998","0.00156816000000001","0.000745290000000018","0.00443555999999991","0.000585640000000021","0.00181476000000002","0.0147379599999999","0.0401601600000001","0.03429904","0.0289","0.0040576900000001","0.000585640000000021","0.00299209000000005","0.0140422500000002","0.0249324099999999","0.0170563599999998","0.00407044000000007","0.000445210000000024","0.00720800999999988","0.0119246399999999","0.00669123999999991","9.60999999999926e-06","0.0106708900000002","0.0258888099999999","0.0155002499999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",53,"5/10/2016","10:16:04 AM",33.3352,21.091,12.6833,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",370,13.3734939759036,0.61761177,"0.00265225000000008","0.00829921000000015","0.00942841000000021","0.00207025000000005","9.00000000000068e-06","0.000745290000000018","0.0125888400000003","0.0464402500000002","0.0504451600000003","0.00332929000000006","0.0268632100000006","0.0490622500000003","0.03207681","0.00829921000000015","0.000585640000000021","0.000228009999999956","0.000745290000000018","0.00885481000000018","0.0298944100000001","0.0634536100000005","0.0560268900000004","0.0490622500000003","0.00014884","0.000745290000000018","0.0112784400000003","0.0289000000000006","0.0438483600000002","0.0331604100000001","0.0132940900000003","0.000924160000000012","0.0011155599999999","0.00332928999999986","0.000918089999999919","0.00298116000000007","0.0239630400000005","0.0451137600000003","0.0309760000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",54,"5/10/2016","10:16:05 AM",33.2773,21.091,12.6439,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",380,13.7349397590361,0.53086058,"0.0015523599999999","0.00826280999999992","0.0170302499999999","0.01863225","0.00720800999999988","0.00179775999999991","0.00444888999999988","0.0229825600000001","0.0649740099999996","0.0696959999999997","0.00942840999999986","0.0413308900000002","0.0680688099999997","0.0477422499999995","0.0170302499999999","0.0040449599999999","0.00059049000000001","0.00444888999999988","0.0178222499999999","0.0450712899999996","0.0848556899999998","0.0762312099999998","0.0680688099999997","0.000739839999999934","0.00444888999999988","0.02119936","0.0438483600000002","0.0619014399999996","0.0490622499999995","0.02393209","0.00487203999999986","3.60000000000027e-05","0.000334889999999999","8.2810000000002e-05","0.00883599999999989","0.0377136400000001","0.0634032399999997","0.0463971599999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",55,"5/10/2016","10:16:06 AM",33.2638,21.091,12.6347,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",390,14.0963855421687,0.461916515,"8.46399999999977e-05","0.00236195999999987","0.0100200099999999","0.0195160899999999","0.0212284899999999","0.00885480999999985","0.00266255999999987","0.00576080999999984","0.02585664","0.0697488099999995","0.0746382399999996","0.0112996899999998","0.0451562500000001","0.0729540099999996","0.0518472899999994","0.0195160899999999","0.00529983999999987","0.00112225000000001","0.00576080999999984","0.0203632899999999","0.0490622499999995","0.0903002499999997","0.0813960899999997","0.0729540099999996","0.0013249599999999","0.00576080999999984","0.0239630399999999","0.0477859600000002","0.0665639999999995","0.0532224899999994","0.02686321","0.00624099999999982","0.000231040000000003","8.2810000000002e-05","0.000334889999999999","0.0106502399999999","0.0413715600000001","0.0681209999999996","0.0504451599999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",56,"5/10/2016","10:16:07 AM",33.362,21.091,12.7015,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",400,14.4578313253012,0.50377451,"0.00446223999999985","0.00331775999999988","0.000331240000000008","0.00110889000000004","0.00531441000000009","0.00622521000000014","0.000745290000000018","0.000231040000000003","8.2810000000002e-05","0.00883600000000022","0.0389272900000001","0.0426009600000001","0.00156025000000002","0.0212284900000004","0.0413308900000002","0.0258888099999999","0.00531441000000009","3.60000000000027e-05","0.00110888999999992","8.2810000000002e-05","0.00576081000000011","0.02393209","0.0546156900000003","0.0477422500000003","0.0413308900000002","0.000924160000000012","8.2810000000002e-05","0.00774400000000017","0.0230432400000005","0.0365574400000001","0.02686321","0.00942841000000021","0.00014884","0.00266255999999987","0.00576080999999984","0.00235224999999989","0.00132496000000003","0.0186595600000004","0.0377136400000001","0.02490084","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",57,"5/10/2016","10:16:08 AM",33.42,21.091,12.741,45,"AR-378_RB1_2016-05-10_R_T2_final.csv",410,14.8192771084337,0.52183869,"0.00156025000000002","0.0112996899999998","0.00942840999999986","0.00332929000000006","3.8439999999997e-05","0.00111556000000002","0.00155236000000004","0.00014884","0.00299209000000005","0.000924160000000012","0.0029702500000001","0.02490084","0.02785561","0","0.0112784400000003","0.0268304400000001","0.0147379599999999","0.00111556000000002","0.00112225000000001","0.00529983999999987","0.000924160000000012","0.00132496000000003","0.0132710399999999","0.0377136400000001","0.0320410000000001","0.0268304400000001","0.00488601000000007","0.000924160000000012","0.00235225000000006","0.0126112900000003","0.02301289","0.0154753599999999","0.00331776000000009","0.000745290000000018","0.00829920999999983","0.0133171599999998","0.00774399999999986","9.60999999999926e-06","0.00942841000000021","0.02393209","0.0139948899999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",62,"5/10/2016","10:16:13 AM",33.3977,21.091,12.7258,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",420,15.1807228915663,0.485691790000001,"0.000231040000000003","0.00059049000000001","0.00829920999999983","0.00670760999999987","0.00180625000000004","8.10000000000061e-05","0.00236196000000004","0.00298116000000007","9.00000000000068e-06","0.00156025000000002","0.000231040000000003","0.00485809000000014","0.029929","0.0331604100000001","0.000231040000000003","0.0147379600000003","0.0320410000000001","0.0186595599999999","0.00236196000000004","0.000334889999999999","0.00331775999999988","0.000231040000000003","0.00266256000000006","0.01700416","0.0438483600000002","0.0377136400000001","0.0320410000000001","0.00299209000000005","0.000231040000000003","0.0040576900000001","0.0162562500000003","0.02785561","0.0194881599999999","0.00529984000000013","0.000146410000000005","0.00576080999999984","0.0100400399999998","0.00529983999999987","0.000146410000000005","0.0126112900000003","0.0288660100000001","0.0178222499999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T2",63,"5/10/2016","10:16:14 AM",33.4244,21.091,12.744,NA,"AR-378_RB1_2016-05-10_R_T2_final.csv",430,15.5421686746988,0.445174765000001,"0.000331240000000008","9.00000000000068e-06","0.00180625000000004","0.0119464899999998","0.0100200099999999","0.00368449000000008","8.46399999999977e-05","0.000924160000000012","0.00132496000000003","0.000231040000000003","0.00332929000000006","0.00111556000000002","0.00265225000000008","0.0239630399999999","0.02686321","9.00000000000068e-06","0.0106502400000002","0.02585664","0.0140185599999999","0.000924160000000012","0.00133225000000001","0.00574563999999988","0.00111556000000002","0.00111556000000002","0.0125888399999999","0.0365574400000001","0.0309760000000001","0.02585664","0.00531441000000009","0.00111556000000002","0.00207025000000005","0.0119464900000002","0.02211169","0.0147379599999999","0.00298116000000007","0.000918090000000027","0.00885480999999985","0.0140185599999999","0.00828099999999987","3.72099999999999e-05","0.00885481000000018","0.02301289","0.0132940899999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
