"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.3953488372093","semivar2.7906976744186","semivar4.18604651162791","semivar5.58139534883721","semivar6.97674418604651","semivar8.37209302325581","semivar9.76744186046512","semivar11.1627906976744","semivar12.5581395348837","semivar13.953488372093","semivar15.3488372093023","semivar16.7441860465116","semivar18.1395348837209","semivar19.5348837209302","semivar20.9302325581395","semivar22.3255813953488","semivar23.7209302325581","semivar25.1162790697674","semivar26.5116279069767","semivar27.906976744186","semivar29.3023255813953","semivar30.6976744186047","semivar32.093023255814","semivar33.4883720930233","semivar34.8837209302326","semivar36.2790697674419","semivar37.6744186046512","semivar39.0697674418605","semivar40.4651162790698","semivar41.8604651162791","semivar43.2558139534884","semivar44.6511627906977","semivar46.046511627907","semivar47.4418604651163","semivar48.8372093023256","semivar50.2325581395349","semivar51.6279069767442","semivar53.0232558139535","semivar54.4186046511628","semivar55.8139534883721","semivar57.2093023255814","semivar58.6046511627907","semivar60","semivar61.3953488372093","semivar62.7906976744186","semivar64.1860465116279","semivar65.5813953488372","semivar66.9767441860465","semivar68.3720930232558","semivar69.7674418604651","semivar71.1627906976744","semivar72.5581395348837","semivar73.953488372093","semivar75.3488372093023","semivar76.7441860465116","semivar78.1395348837209","semivar79.5348837209302","semivar80.9302325581395","semivar82.3255813953488","semivar83.7209302325581","semivar85.1162790697674","semivar86.5116279069767","semivar87.9069767441861","semivar89.3023255813954","semivar90.6976744186046","semivar92.0930232558139","semivar93.4883720930233","semivar94.8837209302326","semivar96.2790697674419","semivar97.6744186046512","semivar99.0697674418605","semivar100.46511627907","semivar101.860465116279","semivar103.255813953488","semivar104.651162790698","semivar106.046511627907","semivar107.441860465116","semivar108.837209302326","semivar110.232558139535","semivar111.627906976744","semivar113.023255813953","semivar114.418604651163","semivar115.813953488372","semivar117.209302325581","semivar118.604651162791","semivar120","semivar121.395348837209","semivar122.790697674419","semivar124.186046511628","semivar125.581395348837","semivar126.976744186047","semivar128.372093023256","semivar129.767441860465","semivar131.162790697674","semivar132.558139534884","semivar133.953488372093","semivar135.348837209302","semivar136.744186046512","semivar138.139534883721","semivar139.53488372093","semivar140.93023255814","semivar142.325581395349","semivar143.720930232558","semivar145.116279069767","semivar146.511627906977","semivar147.906976744186","semivar149.302325581395","semivar150.697674418605","semivar152.093023255814","semivar153.488372093023","semivar154.883720930233","semivar156.279069767442","semivar157.674418604651","semivar159.06976744186","semivar160.46511627907","semivar161.860465116279","semivar163.255813953488","semivar164.651162790698","semivar166.046511627907","semivar167.441860465116","semivar168.837209302326","semivar170.232558139535","semivar171.627906976744","semivar173.023255813953","semivar174.418604651163","semivar175.813953488372","semivar177.209302325581","semivar178.604651162791","semivar180","semivar181.395348837209","semivar182.790697674419","semivar184.186046511628","semivar185.581395348837","semivar186.976744186047","semivar188.372093023256","semivar189.767441860465","semivar191.162790697674","semivar192.558139534884","semivar193.953488372093","semivar195.348837209302","semivar196.744186046512","semivar198.139534883721","semivar199.53488372093","semivar200.93023255814","semivar202.325581395349","semivar203.720930232558","semivar205.116279069767","semivar206.511627906977","semivar207.906976744186","semivar209.302325581395","semivar210.697674418605","semivar212.093023255814","semivar213.488372093023","semivar214.883720930233","semivar216.279069767442","semivar217.674418604651","semivar219.06976744186","semivar220.46511627907","semivar221.860465116279","semivar223.255813953488","semivar224.651162790698","semivar226.046511627907","semivar227.441860465116","semivar228.837209302326","semivar230.232558139535","semivar231.627906976744","semivar233.023255813953","semivar234.418604651163","semivar235.813953488372","semivar237.209302325581","semivar238.604651162791","semivar240","semivar241.395348837209","semivar242.790697674419","semivar244.186046511628","semivar245.581395348837","semivar246.976744186047","semivar248.372093023256","semivar249.767441860465","semivar251.162790697674","semivar252.558139534884","semivar253.953488372093","semivar255.348837209302","semivar256.744186046512","semivar258.139534883721","semivar259.53488372093","semivar260.93023255814","semivar262.325581395349","semivar263.720930232558","semivar265.116279069767","semivar266.511627906977","semivar267.906976744186","semivar269.302325581395","semivar270.697674418605","semivar272.093023255814","semivar273.488372093023","semivar274.883720930233","semivar276.279069767442","semivar277.674418604651","semivar279.06976744186","semivar280.46511627907","semivar281.860465116279","semivar283.255813953488","semivar284.651162790698","semivar286.046511627907","semivar287.441860465116","semivar288.837209302326","semivar290.232558139535","semivar291.627906976744","semivar293.023255813953","semivar294.418604651163","semivar295.813953488372","semivar297.209302325581","semivar298.604651162791","semivar300"
"AR-370_NR1_2016-03-10_R_T2",55,"3/10/2016","11:27:46 AM",37.1614,13.558,15.28683073,NA,"AR-370_NR1_2016-03-10_R_T1_final.csv",410,5.74766355140187,4.04348494165962,"0.00442876141512367","0.0266924819811554","0.0286849740616322","0.0307730464893504","0.0219846275001795","0.00666756352152243","0.00154154469150013","3.75050907396088e-05","0.00234727943861295","0.00179137091866808","3.75050907396088e-05","0.000447842518044078","0.0176969383304258","0.00618757179965433","0.00234727943861295","0.00403922912730496","0","0.00154154469150013","0.00264635549870766","0.000744548716416366","0.00365938490112241","0.0237962031336323","0.0219846275001795","0.0105854219948303","0.00154154469150013","0.00179137007217646","0.00484569271321998","0.000586819617409592","0.000912789113759995","0.000744548716416366","0.000744548716416366","0.00234068922964892","0.00996471518049638","0.0228608684675719","0.0340301364613082","0.0266924819811554","0.0082274441916676","0.000330086034792912","0.00131540409225002","0.00483622467642097","0.00234727943861295","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2016-03-10_R_T2",56,"3/10/2016","11:27:47 AM",37.0592,13.558,15.21728776,10,"AR-370_NR1_2016-03-10_R_T1_final.csv",420,5.88785046728972,3.68604631942172,"0.00483622467642097","0.0185210079674484","0.0542523366521161","0.0570776822956101","0.0600080716937027","0.0474434221443121","0.0228608714915344","0.0118386324780306","0.00402194799856888","0.000444966961177602","0.000740840209824442","0.00402194799856888","0.0082274441916676","0.0410357433512966","0.0219644522927281","0.000444966961177602","3.5856623041601e-05","0.00483622467642097","0.0118386324780306","0.0146375420242044","0.00937593076777208","0.0169093144830723","0.0500878499499226","0.0474434221443121","0.0297315703694025","0.0118386324780306","0.0125143487430028","0.0193638301498403","0.00879231217532897","0.00995113384383699","0.00937593076777208","0.00937593076777208","0.0139059848708498","0.0286849740616322","0.0487266243995663","0.0645239047221141","0.0542523366521161","0.0256794952181331","0.00769326162233775","0.00110719035378092","0","0.000444966961177602","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2016-03-10_R_T2",61,"3/10/2016","11:27:52 AM",37.2547,13.558,15.3503176,NA,"AR-370_NR1_2016-03-10_R_T1_final.csv",430,6.02803738317757,4.05448594245094,"0.0176969383304258","0.00403058266239693","9.37627268490221e-06","0.00997830577876076","0.0112104727554304","0.012529580786072","0.00718854200897279","0.000330086398158377","0.000586819617409592","0.00484569271322023","0.0125295785473602","0.0111960650673316","0.00484569271322023","0.00179137007217646","0.00483622467642097","0.000230257863062481","0.0125295785473602","0.0161396189472402","0.00403058266239693","0.000586819617409592","0.00014506106745689","0.00131047258020256","8.96415576040557e-06","0.008239793808356","0.00718854200897279","0.00155225046993204","0.000586819617409592","0.000447842518044078","3.75050907395871e-05","0.00154154469150013","0.00110719035378092","0.00131047258020256","0.00131047258020256","0.000228197278439999","0.00132034486590248","0.00769326162233744","0.0146375444439184","0.00997830577876076","0.00074084075419209","0.00205377550595999","0.00995113384383699","0.0176969383304258","0.0125295785473602","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2016-03-10_R_T2",62,"3/10/2016","11:27:53 AM",37.4015,13.558,15.45020907,NA,"AR-370_NR1_2016-03-10_R_T1_final.csv",440,6.16822429906542,4.1549408150639,"0.00997830577876076","0.0542523366521161","0.0266924819811554","0.0093759327043598","0","3.58567428025109e-05","0.00014506130833961","0.000228197278439999","0.00667867978377609","0.0154047392565887","0.0287310907261505","0.0448707075847849","0.0423136954105846","0.0287310907261505","0.0202254048776025","0.000921031452249926","0.00717700736452839","0.0448707075847849","0.0514987090328929","0.0266924819811554","0.0154047392565887","0.0125295785473598","0.0185210106892864","0.0105854240525402","8.31408417855977e-05","0.000228197278439999","0.00365938611097961","0.0154047392565887","0.0146540128101373","0.00879231217532897","0.0193638301498403","0.0177331675760835","0.0185210106892864","0.0185210106892864","0.0132244641054287","0.00403922785620635","0.000148358002852906","0.000444967383062537","0","0.00528137655668633","0.0210859644294047","0.0398588607219855","0.0542523366521161","0.0448707075847849","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2016-03-10_R_T2",63,"3/10/2016","11:27:54 AM",37.4058,13.558,15.45313505,NA,"AR-370_NR1_2016-03-10_R_T1_final.csv",450,6.30841121495327,4.24421646642326,"8.56135896040322e-06","0.0105714280245025","0.0556239442003444","0.0276571268506624","0.0099511358389443","8.56135896040322e-06","9.37627268490221e-06","8.31408417855977e-05","0.000325159515552418","0.00716548198168898","0.016139621488076","0.0297315738179719","0.0461188724843027","0.043526022087788","0.0297315738179719","0.0210662088725211","0.00110719101927036","0.00768133050624008","0.0461188724843027","0.0528352748105627","0.0276571268506624","0.016139621488076","0.0131931825600963","0.0193259765204102","0.0111960671835611","0.00014506130833961","0.000325159515552418","0.00402194926694568","0.016139621488076","0.0153709759304674","0.00934959619875628","0.0201867150336017","0.0185210106892864","0.0193259765204102","0.0193259765204102","0.0139059872293225","0.00441971006481002","0.000228197580564124","0.000330086034792912","8.56135896040322e-06","0.00571521787288361","0.0219442893096024","0.0410357474027525","0.0556239442003444","0.0461188724843027","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2016-03-10_R_T2",64,"3/10/2016","11:27:55 AM",37.3703,13.558,15.42897873,NA,"AR-370_NR1_2016-03-10_R_T1_final.csv",460,6.44859813084112,4.42219699638734,"0.000583527795942374","0.000450727336515553","0.00618757337287696","0.0448130667795414","0.0202060539040002","0.00571521787288361","0.000450727336515553","0.00074084075419209","0.00110719101927036","3.75050907395871e-05","0.00365938490112263","0.0105854240525402","0.02198462750018","0.0363271134866933","0.0340301364613082","0.02198462750018","0.0146375420242044","8.31408417855977e-05","0.00403058393213453","0.0363271134866933","0.0423136954105853","0.0202060539040002","0.0105854240525402","0.0082274441916676","0.0131931825600967","0.00666756352152272","0.000146704904352376","3.75050907395871e-05","0.00154154547675049","0.0105854240525402","0.00996471518049638","0.00526161491826031","0.0139059848708498","0.0125295785473602","0.0131931825600967","0.0131931825600967","0.00879231217532897","0.00179137007217646","8.19044910120759e-05","0.00179137091866808","0.000450727336515553","0.00264635549870766","0.015370973450873","0.0318324474722503","0.0448130667795414","0.0363271134866933","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2016-03-10_R_T2",65,"3/10/2016","11:27:56 AM",37.3214,13.558,15.39570426,NA,"AR-370_NR1_2016-03-10_R_T1_final.csv",470,6.58878504672897,4.26025775248406,"0.00110719035378092","0.00329829564002407","0.00297077431313601","0.00205994890595561","0.0318324474722503","0.011853445534661","0.00179137091866808","0.00297077431313601","0.00365938611097961","0.00442876274610245","0.00155225046993204","0.000740840209824442","0.0048456941054404","0.0132244641054291","0.0247502934915079","0.0228608714915344","0.0132244641054291","0.00769326162233775","0.000583527312816119","0.000912789718008145","0.0247502934915079","0.0297315738179719","0.011853445534661","0.0048456941054404","0.00329829564002407","0.00665645651815226","0.0023406901972625","0.00205994799822244","0.00155225046993204","3.58567428025109e-05","0.0048456941054404","0.00442876274610245","0.00154154547675049","0.00716548198168898","0.00618757337287696","0.00665645651815226","0.00665645651815226","0.00365938611097961","8.1904491012108e-05","0.00179137007217631","0.00571521787288361","0.00297077431313601","0.000330086034792912","0.0082274441916676","0.0210662088725211","0.0318324474722503","0.0247502934915079","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2016-03-10_R_T2",66,"3/10/2016","11:27:57 AM",37.3037,13.558,15.38366012,NA,"AR-370_NR1_2016-03-10_R_T1_final.csv",480,6.72897196261682,4.30693210650584,"0.00014506130833961","0.00205377641233216","0.00482676589850492","0.00442876274610245","0.00111172363995038","0.0276797621719697","0.00937593076777208","0.000916905652202461","0.00442876274610245","0.00526161636900008","0.0061768737957481","0.00264635652756246","0.00023025755957761","0.00331394567293435","0.010599429339461","0.0211057321507345","0.0193638301498403","0.010599429339461","0.00572551002241007","0.00131047258020256","0.000330086034792912","0.0211057321507345","0.0257231301018625","0.00937593076777208","0.00331394567293435","0.00205994799822244","0.00483622467642097","0.00132034413917165","0.00329829564002407","0.00264635652756246","3.66762260880941e-05","0.00331394567293435","0.00297077431313601","0.000740840209824442","0.00527149038130091","0.0044378233566601","0.00483622467642097","0.00483622467642097","0.00234727846963837","8.96421564089989e-06","0.00295595771443833","0.00768133050624008","0.00442876274610245","3.75049682568987e-05","0.00618757179965433","0.0177150483224521","0.0276797621719697","0.0211057321507345","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2016-03-10_R_T2",67,"3/10/2016","11:27:58 AM",37.2413,13.558,15.34119945,NA,"AR-370_NR1_2016-03-10_R_T1_final.csv",490,6.86915887850467,4.31675935859822,"0.00180290849684895","0.0029707743131362","0.00770520199731862","0.0125295785473602","0.0118830972525444","8.3140659422515e-05","0.0153541069186561","0.00295595771443833","0.000148357759248429","0.0118830972525444","0.0132244641054291","0.0146540128101377","0.00881785228769643","0.000744549262144911","0.00022819758056407","0.00365938611097961","0.0105714280245025","0.00934959619875594","0.00365938611097961","0.00110266699334489","0.00618757179965461","0.00059012069776001","0.0105714280245025","0.0139059872293225","0.00295595771443833","0.00022819758056407","8.56135896039282e-06","0.00073345097329","3.75049682568987e-05","0.00997830378093165","0.00881785228769643","0.0023538760008976","0.00022819758056407","0.000145061308339567","0.000232327404444093","0.000908682439809572","0.000583527795942374","0.00073345097329","0.00073345097329","3.58567428024896e-05","0.00206612975209005","0.00937593076777208","0.0169270169889772","0.0118830972525444","0.00132034413917165","0.00131047258020243","0.00821510564932833","0.0153541069186561","0.0105714280245025","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2016-03-10_R_T2",68,"3/10/2016","11:27:59 AM",37.2236,13.558,15.32915531,NA,"AR-370_NR1_2016-03-10_R_T1_final.csv",500,7.00934579439252,4.52148153545989,"0.000145061308339567","0.00297077431313601","0.00442876274610245","0.00996471518049638","0.0153709759304674","0.0146540128101373","0.000447842518044078","0.0125143487430028","0.00179137007217646","0.000586819617409592","0.0146540128101373","0.016139621488076","0.0177150509844098","0.0112248854699534","0.00154689373652481","9.37627268490221e-06","0.00234727846963854","0.00823979380835632","0.00716548198168898","0.00234727846963854","0.000447842518044153","0.0082274441916676","0.00132034413917152","0.00823979380835632","0.0112104706378403","0.00179137007217646","9.37627268490221e-06","8.31408417855977e-05","0.000226146256185641","0.000330086034792847","0.0125295785473598","0.0112248854699534","0.00366762260880984","9.37627268490221e-06","0","0.000744549262144814","0.000327617964048432","0.000146704904352419","0.000226146256185641","0.000226146256185641","3.66762260880941e-05","0.0033061166013455","0.0118534455346606","0.02020605674696","0.0146540128101373","0.00234069019726233","0.000583527312816119","0.00617687222388655","0.0125143487430028","0.00823979380835632","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2016-03-10_R_T2",69,"3/10/2016","11:28:00 AM",37.1524,13.558,15.28070659,NA,"AR-370_NR1_2016-03-10_R_T1_final.csv",510,7.14953271028037,4.82051968440593,"0.00234727846963854","0.00365938611097961","0.010599429339461","0.0132244641054291","0.02198462750018","0.0297315738179719","0.0287310907261505","0.00484569271322023","0.00402194799856888","3.75050907396088e-05","0.00528137655668659","0.0287310907261505","0.0307969261196813","0.0329591752334246","0.0238382112778385","0.00770520375290415","0.0020599479982226","0","0.00179137091866808","0.00131047258020243","0","0.000744549262144911","0.0193638301498408","0.00718854031326765","0.00179137091866808","0.00329829564002407","3.75050907396088e-05","0.0020599479982226","0.00331394567293455","0.00111626551951361","0.0044378233566601","0.0257231301018625","0.0238382112778385","0.0118830972525444","0.0020599479982226","0.00234727846963854","0.00573581294552248","0.000921031452250034","0.00132034413917165","0.00111626551951361","0.00111626551951361","0.0029707743131362","0.0112248854699537","0.0247502903450625","0.0363271134866933","0.0287310907261505","0.00937593270436014","0.000590121183608151","0.000908682439809572","0.00402194799856888","0.00179137091866808","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
