"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.65486725663717","semivar5.30973451327434","semivar7.9646017699115","semivar10.6194690265487","semivar13.2743362831858","semivar15.929203539823","semivar18.5840707964602","semivar21.2389380530973","semivar23.8938053097345","semivar26.5486725663717","semivar29.2035398230088","semivar31.858407079646","semivar34.5132743362832","semivar37.1681415929204","semivar39.8230088495575","semivar42.4778761061947","semivar45.1327433628319","semivar47.787610619469","semivar50.4424778761062","semivar53.0973451327434","semivar55.7522123893805","semivar58.4070796460177","semivar61.0619469026549","semivar63.716814159292","semivar66.3716814159292","semivar69.0265486725664","semivar71.6814159292035","semivar74.3362831858407","semivar76.9911504424779","semivar79.646017699115","semivar82.3008849557522","semivar84.9557522123894","semivar87.6106194690265","semivar90.2654867256637","semivar92.9203539823009","semivar95.5752212389381","semivar98.2300884955752","semivar100.884955752212","semivar103.53982300885","semivar106.194690265487","semivar108.849557522124","semivar111.504424778761","semivar114.159292035398","semivar116.814159292035","semivar119.469026548673","semivar122.12389380531","semivar124.778761061947","semivar127.433628318584","semivar130.088495575221","semivar132.743362831858","semivar135.398230088496","semivar138.053097345133","semivar140.70796460177","semivar143.362831858407","semivar146.017699115044","semivar148.672566371681","semivar151.327433628319","semivar153.982300884956","semivar156.637168141593","semivar159.29203539823","semivar161.946902654867","semivar164.601769911504","semivar167.256637168142","semivar169.911504424779","semivar172.566371681416","semivar175.221238938053","semivar177.87610619469","semivar180.530973451327","semivar183.185840707965","semivar185.840707964602","semivar188.495575221239","semivar191.150442477876","semivar193.805309734513","semivar196.46017699115","semivar199.115044247788","semivar201.769911504425","semivar204.424778761062","semivar207.079646017699","semivar209.734513274336","semivar212.389380530973","semivar215.044247787611","semivar217.699115044248","semivar220.353982300885","semivar223.008849557522","semivar225.663716814159","semivar228.318584070796","semivar230.973451327434","semivar233.628318584071","semivar236.283185840708","semivar238.938053097345","semivar241.592920353982","semivar244.247787610619","semivar246.902654867257","semivar249.557522123894","semivar252.212389380531","semivar254.867256637168","semivar257.522123893805","semivar260.176991150442","semivar262.83185840708","semivar265.486725663717","semivar268.141592920354","semivar270.796460176991","semivar273.451327433628","semivar276.106194690266","semivar278.761061946903","semivar281.41592920354","semivar284.070796460177","semivar286.725663716814","semivar289.380530973451","semivar292.035398230089","semivar294.690265486726","semivar297.345132743363","semivar300"
"AR-370_NR1_2015-09-09_R_T2",9,"9/9/2015","10:12:58 AM",36.0554,27.665,14.5342,60,"AR-370_NR1_2015-09-09_R_T2_final.csv",0,0,0.142403455,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T2",10,"9/9/2015","10:12:59 AM",35.9082,27.665,14.4341,NA,"AR-370_NR1_2015-09-09_R_T2_final.csv",10,0.267857142857143,0.37769756,"0.0100200099999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T2",11,"9/9/2015","10:13:00 AM",35.7921,27.665,14.3551,NA,"AR-370_NR1_2015-09-09_R_T2_final.csv",20,0.535714285714286,0.540334869999999,"0.0062410000000001","0.03207681","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T2",12,"9/9/2015","10:13:01 AM",35.7699,27.665,14.34,NA,"AR-370_NR1_2015-09-09_R_T2_final.csv",30,0.803571428571428,0.60266462,"0.00022801000000001","0.00885481000000018","0.0377136400000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T2",13,"9/9/2015","10:13:02 AM",35.8235,27.665,14.3764,NA,"AR-370_NR1_2015-09-09_R_T2_final.csv",40,1.07142857142857,0.60071912,"0.00132496000000003","0.000453690000000004","0.00332929000000006","0.02490084","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T2",14,"9/9/2015","10:13:03 AM",35.8993,27.665,14.428,NA,"AR-370_NR1_2015-09-09_R_T2_final.csv",50,1.33928571428571,0.54192227,"0.00266256000000006","0.00774400000000017","0.00531441000000009","3.72099999999999e-05","0.0112784399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T2",15,"9/9/2015","10:13:04 AM",35.9662,27.665,14.4735,NA,"AR-370_NR1_2015-09-09_R_T2_final.csv",60,1.60714285714286,0.46150004,"0.00207024999999989","0.00942840999999986","0.0178222499999999","0.0140185599999999","0.0015523599999999","0.00368449000000008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T2",16,"9/9/2015","10:13:05 AM",36.0197,27.665,14.51,NA,"AR-370_NR1_2015-09-09_R_T2_final.csv",70,1.875,0.395580925,"0.00133225000000001","0.00672399999999983","0.0178489599999999","0.0289","0.0239940099999999","0.00576080999999984","0.000585640000000021","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T2",17,"9/9/2015","10:13:06 AM",36.0554,27.665,14.5342,NA,"AR-370_NR1_2015-09-09_R_T2_final.csv",80,2.14285714285714,0.351728405,"0.000585640000000021","0.00368449000000008","0.0112784399999999","0.02490084","0.0377136400000001","0.03207681","0.0100200099999999","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T2",18,"9/9/2015","10:13:07 AM",36.0644,27.665,14.5404,NA,"AR-370_NR1_2015-09-09_R_T2_final.csv",90,2.41071428571429,0.34381963,"3.8439999999997e-05","0.000924160000000012","0.00447561000000005","0.0126337599999998","0.0268959999999999","0.0401601600000001","0.0343360899999999","0.0112996899999998","3.8439999999997e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
