"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.96078431372549","semivar3.92156862745098","semivar5.88235294117647","semivar7.84313725490196","semivar9.80392156862745","semivar11.7647058823529","semivar13.7254901960784","semivar15.6862745098039","semivar17.6470588235294","semivar19.6078431372549","semivar21.5686274509804","semivar23.5294117647059","semivar25.4901960784314","semivar27.4509803921569","semivar29.4117647058824","semivar31.3725490196078","semivar33.3333333333333","semivar35.2941176470588","semivar37.2549019607843","semivar39.2156862745098","semivar41.1764705882353","semivar43.1372549019608","semivar45.0980392156863","semivar47.0588235294118","semivar49.0196078431373","semivar50.9803921568627","semivar52.9411764705882","semivar54.9019607843137","semivar56.8627450980392","semivar58.8235294117647","semivar60.7843137254902","semivar62.7450980392157","semivar64.7058823529412","semivar66.6666666666667","semivar68.6274509803922","semivar70.5882352941177","semivar72.5490196078431","semivar74.5098039215686","semivar76.4705882352941","semivar78.4313725490196","semivar80.3921568627451","semivar82.3529411764706","semivar84.3137254901961","semivar86.2745098039216","semivar88.2352941176471","semivar90.1960784313726","semivar92.156862745098","semivar94.1176470588235","semivar96.078431372549","semivar98.0392156862745","semivar100","semivar101.960784313725","semivar103.921568627451","semivar105.882352941176","semivar107.843137254902","semivar109.803921568627","semivar111.764705882353","semivar113.725490196078","semivar115.686274509804","semivar117.647058823529","semivar119.607843137255","semivar121.56862745098","semivar123.529411764706","semivar125.490196078431","semivar127.450980392157","semivar129.411764705882","semivar131.372549019608","semivar133.333333333333","semivar135.294117647059","semivar137.254901960784","semivar139.21568627451","semivar141.176470588235","semivar143.137254901961","semivar145.098039215686","semivar147.058823529412","semivar149.019607843137","semivar150.980392156863","semivar152.941176470588","semivar154.901960784314","semivar156.862745098039","semivar158.823529411765","semivar160.78431372549","semivar162.745098039216","semivar164.705882352941","semivar166.666666666667","semivar168.627450980392","semivar170.588235294118","semivar172.549019607843","semivar174.509803921569","semivar176.470588235294","semivar178.43137254902","semivar180.392156862745","semivar182.352941176471","semivar184.313725490196","semivar186.274509803922","semivar188.235294117647","semivar190.196078431373","semivar192.156862745098","semivar194.117647058824","semivar196.078431372549","semivar198.039215686275","semivar200","semivar201.960784313725","semivar203.921568627451","semivar205.882352941176","semivar207.843137254902","semivar209.803921568627","semivar211.764705882353","semivar213.725490196078","semivar215.686274509804","semivar217.647058823529","semivar219.607843137255","semivar221.56862745098","semivar223.529411764706","semivar225.490196078431","semivar227.450980392157","semivar229.411764705882","semivar231.372549019608","semivar233.333333333333","semivar235.294117647059","semivar237.254901960784","semivar239.21568627451","semivar241.176470588235","semivar243.137254901961","semivar245.098039215686","semivar247.058823529412","semivar249.019607843137","semivar250.980392156863","semivar252.941176470588","semivar254.901960784314","semivar256.862745098039","semivar258.823529411765","semivar260.78431372549","semivar262.745098039216","semivar264.705882352941","semivar266.666666666667","semivar268.627450980392","semivar270.588235294118","semivar272.549019607843","semivar274.509803921569","semivar276.470588235294","semivar278.43137254902","semivar280.392156862745","semivar282.352941176471","semivar284.313725490196","semivar286.274509803922","semivar288.235294117647","semivar290.196078431373","semivar292.156862745098","semivar294.117647058824","semivar296.078431372549","semivar298.039215686275","semivar300"
"AR-364_BARGE_2016-03-09_S",54,"3/9/2016","9:55:32 AM",37.2835,12.98,15.3699,NA,"AR-364_BARGE_2016-03-09_S_final.csv",390,7.69736842105263,9.2699595,"0.000998559999999949","0.00400688999999999","0.0207936399999999","0.0284934399999997","0.00444888999999988","0.00149769000000003","0.0077264099999999","0.00835396000000003","0.00444888999999988","0.00654480999999996","0.0791859599999998","0.0334158400000001","0.00444888999999988","0.000112360000000003","0.0360620099999999","0.0588547600000006","0.0445210000000001","0.0297217599999999","0.0239630399999999","0.0218152900000001","0.0297217599999999","0.0491065600000002","0.100235560000001","0.11397376","0.10699441","0.0677560900000004","0.00208849000000001","1.22499999999926e-05","0.00400688999999999","0.000605160000000063","0.00654480999999996","0.01430416","0.0239630399999999","0.0134792100000003","0.00278784000000014","0","0.011881","0.0555073599999999","0.0024206399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",55,"3/9/2016","9:55:33 AM",37.3094,12.98,15.3875,NA,"AR-364_BARGE_2016-03-09_S_final.csv",400,7.89473684210526,9.450185985,"0.000309759999999994","0.0024206399999999","0.00654480999999996","0.0261792399999998","0.0347449599999996","0.00710648999999982","0.000445210000000024","0.0111302499999998","0.011881","0.00710648999999982","0.00970224999999992","0.0894009999999997","0.0401601600000001","0.00710648999999982","4.89999999999954e-05","0.02968729","0.0506250000000006","0.0374035600000002","0.0239630399999999","0.01882384","0.0169260100000001","0.0239630399999999","0.0416160000000003","0.0894010000000008","0.1024","0.0957902499999999","0.0589032900000005","0.000789610000000013","0.000445209999999949","0.00654480999999996","4.90000000000203e-05","0.00400688999999999","0.0104040000000001","0.01882384","0.00970225000000027","0.0012390400000001","0.000309759999999994","0.01602756","0.0641102399999998","0.00446223999999985","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",56,"3/9/2016","9:55:34 AM",37.2835,12.98,15.3699,NA,"AR-364_BARGE_2016-03-09_S_final.csv",410,8.09210526315789,9.51676134,"0.000309759999999994","0","0.000998559999999949","0.00400688999999999","0.0207936399999999","0.0284934399999997","0.00444888999999988","0.00149769000000003","0.0077264099999999","0.00835396000000003","0.00444888999999988","0.00654480999999996","0.0791859599999998","0.0334158400000001","0.00444888999999988","0.000112360000000003","0.0360620099999999","0.0588547600000006","0.0445210000000001","0.0297217599999999","0.0239630399999999","0.0218152900000001","0.0297217599999999","0.0491065600000002","0.100235560000001","0.11397376","0.10699441","0.0677560900000004","0.00208849000000001","1.22499999999926e-05","0.00400688999999999","0.000605160000000063","0.00654480999999996","0.01430416","0.0239630399999999","0.0134792100000003","0.00278784000000014","0","0.011881","0.0555073599999999","0.0024206399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",57,"3/9/2016","9:55:35 AM",37.2628,12.98,15.3558,NA,"AR-364_BARGE_2016-03-09_S_final.csv",420,8.28947368421053,9.38968401,"0.000198809999999975","0.00100488999999993","0.000198809999999975","0.000306250000000002","0.00242064000000008","0.0169260100000001","0.02393209","0.00276676","0.00278783999999995","0.00544644000000005","0.00597529000000016","0.00276676","0.00446224000000009","0.0714492900000003","0.0284596900000004","0.00276676","0.000610089999999964","0.0416159999999995","0.0658948900000002","0.0506700099999997","0.0347822499999995","0.0285272099999996","0.0261792399999998","0.0347822499999995","0.0555544899999998","0.10936249","0.123692889999999","0.116417439999999","0.07529536","0.0035760399999999","0.000112360000000003","0.00242064000000008","0.00149769000000003","0.00902499999999978","0.0178756899999998","0.0285272099999996","0.0169520400000001","0.00447561000000005","0.000198809999999975","0.00900601000000016","0.0490622500000003","0.00123200999999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",58,"3/9/2016","9:55:36 AM",37.1182,12.98,15.2574,NA,"AR-364_BARGE_2016-03-09_S_final.csv",430,8.48684210526316,9.151232505,"0.00968255999999997","0.0126562499999998","0.0169260099999997","0.0126562499999998","0.00654480999999996","0.0024206399999999","0.00100489000000005","0.00316969000000003","0.00209763999999999","0.0228614399999998","0.000605159999999976","0.000445209999999949","0.00209763999999999","0.000998559999999949","0.0285272100000002","0.00494209000000019","0.00209763999999999","0.0151536099999998","0.0914457599999992","0.12609601","0.10465225","0.0811680099999992","0.0714492899999993","0.0677040399999996","0.0811680099999992","0.11162281","0.18412681","0.202590009999999","0.193248159999999","0.13897984","0.0250272399999997","0.011881","0.0024206399999999","0.0187964100000001","0.0374035599999995","0.0538704099999996","0.0714492899999993","0.0522579600000001","0.0273240900000001","0.0126562499999998","1.22499999999926e-05","0.0151536100000002","0.00400688999999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",59,"3/9/2016","9:55:37 AM",37.2783,12.98,15.3664,NA,"AR-364_BARGE_2016-03-09_S_final.csv",440,8.68421052631579,9.034600155,"0.011881","0.000112360000000003","1.22499999999926e-05","0.000445209999999949","1.22499999999926e-05","0.000789610000000013","0.00357604000000012","0.0197964900000002","0.0273240900000001","0.00399424000000002","0.00178083999999995","0.00712336000000008","0.00772641000000021","0.00399424000000002","0.00599076000000012","0.0772284100000004","0.0321484900000005","0.00399424000000002","0.000198809999999975","0.0374035599999995","0.0605652100000001","0.0460102499999997","0.0309408099999995","0.0250588899999996","0.0228614399999998","0.0309408099999995","0.0506700099999997","0.10246401","0.116349209999999","0.109296359999999","0.0695904399999999","0.0024206399999999","0","0.00357604000000012","0.000789610000000013","0.00712335999999978","0.0151536099999998","0.0250588899999996","0.01430416","0.00316969000000003","1.22499999999926e-05","0.0111302500000002","0.0538704100000004","0.00208849000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",60,"3/9/2016","9:55:38 AM",37.1078,12.98,15.2504,NA,"AR-364_BARGE_2016-03-09_S_final.csv",450,8.88157894736842,8.798800985,"0.0134559999999999","4.89999999999954e-05","0.0111091599999999","0.0142802499999997","0.0187964099999996","0.0142802499999997","0.0077264099999999","0.00315843999999985","0.000610090000000052","0.00243049000000006","0.00278783999999995","0.0250272399999997","0.000998559999999949","0.000789609999999913","0.00278783999999995","0.00148995999999991","0.0262116100000003","0.00400689000000021","0.00278783999999995","0.0169260099999997","0.095728359999999","0.13111641","0.109230249999999","0.085205609999999","0.0752404899999991","0.0713958399999995","0.085205609999999","0.116349209999999","0.19018321","0.208940409999999","0.199451559999999","0.14424804","0.0272910399999996","0.0134559999999999","0.00315843999999985","0.02076481","0.0401601599999993","0.0571688099999994","0.0752404899999991","0.0555073599999999","0.02968729","0.0142802499999997","0.000110249999999971","0.0134792100000003","0.00494208999999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",61,"3/9/2016","9:55:39 AM",37.113,12.98,15.2539,NA,"AR-364_BARGE_2016-03-09_S_final.csv",460,9.07894736842105,8.32525352,"1.22499999999926e-05","0.0126562500000002","1.22500000000051e-05","0.0103836100000001","0.0134559999999999","0.0178489599999999","0.0134559999999999","0.00712336000000008","0.00277728999999997","0.00079524","0.00278783999999995","0.00243049000000006","0.02393209","0.000789610000000013","0.000605159999999976","0.00243049000000006","0.00123200999999999","0.02735716","0.00446224000000009","0.00243049000000006","0.01602756","0.0935748099999996","0.128593960000001","0.106929","0.0831745599999996","0.0733326399999997","0.06953769","0.0831745599999996","0.11397376","0.187142760000001","0.20575296","0.196337609999999","0.14160169","0.0261468899999999","0.0126562500000002","0.00277728999999997","0.0197683600000003","0.0387696099999998","0.0555073599999999","0.0733326399999997","0.0538704100000004","0.0284934400000003","0.0134559999999999","4.89999999999954e-05","0.01430416","0.00446224000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",62,"3/9/2016","9:55:40 AM",37.2422,12.98,15.3418,NA,"AR-364_BARGE_2016-03-09_S_final.csv",470,9.27631578947368,7.72834939,"0.0077264099999999","0.0083539599999997","0.000605160000000063","0.00712335999999978","0.000196000000000031","0.000789610000000013","0.00208849000000001","0.000789610000000013","1.22499999999926e-05","0.00123903999999998","0.0134792099999999","0.0197964899999997","0.00148995999999991","0.00446224000000009","0.0035760399999999","0.00400688999999999","0.00148995999999991","0.00278783999999995","0.0641608899999997","0.02393209","0.00148995999999991","0.00149769000000003","0.047524","0.0732784900000008","0.0571688100000003","0.04020025","0.03345241","0.0309056400000002","0.04020025","0.0623500900000004","0.118818090000001","0.13373649","0.12616704","0.0831745600000006","0.00544644000000005","0.000605160000000063","0.00123903999999998","0.00277729000000016","0.011881","0.0218152900000001","0.03345241","0.0207936400000004","0.00654481000000025","0.000789610000000013","0.00654480999999996","0.0430562499999998","0.000445209999999949","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",63,"3/9/2016","9:55:41 AM",37.3197,12.98,15.3945,NA,"AR-364_BARGE_2016-03-09_S_final.csv",480,9.47368421052632,7.21275591,"0.00277729000000016","0.0197683600000003","0.02076481","0.000789610000000013","0.0187964100000001","0.00149769000000003","0.000605160000000063","4.90000000000203e-05","0.000605160000000063","0.00315844000000005","0.00772641000000021","0.0284934400000003","0.0374035600000002","0.00833569000000007","0.000198809999999975","0.0126562500000002","0.0134560000000003","0.00833569000000007","0.0111302500000002","0.0936360000000006","0.0430147600000007","0.00833569000000007","0.000196000000000031","0.0273240899999995","0.047524","0.0347449599999996","0.0218448399999995","0.0169520399999996","0.0151536099999998","0.0218448399999995","0.0388089999999997","0.0852639999999999","0.0979689999999993","0.0915062499999991","0.0555544899999998","0.000445209999999949","0.000789610000000013","0.00772641000000021","0","0.00316968999999983","0.00902499999999978","0.0169520399999996","0.00837224999999998","0.00079524","0.000605160000000063","0.0178489600000003","0.0677040400000006","0.00544644000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",64,"3/9/2016","9:55:42 AM",37.4179,12.98,15.4614,NA,"AR-364_BARGE_2016-03-09_S_final.csv",490,9.67105263157895,6.844658495,"0.00447560999999982","0.01430416","0.0430562499999998","0.0445209999999994","0.00902499999999978","0.0416159999999995","0.0111513599999998","0.00837224999999998","0.00546121000000001","0.00837224999999998","0.0151536099999998","0.0239630399999999","0.0555544899999998","0.0677560899999995","0.0250272399999997","0.00278783999999995","0.0321843599999998","0.03345241","0.0250272399999997","0.0297217599999999","0.13905441","0.0752404900000001","0.0250272399999997","0.00654480999999996","0.00968255999999997","0.0228312100000004","0.0142802500000001","0.00654480999999996","0.00400688999999999","0.00315844000000005","0.00654480999999996","0.0169260100000001","0.0506700100000005","0.0605652100000001","0.0555073599999999","0.0284934400000003","0.00209763999999999","0.00902499999999978","0.0239630399999999","0.00447560999999982","0.000112360000000003","0.000789610000000013","0.00400688999999999","0.000605160000000063","0.00149768999999989","0.00837224999999998","0.04020025","0.10699441","0.0197964899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",65,"3/9/2016","9:55:43 AM",37.3662,12.98,15.4262,NA,"AR-364_BARGE_2016-03-09_S_final.csv",500,9.86842105263158,6.513906305,"0.00123903999999998","0.00100488999999993","0.00712336000000008","0.02968729","0.0309056399999996","0.0035760399999999","0.0284934399999997","0.00495615999999991","0.00316969000000003","0.00149769000000003","0.00316969000000003","0.0077264099999999","0.01430416","0.04020025","0.0506700099999997","0.0151289999999998","0.000309759999999994","0.0207936399999999","0.0218152900000001","0.0151289999999998","0.01882384","0.11404129","0.0571688100000003","0.0151289999999998","0.00208849000000001","0.0178489599999999","0.0347076900000004","0.02393209","0.0134792099999999","0.00970224999999992","0.00835396000000003","0.0134792099999999","0.0273240900000001","0.0677560900000004","0.0791296899999999","0.0733326399999997","0.0416160000000003","0.000112360000000003","0.0035760399999999","0.01430416","0.00100488999999993","0.000605159999999976","0.00400688999999999","0.00970224999999992","0.00357604000000012","1.22499999999926e-05","0.00316969000000003","0.0273240900000001","0.08520561","0.0111302499999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",66,"3/9/2016","9:55:44 AM",37.3455,12.98,15.4121,NA,"AR-364_BARGE_2016-03-09_S_final.csv",510,10.0657894736842,6.147617195,"0.000198809999999975","0.00243048999999988","0.000309759999999994","0.00494209000000019","0.0250272400000002","0.0261468899999999","0.00208849000000001","0.02393209","0.00316969000000003","0.0017808400000001","0.000605160000000063","0.0017808400000001","0.00544644000000005","0.0111302500000002","0.0347449600000003","0.0445210000000001","0.01185921","1.22500000000051e-05","0.0169260100000001","0.0178489600000003","0.01185921","0.0151536100000002","0.10471696","0.0506250000000006","0.01185921","0.000998560000000061","0.0218152899999996","0.0401601600000001","0.0284934399999997","0.0169520399999996","0.0126787599999997","0.0111302499999998","0.0169520399999996","0.0321843599999998","0.07529536","0.0872611599999994","0.0811680099999992","0.0475676099999999","1.22499999999926e-05","0.00208849000000001","0.0111302500000002","0.000309759999999994","0.00149768999999989","0.00599075999999985","0.0126787599999997","0.00546121000000001","0.000112360000000003","0.0017808400000001","0.0228614400000003","0.0771728400000005","0.00835396000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",67,"3/9/2016","9:55:45 AM",37.3455,12.98,15.4121,20,"AR-364_BARGE_2016-03-09_S_final.csv",520,10.2631578947368,5.598669595,"0","0.000198809999999975","0.00243048999999988","0.000309759999999994","0.00494209000000019","0.0250272400000002","0.0261468899999999","0.00208849000000001","0.02393209","0.00316969000000003","0.0017808400000001","0.000605160000000063","0.0017808400000001","0.00544644000000005","0.0111302500000002","0.0347449600000003","0.0445210000000001","0.01185921","1.22500000000051e-05","0.0169260100000001","0.0178489600000003","0.01185921","0.0151536100000002","0.10471696","0.0506250000000006","0.01185921","0.000998560000000061","0.0218152899999996","0.0401601600000001","0.0284934399999997","0.0169520399999996","0.0126787599999997","0.0111302499999998","0.0169520399999996","0.0321843599999998","0.07529536","0.0872611599999994","0.0811680099999992","0.0475676099999999","1.22499999999926e-05","0.00208849000000001","0.0111302500000002","0.000309759999999994","0.00149768999999989","0.00599075999999985","0.0126787599999997","0.00546121000000001","0.000112360000000003","0.0017808400000001","0.0228614400000003","0.0771728400000005","0.00835396000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2016-03-09_S",74,"3/9/2016","9:55:52 AM",37.5057,12.98,15.5211,NA,"AR-364_BARGE_2016-03-09_S_final.csv",530,10.4605263157895,5.121736775,"0.011881","0.011881","0.00900601000000016","0.00356409000000014","0.01602756","0.0321484900000005","0.0713958400000004","0.0732784899999998","0.02393209","0.06953769","0.0273240900000001","0.0228614400000003","0.0178489600000003","0.0228614400000003","0.0334158400000001","0.0460102500000004","0.0872611600000005","0.1024","0.0474804100000001","0.0126562500000002","0.0571688100000003","0.0588547600000006","0.0474804100000001","0.0538704100000004","0.187142760000001","0.111556000000001","0.0474804100000001","0.0197683600000003","0.00149768999999989","0.00835396000000003","0.0035760399999999","0.000449439999999939","1.29599999999907e-05","1.22500000000051e-05","0.000449439999999939","0.00495615999999991","0.02735716","0.0347449599999996","0.0309408099999995","0.0119028099999999","0.0111302500000002","0.02393209","0.0460102500000004","0.01602756","0.00494209000000019","0.000998560000000061","1.29599999999907e-05","0.00123200999999999","0.00968255999999997","0.0228614400000003","0.0677040400000006","0.149614240000001","0.0401601600000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
