"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.06382978723404","semivar2.12765957446809","semivar3.19148936170213","semivar4.25531914893617","semivar5.31914893617021","semivar6.38297872340426","semivar7.4468085106383","semivar8.51063829787234","semivar9.57446808510638","semivar10.6382978723404","semivar11.7021276595745","semivar12.7659574468085","semivar13.8297872340426","semivar14.8936170212766","semivar15.9574468085106","semivar17.0212765957447","semivar18.0851063829787","semivar19.1489361702128","semivar20.2127659574468","semivar21.2765957446809","semivar22.3404255319149","semivar23.4042553191489","semivar24.468085106383","semivar25.531914893617","semivar26.5957446808511","semivar27.6595744680851","semivar28.7234042553191","semivar29.7872340425532","semivar30.8510638297872","semivar31.9148936170213","semivar32.9787234042553","semivar34.0425531914894","semivar35.1063829787234","semivar36.1702127659574","semivar37.2340425531915","semivar38.2978723404255","semivar39.3617021276596","semivar40.4255319148936","semivar41.4893617021277","semivar42.5531914893617","semivar43.6170212765957","semivar44.6808510638298","semivar45.7446808510638","semivar46.8085106382979","semivar47.8723404255319","semivar48.936170212766","semivar50","semivar51.063829787234","semivar52.1276595744681","semivar53.1914893617021","semivar54.2553191489362","semivar55.3191489361702","semivar56.3829787234043","semivar57.4468085106383","semivar58.5106382978723","semivar59.5744680851064","semivar60.6382978723404","semivar61.7021276595745","semivar62.7659574468085","semivar63.8297872340426","semivar64.8936170212766","semivar65.9574468085106","semivar67.0212765957447","semivar68.0851063829787","semivar69.1489361702128","semivar70.2127659574468","semivar71.2765957446808","semivar72.3404255319149","semivar73.4042553191489","semivar74.468085106383","semivar75.531914893617","semivar76.5957446808511","semivar77.6595744680851","semivar78.7234042553192","semivar79.7872340425532","semivar80.8510638297872","semivar81.9148936170213","semivar82.9787234042553","semivar84.0425531914894","semivar85.1063829787234","semivar86.1702127659574","semivar87.2340425531915","semivar88.2978723404255","semivar89.3617021276596","semivar90.4255319148936","semivar91.4893617021277","semivar92.5531914893617","semivar93.6170212765958","semivar94.6808510638298","semivar95.7446808510638","semivar96.8085106382979","semivar97.8723404255319","semivar98.936170212766","semivar100","semivar101.063829787234","semivar102.127659574468","semivar103.191489361702","semivar104.255319148936","semivar105.31914893617","semivar106.382978723404","semivar107.446808510638","semivar108.510638297872","semivar109.574468085106","semivar110.63829787234","semivar111.702127659574","semivar112.765957446809","semivar113.829787234043","semivar114.893617021277","semivar115.957446808511","semivar117.021276595745","semivar118.085106382979","semivar119.148936170213","semivar120.212765957447","semivar121.276595744681","semivar122.340425531915","semivar123.404255319149","semivar124.468085106383","semivar125.531914893617","semivar126.595744680851","semivar127.659574468085","semivar128.723404255319","semivar129.787234042553","semivar130.851063829787","semivar131.914893617021","semivar132.978723404255","semivar134.042553191489","semivar135.106382978723","semivar136.170212765957","semivar137.234042553192","semivar138.297872340426","semivar139.36170212766","semivar140.425531914894","semivar141.489361702128","semivar142.553191489362","semivar143.617021276596","semivar144.68085106383","semivar145.744680851064","semivar146.808510638298","semivar147.872340425532","semivar148.936170212766","semivar150","semivar151.063829787234","semivar152.127659574468","semivar153.191489361702","semivar154.255319148936","semivar155.31914893617","semivar156.382978723404","semivar157.446808510638","semivar158.510638297872","semivar159.574468085106","semivar160.63829787234","semivar161.702127659574","semivar162.765957446808","semivar163.829787234043","semivar164.893617021277","semivar165.957446808511","semivar167.021276595745","semivar168.085106382979","semivar169.148936170213","semivar170.212765957447","semivar171.276595744681","semivar172.340425531915","semivar173.404255319149","semivar174.468085106383","semivar175.531914893617","semivar176.595744680851","semivar177.659574468085","semivar178.723404255319","semivar179.787234042553","semivar180.851063829787","semivar181.914893617021","semivar182.978723404255","semivar184.042553191489","semivar185.106382978723","semivar186.170212765957","semivar187.234042553192","semivar188.297872340426","semivar189.36170212766","semivar190.425531914894","semivar191.489361702128","semivar192.553191489362","semivar193.617021276596","semivar194.68085106383","semivar195.744680851064","semivar196.808510638298","semivar197.872340425532","semivar198.936170212766","semivar200","semivar201.063829787234","semivar202.127659574468","semivar203.191489361702","semivar204.255319148936","semivar205.31914893617","semivar206.382978723404","semivar207.446808510638","semivar208.510638297872","semivar209.574468085106","semivar210.63829787234","semivar211.702127659574","semivar212.765957446808","semivar213.829787234043","semivar214.893617021277","semivar215.957446808511","semivar217.021276595745","semivar218.085106382979","semivar219.148936170213","semivar220.212765957447","semivar221.276595744681","semivar222.340425531915","semivar223.404255319149","semivar224.468085106383","semivar225.531914893617","semivar226.595744680851","semivar227.659574468085","semivar228.723404255319","semivar229.787234042553","semivar230.851063829787","semivar231.914893617021","semivar232.978723404255","semivar234.042553191489","semivar235.106382978723","semivar236.170212765957","semivar237.234042553192","semivar238.297872340426","semivar239.36170212766","semivar240.425531914894","semivar241.489361702128","semivar242.553191489362","semivar243.617021276596","semivar244.68085106383","semivar245.744680851064","semivar246.808510638298","semivar247.872340425532","semivar248.936170212766","semivar250","semivar251.063829787234","semivar252.127659574468","semivar253.191489361702","semivar254.255319148936","semivar255.31914893617","semivar256.382978723404","semivar257.446808510638","semivar258.510638297872","semivar259.574468085106","semivar260.63829787234","semivar261.702127659574","semivar262.765957446808","semivar263.829787234043","semivar264.893617021277","semivar265.957446808511","semivar267.021276595745","semivar268.085106382979","semivar269.148936170213","semivar270.212765957447","semivar271.276595744681","semivar272.340425531915","semivar273.404255319149","semivar274.468085106383","semivar275.531914893617","semivar276.595744680851","semivar277.659574468085","semivar278.723404255319","semivar279.787234042553","semivar280.851063829787","semivar281.914893617021","semivar282.978723404255","semivar284.042553191489","semivar285.106382978723","semivar286.170212765957","semivar287.234042553192","semivar288.297872340426","semivar289.36170212766","semivar290.425531914894","semivar291.489361702128","semivar292.553191489362","semivar293.617021276596","semivar294.68085106383","semivar295.744680851064","semivar296.808510638298","semivar297.872340425532","semivar298.936170212766","semivar300"
"AR-330_BARGE_2015-09-08_S",13,"9/8/2015","1:14:00 PM",41.8928,27.665,18.50635719,30,"AR-330_BARGE_2015-09-08_S_final.csv",0,0,0.258414521864318,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_S",14,"9/8/2015","1:14:01 PM",41.8411,27.665,18.47117743,NA,"AR-330_BARGE_2015-09-08_S_final.csv",10,0.106761565836299,0.815651586652362,"0.00123761551365748","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_S",15,"9/8/2015","1:14:02 PM",41.779,27.665,18.42892089,NA,"AR-330_BARGE_2015-09-08_S_final.csv",20,0.213523131672598,1.47181356074775,"0.00178561517277163","0.0059963805576898","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_S",16,"9/8/2015","1:14:03 PM",41.7532,27.665,18.41136504,NA,"AR-330_BARGE_2015-09-08_S_final.csv",30,0.320284697508897,2.06249178275746,"0.000308207869222529","0.00357752199751224","0.0090235085616224","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_S",17,"9/8/2015","1:14:04 PM",41.836,27.665,18.46770709,NA,"AR-330_BARGE_2015-09-08_S_final.csv",40,0.427046263345196,2.50641834758275,"0.00317442659820265","0.00150436931044004","1.20432597155986e-05","0.00149383023000986","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_S",18,"9/8/2015","1:14:05 PM",41.9188,27.665,18.52404914,NA,"AR-330_BARGE_2015-09-08_S_final.csv",50,0.533807829181495,2.7727919742346,"0.00317442659820225","0.0126977063928098","0.00904938394806219","0.00279541771832389","0.000313005094802489","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_S",19,"9/8/2015","1:14:06 PM",41.9912,27.665,18.57331442,NA,"AR-330_BARGE_2015-09-08_S_final.csv",60,0.640569395017794,2.86059117245176,"0.00242706781347842","0.0111529081497285","0.0262276016823842","0.0208494915058605","0.0104319647262597","0.00448327064927288","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_S",20,"9/8/2015","1:14:07 PM",42.0482,27.665,18.61210061,NA,"AR-330_BARGE_2015-09-08_S_final.csv",70,0.747330960854093,2.80739451180597,"0.00150436853471608","0.00775306136916088","0.0208494886179897","0.0402947690632245","0.0335548098192778","0.0198593426613118","0.0111816708732963","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_S",21,"9/8/2015","1:14:08 PM",42.0637,27.665,18.62264774,NA,"AR-330_BARGE_2015-09-08_S_final.csv",80,0.854092526690392,2.63197538871441,"0.000111241951236955","0.00243377646222263","0.0097216839219605","0.0240066050224226","0.0446403793192907","0.0375300924109228","0.0229432548114963","0.013523492019303","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_S",22,"9/8/2015","1:14:09 PM",42.0379,27.665,18.60509188,NA,"AR-330_BARGE_2015-09-08_S_final.csv",90,0.96085409252669,2.41371588025823,"0.000308208220339658","4.91222962128863e-05","0.00100980696405164","0.00656792570670774","0.0188745805233437","0.0375300885363856","0.0310362177175798","0.0179330799188022","0.00974853900939621","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
