"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.34375","semivar4.6875","semivar7.03125","semivar9.375","semivar11.71875","semivar14.0625","semivar16.40625","semivar18.75","semivar21.09375","semivar23.4375","semivar25.78125","semivar28.125","semivar30.46875","semivar32.8125","semivar35.15625","semivar37.5","semivar39.84375","semivar42.1875","semivar44.53125","semivar46.875","semivar49.21875","semivar51.5625","semivar53.90625","semivar56.25","semivar58.59375","semivar60.9375","semivar63.28125","semivar65.625","semivar67.96875","semivar70.3125","semivar72.65625","semivar75","semivar77.34375","semivar79.6875","semivar82.03125","semivar84.375","semivar86.71875","semivar89.0625","semivar91.40625","semivar93.75","semivar96.09375","semivar98.4375","semivar100.78125","semivar103.125","semivar105.46875","semivar107.8125","semivar110.15625","semivar112.5","semivar114.84375","semivar117.1875","semivar119.53125","semivar121.875","semivar124.21875","semivar126.5625","semivar128.90625","semivar131.25","semivar133.59375","semivar135.9375","semivar138.28125","semivar140.625","semivar142.96875","semivar145.3125","semivar147.65625","semivar150","semivar152.34375","semivar154.6875","semivar157.03125","semivar159.375","semivar161.71875","semivar164.0625","semivar166.40625","semivar168.75","semivar171.09375","semivar173.4375","semivar175.78125","semivar178.125","semivar180.46875","semivar182.8125","semivar185.15625","semivar187.5","semivar189.84375","semivar192.1875","semivar194.53125","semivar196.875","semivar199.21875","semivar201.5625","semivar203.90625","semivar206.25","semivar208.59375","semivar210.9375","semivar213.28125","semivar215.625","semivar217.96875","semivar220.3125","semivar222.65625","semivar225","semivar227.34375","semivar229.6875","semivar232.03125","semivar234.375","semivar236.71875","semivar239.0625","semivar241.40625","semivar243.75","semivar246.09375","semivar248.4375","semivar250.78125","semivar253.125","semivar255.46875","semivar257.8125","semivar260.15625","semivar262.5","semivar264.84375","semivar267.1875","semivar269.53125","semivar271.875","semivar274.21875","semivar276.5625","semivar278.90625","semivar281.25","semivar283.59375","semivar285.9375","semivar288.28125","semivar290.625","semivar292.96875","semivar295.3125","semivar297.65625","semivar300"
"AR-372_PODS_2015-12-09_R_T3",25,"12/9/2015","9:53:18 AM",38.0534,16.999,15.8938,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",110,2.59842519685039,0.802394195,"0.00404496000000013","0.01542564","0.01394761","0.00667489000000024","0.00234256000000009","0.00180625000000004","0.00073984000000003","0.00059049000000001","0.00404496000000013","0.00667489000000024","0.0146652100000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",26,"12/9/2015","9:53:19 AM",38.1245,16.999,15.9422,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",120,2.83464566929134,0.886532775000001,"0.00234255999999991","0.012544","0.0297907599999997","0.0277222499999997","0.0169260100000001","0.00937024","0.00826280999999992","0.00571535999999995","0.0052852899999999","0.012544","0.0169260100000001","0.0287302499999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",27,"12/9/2015","9:53:20 AM",38.1111,16.999,15.9331,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",130,3.07086614173228,0.933552005,"8.2810000000002e-05","0.00154448999999992","0.01058841","0.0267322499999997","0.0247747599999997","0.0146410000000001","0.00769128999999998","0.00669123999999991","0.00442224999999994","0.0040449599999999","0.01058841","0.0146410000000001","0.0257281599999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",28,"12/9/2015","9:53:21 AM",38,16.999,15.8575,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",140,3.30708661417323,0.943633684999999,"0.00571535999999995","0.00717408999999996","0.00131769000000005","0.000745290000000018","0.0077264099999999","0.00669123999999991","0.00206116000000007","0.000146410000000005","3.8439999999997e-05","8.2810000000002e-05","0.000144000000000011","0.000745290000000018","0.00206116000000007","0.00719103999999992","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",29,"12/9/2015","9:53:22 AM",37.8221,16.999,15.7364,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",150,3.54330708661417,0.914709419999999,"0.0146652100000001","0.03869089","0.04235364","0.0247747600000003","0.00879843999999998","0.00110224000000005","0.00154449000000006","0.00573048999999991","0.011881","0.0132020100000001","0.0169520400000001","0.0177156100000002","0.00879843999999998","0.00573048999999991","0.00131769000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",30,"12/9/2015","9:53:23 AM",37.7865,16.999,15.7122,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",160,3.77952755905512,0.838286449999999,"0.000585640000000021","0.0211120900000002","0.0487968100000001","0.0529000000000002","0.0329785600000005","0.0139240000000001","0.00329476000000014","0.00403225000000016","0.00998000999999997","0.0177422400000001","0.0193488100000002","0.0238393600000002","0.0247432900000003","0.0139240000000001","0.00998000999999997","0.00366025000000013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",31,"12/9/2015","9:53:24 AM",37.7775,16.999,15.7061,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",170,4.01574803149606,0.753735964999999,"3.72099999999999e-05","0.000918090000000027","0.0229219600000002","0.0515290000000001","0.0557432100000002","0.0352312900000005","0.0154008100000001","0.00403225000000016","0.00484416000000017","0.011236","0.0194044900000001","0.0210830400000003","0.0257602500000002","0.0266995600000004","0.0154008100000001","0.011236","0.00443556000000015","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",32,"12/9/2015","9:53:25 AM",37.8354,16.999,15.7455,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",180,4.25196850393701,0.671492415,"0.00155236000000004","0.00110889000000004","8.2810000000002e-05","0.012544","0.0351937599999999","0.03869089","0.0219928900000002","0.00717408999999996","0.000580810000000033","0.00091204000000004","0.00443555999999991","0.00998000999999997","0.0111936400000001","0.0146652100000001","0.0153760000000001","0.00717408999999996","0.00443555999999991","0.00073984000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",33,"12/9/2015","9:53:26 AM",37.9644,16.999,15.8332,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",190,4.48818897637795,0.711430385,"0.00769128999999998","0.0161544100000001","0.0146410000000001","0.00937024","0.00059049000000001","0.00998000999999997","0.011881","0.00367236000000011","9.00000000000068e-06","0.0040449599999999","0.00330624999999991","0.000445210000000024","0.00014884","0.000327610000000016","0.00111556000000002","0.00131769000000005","9.00000000000068e-06","0.000445210000000024","0.00366024999999992","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",34,"12/9/2015","9:53:27 AM",38.0267,16.999,15.8756,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",200,4.7244094488189,0.746173035,"0.00179776000000006","0.0169260100000001","0.0287302500000004","0.0266995600000004","0.0193766400000002","0.000327610000000016","0.00330624999999991","0.00443555999999991","0.000331240000000008","0.00206116000000007","0.011236","0.00998000999999997","0.00403225000000016","0.00091204000000004","0.00059049000000001","8.10000000000061e-05","3.72099999999999e-05","0.00206116000000007","0.00403225000000016","0.01058841","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
