"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.34375","semivar4.6875","semivar7.03125","semivar9.375","semivar11.71875","semivar14.0625","semivar16.40625","semivar18.75","semivar21.09375","semivar23.4375","semivar25.78125","semivar28.125","semivar30.46875","semivar32.8125","semivar35.15625","semivar37.5","semivar39.84375","semivar42.1875","semivar44.53125","semivar46.875","semivar49.21875","semivar51.5625","semivar53.90625","semivar56.25","semivar58.59375","semivar60.9375","semivar63.28125","semivar65.625","semivar67.96875","semivar70.3125","semivar72.65625","semivar75","semivar77.34375","semivar79.6875","semivar82.03125","semivar84.375","semivar86.71875","semivar89.0625","semivar91.40625","semivar93.75","semivar96.09375","semivar98.4375","semivar100.78125","semivar103.125","semivar105.46875","semivar107.8125","semivar110.15625","semivar112.5","semivar114.84375","semivar117.1875","semivar119.53125","semivar121.875","semivar124.21875","semivar126.5625","semivar128.90625","semivar131.25","semivar133.59375","semivar135.9375","semivar138.28125","semivar140.625","semivar142.96875","semivar145.3125","semivar147.65625","semivar150","semivar152.34375","semivar154.6875","semivar157.03125","semivar159.375","semivar161.71875","semivar164.0625","semivar166.40625","semivar168.75","semivar171.09375","semivar173.4375","semivar175.78125","semivar178.125","semivar180.46875","semivar182.8125","semivar185.15625","semivar187.5","semivar189.84375","semivar192.1875","semivar194.53125","semivar196.875","semivar199.21875","semivar201.5625","semivar203.90625","semivar206.25","semivar208.59375","semivar210.9375","semivar213.28125","semivar215.625","semivar217.96875","semivar220.3125","semivar222.65625","semivar225","semivar227.34375","semivar229.6875","semivar232.03125","semivar234.375","semivar236.71875","semivar239.0625","semivar241.40625","semivar243.75","semivar246.09375","semivar248.4375","semivar250.78125","semivar253.125","semivar255.46875","semivar257.8125","semivar260.15625","semivar262.5","semivar264.84375","semivar267.1875","semivar269.53125","semivar271.875","semivar274.21875","semivar276.5625","semivar278.90625","semivar281.25","semivar283.59375","semivar285.9375","semivar288.28125","semivar290.625","semivar292.96875","semivar295.3125","semivar297.65625","semivar300"
"AR-372_PODS_2015-12-09_R_T3",14,"12/9/2015","9:53:07 AM",37.8754,16.999,15.7727,90,"AR-372_PODS_2015-12-09_R_T3_final.csv",0,0,0.294022665,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",15,"12/9/2015","9:53:08 AM",37.9333,16.999,15.8121,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",10,0.236220472440945,0.722934365,"0.0015523599999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",16,"12/9/2015","9:53:09 AM",37.96,16.999,15.8302,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",20,0.47244094488189,1.07761766,"0.000327610000000016","0.00330624999999991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",17,"12/9/2015","9:53:10 AM",38.0177,16.999,15.8695,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",30,0.708661417322835,1.234421405,"0.00154449000000006","0.00329476000000014","0.00937024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",18,"12/9/2015","9:53:11 AM",38.0134,16.999,15.8666,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",40,0.944881889763779,1.18283331,"8.41000000000201e-06","0.00132496000000003","0.0029702500000001","0.00881720999999993","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",19,"12/9/2015","9:53:12 AM",37.991,16.999,15.8513,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",50,1.18110236220472,1.007775345,"0.000234089999999996","0.000331240000000008","0.000445210000000024","0.00153664000000008","0.00617795999999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",20,"12/9/2015","9:53:13 AM",37.9822,16.999,15.8454,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",60,1.41732283464567,0.825639009999998,"3.48100000000054e-05","0.000449440000000014","0.000580810000000033","0.000231040000000003","0.00110889000000004","0.0052852899999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",21,"12/9/2015","9:53:14 AM",37.9333,16.999,15.8121,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",70,1.65354330708661,0.681202804999998,"0.00110889000000004","0.00153664000000008","0.0029702500000001","0.00329476000000014","0.000327610000000016","0","0.0015523599999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",22,"12/9/2015","9:53:15 AM",37.8799,16.999,15.7757,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",80,1.88976377952756,0.630971324999999,"0.0013249599999999","0.00485808999999989","0.00571535999999995","0.00826280999999992","0.00879843999999998","0.0029702499999999","0.0013249599999999","9.00000000000068e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",23,"12/9/2015","9:53:16 AM",37.8709,16.999,15.7696,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",90,2.1259842519685,0.641445775,"3.72099999999999e-05","0.00180624999999989","0.00574563999999988","0.00667488999999994","0.00940899999999991","0.00998000999999997","0.00367235999999989","0.00180624999999989","9.60999999999926e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_PODS_2015-12-09_R_T3",24,"12/9/2015","9:53:17 AM",37.96,16.999,15.8302,NA,"AR-372_PODS_2015-12-09_R_T3_final.csv",100,2.36220472440945,0.700262595000001,"0.00367235999999989","0.0029702499999999","0.000327610000000016","0.000231040000000003","0.000445210000000024","0.00132496000000003","0.00154449000000006","0","0.000327610000000016","0.00330624999999991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
