"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar3.15789473684211","semivar6.31578947368421","semivar9.47368421052632","semivar12.6315789473684","semivar15.7894736842105","semivar18.9473684210526","semivar22.1052631578947","semivar25.2631578947368","semivar28.4210526315789","semivar31.5789473684211","semivar34.7368421052632","semivar37.8947368421053","semivar41.0526315789474","semivar44.2105263157895","semivar47.3684210526316","semivar50.5263157894737","semivar53.6842105263158","semivar56.8421052631579","semivar60","semivar63.1578947368421","semivar66.3157894736842","semivar69.4736842105263","semivar72.6315789473684","semivar75.7894736842105","semivar78.9473684210526","semivar82.1052631578947","semivar85.2631578947368","semivar88.4210526315789","semivar91.5789473684211","semivar94.7368421052632","semivar97.8947368421053","semivar101.052631578947","semivar104.210526315789","semivar107.368421052632","semivar110.526315789474","semivar113.684210526316","semivar116.842105263158","semivar120","semivar123.157894736842","semivar126.315789473684","semivar129.473684210526","semivar132.631578947368","semivar135.789473684211","semivar138.947368421053","semivar142.105263157895","semivar145.263157894737","semivar148.421052631579","semivar151.578947368421","semivar154.736842105263","semivar157.894736842105","semivar161.052631578947","semivar164.210526315789","semivar167.368421052632","semivar170.526315789474","semivar173.684210526316","semivar176.842105263158","semivar180","semivar183.157894736842","semivar186.315789473684","semivar189.473684210526","semivar192.631578947368","semivar195.789473684211","semivar198.947368421053","semivar202.105263157895","semivar205.263157894737","semivar208.421052631579","semivar211.578947368421","semivar214.736842105263","semivar217.894736842105","semivar221.052631578947","semivar224.210526315789","semivar227.368421052632","semivar230.526315789474","semivar233.684210526316","semivar236.842105263158","semivar240","semivar243.157894736842","semivar246.315789473684","semivar249.473684210526","semivar252.631578947368","semivar255.789473684211","semivar258.947368421053","semivar262.105263157895","semivar265.263157894737","semivar268.421052631579","semivar271.578947368421","semivar274.736842105263","semivar277.894736842105","semivar281.052631578947","semivar284.210526315789","semivar287.368421052632","semivar290.526315789474","semivar293.684210526316","semivar296.842105263158","semivar300"
"AR-330_INDRA_2016-04-26_R_T2",9,"4/26/2016","3:24:46 PM",42.1442,16.903,18.67742473,60,"AR-330_INDRA_2016-04-26_R_T2_final.csv",0,0,0.0472158474980669,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2016-04-26_R_T2",10,"4/26/2016","3:24:47 PM",42.1398,16.903,18.67443071,NA,"AR-330_INDRA_2016-04-26_R_T2_final.csv",10,0.319148936170213,0.129898563310485,"8.96415576039493e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2016-04-26_R_T2",11,"4/26/2016","3:24:48 PM",42.3306,16.903,18.8042624,NA,"AR-330_INDRA_2016-04-26_R_T2_final.csv",20,0.638297872340426,0.197878022676176,"0.016856267728256","0.016087794531029","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2016-04-26_R_T2",12,"4/26/2016","3:24:49 PM",42.4415,16.903,18.87972537,NA,"AR-330_INDRA_2016-04-26_R_T2_final.csv",30,0.957446808510638,0.222835579158595,"0.00569465984122094","0.0421458974245155","0.0409255489444099","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2016-04-26_R_T2",13,"4/26/2016","3:24:50 PM",42.4816,16.903,18.9070118,NA,"AR-330_INDRA_2016-04-26_R_T2_final.csv",40,1.27659574468085,0.210212484446278,"0.000744549262144911","0.0105574392003601","0.0540939634255881","0.0527102227111853","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2016-04-26_R_T2",14,"4/26/2016","3:24:51 PM",42.4372,16.903,18.87679939,NA,"AR-330_INDRA_2016-04-26_R_T2_final.csv",50,1.59574468085106,0.179488484576872,"0.000912789718008145","8.56135896040322e-06","0.00526161491826006","0.0409530826449421","0.0397502550501157","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2016-04-26_R_T2",15,"4/26/2016","3:24:52 PM",42.3794,16.903,18.83746883,NA,"AR-330_INDRA_2016-04-26_R_T2_final.csv",60,1.91489361702128,0.140219836392089,"0.00154689294991358","0.00483622467642097","0.00178561517277163","0.00110266699334489","0.0265814285731342","0.0256141139448101","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2016-04-26_R_T2",16,"4/26/2016","3:24:53 PM",42.2952,16.903,18.78017413,NA,"AR-330_INDRA_2016-04-26_R_T2_final.csv",70,2.23404255319149,0.111935686136743,"0.00328268264808999","0.00933644087006754","0.016087794531029","0.00991044938553765","0.000580244751592901","0.0111816708732963","0.0105574392003601","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2016-04-26_R_T2",17,"4/26/2016","3:24:54 PM",42.1974,16.903,18.71362518,NA,"AR-330_INDRA_2016-04-26_R_T2_final.csv",80,2.5531914893617,0.104707942246872,"0.00442876274610221","0.0153372496453219","0.0266258228091233","0.0373983847950237","0.0275892731180355","0.00821510564932801","0.00153620647858104","0.00131047258020269","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2016-04-26_R_T2",18,"4/26/2016","3:24:55 PM",42.1752,16.903,18.69851898,NA,"AR-330_INDRA_2016-04-26_R_T2_final.csv",90,2.87234042553191,0.119547413361619,"0.000228197278440052","0.00666756352152243","0.0193070608150224","0.0317839045897678","0.0434692559915524","0.032835755776832","0.0111816708732963","0.000580244751592901","0.000444967383062537","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
