"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar3.40909090909091","semivar6.81818181818182","semivar10.2272727272727","semivar13.6363636363636","semivar17.0454545454545","semivar20.4545454545455","semivar23.8636363636364","semivar27.2727272727273","semivar30.6818181818182","semivar34.0909090909091","semivar37.5","semivar40.9090909090909","semivar44.3181818181818","semivar47.7272727272727","semivar51.1363636363636","semivar54.5454545454545","semivar57.9545454545455","semivar61.3636363636364","semivar64.7727272727273","semivar68.1818181818182","semivar71.5909090909091","semivar75","semivar78.4090909090909","semivar81.8181818181818","semivar85.2272727272727","semivar88.6363636363636","semivar92.0454545454545","semivar95.4545454545455","semivar98.8636363636364","semivar102.272727272727","semivar105.681818181818","semivar109.090909090909","semivar112.5","semivar115.909090909091","semivar119.318181818182","semivar122.727272727273","semivar126.136363636364","semivar129.545454545455","semivar132.954545454545","semivar136.363636363636","semivar139.772727272727","semivar143.181818181818","semivar146.590909090909","semivar150","semivar153.409090909091","semivar156.818181818182","semivar160.227272727273","semivar163.636363636364","semivar167.045454545455","semivar170.454545454545","semivar173.863636363636","semivar177.272727272727","semivar180.681818181818","semivar184.090909090909","semivar187.5","semivar190.909090909091","semivar194.318181818182","semivar197.727272727273","semivar201.136363636364","semivar204.545454545455","semivar207.954545454545","semivar211.363636363636","semivar214.772727272727","semivar218.181818181818","semivar221.590909090909","semivar225","semivar228.409090909091","semivar231.818181818182","semivar235.227272727273","semivar238.636363636364","semivar242.045454545455","semivar245.454545454545","semivar248.863636363636","semivar252.272727272727","semivar255.681818181818","semivar259.090909090909","semivar262.5","semivar265.909090909091","semivar269.318181818182","semivar272.727272727273","semivar276.136363636364","semivar279.545454545455","semivar282.954545454545","semivar286.363636363636","semivar289.772727272727","semivar293.181818181818","semivar296.590909090909","semivar300"
"AR-345_CONC_2015-10-15_R_T3",11,"10/15/2015","1:59:32 PM",41.7742,23.966,18.4257,90,"AR-345_CONC_2015-10-15_R_T3_final.csv",0,0,0.28018306,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_CONC_2015-10-15_R_T3",12,"10/15/2015","1:59:33 PM",41.743,23.966,18.4044,NA,"AR-345_CONC_2015-10-15_R_T3_final.csv",10,0.344827586206897,0.645982615000003,"0.000453690000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_CONC_2015-10-15_R_T3",13,"10/15/2015","1:59:34 PM",41.743,23.966,18.4044,NA,"AR-345_CONC_2015-10-15_R_T3_final.csv",20,0.689655172413793,0.796088875000005,"0","0.000453690000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_CONC_2015-10-15_R_T3",14,"10/15/2015","1:59:35 PM",41.7118,23.966,18.3832,NA,"AR-345_CONC_2015-10-15_R_T3_final.csv",30,1.03448275862069,0.816050595000005,"0.000449440000000014","0.000449440000000014","0.00180625000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_CONC_2015-10-15_R_T3",15,"10/15/2015","1:59:36 PM",41.7519,23.966,18.4105,NA,"AR-345_CONC_2015-10-15_R_T3_final.csv",40,1.37931034482759,0.852321835000004,"0.000745290000000018","3.72099999999999e-05","3.72099999999999e-05","0.000231040000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_CONC_2015-10-15_R_T3",16,"10/15/2015","1:59:37 PM",41.8408,23.966,18.471,NA,"AR-345_CONC_2015-10-15_R_T3_final.csv",50,1.72413793103448,0.872206960000005,"0.00366025000000013","0.00770884000000025","0.00443556000000015","0.00443556000000015","0.00205209000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_CONC_2015-10-15_R_T3",17,"10/15/2015","1:59:38 PM",41.9253,23.966,18.5285,NA,"AR-345_CONC_2015-10-15_R_T3_final.csv",60,2.06896551724138,0.894029715000004,"0.00330625000000011","0.0139240000000005","0.0211120900000007","0.0154008100000005","0.0154008100000005","0.0105678400000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_CONC_2015-10-15_R_T3",18,"10/15/2015","1:59:39 PM",41.8675,23.966,18.4891,NA,"AR-345_CONC_2015-10-15_R_T3_final.csv",70,2.41379310344828,0.973807635000004,"0.00155236000000004","0.000327610000000016","0.00617796000000025","0.0112148100000004","0.00717409000000026","0.00717409000000026","0.00401956000000018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_CONC_2015-10-15_R_T3",19,"10/15/2015","1:59:40 PM",41.8052,23.966,18.4467,NA,"AR-345_CONC_2015-10-15_R_T3_final.csv",80,2.75862068965517,1.00623333,"0.00179776000000006","0.0066912400000002","0.00059049000000001","0.00131044000000007","0.00403225000000016","0.00178929000000008","0.00178929000000008","0.000441000000000033","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_CONC_2015-10-15_R_T3",20,"10/15/2015","1:59:41 PM",41.7564,23.966,18.4135,NA,"AR-345_CONC_2015-10-15_R_T3_final.csv",90,3.10344827586207,0.915966175000003,"0.00110224000000005","0.00571536000000022","0.0132250000000005","0.00330625000000011","9.00000000000068e-06","0.000918090000000027","8.2810000000002e-05","8.2810000000002e-05","0.00014884","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
