"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.94805194805195","semivar3.8961038961039","semivar5.84415584415584","semivar7.79220779220779","semivar9.74025974025974","semivar11.6883116883117","semivar13.6363636363636","semivar15.5844155844156","semivar17.5324675324675","semivar19.4805194805195","semivar21.4285714285714","semivar23.3766233766234","semivar25.3246753246753","semivar27.2727272727273","semivar29.2207792207792","semivar31.1688311688312","semivar33.1168831168831","semivar35.0649350649351","semivar37.012987012987","semivar38.961038961039","semivar40.9090909090909","semivar42.8571428571429","semivar44.8051948051948","semivar46.7532467532468","semivar48.7012987012987","semivar50.6493506493507","semivar52.5974025974026","semivar54.5454545454545","semivar56.4935064935065","semivar58.4415584415584","semivar60.3896103896104","semivar62.3376623376623","semivar64.2857142857143","semivar66.2337662337662","semivar68.1818181818182","semivar70.1298701298701","semivar72.0779220779221","semivar74.025974025974","semivar75.974025974026","semivar77.9220779220779","semivar79.8701298701299","semivar81.8181818181818","semivar83.7662337662338","semivar85.7142857142857","semivar87.6623376623377","semivar89.6103896103896","semivar91.5584415584416","semivar93.5064935064935","semivar95.4545454545455","semivar97.4025974025974","semivar99.3506493506493","semivar101.298701298701","semivar103.246753246753","semivar105.194805194805","semivar107.142857142857","semivar109.090909090909","semivar111.038961038961","semivar112.987012987013","semivar114.935064935065","semivar116.883116883117","semivar118.831168831169","semivar120.779220779221","semivar122.727272727273","semivar124.675324675325","semivar126.623376623377","semivar128.571428571429","semivar130.519480519481","semivar132.467532467532","semivar134.415584415584","semivar136.363636363636","semivar138.311688311688","semivar140.25974025974","semivar142.207792207792","semivar144.155844155844","semivar146.103896103896","semivar148.051948051948","semivar150","semivar151.948051948052","semivar153.896103896104","semivar155.844155844156","semivar157.792207792208","semivar159.74025974026","semivar161.688311688312","semivar163.636363636364","semivar165.584415584416","semivar167.532467532468","semivar169.480519480519","semivar171.428571428571","semivar173.376623376623","semivar175.324675324675","semivar177.272727272727","semivar179.220779220779","semivar181.168831168831","semivar183.116883116883","semivar185.064935064935","semivar187.012987012987","semivar188.961038961039","semivar190.909090909091","semivar192.857142857143","semivar194.805194805195","semivar196.753246753247","semivar198.701298701299","semivar200.649350649351","semivar202.597402597403","semivar204.545454545455","semivar206.493506493506","semivar208.441558441558","semivar210.38961038961","semivar212.337662337662","semivar214.285714285714","semivar216.233766233766","semivar218.181818181818","semivar220.12987012987","semivar222.077922077922","semivar224.025974025974","semivar225.974025974026","semivar227.922077922078","semivar229.87012987013","semivar231.818181818182","semivar233.766233766234","semivar235.714285714286","semivar237.662337662338","semivar239.61038961039","semivar241.558441558442","semivar243.506493506494","semivar245.454545454545","semivar247.402597402597","semivar249.350649350649","semivar251.298701298701","semivar253.246753246753","semivar255.194805194805","semivar257.142857142857","semivar259.090909090909","semivar261.038961038961","semivar262.987012987013","semivar264.935064935065","semivar266.883116883117","semivar268.831168831169","semivar270.779220779221","semivar272.727272727273","semivar274.675324675325","semivar276.623376623377","semivar278.571428571429","semivar280.519480519481","semivar282.467532467532","semivar284.415584415584","semivar286.363636363636","semivar288.311688311688","semivar290.25974025974","semivar292.207792207792","semivar294.155844155844","semivar296.103896103896","semivar298.051948051948","semivar300"
"AR-345_RB2_2015-10-15_R_T3",21,"10/15/2015","12:15:15 PM",41.5652,23.966,18.2834,90,"AR-345_RB2_2015-10-15_R_T3_final.csv",0,0,0.0904510000000008,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2015-10-15_R_T3",22,"10/15/2015","12:15:16 PM",41.5252,23.966,18.2562,NA,"AR-345_RB2_2015-10-15_R_T3_final.csv",10,0.196078431372549,0.250454615000001,"0.00073984000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2015-10-15_R_T3",23,"10/15/2015","12:15:17 PM",41.5519,23.966,18.2744,NA,"AR-345_RB2_2015-10-15_R_T3_final.csv",20,0.392156862745098,0.406161775,"0.000331240000000008","8.10000000000061e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2015-10-15_R_T3",24,"10/15/2015","12:15:18 PM",41.6541,23.966,18.3439,NA,"AR-345_RB2_2015-10-15_R_T3_final.csv",30,0.588235294117647,0.49313347,"0.0048302500000002","0.00769129000000029","0.00366025000000013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2015-10-15_R_T3",25,"10/15/2015","12:15:19 PM",41.6941,23.966,18.3711,NA,"AR-345_RB2_2015-10-15_R_T3_final.csv",40,0.784313725490196,0.494624344999998,"0.000739839999999837","0.0093508899999997","0.0132020099999997","0.00769128999999967","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2015-10-15_R_T3",26,"10/15/2015","12:15:20 PM",41.6718,23.966,18.356,NA,"AR-345_RB2_2015-10-15_R_T3_final.csv",50,0.980392156862745,0.445814699999999,"0.000228009999999903","0.000146410000000005","0.00665856000000027","0.00996004000000038","0.00527076000000019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2015-10-15_R_T3",27,"10/15/2015","12:15:21 PM",41.6229,23.966,18.3227,NA,"AR-345_RB2_2015-10-15_R_T3_final.csv",60,1.17647058823529,0.395980365,"0.00110889000000004","0.00234255999999974","0.000449440000000014","0.00233289000000011","0.00442225000000018","0.00154449000000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2015-10-15_R_T3",28,"10/15/2015","12:15:22 PM",41.5562,23.966,18.2773,NA,"AR-345_RB2_2015-10-15_R_T3_final.csv",70,1.37254901960784,0.378440945000002,"0.00206116000000007","0.00619369000000021","0.00879843999999965","0.00443556000000015","8.41000000000201e-06","0.000445210000000024","3.72099999999999e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2015-10-15_R_T3",29,"10/15/2015","12:15:23 PM",41.5295,23.966,18.2591,NA,"AR-345_RB2_2015-10-15_R_T3_final.csv",80,1.56862745098039,0.407586300000003,"0.000331240000000008","0.00404496000000013","0.0093896100000003","0.0125439999999996","0.00719104000000022","0.000234089999999996","8.41000000000201e-06","0.00059049000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2015-10-15_R_T3",30,"10/15/2015","12:15:24 PM",41.5474,23.966,18.2713,NA,"AR-345_RB2_2015-10-15_R_T3_final.csv",90,1.76470588235294,0.467802055000003,"0.00014884","3.60000000000027e-05","0.0026419600000001","0.00717409000000026","0.00996003999999967","0.00527076000000019","9.60999999999926e-06","0.00022801000000001","0.000146410000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
