"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.11267605633803","semivar4.22535211267606","semivar6.33802816901408","semivar8.45070422535211","semivar10.5633802816901","semivar12.6760563380282","semivar14.7887323943662","semivar16.9014084507042","semivar19.0140845070423","semivar21.1267605633803","semivar23.2394366197183","semivar25.3521126760563","semivar27.4647887323944","semivar29.5774647887324","semivar31.6901408450704","semivar33.8028169014084","semivar35.9154929577465","semivar38.0281690140845","semivar40.1408450704225","semivar42.2535211267606","semivar44.3661971830986","semivar46.4788732394366","semivar48.5915492957746","semivar50.7042253521127","semivar52.8169014084507","semivar54.9295774647887","semivar57.0422535211268","semivar59.1549295774648","semivar61.2676056338028","semivar63.3802816901408","semivar65.4929577464789","semivar67.6056338028169","semivar69.7183098591549","semivar71.830985915493","semivar73.943661971831","semivar76.056338028169","semivar78.169014084507","semivar80.2816901408451","semivar82.3943661971831","semivar84.5070422535211","semivar86.6197183098592","semivar88.7323943661972","semivar90.8450704225352","semivar92.9577464788732","semivar95.0704225352113","semivar97.1830985915493","semivar99.2957746478873","semivar101.408450704225","semivar103.521126760563","semivar105.633802816901","semivar107.746478873239","semivar109.859154929577","semivar111.971830985915","semivar114.084507042254","semivar116.197183098592","semivar118.30985915493","semivar120.422535211268","semivar122.535211267606","semivar124.647887323944","semivar126.760563380282","semivar128.87323943662","semivar130.985915492958","semivar133.098591549296","semivar135.211267605634","semivar137.323943661972","semivar139.43661971831","semivar141.549295774648","semivar143.661971830986","semivar145.774647887324","semivar147.887323943662","semivar150","semivar152.112676056338","semivar154.225352112676","semivar156.338028169014","semivar158.450704225352","semivar160.56338028169","semivar162.676056338028","semivar164.788732394366","semivar166.901408450704","semivar169.014084507042","semivar171.12676056338","semivar173.239436619718","semivar175.352112676056","semivar177.464788732394","semivar179.577464788732","semivar181.69014084507","semivar183.802816901408","semivar185.915492957746","semivar188.028169014085","semivar190.140845070423","semivar192.253521126761","semivar194.366197183099","semivar196.478873239437","semivar198.591549295775","semivar200.704225352113","semivar202.816901408451","semivar204.929577464789","semivar207.042253521127","semivar209.154929577465","semivar211.267605633803","semivar213.380281690141","semivar215.492957746479","semivar217.605633802817","semivar219.718309859155","semivar221.830985915493","semivar223.943661971831","semivar226.056338028169","semivar228.169014084507","semivar230.281690140845","semivar232.394366197183","semivar234.507042253521","semivar236.619718309859","semivar238.732394366197","semivar240.845070422535","semivar242.957746478873","semivar245.070422535211","semivar247.183098591549","semivar249.295774647887","semivar251.408450704225","semivar253.521126760563","semivar255.633802816901","semivar257.746478873239","semivar259.859154929577","semivar261.971830985916","semivar264.084507042254","semivar266.197183098592","semivar268.30985915493","semivar270.422535211268","semivar272.535211267606","semivar274.647887323944","semivar276.760563380282","semivar278.87323943662","semivar280.985915492958","semivar283.098591549296","semivar285.211267605634","semivar287.323943661972","semivar289.43661971831","semivar291.549295774648","semivar293.661971830986","semivar295.774647887324","semivar297.887323943662","semivar300"
"AR-345_RB1_2015-10-15_R_T2",10,"10/15/2015","10:52:29 AM",42.8498,23.966,19.1576,60,"AR-345_RB1_2015-10-15_R_T2_final.csv",0,0,0.0642154399999998,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T2",11,"10/15/2015","10:52:30 AM",43.0054,23.966,19.2634,NA,"AR-345_RB1_2015-10-15_R_T2_final.csv",10,0.212765957446809,0.177519795,"0.0111936400000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T2",12,"10/15/2015","10:52:31 AM",43.0498,23.966,19.2936,NA,"AR-345_RB1_2015-10-15_R_T2_final.csv",20,0.425531914893617,0.257759085,"0.00091204000000004","0.0184960000000008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T2",13,"10/15/2015","10:52:32 AM",43.041,23.966,19.2877,NA,"AR-345_RB1_2015-10-15_R_T2_final.csv",30,0.638297872340426,0.260398785,"3.48100000000054e-05","0.00059049000000001","0.0169260100000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T2",14,"10/15/2015","10:52:33 AM",42.9699,23.966,19.2393,NA,"AR-345_RB1_2015-10-15_R_T2_final.csv",40,0.851063829787234,0.21355396,"0.00234256000000009","0.00294849000000015","0.000580810000000033","0.00667489000000024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T2",15,"10/15/2015","10:52:34 AM",42.8898,23.966,19.1848,NA,"AR-345_RB1_2015-10-15_R_T2_final.csv",50,1.06382978723404,0.180750805,"0.0029702500000001","0.0105884100000004","0.0118374400000005","0.00617796000000025","0.00073984000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T2",16,"10/15/2015","10:52:35 AM",42.8855,23.966,19.1818,NA,"AR-345_RB1_2015-10-15_R_T2_final.csv",60,1.27659574468085,0.199021074999998,"9.00000000000068e-06","0.00330625000000011","0.0112148100000004","0.0124992400000005","0.00665856000000027","0.000585640000000021","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T2",17,"10/15/2015","10:52:36 AM",42.9699,23.966,19.2393,NA,"AR-345_RB1_2015-10-15_R_T2_final.csv",70,1.48936170212766,0.245020054999997,"0.00330625000000011","0.0029702500000001","0","0.00234256000000009","0.00294849000000015","0.000580810000000033","0.00667489000000024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T2",18,"10/15/2015","10:52:37 AM",43.0188,23.966,19.2726,NA,"AR-345_RB1_2015-10-15_R_T2_final.csv",80,1.70212765957447,0.273150539999997,"0.00110889000000004","0.00824464000000028","0.00770884000000025","0.00110889000000004","0.00022801000000001","0.000441000000000033","8.46399999999977e-05","0.0132250000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T2",19,"10/15/2015","10:52:38 AM",43.0765,23.966,19.3118,NA,"AR-345_RB1_2015-10-15_R_T2_final.csv",90,1.91489361702128,0.254491874999998,"0.00153664000000008","0.00525625000000023","0.0169000000000007","0.0161290000000006","0.00525625000000023","0.000580810000000033","0.000331240000000008","0.00234256000000009","0.0237776400000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
