"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.60869565217391","semivar5.21739130434783","semivar7.82608695652174","semivar10.4347826086957","semivar13.0434782608696","semivar15.6521739130435","semivar18.2608695652174","semivar20.8695652173913","semivar23.4782608695652","semivar26.0869565217391","semivar28.695652173913","semivar31.304347826087","semivar33.9130434782609","semivar36.5217391304348","semivar39.1304347826087","semivar41.7391304347826","semivar44.3478260869565","semivar46.9565217391304","semivar49.5652173913044","semivar52.1739130434783","semivar54.7826086956522","semivar57.3913043478261","semivar60","semivar62.6086956521739","semivar65.2173913043478","semivar67.8260869565217","semivar70.4347826086957","semivar73.0434782608696","semivar75.6521739130435","semivar78.2608695652174","semivar80.8695652173913","semivar83.4782608695652","semivar86.0869565217391","semivar88.695652173913","semivar91.304347826087","semivar93.9130434782609","semivar96.5217391304348","semivar99.1304347826087","semivar101.739130434783","semivar104.347826086957","semivar106.95652173913","semivar109.565217391304","semivar112.173913043478","semivar114.782608695652","semivar117.391304347826","semivar120","semivar122.608695652174","semivar125.217391304348","semivar127.826086956522","semivar130.434782608696","semivar133.04347826087","semivar135.652173913043","semivar138.260869565217","semivar140.869565217391","semivar143.478260869565","semivar146.086956521739","semivar148.695652173913","semivar151.304347826087","semivar153.913043478261","semivar156.521739130435","semivar159.130434782609","semivar161.739130434783","semivar164.347826086957","semivar166.95652173913","semivar169.565217391304","semivar172.173913043478","semivar174.782608695652","semivar177.391304347826","semivar180","semivar182.608695652174","semivar185.217391304348","semivar187.826086956522","semivar190.434782608696","semivar193.04347826087","semivar195.652173913043","semivar198.260869565217","semivar200.869565217391","semivar203.478260869565","semivar206.086956521739","semivar208.695652173913","semivar211.304347826087","semivar213.913043478261","semivar216.521739130435","semivar219.130434782609","semivar221.739130434783","semivar224.347826086957","semivar226.95652173913","semivar229.565217391304","semivar232.173913043478","semivar234.782608695652","semivar237.391304347826","semivar240","semivar242.608695652174","semivar245.217391304348","semivar247.826086956522","semivar250.434782608696","semivar253.04347826087","semivar255.652173913043","semivar258.260869565217","semivar260.869565217391","semivar263.478260869565","semivar266.086956521739","semivar268.695652173913","semivar271.304347826087","semivar273.913043478261","semivar276.521739130435","semivar279.130434782609","semivar281.739130434783","semivar284.347826086957","semivar286.95652173913","semivar289.565217391304","semivar292.173913043478","semivar294.782608695652","semivar297.391304347826","semivar300"
"AR-370_NR1_2015-12-08_R_T2",14,"12/8/2015","11:59:18 AM",37.6102,16.332,15.5922,60,"AR-370_NR1_2015-12-08_R_T2_final.csv",0,0,0.18138998,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-12-08_R_T2",15,"12/8/2015","11:59:19 AM",37.6679,16.332,15.6315,NA,"AR-370_NR1_2015-12-08_R_T2_final.csv",10,0.263157894736842,0.530756845,"0.00154449000000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-12-08_R_T2",16,"12/8/2015","11:59:20 AM",37.5168,16.332,15.5287,NA,"AR-370_NR1_2015-12-08_R_T2_final.csv",20,0.526315789473684,0.88580142,"0.01056784","0.00403224999999993","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-12-08_R_T2",17,"12/8/2015","11:59:21 AM",37.3566,16.332,15.4197,NA,"AR-370_NR1_2015-12-08_R_T2_final.csv",30,0.789473684210526,1.066693355,"0.011881","0.0448592400000001","0.0297562499999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-12-08_R_T2",18,"12/8/2015","11:59:22 AM",37.2232,16.332,15.3289,NA,"AR-370_NR1_2015-12-08_R_T2_final.csv",40,1.05263157894737,1.022364245,"0.00824463999999996","0.0399200399999999","0.09156676","0.0693268899999996","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-12-08_R_T2",19,"12/8/2015","11:59:23 AM",37.2542,16.332,15.35,NA,"AR-370_NR1_2015-12-08_R_T2_final.csv",50,1.31578947368421,0.835063744999999,"0.000445209999999949","0.00485809000000014","0.0319336900000003","0.0792422500000007","0.0586608400000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-12-08_R_T2",20,"12/8/2015","11:59:24 AM",37.3877,16.332,15.4408,NA,"AR-370_NR1_2015-12-08_R_T2_final.csv",60,1.57894736842105,0.610559829999999,"0.00824463999999996","0.0125216099999997","0.000445209999999949","0.00772641000000021","0.0363664900000005","0.0229219600000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-12-08_R_T2",21,"12/8/2015","11:59:25 AM",37.4944,16.332,15.5134,NA,"AR-370_NR1_2015-12-08_R_T2_final.csv",70,1.84210526315789,0.449449765,"0.00527076000000019","0.0266995600000004","0.03404025","0.00877969000000002","0.000234089999999996","0.01394761","0.00620943999999989","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-12-08_R_T2",22,"12/8/2015","11:59:26 AM",37.539,16.332,15.5438,NA,"AR-370_NR1_2015-12-08_R_T2_final.csv",80,2.10526315789474,0.3922656,"0.000924159999999904","0.010609","0.0375584399999998","0.0461820099999993","0.0154008099999996","0.000228009999999956","0.00769129000000029","0.00234256000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-12-08_R_T2",23,"12/8/2015","11:59:27 AM",37.4722,16.332,15.4983,NA,"AR-370_NR1_2015-12-08_R_T2_final.csv",90,2.36842105263158,0.418321060000001,"0.00207024999999989","0.00022801000000001","0.00330625000000011","0.0219928900000002","0.0286963599999998","0.00617795999999997","0.000924160000000012","0.0177422400000001","0.00881720999999993","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
