"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.14285714285714","semivar4.28571428571429","semivar6.42857142857143","semivar8.57142857142857","semivar10.7142857142857","semivar12.8571428571429","semivar15","semivar17.1428571428571","semivar19.2857142857143","semivar21.4285714285714","semivar23.5714285714286","semivar25.7142857142857","semivar27.8571428571429","semivar30","semivar32.1428571428571","semivar34.2857142857143","semivar36.4285714285714","semivar38.5714285714286","semivar40.7142857142857","semivar42.8571428571429","semivar45","semivar47.1428571428571","semivar49.2857142857143","semivar51.4285714285714","semivar53.5714285714286","semivar55.7142857142857","semivar57.8571428571429","semivar60","semivar62.1428571428571","semivar64.2857142857143","semivar66.4285714285714","semivar68.5714285714286","semivar70.7142857142857","semivar72.8571428571429","semivar75","semivar77.1428571428571","semivar79.2857142857143","semivar81.4285714285714","semivar83.5714285714286","semivar85.7142857142857","semivar87.8571428571429","semivar90","semivar92.1428571428571","semivar94.2857142857143","semivar96.4285714285714","semivar98.5714285714286","semivar100.714285714286","semivar102.857142857143","semivar105","semivar107.142857142857","semivar109.285714285714","semivar111.428571428571","semivar113.571428571429","semivar115.714285714286","semivar117.857142857143","semivar120","semivar122.142857142857","semivar124.285714285714","semivar126.428571428571","semivar128.571428571429","semivar130.714285714286","semivar132.857142857143","semivar135","semivar137.142857142857","semivar139.285714285714","semivar141.428571428571","semivar143.571428571429","semivar145.714285714286","semivar147.857142857143","semivar150","semivar152.142857142857","semivar154.285714285714","semivar156.428571428571","semivar158.571428571429","semivar160.714285714286","semivar162.857142857143","semivar165","semivar167.142857142857","semivar169.285714285714","semivar171.428571428571","semivar173.571428571429","semivar175.714285714286","semivar177.857142857143","semivar180","semivar182.142857142857","semivar184.285714285714","semivar186.428571428571","semivar188.571428571429","semivar190.714285714286","semivar192.857142857143","semivar195","semivar197.142857142857","semivar199.285714285714","semivar201.428571428571","semivar203.571428571429","semivar205.714285714286","semivar207.857142857143","semivar210","semivar212.142857142857","semivar214.285714285714","semivar216.428571428571","semivar218.571428571429","semivar220.714285714286","semivar222.857142857143","semivar225","semivar227.142857142857","semivar229.285714285714","semivar231.428571428571","semivar233.571428571429","semivar235.714285714286","semivar237.857142857143","semivar240","semivar242.142857142857","semivar244.285714285714","semivar246.428571428571","semivar248.571428571429","semivar250.714285714286","semivar252.857142857143","semivar255","semivar257.142857142857","semivar259.285714285714","semivar261.428571428571","semivar263.571428571429","semivar265.714285714286","semivar267.857142857143","semivar270","semivar272.142857142857","semivar274.285714285714","semivar276.428571428571","semivar278.571428571429","semivar280.714285714286","semivar282.857142857143","semivar285","semivar287.142857142857","semivar289.285714285714","semivar291.428571428571","semivar293.571428571429","semivar295.714285714286","semivar297.857142857143","semivar300"
"AR-330_H-UNITS_2016-01-15_R_T3",64,"1/15/2016","10:19:32 AM",42.6795,13.846,19.0417,80,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",500,10.7913669064748,0.689648265000003,"0.000580810000000033","0.000580810000000033","0.00763876000000041","0.000906010000000054","0.0105062500000006","0.0153016900000007","0.0160528899999999","0.0317196100000002","0.0246176100000001","0.0265364100000002","0.0285272100000002","0.02010724","0.0138297600000007","0.00992016000000047","0.00363609000000019","0.0017808400000001","0.00131044000000007","0.000580810000000033","0.00763876000000041","0.0184416399999999","0.0295496100000003","0.0512116900000009","0.0737122499999998","0.053963290000001","0.0446054400000007","0.0117939600000006","0.000445210000000024","0.00131044000000007","0.00110224000000005","0.00992016000000047","0.0317196100000002","0.0672883600000015","0.0965966400000003","0.106145640000001","0.0721459600000015","0.0265364100000002","0.00263169000000013","0","0.00570024999999972","0.00401955999999973","3.60000000000027e-05","0.00992016000000047","0.0408444100000006","0.0512116900000009","0.0672883600000015","0.0567868900000011","0.0384552100000005","0.0306250000000002","0.0246176100000001","0.0117939600000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",68,"1/15/2016","10:19:36 AM",42.9544,13.846,19.2287,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",510,11.0071942446043,0.807780955000001,"0.0349690000000004","0.0265364100000002","0.0265364100000002","0.00992015999999976","0.0246176100000001","0.00714024999999974","0.00400688999999976","0.00363609000000019","7.92100000000102e-05","0.000906010000000054","0.000580810000000033","0.000327610000000016","0.00204304000000011","0.00481635999999974","0.00763875999999979","0.0160528899999999","0.02096704","0.0227406400000001","0.0265364100000002","0.00992015999999976","0.00262144000000015","0.00022801000000001","0.00154449000000006","0.00714024999999974","0.00205209000000009","0.000585640000000021","0.00614655999999976","0.0275228100000002","0.0227406400000001","0.0236544400000001","0.00763875999999979","7.92100000000102e-05","0.00524176000000026","0.0153264399999998","0.0192654399999999","0.00665856000000027","0.000580810000000033","0.01841449","0.0349690000000004","0.0689062499999996","0.0627001599999995","0.0372490000000005","0.00763875999999979","0.00022801000000001","0.00154449000000006","0.00524176000000026","0.00263169000000013","8.2810000000002e-05","0.000144000000000011","0.000906010000000054","0.00614655999999976","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",69,"1/15/2016","10:19:37 AM",43.0076,13.846,19.2649,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",520,11.2230215827338,0.851235795,"0.00131044000000007","0.0498182400000009","0.0396408100000006","0.0396408100000006","0.0184416399999999","0.0372876100000004","0.0145684899999998","0.00990024999999981","0.00931225000000048","0.00203401000000013","0.00439569000000024","0.00363609000000019","0.00294849000000015","0.00662596000000035","0.0111513599999998","0.0152769599999999","0.0265364100000002","0.0327610000000003","0.0349690000000004","0.0396408100000006","0.0184416399999999","0.00763876000000041","0.00263169000000013","9.60999999999926e-06","0.00233288999999977","8.2810000000002e-05","0.000144000000000011","0.0131331599999999","0.0408444100000006","0.0349690000000004","0.0361000000000005","0.0152769599999999","0.00203401000000013","0.00131044000000007","0.00767375999999971","0.0105267599999998","0.00206116000000007","0.00363609000000019","0.0295496100000003","0.0498182400000009","0.0892216900000001","0.08213956","0.0525326400000011","0.0152769599999999","0.000445210000000024","9.60999999999926e-06","0.00131044000000007","0.00022801000000001","0.000734410000000043","0.00232324000000013","0.00439569000000024","0.0131331599999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",70,"1/15/2016","10:19:38 AM",42.9766,13.846,19.2438,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",530,11.4388489208633,0.816238449999999,"0.000445210000000024","0.00022801000000001","0.0408444100000006","0.0316840000000003","0.0316840000000003","0.0131560899999998","0.0295840000000002","0.00992015999999976","0.00614655999999976","0.00568516000000029","0.000576000000000044","0.00204304000000011","0.00153664000000008","0.00110224000000005","0.00363609000000019","0.00714024999999974","0.0105062499999998","0.02010724","0.0255680100000001","0.0275228100000002","0.0316840000000003","0.0131560899999998","0.00439569000000024","0.00091204000000004","0.000585640000000021","0.00481635999999974","0.00091204000000004","8.2810000000002e-05","0.00874224999999978","0.0327610000000003","0.0275228100000002","0.0285272100000002","0.0105062499999998","0.000576000000000044","0.00328329000000017","0.0118156899999998","0.0153016899999999","0.00442225000000018","0.00153664000000008","0.0227406400000001","0.0408444100000006","0.0770617599999998","0.0704902499999997","0.0433056100000007","0.0105062499999998","0","0.000585640000000021","0.00328329000000017","0.00131044000000007","3.60000000000027e-05","0.000734410000000043","0.00204304000000011","0.00874224999999978","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",71,"1/15/2016","10:19:39 AM",42.9988,13.846,19.2589,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",540,11.6546762589928,0.705845704999999,"0.00022801000000001","3.60000000000027e-05","0.00091204000000004","0.0471758400000008","0.0372876100000004","0.0372876100000004","0.0168480399999999","0.0350064100000003","0.0131560899999998","0.00874224999999978","0.00819025000000041","0.0015288100000001","0.00363609000000019","0.00294849000000015","0.00233289000000011","0.00568516000000029","0.00992015999999976","0.0138297599999999","0.0246176100000001","0.0306250000000002","0.0327610000000003","0.0372876100000004","0.0168480399999999","0.00662596000000035","0.00205209000000009","8.2810000000002e-05","0.00294848999999976","0.00022801000000001","3.60000000000027e-05","0.0117939599999998","0.0384552100000005","0.0327610000000003","0.0338560000000004","0.0138297599999999","0.0015288100000001","0.0017808400000001","0.00876095999999973","0.0117939599999998","0.0026419600000001","0.00294849000000015","0.0275228100000002","0.0471758400000008","0.08567329","0.0787363599999999","0.0498182400000009","0.0138297599999999","0.00022801000000001","8.2810000000002e-05","0.0017808400000001","0.000445210000000024","0.000445210000000024","0.0017808400000001","0.00363609000000019","0.0117939599999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",72,"1/15/2016","10:19:40 AM",42.8701,13.846,19.1714,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",550,11.8705035971223,0.587614185,"0.00765625000000037","0.00524176000000026","0.00874225000000044","0.00328329000000017","0.0168220899999999","0.0111513599999998","0.0111513599999998","0.00178928999999977","0.00992015999999976","0.000739839999999837","3.59999999999601e-05","9.00000000000068e-06","0.00234256000000009","0.00073984000000003","0.00110224000000005","0.00153664000000008","0.000146410000000005","0.000146409999999919","0.000906009999999841","0.00481635999999974","0.00765624999999975","0.00874224999999978","0.0111513599999998","0.00178928999999977","3.72099999999999e-05","0.0017808400000001","0.00933156000000043","0.02010724","0.0105267600000005","0.00664225000000031","0.000445209999999874","0.0117939599999998","0.00874224999999978","0.00931224999999979","0.000906009999999841","0.00234256000000009","0.0168220900000008","0.0327972100000003","0.0384552100000005","0.0192932100000009","0.00110224000000005","0.00614655999999976","0.0168220899999999","0.0421070399999991","0.0372876099999991","0.01841449","0.000906009999999841","0.00524176000000026","0.00933156000000043","0.0168220900000008","0.0117939600000006","0.00440896000000021","0.00205209000000009","0.00073984000000003","0.000445209999999874","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",73,"1/15/2016","10:19:41 AM",42.7992,13.846,19.1231,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",560,12.0863309352518,0.460843515000001,"0.00233288999999977","0.0184416399999999","0.0145684899999998","0.02010724","0.0111513599999998","0.00662596000000035","0.00328329000000017","0.00328329000000017","3.60000000000027e-05","0.00263169000000013","0.000445210000000024","0.00178929000000008","0.00205208999999977","0.0093508899999997","0.00570024999999972","0.00664224999999973","0.00765624999999975","0.00364815999999973","0.00131044000000007","0.000331240000000008","0.000445210000000024","0.00153664000000008","0.00204304000000011","0.00328329000000017","3.60000000000027e-05","0.00295935999999973","0.00819024999999976","0.0209960099999999","0.036138009999999","0.02277081","0.0168480399999999","0.00073984000000003","0.00363609000000019","0.00204304000000011","0.00232324000000013","0.000331240000000008","0.0093508899999997","0.0316840000000003","0.0526243599999992","0.0597313599999994","0.0350438400000003","0.00664224999999973","0.000906010000000054","0.00662596000000035","0.0246176100000001","0.02096704","0.00763876000000041","0.000331240000000008","0.0145684899999998","0.0209960099999999","0.0316840000000003","0.0246176100000001","0.0131560899999998","0.00876095999999973","0.00570024999999972","0.00073984000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",74,"1/15/2016","10:19:42 AM",42.7371,13.846,19.0809,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",570,12.3021582733813,0.369421885000002,"0.0017808400000001","0.00819024999999976","0.0316840000000003","0.0265364100000002","0.0338560000000004","0.02184484","0.00153664000000008","0.00022801000000001","0.00022801000000001","0.00232324000000013","8.2810000000002e-05","0.00400689000000021","0.00714025000000034","0.00765624999999975","0.0192932099999999","0.0138532899999998","0.0153016899999999","0.0168220899999999","0.0105267599999998","0.00614656000000032","0.00364816000000016","0.000445210000000024","9.00000000000068e-06","9.00000000000068e-06","0.00022801000000001","0.00232324000000013","0.00933155999999975","0.01760929","0.0350064100000003","0.0539632899999994","0.0372876100000004","0.0295840000000002","0.00481636000000023","0.000327610000000016","9.00000000000068e-06","3.60000000000027e-05","0.00364816000000016","0.0192932099999999","0.0484880400000009","0.0737665599999997","0.08213956","0.0526243600000008","0.0153016899999999","0.000146410000000005","0.00153664000000008","0.0131560899999998","0.0105267599999998","0.00204304000000011","0.00364816000000016","0.0265364100000002","0.0350064100000003","0.0484880400000009","0.0396408100000006","0.0246176100000001","0.0184416399999999","0.0138532899999998","0.00481636000000023","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",75,"1/15/2016","10:19:43 AM",42.6351,13.846,19.0115,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",580,12.5179856115108,0.330610805000003,"0.00481635999999974","0.0124545599999998","0.025568009999999","0.0612067599999995","0.0539632899999994","0.0642115599999996","0.0471758399999993","0.000912039999999826","0.00294848999999976","0.00294848999999976","0.0138297599999999","0.00363608999999976","0.01760929","0.02368521","0.024617609999999","0.043388889999999","0.035006409999999","0.0372876099999991","0.0396408099999991","0.029583999999999","0.02184484","0.0168480399999999","0.00819024999999976","0.00524175999999975","0.00440895999999974","0.00294848999999976","0.0138297599999999","0.0275559999999989","0.0408444099999992","0.0657922499999995","0.091022889999998","0.0689062499999996","0.0582739599999994","0.0192654399999999","0.00263168999999976","0.00440895999999974","0.00401955999999973","0.0168480399999999","0.043388889999999","0.0838681600000001","0.116280999999998","0.126735999999999","0.08928144","0.0372876099999991","0.00664224999999973","0.000912039999999826","0.00205209000000009","0.00110224000000005","0.00058563999999985","0.0168480399999999","0.0539632899999994","0.0657922499999995","0.0838681600000001","0.0720922499999997","0.0512116899999993","0.0421070399999991","0.035006409999999","0.0192654399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",76,"1/15/2016","10:19:44 AM",42.6396,13.846,19.0145,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",590,12.7338129496403,0.341273915000002,"9.00000000000068e-06","0.00440895999999974","0.0117939599999998","0.024617609999999","0.0597313599999994","0.0525784899999993","0.0627001599999995","0.0458816399999992","0.000739839999999837","0.00263168999999976","0.00263168999999976","0.0131331599999999","0.00328328999999976","0.0168220899999999","0.02277081","0.023685209999999","0.042148089999999","0.033892809999999","0.036138009999999","0.0384552099999991","0.028560999999999","0.02096704","0.0160782399999998","0.00765624999999975","0.00481635999999974","0.00401955999999973","0.00263168999999976","0.0131331599999999","0.0265689999999989","0.0396408099999991","0.0642622499999995","0.089221689999998","0.0673402499999996","0.0568345599999993","0.0184416399999999","0.00233288999999977","0.00401955999999973","0.00364815999999973","0.0160782399999998","0.042148089999999","0.08213956","0.114243999999998","0.124608999999999","0.0874976399999999","0.036138009999999","0.00616224999999972","0.000739839999999837","0.00233289000000011","0.00131044000000007","0.000449439999999863","0.0160782399999998","0.0525784899999993","0.0642622499999995","0.08213956","0.0704902499999997","0.0498628899999992","0.0408848399999991","0.033892809999999","0.0184416399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",77,"1/15/2016","10:19:45 AM",42.7726,13.846,19.105,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",600,12.9496402877698,0.411771450000002,"0.00819024999999976","0.00874224999999978","0.000580810000000033","0.000327610000000016","0.00440895999999974","0.02368521","0.0192654399999999","0.0255680100000001","0.0153016899999999","0.00400689000000021","0.00153664000000008","0.00153664000000008","0.000580810000000033","0.00110224000000005","0.00153664000000008","0.00364816000000016","0.00401955999999973","0.0131790399999997","0.00876095999999973","0.00992015999999976","0.0111513599999998","0.00616224999999972","0.00294849000000015","0.00131769000000005","9.00000000000068e-06","0.000445210000000024","0.000734410000000043","0.00153664000000008","0.000580810000000033","0.00525624999999971","0.0117939599999998","0.0265690000000001","0.0433472399999991","0.0285610000000002","0.02187441","0.00205209000000009","0.0017808400000001","0.000734410000000043","0.000906010000000054","0.00131769000000005","0.0131790399999997","0.0384552100000005","0.0612562499999994","0.0689062499999996","0.0421480900000005","0.00992015999999976","0.000144000000000011","0.00400689000000021","0.0192654399999999","0.0160528899999999","0.00480249000000027","0.00131769000000005","0.0192654399999999","0.0265690000000001","0.0384552100000005","0.0306250000000002","0.0176358399999999","0.0124768899999998","0.00876095999999973","0.00205209000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",78,"1/15/2016","10:19:46 AM",42.8481,13.846,19.1564,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",610,13.1654676258993,0.498830350000001,"0.0026419600000001","0.0201356099999999","0.0209960099999999","0.00570025000000025","0.00110889000000004","0.00022499999999991","0.0105062499999998","0.00763875999999979","0.0117722499999999","0.00522728999999978","0.0131560900000006","0.00820836000000036","0.00820836000000036","0.000745290000000018","0.0071571600000003","0.00014884","8.10000000000061e-05","0.000143999999999926","0.00401955999999973","0.0017808399999998","0.00232323999999979","0.00293763999999979","0.00073440999999985","8.41000000000201e-06","0.00022801000000001","0.00295936000000012","0.00525625000000023","0.00616225000000028","0.00820836000000036","0.000745290000000018","0.000445209999999874","0.00327183999999979","0.0124545599999998","0.024586239999999","0.0138297599999999","0.00931224999999979","3.72099999999999e-05","0.0087609600000004","0.00616225000000028","0.00664225000000031","0.00022801000000001","0.00401955999999973","0.0209380900000001","0.0384552099999991","0.0445632099999993","0.02368521","0.00232323999999979","0.00401956000000018","0.0131560900000006","0.0361760400000003","0.0317196100000002","0.0145684900000007","0.00022801000000001","0.00763875999999979","0.0124545599999998","0.0209380900000001","0.0152769599999999","0.00662595999999977","0.00363608999999976","0.0017808399999998","3.72099999999999e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",79,"1/15/2016","10:19:47 AM",42.9899,13.846,19.2529,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",620,13.3812949640288,0.586991495000002,"0.00931224999999979","0.02187441","0.0568345599999993","0.0582739599999994","0.0295840000000002","0.0168480399999999","0.00664225000000031","3.60000000000027e-05","8.2810000000002e-05","0.000144000000000011","0.000585640000000021","0.0446054400000007","0.0350064100000003","0.0350064100000003","0.0153264399999998","0.0327972100000003","0.0118156899999998","0.00765624999999975","0.00714025000000034","0.00109561000000007","0.00294849000000015","0.00233289000000011","0.00178929000000008","0.00481636000000023","0.00876095999999973","0.0124545599999998","0.02277081","0.0285610000000002","0.0306250000000002","0.0350064100000003","0.0153264399999998","0.00568516000000029","0.00154449000000006","0.00022801000000001","0.00363608999999976","0.000445210000000024","0","0.0105267599999998","0.0361380100000004","0.0306250000000002","0.0316840000000003","0.0124545599999998","0.00109561000000007","0.00232324000000013","0.00992015999999976","0.0131331599999999","0.00329476000000014","0.00233289000000011","0.0255680100000001","0.0446054400000007","0.0821968899999998","0.0754051599999997","0.0471758400000008","0.0124545599999998","8.2810000000002e-05","0.00022801000000001","0.00232324000000013","0.000734410000000043","0.00022801000000001","0.00131044000000007","0.00294849000000015","0.0105267599999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2016-01-15_R_T3",80,"1/15/2016","10:19:48 AM",43.0254,13.846,19.277,NA,"AR-330_H-UNITS_2016-01-15_R_T3_final.csv",630,13.5971223021583,0.642942435000001,"0.000580810000000033","0.0145443599999999","0.0295840000000002","0.0689062499999996","0.0704902499999997","0.0384552100000005","0.02368521","0.0111513600000005","0.000327610000000016","0.00110224000000005","0.000146410000000005","0.00233289000000011","0.0553660900000011","0.0446054400000007","0.0446054400000007","0.02187441","0.0421070400000006","0.0176358399999999","0.0124545599999998","0.0117939600000006","0.00327184000000019","0.00614656000000032","0.00524176000000026","0.00440896000000021","0.00874225000000044","0.0138532899999998","0.01841449","0.0306250000000002","0.0372876100000004","0.0396408100000006","0.0446054400000007","0.02187441","0.00990025000000051","0.00401956000000018","8.10000000000061e-05","0.00131043999999981","9.00000000000068e-06","0.000580810000000033","0.0160528899999999","0.0458816400000007","0.0396408100000006","0.0408444100000006","0.01841449","0.00327184000000019","0.000580810000000033","0.00570024999999972","0.00819024999999976","0.00110889000000004","0.00524176000000026","0.0338560000000004","0.0553660900000011","0.0965966400000003","0.0892216900000001","0.0582256900000012","0.01841449","0.00110224000000005","8.10000000000061e-05","0.000580810000000033","9.00000000000068e-06","0.00153664000000008","0.00363609000000019","0.00614656000000032","0.0160528899999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
