"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.64835164835165","semivar3.2967032967033","semivar4.94505494505495","semivar6.59340659340659","semivar8.24175824175824","semivar9.89010989010989","semivar11.5384615384615","semivar13.1868131868132","semivar14.8351648351648","semivar16.4835164835165","semivar18.1318681318681","semivar19.7802197802198","semivar21.4285714285714","semivar23.0769230769231","semivar24.7252747252747","semivar26.3736263736264","semivar28.021978021978","semivar29.6703296703297","semivar31.3186813186813","semivar32.967032967033","semivar34.6153846153846","semivar36.2637362637363","semivar37.9120879120879","semivar39.5604395604396","semivar41.2087912087912","semivar42.8571428571429","semivar44.5054945054945","semivar46.1538461538462","semivar47.8021978021978","semivar49.4505494505495","semivar51.0989010989011","semivar52.7472527472527","semivar54.3956043956044","semivar56.043956043956","semivar57.6923076923077","semivar59.3406593406593","semivar60.989010989011","semivar62.6373626373626","semivar64.2857142857143","semivar65.9340659340659","semivar67.5824175824176","semivar69.2307692307692","semivar70.8791208791209","semivar72.5274725274725","semivar74.1758241758242","semivar75.8241758241758","semivar77.4725274725275","semivar79.1208791208791","semivar80.7692307692308","semivar82.4175824175824","semivar84.0659340659341","semivar85.7142857142857","semivar87.3626373626374","semivar89.010989010989","semivar90.6593406593407","semivar92.3076923076923","semivar93.956043956044","semivar95.6043956043956","semivar97.2527472527473","semivar98.9010989010989","semivar100.549450549451","semivar102.197802197802","semivar103.846153846154","semivar105.494505494505","semivar107.142857142857","semivar108.791208791209","semivar110.43956043956","semivar112.087912087912","semivar113.736263736264","semivar115.384615384615","semivar117.032967032967","semivar118.681318681319","semivar120.32967032967","semivar121.978021978022","semivar123.626373626374","semivar125.274725274725","semivar126.923076923077","semivar128.571428571429","semivar130.21978021978","semivar131.868131868132","semivar133.516483516484","semivar135.164835164835","semivar136.813186813187","semivar138.461538461538","semivar140.10989010989","semivar141.758241758242","semivar143.406593406593","semivar145.054945054945","semivar146.703296703297","semivar148.351648351648","semivar150","semivar151.648351648352","semivar153.296703296703","semivar154.945054945055","semivar156.593406593407","semivar158.241758241758","semivar159.89010989011","semivar161.538461538462","semivar163.186813186813","semivar164.835164835165","semivar166.483516483516","semivar168.131868131868","semivar169.78021978022","semivar171.428571428571","semivar173.076923076923","semivar174.725274725275","semivar176.373626373626","semivar178.021978021978","semivar179.67032967033","semivar181.318681318681","semivar182.967032967033","semivar184.615384615385","semivar186.263736263736","semivar187.912087912088","semivar189.56043956044","semivar191.208791208791","semivar192.857142857143","semivar194.505494505495","semivar196.153846153846","semivar197.802197802198","semivar199.450549450549","semivar201.098901098901","semivar202.747252747253","semivar204.395604395604","semivar206.043956043956","semivar207.692307692308","semivar209.340659340659","semivar210.989010989011","semivar212.637362637363","semivar214.285714285714","semivar215.934065934066","semivar217.582417582418","semivar219.230769230769","semivar220.879120879121","semivar222.527472527473","semivar224.175824175824","semivar225.824175824176","semivar227.472527472527","semivar229.120879120879","semivar230.769230769231","semivar232.417582417582","semivar234.065934065934","semivar235.714285714286","semivar237.362637362637","semivar239.010989010989","semivar240.659340659341","semivar242.307692307692","semivar243.956043956044","semivar245.604395604396","semivar247.252747252747","semivar248.901098901099","semivar250.549450549451","semivar252.197802197802","semivar253.846153846154","semivar255.494505494505","semivar257.142857142857","semivar258.791208791209","semivar260.43956043956","semivar262.087912087912","semivar263.736263736264","semivar265.384615384615","semivar267.032967032967","semivar268.681318681319","semivar270.32967032967","semivar271.978021978022","semivar273.626373626374","semivar275.274725274725","semivar276.923076923077","semivar278.571428571429","semivar280.21978021978","semivar281.868131868132","semivar283.516483516484","semivar285.164835164835","semivar286.813186813187","semivar288.461538461538","semivar290.10989010989","semivar291.758241758242","semivar293.406593406593","semivar295.054945054945","semivar296.703296703297","semivar298.351648351648","semivar300"
"AR-370_LIBERTYSHIP_2015-12-09_S",11,"12/9/2015","2:55:03 PM",36.4864,16.427,14.82752051,30,"AR-370_LIBERTYSHIP_2015-12-09_S_final.csv",0,0,1.59147129069755,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2015-12-09_S",12,"12/9/2015","2:55:04 PM",36.6261,16.427,14.92258071,NA,"AR-370_LIBERTYSHIP_2015-12-09_S_final.csv",10,0.165745856353591,5.05655485302729,"0.00903644162404013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2015-12-09_S",13,"12/9/2015","2:55:05 PM",36.6053,16.427,14.90842715,NA,"AR-370_LIBERTYSHIP_2015-12-09_S_final.csv",20,0.331491712707182,9.39568411984512,"0.000200323260673613","0.00654588439608964","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2015-12-09_S",14,"12/9/2015","2:55:06 PM",36.357,16.427,14.73946904,NA,"AR-370_LIBERTYSHIP_2015-12-09_S_final.csv",30,0.497237569060773,14.141314302342,"0.0285468429347722","0.0335298836901891","0.00775306136916088","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2015-12-09_S",15,"12/9/2015","2:55:07 PM",36.0053,16.427,14.5001514,NA,"AR-370_LIBERTYSHIP_2015-12-09_S_final.csv",40,0.662983425414365,18.979916479781,"0.0572729328151693","0.166689088038062","0.178446521947076","0.107170534182192","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2015-12-09_S",16,"12/9/2015","2:55:08 PM",35.8449,16.427,14.39100569,NA,"AR-370_LIBERTYSHIP_2015-12-09_S_final.csv",50,0.828729281767956,24.0827125117568,"0.0119127860114041","0.121426706293222","0.267724967268531","0.282572001888","0.190545188079632","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2015-12-09_S",17,"12/9/2015","2:55:09 PM",35.8863,16.427,14.41917671,NA,"AR-370_LIBERTYSHIP_2015-12-09_S_final.csv",60,0.994475138121547,30.0852796214304,"0.000793606367840415","0.00655690042059605","0.102587176656828","0.239365993040193","0.253415587216","0.166744658998439","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2015-12-09_S",18,"12/9/2015","2:55:10 PM",36.1037,16.427,14.56710863,NA,"AR-370_LIBERTYSHIP_2015-12-09_S_final.csv",70,1.16022099447514,37.3359579118959,"0.0218838529548863","0.0310122454766435","0.00448327064927288","0.029708110935368","0.11649833209499","0.126360399659527","0.0678143472451341","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2015-12-09_S",19,"12/9/2015","2:55:11 PM",36.326,16.427,14.71837479,NA,"AR-370_LIBERTYSHIP_2015-12-09_S_final.csv",80,1.32596685082873,46.0237642971675,"0.0228814511611457","0.0895194910756864","0.10717052763481","0.0476214479430923","0.000444967383062462","0.0361198995415693","0.0417000577630463","0.0119127881943182","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2015-12-09_S",20,"12/9/2015","2:55:12 PM",36.5019,16.427,14.83806763,NA,"AR-370_LIBERTYSHIP_2015-12-09_S_final.csv",90,1.49171270718232,55.9314226893812,"0.0143263759472654","0.0734187796809997","0.175469602858446","0.199864378196563","0.114187378497412","0.00972168194998809","0.00495046205463043","0.00714246069108652","0.0001112417402944","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
