"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.15827338129496","semivar4.31654676258993","semivar6.47482014388489","semivar8.63309352517986","semivar10.7913669064748","semivar12.9496402877698","semivar15.1079136690647","semivar17.2661870503597","semivar19.4244604316547","semivar21.5827338129496","semivar23.7410071942446","semivar25.8992805755396","semivar28.0575539568345","semivar30.2158273381295","semivar32.3741007194245","semivar34.5323741007194","semivar36.6906474820144","semivar38.8489208633094","semivar41.0071942446043","semivar43.1654676258993","semivar45.3237410071942","semivar47.4820143884892","semivar49.6402877697842","semivar51.7985611510791","semivar53.9568345323741","semivar56.1151079136691","semivar58.273381294964","semivar60.431654676259","semivar62.589928057554","semivar64.7482014388489","semivar66.9064748201439","semivar69.0647482014388","semivar71.2230215827338","semivar73.3812949640288","semivar75.5395683453237","semivar77.6978417266187","semivar79.8561151079137","semivar82.0143884892086","semivar84.1726618705036","semivar86.3309352517986","semivar88.4892086330935","semivar90.6474820143885","semivar92.8057553956834","semivar94.9640287769784","semivar97.1223021582734","semivar99.2805755395683","semivar101.438848920863","semivar103.597122302158","semivar105.755395683453","semivar107.913669064748","semivar110.071942446043","semivar112.230215827338","semivar114.388489208633","semivar116.546762589928","semivar118.705035971223","semivar120.863309352518","semivar123.021582733813","semivar125.179856115108","semivar127.338129496403","semivar129.496402877698","semivar131.654676258993","semivar133.812949640288","semivar135.971223021583","semivar138.129496402878","semivar140.287769784173","semivar142.446043165468","semivar144.604316546763","semivar146.762589928058","semivar148.920863309353","semivar151.079136690647","semivar153.237410071942","semivar155.395683453237","semivar157.553956834532","semivar159.712230215827","semivar161.870503597122","semivar164.028776978417","semivar166.187050359712","semivar168.345323741007","semivar170.503597122302","semivar172.661870503597","semivar174.820143884892","semivar176.978417266187","semivar179.136690647482","semivar181.294964028777","semivar183.453237410072","semivar185.611510791367","semivar187.769784172662","semivar189.928057553957","semivar192.086330935252","semivar194.244604316547","semivar196.402877697842","semivar198.561151079137","semivar200.719424460432","semivar202.877697841727","semivar205.035971223022","semivar207.194244604317","semivar209.352517985612","semivar211.510791366906","semivar213.669064748201","semivar215.827338129496","semivar217.985611510791","semivar220.143884892086","semivar222.302158273381","semivar224.460431654676","semivar226.618705035971","semivar228.776978417266","semivar230.935251798561","semivar233.093525179856","semivar235.251798561151","semivar237.410071942446","semivar239.568345323741","semivar241.726618705036","semivar243.884892086331","semivar246.043165467626","semivar248.201438848921","semivar250.359712230216","semivar252.517985611511","semivar254.676258992806","semivar256.834532374101","semivar258.992805755396","semivar261.151079136691","semivar263.309352517986","semivar265.467625899281","semivar267.625899280576","semivar269.784172661871","semivar271.942446043165","semivar274.10071942446","semivar276.258992805755","semivar278.41726618705","semivar280.575539568345","semivar282.73381294964","semivar284.892086330935","semivar287.05035971223","semivar289.208633093525","semivar291.36690647482","semivar293.525179856115","semivar295.68345323741","semivar297.841726618705","semivar300"
"AR-372_RB1_2015-12-09_R_T1",13,"12/9/2015","11:26:22 AM",36.6966,16.999,14.97055311,30,"AR-372_RB1_2015-12-09_R_T1_final.csv",0,0,0.28470462087703,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",14,"12/9/2015","11:26:23 AM",36.75,16.999,15.00688965,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",10,0.217391304347826,0.721872742268745,"0.00132034413917152","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",15,"12/9/2015","11:26:24 AM",36.6699,16.999,14.95238484,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",20,0.434782608695652,1.10216647293481,"0.00297077431313601","0.000330086034792912","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",16,"12/9/2015","11:26:25 AM",36.6876,16.999,14.96442898,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",30,0.652173913043478,1.32163885582618,"0.000145061308339567","0.00180290849684895","3.75049682569205e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",17,"12/9/2015","11:26:26 AM",36.7544,16.999,15.00988368,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",40,0.869565217391304,1.34463147897523,"0.00206612975209005","0.0033061166013455","8.96421564089989e-06","0.00154689373652481","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",18,"12/9/2015","11:26:27 AM",36.6742,16.999,14.95531082,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",50,1.08695652173913,1.2095855403042,"0.00297819704857964","8.31408417855977e-05","8.56135896039282e-06","0.00266037570416894","0.000232327404444147","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",19,"12/9/2015","11:26:28 AM",36.6075,16.999,14.90992416,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",60,1.30434782608696,1.00188714574509,"0.00205994890595561","0.0099919056386305","0.0029707754032324","0.00180290934606252","0.00940230625094021","0.0036758695781027","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",20,"12/9/2015","11:26:29 AM",36.5897,16.999,14.89781198,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",70,1.52173913043478,0.830317162948586,"0.000146704904352376","0.0033061166013455","0.0125600659408899","0.00443782468899987","0.00297819704857964","0.0118979380926288","0.005291271993677","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",21,"12/9/2015","11:26:30 AM",36.7054,16.999,14.97654116,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",80,1.73913043478261,0.707016022607867,"0.00619828378347238","0.00443782468900011","0.000450727336515629","0.00111172363995038","0.000146704904352419","0.000583527795942374","0.000921030845280084","3.58567428024896e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",22,"12/9/2015","11:26:31 AM",36.8523,16.999,15.07650067,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",90,1.95652173913043,0.628159949891275,"0.00999190363944004","0.0319296479339159","0.0277477336837803","0.0146869797430226","0.0044378233566601","0.0125600636994562","0.0154047392565887","0.0048456941054404","0.0112248854699534","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",23,"12/9/2015","11:26:32 AM",36.9636,16.999,15.15223582,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",100,2.17391304347826,0.581059845600544,"0.00573581294552248","0.0308686135525154","0.0647314903603453","0.0587149405719558","0.0387794556250001","0.0202641317625796","0.0352714091507857","0.03994041420696","0.0211255091336689","0.0330086071129436","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",24,"12/9/2015","11:26:33 AM",36.9146,16.999,15.1188933,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",110,2.39130434782609,0.582590575058967,"0.00111172363995038","0.00179713507831691","0.0202641317625796","0.0488769500529423","0.0436681014723399","0.0267592277629506","0.0118830972525444","0.0238592261530626","0.0277250672515714","0.0125448176133225","0.0220048119692358","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",25,"12/9/2015","11:26:34 AM",36.6165,16.999,14.9160483,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",120,2.60869565217391,0.615891607080431,"0.041146094025","0.0557845446037502","0.0257449630386168","0.00365938611097961","0.000332563367142391","3.75050907396088e-05","0.00154154547675035","0.00880507853974436","0.00234069019726233","0.00132034413917165","0.00825215086982247","0.0029707743131362","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",26,"12/9/2015","11:26:35 AM",36.6342,16.999,14.92809243,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",130,2.82608695652174,0.708755365455447,"0.00014506106745689","0.036404971992757","0.0502402592806921","0.0220250056998977","0.00234727943861295","0.000916905652202461","0.000330086034792912","0.00074084075419209","0.00668980857656253","0.00132034486590248","0.000590121183608151","0.00620900187972844","0.00180290934606252","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_RB1_2015-12-09_R_T1",27,"12/9/2015","11:26:36 AM",36.5942,16.999,14.90087405,NA,"AR-372_RB1_2015-12-09_R_T1_final.csv",140,3.04347826086957,0.872203704505521,"0.000740840209824345","0.000230257863062481","0.0475323933705622","0.0631827394175324","0.0308447096526241","0.00572551153575202","9.37627268490221e-06","8.19044910120759e-05","0.00296336192803277","0.0118830994327367","0.00403922912730473","0.0026533614864241","0.0112393074433598","0.00485517140248365","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
