"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.45901639344262","semivar4.91803278688525","semivar7.37704918032787","semivar9.83606557377049","semivar12.2950819672131","semivar14.7540983606557","semivar17.2131147540984","semivar19.672131147541","semivar22.1311475409836","semivar24.5901639344262","semivar27.0491803278689","semivar29.5081967213115","semivar31.9672131147541","semivar34.4262295081967","semivar36.8852459016393","semivar39.344262295082","semivar41.8032786885246","semivar44.2622950819672","semivar46.7213114754098","semivar49.1803278688525","semivar51.6393442622951","semivar54.0983606557377","semivar56.5573770491803","semivar59.0163934426229","semivar61.4754098360656","semivar63.9344262295082","semivar66.3934426229508","semivar68.8524590163934","semivar71.3114754098361","semivar73.7704918032787","semivar76.2295081967213","semivar78.6885245901639","semivar81.1475409836066","semivar83.6065573770492","semivar86.0655737704918","semivar88.5245901639344","semivar90.983606557377","semivar93.4426229508197","semivar95.9016393442623","semivar98.3606557377049","semivar100.819672131148","semivar103.27868852459","semivar105.737704918033","semivar108.196721311475","semivar110.655737704918","semivar113.114754098361","semivar115.573770491803","semivar118.032786885246","semivar120.491803278689","semivar122.950819672131","semivar125.409836065574","semivar127.868852459016","semivar130.327868852459","semivar132.786885245902","semivar135.245901639344","semivar137.704918032787","semivar140.16393442623","semivar142.622950819672","semivar145.081967213115","semivar147.540983606557","semivar150","semivar152.459016393443","semivar154.918032786885","semivar157.377049180328","semivar159.83606557377","semivar162.295081967213","semivar164.754098360656","semivar167.213114754098","semivar169.672131147541","semivar172.131147540984","semivar174.590163934426","semivar177.049180327869","semivar179.508196721311","semivar181.967213114754","semivar184.426229508197","semivar186.885245901639","semivar189.344262295082","semivar191.803278688525","semivar194.262295081967","semivar196.72131147541","semivar199.180327868852","semivar201.639344262295","semivar204.098360655738","semivar206.55737704918","semivar209.016393442623","semivar211.475409836066","semivar213.934426229508","semivar216.393442622951","semivar218.852459016393","semivar221.311475409836","semivar223.770491803279","semivar226.229508196721","semivar228.688524590164","semivar231.147540983607","semivar233.606557377049","semivar236.065573770492","semivar238.524590163934","semivar240.983606557377","semivar243.44262295082","semivar245.901639344262","semivar248.360655737705","semivar250.819672131148","semivar253.27868852459","semivar255.737704918033","semivar258.196721311475","semivar260.655737704918","semivar263.114754098361","semivar265.573770491803","semivar268.032786885246","semivar270.491803278689","semivar272.950819672131","semivar275.409836065574","semivar277.868852459016","semivar280.327868852459","semivar282.786885245902","semivar285.245901639344","semivar287.704918032787","semivar290.16393442623","semivar292.622950819672","semivar295.081967213115","semivar297.540983606557","semivar300"
"AR-364_PIPES_2015-12-10_R_T1",10,"12/10/2015","10:28:19 AM",34.3591,16.141,13.38,30,"AR-364_PIPES_2015-12-10_R_T1_final.csv",0,0,0.294229385,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_PIPES_2015-12-10_R_T1",11,"12/10/2015","10:28:20 AM",34.4215,16.141,13.4224,NA,"AR-364_PIPES_2015-12-10_R_T1_final.csv",10,0.247933884297521,0.737961820000002,"0.00179775999999991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_PIPES_2015-12-10_R_T1",12,"12/10/2015","10:28:21 AM",34.3948,16.141,13.4043,NA,"AR-364_PIPES_2015-12-10_R_T1_final.csv",20,0.495867768595041,1.138495445,"0.000327610000000016","0.000590489999999924","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_PIPES_2015-12-10_R_T1",13,"12/10/2015","10:28:22 AM",34.3146,16.141,13.3497,NA,"AR-364_PIPES_2015-12-10_R_T1_final.csv",30,0.743801652892562,1.380376415,"0.00298115999999988","0.0052852899999999","0.000918090000000027","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_PIPES_2015-12-10_R_T1",14,"12/10/2015","10:28:23 AM",34.2299,16.141,13.2921,NA,"AR-364_PIPES_2015-12-10_R_T1_final.csv",40,0.991735537190083,1.43241748,"0.00331776000000009","0.0125888399999999","0.01697809","0.00772641000000021","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_PIPES_2015-12-10_R_T1",15,"12/10/2015","10:28:24 AM",34.0697,16.141,13.1831,NA,"AR-364_PIPES_2015-12-10_R_T1_final.csv",50,1.2396694214876,1.38986207,"0.011881","0.0277555600000002","0.0489294399999998","0.05726449","0.0387696100000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_PIPES_2015-12-10_R_T1",16,"12/10/2015","10:28:25 AM",33.9271,16.141,13.086,NA,"AR-364_PIPES_2015-12-10_R_T1_final.csv",60,1.48760330578512,1.2942855,"0.00942840999999986","0.0424772099999997","0.06953769","0.101314889999999","0.11316496","0.0864360000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_PIPES_2015-12-10_R_T1",17,"12/10/2015","10:28:26 AM",33.8692,16.141,13.0466,NA,"AR-364_PIPES_2015-12-10_R_T1_final.csv",70,1.73553719008264,1.1756089,"0.00155236000000004","0.01863225","0.0602702499999999","0.0918696100000004","0.12794929","0.14122564","0.111155560000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_PIPES_2015-12-10_R_T1",18,"12/10/2015","10:28:27 AM",33.9761,16.141,13.1194,NA,"AR-364_PIPES_2015-12-10_R_T1_final.csv",80,1.98347107438017,1.056297135,"0.00529984000000013","0.00111556000000002","0.00405768999999987","0.0298252899999996","0.0530380899999999","0.0811680099999992","0.0918089999999994","0.0679123600000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_PIPES_2015-12-10_R_T1",19,"12/10/2015","10:28:28 AM",34.1275,16.141,13.2224,NA,"AR-364_PIPES_2015-12-10_R_T1_final.csv",90,2.23140495867769,1.00696165,"0.010609","0.0309056400000002","0.01860496","0.00154449000000006","0.00485808999999989","0.01620529","0.0330876099999996","0.0399999999999997","0.0248377600000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
