"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.76470588235294","semivar3.52941176470588","semivar5.29411764705882","semivar7.05882352941176","semivar8.82352941176471","semivar10.5882352941176","semivar12.3529411764706","semivar14.1176470588235","semivar15.8823529411765","semivar17.6470588235294","semivar19.4117647058824","semivar21.1764705882353","semivar22.9411764705882","semivar24.7058823529412","semivar26.4705882352941","semivar28.2352941176471","semivar30","semivar31.7647058823529","semivar33.5294117647059","semivar35.2941176470588","semivar37.0588235294118","semivar38.8235294117647","semivar40.5882352941176","semivar42.3529411764706","semivar44.1176470588235","semivar45.8823529411765","semivar47.6470588235294","semivar49.4117647058824","semivar51.1764705882353","semivar52.9411764705882","semivar54.7058823529412","semivar56.4705882352941","semivar58.2352941176471","semivar60","semivar61.7647058823529","semivar63.5294117647059","semivar65.2941176470588","semivar67.0588235294118","semivar68.8235294117647","semivar70.5882352941177","semivar72.3529411764706","semivar74.1176470588235","semivar75.8823529411765","semivar77.6470588235294","semivar79.4117647058823","semivar81.1764705882353","semivar82.9411764705882","semivar84.7058823529412","semivar86.4705882352941","semivar88.2352941176471","semivar90","semivar91.7647058823529","semivar93.5294117647059","semivar95.2941176470588","semivar97.0588235294118","semivar98.8235294117647","semivar100.588235294118","semivar102.352941176471","semivar104.117647058824","semivar105.882352941176","semivar107.647058823529","semivar109.411764705882","semivar111.176470588235","semivar112.941176470588","semivar114.705882352941","semivar116.470588235294","semivar118.235294117647","semivar120","semivar121.764705882353","semivar123.529411764706","semivar125.294117647059","semivar127.058823529412","semivar128.823529411765","semivar130.588235294118","semivar132.352941176471","semivar134.117647058824","semivar135.882352941176","semivar137.647058823529","semivar139.411764705882","semivar141.176470588235","semivar142.941176470588","semivar144.705882352941","semivar146.470588235294","semivar148.235294117647","semivar150","semivar151.764705882353","semivar153.529411764706","semivar155.294117647059","semivar157.058823529412","semivar158.823529411765","semivar160.588235294118","semivar162.352941176471","semivar164.117647058824","semivar165.882352941176","semivar167.647058823529","semivar169.411764705882","semivar171.176470588235","semivar172.941176470588","semivar174.705882352941","semivar176.470588235294","semivar178.235294117647","semivar180","semivar181.764705882353","semivar183.529411764706","semivar185.294117647059","semivar187.058823529412","semivar188.823529411765","semivar190.588235294118","semivar192.352941176471","semivar194.117647058824","semivar195.882352941176","semivar197.647058823529","semivar199.411764705882","semivar201.176470588235","semivar202.941176470588","semivar204.705882352941","semivar206.470588235294","semivar208.235294117647","semivar210","semivar211.764705882353","semivar213.529411764706","semivar215.294117647059","semivar217.058823529412","semivar218.823529411765","semivar220.588235294118","semivar222.352941176471","semivar224.117647058824","semivar225.882352941176","semivar227.647058823529","semivar229.411764705882","semivar231.176470588235","semivar232.941176470588","semivar234.705882352941","semivar236.470588235294","semivar238.235294117647","semivar240","semivar241.764705882353","semivar243.529411764706","semivar245.294117647059","semivar247.058823529412","semivar248.823529411765","semivar250.588235294118","semivar252.352941176471","semivar254.117647058824","semivar255.882352941176","semivar257.647058823529","semivar259.411764705882","semivar261.176470588235","semivar262.941176470588","semivar264.705882352941","semivar266.470588235294","semivar268.235294117647","semivar270","semivar271.764705882353","semivar273.529411764706","semivar275.294117647059","semivar277.058823529412","semivar278.823529411765","semivar280.588235294118","semivar282.352941176471","semivar284.117647058824","semivar285.882352941176","semivar287.647058823529","semivar289.411764705882","semivar291.176470588235","semivar292.941176470588","semivar294.705882352941","semivar296.470588235294","semivar298.235294117647","semivar300"
"AR-345_RB1_2015-10-15_R_T3",18,"10/15/2015","10:48:59 AM",42.8321,23.966,19.1455,90,"AR-345_RB1_2015-10-15_R_T3_final.csv",0,0,0.0788196649999981,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T3",19,"10/15/2015","10:49:00 AM",42.7877,23.966,19.1153,NA,"AR-345_RB1_2015-10-15_R_T3_final.csv",10,0.177514792899408,0.229933134999993,"0.000912039999999826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T3",20,"10/15/2015","10:49:01 AM",42.7432,23.966,19.085,NA,"AR-345_RB1_2015-10-15_R_T3_final.csv",20,0.355029585798817,0.35802796499999,"0.000918090000000027","0.0036602499999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T3",21,"10/15/2015","10:49:02 AM",42.7832,23.966,19.1122,NA,"AR-345_RB1_2015-10-15_R_T3_final.csv",30,0.532544378698225,0.402654949999989,"0.00073984000000003","9.60999999999926e-06","0.0011088899999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T3",22,"10/15/2015","10:49:03 AM",42.8455,23.966,19.1546,NA,"AR-345_RB1_2015-10-15_R_T3_final.csv",40,0.710059171597633,0.36992869999999,"0.00179775999999975","0.00484415999999967","0.00154448999999978","8.2810000000002e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T3",23,"10/15/2015","10:49:04 AM",42.8631,23.966,19.1666,NA,"AR-345_RB1_2015-10-15_R_T3_final.csv",50,0.887573964497041,0.306408954999992,"0.000144000000000011","0.00295935999999973","0.00665855999999969","0.00263168999999976","0.000445210000000024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T3",24,"10/15/2015","10:49:05 AM",42.8366,23.966,19.1486,NA,"AR-345_RB1_2015-10-15_R_T3_final.csv",60,1.06508875739645,0.246844434999993,"0.000324000000000025","3.60000000000027e-05","0.00132495999999977","0.00404495999999967","0.0011088899999998","9.60999999999926e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T3",25,"10/15/2015","10:49:06 AM",42.8188,23.966,19.1365,NA,"AR-345_RB1_2015-10-15_R_T3_final.csv",70,1.24260355029586,0.212315264999995,"0.000146409999999919","0.000906009999999841","0.000327609999999888","0.00059049000000001","0.00265225000000008","0.000449440000000014","8.09999999999422e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T3",26,"10/15/2015","10:49:07 AM",42.8188,23.966,19.1365,NA,"AR-345_RB1_2015-10-15_R_T3_final.csv",80,1.42011834319527,0.205072959999995,"0","0.000146409999999919","0.000906009999999841","0.000327609999999888","0.00059049000000001","0.00265225000000008","0.000449440000000014","8.09999999999422e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_R_T3",27,"10/15/2015","10:49:08 AM",42.8366,23.966,19.1486,NA,"AR-345_RB1_2015-10-15_R_T3_final.csv",90,1.59763313609467,0.222933354999994,"0.000146409999999919","0.000146409999999919","0","0.000324000000000025","3.60000000000027e-05","0.00132495999999977","0.00404495999999967","0.0011088899999998","9.60999999999926e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
