"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.54639175257732","semivar3.09278350515464","semivar4.63917525773196","semivar6.18556701030928","semivar7.7319587628866","semivar9.27835051546392","semivar10.8247422680412","semivar12.3711340206186","semivar13.9175257731959","semivar15.4639175257732","semivar17.0103092783505","semivar18.5567010309278","semivar20.1030927835052","semivar21.6494845360825","semivar23.1958762886598","semivar24.7422680412371","semivar26.2886597938144","semivar27.8350515463918","semivar29.3814432989691","semivar30.9278350515464","semivar32.4742268041237","semivar34.020618556701","semivar35.5670103092784","semivar37.1134020618557","semivar38.659793814433","semivar40.2061855670103","semivar41.7525773195876","semivar43.298969072165","semivar44.8453608247423","semivar46.3917525773196","semivar47.9381443298969","semivar49.4845360824742","semivar51.0309278350515","semivar52.5773195876289","semivar54.1237113402062","semivar55.6701030927835","semivar57.2164948453608","semivar58.7628865979381","semivar60.3092783505155","semivar61.8556701030928","semivar63.4020618556701","semivar64.9484536082474","semivar66.4948453608247","semivar68.0412371134021","semivar69.5876288659794","semivar71.1340206185567","semivar72.680412371134","semivar74.2268041237113","semivar75.7731958762887","semivar77.319587628866","semivar78.8659793814433","semivar80.4123711340206","semivar81.9587628865979","semivar83.5051546391753","semivar85.0515463917526","semivar86.5979381443299","semivar88.1443298969072","semivar89.6907216494845","semivar91.2371134020619","semivar92.7835051546392","semivar94.3298969072165","semivar95.8762886597938","semivar97.4226804123711","semivar98.9690721649485","semivar100.515463917526","semivar102.061855670103","semivar103.60824742268","semivar105.154639175258","semivar106.701030927835","semivar108.247422680412","semivar109.79381443299","semivar111.340206185567","semivar112.886597938144","semivar114.432989690722","semivar115.979381443299","semivar117.525773195876","semivar119.072164948454","semivar120.618556701031","semivar122.164948453608","semivar123.711340206186","semivar125.257731958763","semivar126.80412371134","semivar128.350515463918","semivar129.896907216495","semivar131.443298969072","semivar132.989690721649","semivar134.536082474227","semivar136.082474226804","semivar137.628865979381","semivar139.175257731959","semivar140.721649484536","semivar142.268041237113","semivar143.814432989691","semivar145.360824742268","semivar146.907216494845","semivar148.453608247423","semivar150","semivar151.546391752577","semivar153.092783505155","semivar154.639175257732","semivar156.185567010309","semivar157.731958762887","semivar159.278350515464","semivar160.824742268041","semivar162.371134020619","semivar163.917525773196","semivar165.463917525773","semivar167.010309278351","semivar168.556701030928","semivar170.103092783505","semivar171.649484536082","semivar173.19587628866","semivar174.742268041237","semivar176.288659793814","semivar177.835051546392","semivar179.381443298969","semivar180.927835051546","semivar182.474226804124","semivar184.020618556701","semivar185.567010309278","semivar187.113402061856","semivar188.659793814433","semivar190.20618556701","semivar191.752577319588","semivar193.298969072165","semivar194.845360824742","semivar196.39175257732","semivar197.938144329897","semivar199.484536082474","semivar201.030927835052","semivar202.577319587629","semivar204.123711340206","semivar205.670103092784","semivar207.216494845361","semivar208.762886597938","semivar210.309278350515","semivar211.855670103093","semivar213.40206185567","semivar214.948453608247","semivar216.494845360825","semivar218.041237113402","semivar219.587628865979","semivar221.134020618557","semivar222.680412371134","semivar224.226804123711","semivar225.773195876289","semivar227.319587628866","semivar228.865979381443","semivar230.412371134021","semivar231.958762886598","semivar233.505154639175","semivar235.051546391753","semivar236.59793814433","semivar238.144329896907","semivar239.690721649485","semivar241.237113402062","semivar242.783505154639","semivar244.329896907216","semivar245.876288659794","semivar247.422680412371","semivar248.969072164948","semivar250.515463917526","semivar252.061855670103","semivar253.60824742268","semivar255.154639175258","semivar256.701030927835","semivar258.247422680412","semivar259.79381443299","semivar261.340206185567","semivar262.886597938144","semivar264.432989690722","semivar265.979381443299","semivar267.525773195876","semivar269.072164948454","semivar270.618556701031","semivar272.164948453608","semivar273.711340206186","semivar275.257731958763","semivar276.80412371134","semivar278.350515463918","semivar279.896907216495","semivar281.443298969072","semivar282.989690721649","semivar284.536082474227","semivar286.082474226804","semivar287.628865979381","semivar289.175257731959","semivar290.721649484536","semivar292.268041237113","semivar293.814432989691","semivar295.360824742268","semivar296.907216494845","semivar298.453608247423","semivar300"
"AR-370_NR2_2015-09-02_R_T2",11,"9/2/2015","2:22:39 PM",37.2731,27.665,15.3628,60,"AR-370_NR2_2015-09-02_R_T2_final.csv",0,0,0.211526335,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-02_R_T2",12,"9/2/2015","2:22:40 PM",37.3265,27.665,15.3992,NA,"AR-370_NR2_2015-09-02_R_T2_final.csv",10,0.155440414507772,0.511641315000001,"0.00132496000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-02_R_T2",13,"9/2/2015","2:22:41 PM",37.3667,27.665,15.4265,NA,"AR-370_NR2_2015-09-02_R_T2_final.csv",20,0.310880829015544,0.804950090000001,"0.000745290000000018","0.0040576900000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-02_R_T2",14,"9/2/2015","2:22:42 PM",37.3845,27.665,15.4386,NA,"AR-370_NR2_2015-09-02_R_T2_final.csv",30,0.466321243523316,0.970592905000002,"0.000146409999999962","0.0015523599999999","0.00574563999999988","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-02_R_T2",15,"9/2/2015","2:22:43 PM",37.3711,27.665,15.4295,NA,"AR-370_NR2_2015-09-02_R_T2_final.csv",40,0.621761658031088,0.989488520000002,"8.28099999999696e-05","9.00000000000068e-06","0.000918090000000027","0.00444889000000012","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-02_R_T2",16,"9/2/2015","2:22:44 PM",37.3533,27.665,15.4174,NA,"AR-370_NR2_2015-09-02_R_T2_final.csv",50,0.77720207253886,0.906269325000002,"0.000146410000000005","0.000449439999999939","8.2810000000002e-05","0.000331240000000008","0.00298116000000007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-02_R_T2",17,"9/2/2015","2:22:45 PM",37.3488,27.665,15.4143,NA,"AR-370_NR2_2015-09-02_R_T2_final.csv",60,0.932642487046632,0.78675309,"9.60999999999926e-06","0.000231040000000003","0.000590489999999924","0.00014884","0.00022801000000001","0.00265225000000008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-02_R_T2",18,"9/2/2015","2:22:46 PM",37.3578,27.665,15.4205,NA,"AR-370_NR2_2015-09-02_R_T2_final.csv",70,1.0880829015544,0.692126815,"3.8439999999997e-05","9.60999999999926e-06","8.10000000000061e-05","0.000327609999999952","3.60000000000027e-05","0.000453690000000004","0.00332929000000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-02_R_T2",19,"9/2/2015","2:22:47 PM",37.3756,27.665,15.4326,NA,"AR-370_NR2_2015-09-02_R_T2_final.csv",80,1.24352331606218,0.663346435,"0.000146410000000005","0.000334889999999999","0.000231040000000003","9.60999999999926e-06","3.59999999999814e-05","3.72099999999999e-05","0.00111556000000002","0.00487204000000011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-02_R_T2",20,"9/2/2015","2:22:48 PM",37.3443,27.665,15.4113,NA,"AR-370_NR2_2015-09-02_R_T2_final.csv",90,1.39896373056995,0.675657300000001,"0.000453690000000004","8.46399999999977e-05","9.00000000000068e-06","3.72099999999999e-05","0.000331240000000008","0.000745289999999921","0.000231040000000003","0.000146410000000005","0.00235225000000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
