"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar3.2967032967033","semivar6.59340659340659","semivar9.89010989010989","semivar13.1868131868132","semivar16.4835164835165","semivar19.7802197802198","semivar23.0769230769231","semivar26.3736263736264","semivar29.6703296703297","semivar32.967032967033","semivar36.2637362637363","semivar39.5604395604396","semivar42.8571428571429","semivar46.1538461538462","semivar49.4505494505495","semivar52.7472527472527","semivar56.043956043956","semivar59.3406593406593","semivar62.6373626373626","semivar65.9340659340659","semivar69.2307692307692","semivar72.5274725274725","semivar75.8241758241758","semivar79.1208791208791","semivar82.4175824175824","semivar85.7142857142857","semivar89.010989010989","semivar92.3076923076923","semivar95.6043956043956","semivar98.9010989010989","semivar102.197802197802","semivar105.494505494505","semivar108.791208791209","semivar112.087912087912","semivar115.384615384615","semivar118.681318681319","semivar121.978021978022","semivar125.274725274725","semivar128.571428571429","semivar131.868131868132","semivar135.164835164835","semivar138.461538461538","semivar141.758241758242","semivar145.054945054945","semivar148.351648351648","semivar151.648351648352","semivar154.945054945055","semivar158.241758241758","semivar161.538461538462","semivar164.835164835165","semivar168.131868131868","semivar171.428571428571","semivar174.725274725275","semivar178.021978021978","semivar181.318681318681","semivar184.615384615385","semivar187.912087912088","semivar191.208791208791","semivar194.505494505495","semivar197.802197802198","semivar201.098901098901","semivar204.395604395604","semivar207.692307692308","semivar210.989010989011","semivar214.285714285714","semivar217.582417582418","semivar220.879120879121","semivar224.175824175824","semivar227.472527472527","semivar230.769230769231","semivar234.065934065934","semivar237.362637362637","semivar240.659340659341","semivar243.956043956044","semivar247.252747252747","semivar250.549450549451","semivar253.846153846154","semivar257.142857142857","semivar260.43956043956","semivar263.736263736264","semivar267.032967032967","semivar270.32967032967","semivar273.626373626374","semivar276.923076923077","semivar280.21978021978","semivar283.516483516484","semivar286.813186813187","semivar290.10989010989","semivar293.406593406593","semivar296.703296703297","semivar300"
"AR-378_RB1_2016-05-10_R_T3",49,"5/10/2016","10:13:50 AM",33.313,21.091,12.6682,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",260,8.66666666666667,2.25379136,"0.000930249999999998","0.0221414400000004","0.0650760100000003","0.0831745600000006","0.0650760100000003","0.0268959999999999","0.0106708900000002","0.00672400000000012","0.00831744000000011","0.0268959999999999","0.0195160900000004","0.0195160900000004","0.03545689","0.0575040400000003","0.0763416900000005","0.0730620900000004","0.04782969","0.0170563600000003","0.00946729000000012","0.0106708900000002","0.0126337600000002","0.0239940100000004","0.0321126399999999","0.0547092100000001","0.0682254400000003","0.0831745600000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",50,"5/10/2016","10:13:51 AM",33.2371,21.091,12.6165,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",270,9,2.19965292,"0.00267289000000003","0.000449440000000014","0.00942841000000021","0.0413715600000001","0.0560268900000004","0.0413715600000001","0.0126112899999999","0.00266256000000006","0.000918090000000027","0.00156025000000002","0.0126112899999999","0.00774400000000017","0.00774400000000017","0.0186595599999999","0.0353816100000001","0.0504451600000003","0.0477859600000002","0.0278889999999999","0.00622521000000014","0.00207936000000003","0.00266256000000006","0.00368449000000008","0.0106502400000002","0.0162562499999999","0.03319684","0.0438902500000001","0.0560268900000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",51,"5/10/2016","10:13:52 AM",33.0229,21.091,12.4707,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",280,9.33333333333333,2.005184175,"0.0212576399999998","0.0390062499999999","0.0278889999999999","0.00237168999999985","0.00331776000000009","0.00826281000000024","0.00331776000000009","0.00112225000000001","0.0088736399999998","0.0133402499999998","0.0112996899999998","0.00112225000000001","0.00334083999999983","0.00334083999999983","8.46399999999977e-05","0.00178929000000008","0.00620944000000017","0.00529984000000013","0.000449440000000014","0.00447560999999982","0.0100400399999998","0.0088736399999998","0.0072420099999998","0.00181475999999987","0.000334889999999999","0.00132496000000003","0.0040576900000001","0.00826281000000024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",52,"5/10/2016","10:13:53 AM",32.8355,21.091,12.3432,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",290,9.66666666666667,1.831736995,"0.0162562500000003","0.0746928900000004","0.105625000000001","0.0867302500000006","0.0310464399999999","0.00488601000000007","0.00133956","0.00488601000000007","0.0259210000000004","0.0491508900000001","0.0590490000000002","0.0546624400000002","0.0259210000000004","0.0343360899999999","0.0343360899999999","0.0186868900000003","0.00725904000000007","0.00237169000000002","0.00299209000000005","0.0112996900000002","0.03779136","0.0518472900000002","0.0491508900000001","0.0451987600000001","0.0289340099999999","0.0212576400000004","0.00829921000000015","0.00407044000000007","0.00133956","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",53,"5/10/2016","10:13:54 AM",32.7955,21.091,12.316,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",300,10,1.854511185,"0.000739839999999934","0.02393209","0.0903002499999997","0.12404484","0.10349089","0.0413715599999994","0.00942840999999986","0.00407043999999984","0.00942840999999986","0.0354192400000001","0.0619512099999995","0.0730080399999995","0.0681209999999996","0.0354192400000001","0.0451562499999994","0.0451562499999994","0.02686321","0.0126337599999998","0.00576080999999984","0.00670760999999987","0.0178222499999999","0.0491065599999994","0.0649740099999996","0.0619512099999995","0.0575040399999995","0.0389272899999994","0.029929","0.0139948899999999","0.00828099999999987","0.00407043999999984","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",54,"5/10/2016","10:13:55 AM",32.9516,21.091,12.4222,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",310,10.3333333333333,2.07642144,"0.0112784399999999","0.0062410000000001","0.00235225000000006","0.0377524900000001","0.0605160000000002","0.0464402500000002","0.00944783999999982","8.2810000000002e-05","0.00179776000000006","8.2810000000002e-05","0.00672400000000012","0.0203632899999999","0.0268959999999999","0.0239630399999999","0.00672400000000012","0.0112996899999998","0.0112996899999998","0.00332929000000006","3.8439999999997e-05","0.000918090000000027","0.00059049000000001","0.000745290000000018","0.0133171599999998","0.02211169","0.0203632899999999","0.0178489599999999","0.00829920999999983","0.00446224000000009","0.000146410000000005","0.000231040000000003","0.00179776000000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",55,"5/10/2016","10:13:56 AM",33.2193,21.091,12.6044,80,"AR-378_RB1_2016-05-10_R_T3_final.csv",320,10.6666666666667,2.359309525,"0.03319684","0.0831745599999996","0.0682254400000003","0.0178756899999998","0.000146410000000005","0.00407044000000007","0.00110889000000004","0.00722500000000015","0.03659569","0.0504451600000003","0.03659569","0.0100400399999998","0.00156025000000002","0.000331240000000008","0.000750760000000005","0.0100400399999998","0.00576081000000011","0.00576081000000011","0.0155002499999998","0.0309760000000001","0.0451562500000001","0.0426422500000001","0.0239940099999999","0.00446224000000009","0.00112225000000001","0.00156025000000002","0.00236196000000004","0.00829921000000015","0.0133171599999998","0.0289340099999999","0.03896676","0.0504451600000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",65,"5/10/2016","10:14:06 AM",33.5404,21.091,12.8229,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",330,11,2.494221535,"0.0477422500000003","0.16056049","0.25694761","0.230112090000001","0.12404484","0.0426009600000001","0.02393209","0.03429904","0.0921122500000009","0.167936040000001","0.196337610000001","0.167936040000001","0.10156969","0.0665640000000005","0.0560268900000004","0.0604668100000003","0.10156969","0.0866713600000008","0.0866713600000008","0.117649","0.155630250000001","0.185761000000001","0.180625000000001","0.13942756","0.0813960900000007","0.0635040000000003","0.0665640000000005","0.0713424100000005","0.0958521600000009","0.11148921","0.15100996","0.172972810000001","0.196337610000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",66,"5/10/2016","10:14:07 AM",33.7233,21.091,12.9473,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",340,11.3333333333333,2.33827746,"0.0154753599999999","0.11758041","0.27573001","0.398539689999999","0.364936810000001","0.227147559999999","0.10942864","0.0778968099999998","0.0958521599999998","0.183098410000001","0.28536964","0.322056250000001","0.28536964","0.196337609999999","0.14622976","0.13039321","0.13712209","0.196337609999999","0.175393440000001","0.175393440000001","0.21846276","0.26925721","0.308469160000001","0.30184036","0.24780484","0.167854090000001","0.14167696","0.14622976","0.15327225","0.188356000000001","0.21003889","0.263169","0.29192409","0.322056250000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",67,"5/10/2016","10:14:08 AM",33.643,21.091,12.8927,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",350,11.6666666666667,1.97346689,"0.00298116000000007","0.00487203999999986","0.0831168899999997","0.22137025","0.332582889999999","0.30195025","0.178083999999999","0.0762864399999996","0.0504002499999996","0.0650249999999995","0.13935289","0.23001616","0.26306641","0.23001616","0.150932249999999","0.10745284","0.0939422499999999","0.0996664899999998","0.150932249999999","0.13264164","0.13264164","0.170403839999999","0.21557449","0.25080064","0.24482704","0.196426239999999","0.12609601","0.10355524","0.10745284","0.11350161","0.14394436","0.162973689999999","0.210130559999999","0.23590449","0.26306641","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",68,"5/10/2016","10:14:09 AM",33.3352,21.091,12.6833,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",360,12,1.613353535,"0.0438483600000002","0.0696960000000006","0.0194881600000004","0.00622520999999986","0.0681732099999995","0.134909289999999","0.11566801","0.0451987599999993","0.00446223999999985","0.000228009999999956","0.00207935999999987","0.02686321","0.0730080399999995","0.0921122499999998","0.0730080399999995","0.0320768099999994","0.0140185599999999","0.00942840999999986","0.0112996899999998","0.0320768099999994","0.0239630399999999","0.0239630399999999","0.0413715599999994","0.0649740099999996","0.0849139599999997","0.0814531599999996","0.0546624399999994","0.0212284899999999","0.0126337599999998","0.0140185599999999","0.0162562499999999","0.0289","0.0377524899999994","0.0620009999999994","0.0763416899999995","0.0921122499999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",69,"5/10/2016","10:14:10 AM",32.9606,21.091,12.4284,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",370,12.3333333333333,1.43485322,"0.0649740099999996","0.21557449","0.26925721","0.155630250000001","0.0309760000000001","3.8439999999997e-05","0.0126337599999998","0.00725904000000007","0.00178929000000008","0.0353816100000001","0.0575040400000003","0.0438064900000003","0.00828099999999987","0.000234089999999996","0.00236196000000004","0.000234089999999996","0.00574564000000015","0.01863225","0.02490084","0.02208196","0.00574564000000015","0.0100200099999999","0.0100200099999999","0.00265225000000008","0","0.00133225000000001","0.000930249999999998","0.000445210000000024","0.0119246399999999","0.02030625","0.01863225","0.0162307599999999","0.00720800999999988","0.00367236000000011","3.48100000000054e-05","0.000457959999999994","0.00236196000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",70,"5/10/2016","10:14:11 AM",32.7062,21.091,12.2552,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",380,12.6666666666667,1.455570315,"0.0299982399999999","0.183269609999999","0.406406249999999","0.47900241","0.32228329","0.12194064","0.0278889999999999","0.00369664000000005","0.00774399999999986","0.0464402500000002","0.13053769","0.170569","0.14630625","0.0698016399999994","0.0249324099999999","0.0155251599999998","0.0249324099999999","0.0620010000000003","0.0959140899999996","0.109561","0.10355524","0.0620010000000003","0.0746928899999994","0.0746928899999994","0.0504900900000002","0.0299982399999999","0.0186868899999998","0.0203632899999999","0.0377524900000001","0.0797497599999995","0.0996664899999998","0.0959140899999996","0.0903603599999996","0.0666156099999994","0.0546624400000002","0.03207681","0.0230432399999999","0.0155251599999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",71,"5/10/2016","10:14:12 AM",32.6883,21.091,12.2431,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",390,13,1.610477925,"0.000146410000000005","0.0343360899999999","0.193776039999999","0.421980159999999","0.49589764","0.336168040000001","0.13053769","0.03207681","0.00531441000000009","0.0100200099999999","0.0518017600000003","0.13942756","0.18071001","0.15570916","0.0763416899999995","0.0289","0.0186868899999998","0.0289","0.0681732100000004","0.10355524","0.11771761","0.11148921","0.0681732100000004","0.0814531599999996","0.0814531599999996","0.0560742400000003","0.0343360899999999","0.0221414399999999","0.0239630399999999","0.0426009600000001","0.0867302499999996","0.10745284","0.10355524","0.0977812899999997","0.0730080399999995","0.0604668100000003","0.0365574400000001","0.02686321","0.0186868899999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",72,"5/10/2016","10:14:13 AM",32.8802,21.091,12.3736,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",400,13.3333333333333,1.8165227,"0.0170302499999999","0.0140185599999999","0.00300304000000002","0.0959140899999996","0.26946481","0.329131690000001","0.201870490000001","0.0532686400000002","0.00236196000000004","0.00331775999999988","0.000924160000000012","0.00942841000000021","0.0590004100000003","0.0867891600000005","0.0697488100000005","0.0212576399999998","0.00156025000000002","3.8439999999997e-05","0.00156025000000002","0.0170563600000003","0.03659569","0.0451987600000001","0.0413715600000001","0.0170563600000003","0.0239940099999999","0.0239940099999999","0.0112996900000002","0.00300304000000002","0.000334889999999999","0.00059049000000001","0.00576081000000011","0.0268959999999999","0.0389272900000001","0.03659569","0.03319684","0.0195160899999999","0.0133171600000002","0.00368449000000008","0.00111556000000002","3.8439999999997e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",73,"5/10/2016","10:14:14 AM",33.2148,21.091,12.6013,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",410,13.6666666666667,1.926628025,"0.0518472900000002","0.12830724","0.11978521","0.0298944100000001","0.00672399999999983","0.0849139599999997","0.119716","0.0491065600000002","9.60999999999926e-06","0.03207681","0.0813960899999997","0.0666156100000003","0.0170563599999998","0.000231040000000003","0.00447561000000005","0.00132496000000003","0.00670761000000016","0.0354192400000001","0.0490622500000003","0.0354192400000001","0.00942840999999986","0.00132496000000003","0.00022801000000001","0.00059049000000001","0.00942840999999986","0.00529984000000013","0.00529984000000013","0.0147379599999999","0.0298944100000001","0.0438483600000002","0.0413715600000001","0.0230432399999999","0.0040576900000001","0.000924160000000012","0.00132496000000003","0.00207025000000005","0.00774400000000017","0.0126112899999999","0.0278889999999999","0.0377524900000001","0.0490622500000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",74,"5/10/2016","10:14:15 AM",33.5404,21.091,12.8229,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",420,14,1.80793222,"0.0491065600000002","0.201870490000001","0.336168040000001","0.32228329","0.155630250000001","0.0194881600000004","0.00487203999999986","0.0154753599999999","0","0.0477422500000003","0.16056049","0.25694761","0.230112090000001","0.12404484","0.0426009600000001","0.02393209","0.03429904","0.0921122500000009","0.167936040000001","0.196337610000001","0.167936040000001","0.10156969","0.0665640000000005","0.0560268900000004","0.0604668100000003","0.10156969","0.0866713600000008","0.0866713600000008","0.117649","0.155630250000001","0.185761000000001","0.180625000000001","0.13942756","0.0813960900000007","0.0635040000000003","0.0665640000000005","0.0713424100000005","0.0958521600000009","0.11148921","0.15100996","0.172972810000001","0.196337610000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",75,"5/10/2016","10:14:16 AM",33.7188,21.091,12.9443,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",430,14.3333333333333,1.47550859,"0.0147379599999999","0.117649","0.325698490000001","0.49168144","0.47485881","0.26615281","0.0681210000000005","0.00266256000000006","9.00000000000068e-06","0.0147379599999999","0.11553201","0.27258841","0.394760889999999","0.361321210000001","0.224296959999999","0.10745284","0.0762312099999998","0.0940035599999997","0.180540010000001","0.28217344","0.318660250000001","0.28217344","0.193688009999999","0.14394436","0.12823561","0.13490929","0.193688009999999","0.172889640000001","0.172889640000001","0.21566736","0.26615281","0.30514576","0.29855296","0.24482704","0.165404890000001","0.13942756","0.14394436","0.15093225","0.185761000000001","0.207298089999999","0.2601","0.28869129","0.318660250000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",76,"5/10/2016","10:14:17 AM",33.6608,21.091,12.9048,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",440,14.6666666666667,1.20474245,"0.00156025000000002","0.00670760999999987","0.0921122499999998","0.28217344","0.43784689","0.421980159999999","0.22695696","0.0490622500000003","0.000146410000000005","0.00180625000000004","0.00670760999999987","0.0902401599999999","0.23290276","0.346685439999999","0.31539456","0.188442809999999","0.0831168899999997","0.0559795599999997","0.0713424099999996","0.14853316","0.24176889","0.275625","0.24176889","0.160480359999999","0.11553201","0.10150596","0.10745284","0.160480359999999","0.14160169","0.14160169","0.180540009999999","0.22695696","0.26306641","0.25694761","0.207298089999999","0.13483584","0.11148921","0.11553201","0.121801","0.15327225","0.172889639999999","0.22137025","0.24780484","0.275625","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",77,"5/10/2016","10:14:18 AM",33.3754,21.091,12.7106,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",450,15,1.17489982,"0.0377136400000001","0.0546156900000003","0.0126112900000003","0.0119464899999998","0.113569","0.218556249999999","0.207389159999999","0.0796368399999998","0.000745290000000018","0.0331604100000001","0.0560268900000004","0.0126112900000003","0.0112784399999999","0.0831745599999996","0.155709159999999","0.13498276","0.0575520099999994","0.00885480999999985","0.00179775999999991","0.00531440999999983","0.0365574400000001","0.0885062499999997","0.10942864","0.0885062499999997","0.0426009599999994","0.0212284899999999","0.0154753599999999","0.0178489599999999","0.0426009599999994","0.0331604100000001","0.0331604100000001","0.0532224899999994","0.0796368399999998","0.10156969","0.0977812899999997","0.0681732099999995","0.029929","0.0195160899999999","0.0212284899999999","0.0239630399999999","0.0389272900000001","0.0491065599999994","0.0763416899999995","0.0921729599999997","0.10942864","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",78,"5/10/2016","10:14:19 AM",32.9472,21.091,12.4192,75,"AR-378_RB1_2016-05-10_R_T3_final.csv",460,15.3333333333333,1.30178425,"0.0849139599999997","0.23580736","0.27573001","0.162973690000001","0.0331604100000001","0.00207936000000003","0.03101121","0.0268959999999999","8.46399999999977e-05","0.0697488099999995","0.22420225","0.27888961","0.162973690000001","0.03429904","9.00000000000068e-06","0.0106502399999999","0.00577600000000008","0.00265225000000008","0.0389272900000001","0.0620010000000003","0.0477422500000003","0.0100400399999998","3.72099999999999e-05","0.00155236000000004","3.72099999999999e-05","0.00722500000000015","0.0212284899999999","0.0278889999999999","0.02490084","0.00722500000000015","0.0119464899999998","0.0119464899999998","0.00368449000000008","8.46399999999977e-05","0.000745290000000018","0.000453690000000004","0.000918090000000027","0.0140185599999999","0.02301289","0.0212284899999999","0.0186595599999999","0.00885480999999985","0.00487204000000011","0.00022801000000001","0.00014884","0.00155236000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_RB1_2016-05-10_R_T3",81,"5/10/2016","10:14:22 AM",32.8088,21.091,12.3251,NA,"AR-378_RB1_2016-05-10_R_T3_final.csv",470,15.6666666666667,1.47368229,"0.00885480999999985","0.148610249999999","0.336052089999999","0.383408639999999","0.24780484","0.0762864399999996","0.00235224999999989","0.00672400000000012","0.00488601000000007","0.0106708899999998","0.128307239999999","0.322169759999999","0.387132839999999","0.24780484","0.0780084899999996","0.00942840999999986","8.2810000000002e-05","0.000327609999999952","0.02119936","0.0849139599999997","0.11771761","0.0977187599999998","0.0377524899999994","0.00774399999999986","0.00299208999999985","0.00774399999999986","0.03207681","0.0575040399999995","0.0681732099999995","0.0634536099999996","0.03207681","0.0413715599999994","0.0413715599999994","0.0239630399999999","0.0106708899999998","0.00446223999999985","0.00529983999999987","0.0154753599999999","0.0451562499999994","0.0604176399999996","0.0575040399999995","0.0532224899999994","0.0354192399999994","0.02686321","0.0119246399999999","0.00670760999999987","0.00299208999999985","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
