"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.67597765363128","semivar3.35195530726257","semivar5.02793296089385","semivar6.70391061452514","semivar8.37988826815642","semivar10.0558659217877","semivar11.731843575419","semivar13.4078212290503","semivar15.0837988826816","semivar16.7597765363128","semivar18.4357541899441","semivar20.1117318435754","semivar21.7877094972067","semivar23.463687150838","semivar25.1396648044693","semivar26.8156424581006","semivar28.4916201117318","semivar30.1675977653631","semivar31.8435754189944","semivar33.5195530726257","semivar35.195530726257","semivar36.8715083798883","semivar38.5474860335196","semivar40.2234636871508","semivar41.8994413407821","semivar43.5754189944134","semivar45.2513966480447","semivar46.927374301676","semivar48.6033519553073","semivar50.2793296089385","semivar51.9553072625698","semivar53.6312849162011","semivar55.3072625698324","semivar56.9832402234637","semivar58.659217877095","semivar60.3351955307263","semivar62.0111731843575","semivar63.6871508379888","semivar65.3631284916201","semivar67.0391061452514","semivar68.7150837988827","semivar70.391061452514","semivar72.0670391061452","semivar73.7430167597765","semivar75.4189944134078","semivar77.0949720670391","semivar78.7709497206704","semivar80.4469273743017","semivar82.122905027933","semivar83.7988826815643","semivar85.4748603351955","semivar87.1508379888268","semivar88.8268156424581","semivar90.5027932960894","semivar92.1787709497207","semivar93.854748603352","semivar95.5307262569832","semivar97.2067039106145","semivar98.8826815642458","semivar100.558659217877","semivar102.234636871508","semivar103.91061452514","semivar105.586592178771","semivar107.262569832402","semivar108.938547486034","semivar110.614525139665","semivar112.290502793296","semivar113.966480446927","semivar115.642458100559","semivar117.31843575419","semivar118.994413407821","semivar120.670391061453","semivar122.346368715084","semivar124.022346368715","semivar125.698324022346","semivar127.374301675978","semivar129.050279329609","semivar130.72625698324","semivar132.402234636871","semivar134.078212290503","semivar135.754189944134","semivar137.430167597765","semivar139.106145251397","semivar140.782122905028","semivar142.458100558659","semivar144.13407821229","semivar145.810055865922","semivar147.486033519553","semivar149.162011173184","semivar150.837988826816","semivar152.513966480447","semivar154.189944134078","semivar155.86592178771","semivar157.541899441341","semivar159.217877094972","semivar160.893854748603","semivar162.569832402235","semivar164.245810055866","semivar165.921787709497","semivar167.597765363129","semivar169.27374301676","semivar170.949720670391","semivar172.625698324022","semivar174.301675977654","semivar175.977653631285","semivar177.653631284916","semivar179.329608938547","semivar181.005586592179","semivar182.68156424581","semivar184.357541899441","semivar186.033519553073","semivar187.709497206704","semivar189.385474860335","semivar191.061452513966","semivar192.737430167598","semivar194.413407821229","semivar196.08938547486","semivar197.765363128492","semivar199.441340782123","semivar201.117318435754","semivar202.793296089385","semivar204.469273743017","semivar206.145251396648","semivar207.821229050279","semivar209.497206703911","semivar211.173184357542","semivar212.849162011173","semivar214.525139664804","semivar216.201117318436","semivar217.877094972067","semivar219.553072625698","semivar221.22905027933","semivar222.905027932961","semivar224.581005586592","semivar226.256983240223","semivar227.932960893855","semivar229.608938547486","semivar231.284916201117","semivar232.960893854749","semivar234.63687150838","semivar236.312849162011","semivar237.988826815642","semivar239.664804469274","semivar241.340782122905","semivar243.016759776536","semivar244.692737430168","semivar246.368715083799","semivar248.04469273743","semivar249.720670391061","semivar251.396648044693","semivar253.072625698324","semivar254.748603351955","semivar256.424581005587","semivar258.100558659218","semivar259.776536312849","semivar261.45251396648","semivar263.128491620112","semivar264.804469273743","semivar266.480446927374","semivar268.156424581006","semivar269.832402234637","semivar271.508379888268","semivar273.184357541899","semivar274.860335195531","semivar276.536312849162","semivar278.212290502793","semivar279.888268156425","semivar281.564245810056","semivar283.240223463687","semivar284.916201117318","semivar286.59217877095","semivar288.268156424581","semivar289.944134078212","semivar291.620111731844","semivar293.296089385475","semivar294.972067039106","semivar296.648044692737","semivar298.324022346369","semivar300"
"AR-345_RB2_2016-04-21_S",14,"4/21/2016","1:10:03 PM",40.432,16.523,17.5123,30,"AR-345_RB2_2016-04-21_S_final.csv",0,0,2.7353707,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2016-04-21_S",15,"4/21/2016","1:10:04 PM",40.4734,16.523,17.5405,NA,"AR-345_RB2_2016-04-21_S_final.csv",10,0.168539325842697,8.85021393,"0.0007952400000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2016-04-21_S",16,"4/21/2016","1:10:05 PM",40.3958,16.523,17.4877,NA,"AR-345_RB2_2016-04-21_S_final.csv",20,0.337078651685393,15.065030965,"0.00278784000000014","0.000605159999999976","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2016-04-21_S",17,"4/21/2016","1:10:06 PM",40.2201,16.523,17.3682,NA,"AR-345_RB2_2016-04-21_S_final.csv",30,0.50561797752809,18.873978745,"0.0142802499999997","0.02968729","0.0207648099999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2016-04-21_S",18,"4/21/2016","1:10:07 PM",39.9876,16.523,17.2099,NA,"AR-345_RB2_2016-04-21_S_final.csv",40,0.674157303370786,19.532558855,"0.0250588900000002","0.0771728399999995","0.10929636","0.0914457599999992","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2016-04-21_S",19,"4/21/2016","1:10:08 PM",39.7034,16.523,17.0166,NA,"AR-345_RB2_2016-04-21_S_final.csv",50,0.842696629213483,17.962288815,"0.0373648900000003","0.123622560000001","0.22193521","0.274471210000001","0.245718489999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2016-04-21_S",20,"4/21/2016","1:10:09 PM",39.4036,16.523,16.8126,NA,"AR-345_RB2_2016-04-21_S_final.csv",60,1.01123595505618,15.89960674,"0.0416160000000003","0.157847290000001","0.308691360000002","0.455760010000001","0.529838410000003","0.48958009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2016-04-21_S",21,"4/21/2016","1:10:10 PM",39.4604,16.523,16.8512,NA,"AR-345_RB2_2016-04-21_S_final.csv",70,1.17977528089888,14.886413225,"0.00148995999999991","0.0273571600000006","0.128665690000002","0.267289000000003","0.405132250000002","0.475134490000004","0.437053210000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2016-04-21_S",22,"4/21/2016","1:10:11 PM",39.8635,16.523,17.1255,NA,"AR-345_RB2_2016-04-21_S_final.csv",80,1.34831460674157,15.62616887,"0.0752404900000001","0.0979064099999994","0.0118592099999997","0.00712336000000038","0.0589032900000014","0.131188840000001","0.172225000000002","0.149614240000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB2_2016-04-21_S",23,"4/21/2016","1:10:12 PM",40.3855,16.523,17.4807,NA,"AR-345_RB2_2016-04-21_S_final.csv",90,1.51685393258427,17.6140656,"0.12616704","0.39627025","0.446357609999999","0.215388809999999","0.0733326399999988","0.0126562499999994","4.90000000000203e-05","0.00357604000000033","0.000998560000000061","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
