"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.70454545454545","semivar3.40909090909091","semivar5.11363636363636","semivar6.81818181818182","semivar8.52272727272727","semivar10.2272727272727","semivar11.9318181818182","semivar13.6363636363636","semivar15.3409090909091","semivar17.0454545454545","semivar18.75","semivar20.4545454545455","semivar22.1590909090909","semivar23.8636363636364","semivar25.5681818181818","semivar27.2727272727273","semivar28.9772727272727","semivar30.6818181818182","semivar32.3863636363636","semivar34.0909090909091","semivar35.7954545454545","semivar37.5","semivar39.2045454545455","semivar40.9090909090909","semivar42.6136363636364","semivar44.3181818181818","semivar46.0227272727273","semivar47.7272727272727","semivar49.4318181818182","semivar51.1363636363636","semivar52.8409090909091","semivar54.5454545454545","semivar56.25","semivar57.9545454545455","semivar59.6590909090909","semivar61.3636363636364","semivar63.0681818181818","semivar64.7727272727273","semivar66.4772727272727","semivar68.1818181818182","semivar69.8863636363636","semivar71.5909090909091","semivar73.2954545454545","semivar75","semivar76.7045454545455","semivar78.4090909090909","semivar80.1136363636364","semivar81.8181818181818","semivar83.5227272727273","semivar85.2272727272727","semivar86.9318181818182","semivar88.6363636363636","semivar90.3409090909091","semivar92.0454545454545","semivar93.75","semivar95.4545454545455","semivar97.1590909090909","semivar98.8636363636364","semivar100.568181818182","semivar102.272727272727","semivar103.977272727273","semivar105.681818181818","semivar107.386363636364","semivar109.090909090909","semivar110.795454545455","semivar112.5","semivar114.204545454545","semivar115.909090909091","semivar117.613636363636","semivar119.318181818182","semivar121.022727272727","semivar122.727272727273","semivar124.431818181818","semivar126.136363636364","semivar127.840909090909","semivar129.545454545455","semivar131.25","semivar132.954545454545","semivar134.659090909091","semivar136.363636363636","semivar138.068181818182","semivar139.772727272727","semivar141.477272727273","semivar143.181818181818","semivar144.886363636364","semivar146.590909090909","semivar148.295454545455","semivar150","semivar151.704545454545","semivar153.409090909091","semivar155.113636363636","semivar156.818181818182","semivar158.522727272727","semivar160.227272727273","semivar161.931818181818","semivar163.636363636364","semivar165.340909090909","semivar167.045454545455","semivar168.75","semivar170.454545454545","semivar172.159090909091","semivar173.863636363636","semivar175.568181818182","semivar177.272727272727","semivar178.977272727273","semivar180.681818181818","semivar182.386363636364","semivar184.090909090909","semivar185.795454545455","semivar187.5","semivar189.204545454545","semivar190.909090909091","semivar192.613636363636","semivar194.318181818182","semivar196.022727272727","semivar197.727272727273","semivar199.431818181818","semivar201.136363636364","semivar202.840909090909","semivar204.545454545455","semivar206.25","semivar207.954545454545","semivar209.659090909091","semivar211.363636363636","semivar213.068181818182","semivar214.772727272727","semivar216.477272727273","semivar218.181818181818","semivar219.886363636364","semivar221.590909090909","semivar223.295454545455","semivar225","semivar226.704545454545","semivar228.409090909091","semivar230.113636363636","semivar231.818181818182","semivar233.522727272727","semivar235.227272727273","semivar236.931818181818","semivar238.636363636364","semivar240.340909090909","semivar242.045454545455","semivar243.75","semivar245.454545454545","semivar247.159090909091","semivar248.863636363636","semivar250.568181818182","semivar252.272727272727","semivar253.977272727273","semivar255.681818181818","semivar257.386363636364","semivar259.090909090909","semivar260.795454545455","semivar262.5","semivar264.204545454545","semivar265.909090909091","semivar267.613636363636","semivar269.318181818182","semivar271.022727272727","semivar272.727272727273","semivar274.431818181818","semivar276.136363636364","semivar277.840909090909","semivar279.545454545455","semivar281.25","semivar282.954545454545","semivar284.659090909091","semivar286.363636363636","semivar288.068181818182","semivar289.772727272727","semivar291.477272727273","semivar293.181818181818","semivar294.886363636364","semivar296.590909090909","semivar298.295454545455","semivar300"
"AR-378_PODS_2015-09-14_R_T2",16,"9/14/2015","11:05:24 AM",34.3805,27.075,13.3945,60,"AR-378_PODS_2015-09-14_R_T2_final.csv",0,0,0.165127354999999,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T2",17,"9/14/2015","11:05:25 AM",34.3358,27.075,13.3641,NA,"AR-378_PODS_2015-09-14_R_T2_final.csv",10,0.171428571428571,0.448179264999998,"0.000924160000000012","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T2",18,"9/14/2015","11:05:26 AM",34.3626,27.075,13.3824,NA,"AR-378_PODS_2015-09-14_R_T2_final.csv",20,0.342857142857143,0.664091144999997,"0.000334889999999999","0.000146410000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T2",19,"9/14/2015","11:05:27 AM",34.443,27.075,13.4371,NA,"AR-378_PODS_2015-09-14_R_T2_final.csv",30,0.514285714285714,0.704088119999997,"0.00299208999999985","0.0053289999999998","0.00181475999999987","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T2",20,"9/14/2015","11:05:28 AM",34.5278,27.075,13.4948,NA,"AR-378_PODS_2015-09-14_R_T2_final.csv",40,0.685714285714286,0.614967804999996,"0.00332929000000006","0.0126337599999998","0.0170824899999998","0.0100600899999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T2",21,"9/14/2015","11:05:29 AM",34.5769,27.075,13.5282,NA,"AR-378_PODS_2015-09-14_R_T2_final.csv",50,0.857142857142857,0.529852629999997,"0.00111556000000002","0.00829921000000015","0.0212576399999998","0.0269288099999998","0.0178756899999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T2",22,"9/14/2015","11:05:30 AM",34.5412,27.075,13.5039,NA,"AR-378_PODS_2015-09-14_R_T2_final.csv",60,1.02857142857143,0.487228329999997,"0.00059049000000001","8.2810000000002e-05","0.00446224000000009","0.0147622499999998","0.0195440399999998","0.0119683599999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T2",23,"9/14/2015","11:05:31 AM",34.4832,27.075,13.4644,NA,"AR-378_PODS_2015-09-14_R_T2_final.csv",70,1.2,0.469679844999997,"0.00156025000000002","0.00407044000000007","0.000924160000000012","0.000745290000000018","0.00672399999999983","0.0100600899999998","0.00488600999999982","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T2",24,"9/14/2015","11:05:32 AM",34.4698,27.075,13.4553,NA,"AR-378_PODS_2015-09-14_R_T2_final.csv",80,1.37142857142857,0.426741489999997,"8.2810000000002e-05","0.00236196000000004","0.00531441000000009","0.00156025000000002","0.000331240000000008","0.00531440999999983","0.00831743999999979","0.00369663999999983","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T2",25,"9/14/2015","11:05:33 AM",34.5143,27.075,13.4856,NA,"AR-378_PODS_2015-09-14_R_T2_final.csv",90,1.54285714285714,0.353269674999998,"0.000918090000000027","0.000449440000000014","0.000334889999999999","0.00181476000000002","8.46399999999977e-05","0.00235225000000006","0.0106502399999999","0.0147622499999998","0.00829920999999983","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
