"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.66666666666667","semivar3.33333333333333","semivar5","semivar6.66666666666667","semivar8.33333333333333","semivar10","semivar11.6666666666667","semivar13.3333333333333","semivar15","semivar16.6666666666667","semivar18.3333333333333","semivar20","semivar21.6666666666667","semivar23.3333333333333","semivar25","semivar26.6666666666667","semivar28.3333333333333","semivar30","semivar31.6666666666667","semivar33.3333333333333","semivar35","semivar36.6666666666667","semivar38.3333333333333","semivar40","semivar41.6666666666667","semivar43.3333333333333","semivar45","semivar46.6666666666667","semivar48.3333333333333","semivar50","semivar51.6666666666667","semivar53.3333333333333","semivar55","semivar56.6666666666667","semivar58.3333333333333","semivar60","semivar61.6666666666667","semivar63.3333333333333","semivar65","semivar66.6666666666667","semivar68.3333333333333","semivar70","semivar71.6666666666667","semivar73.3333333333333","semivar75","semivar76.6666666666667","semivar78.3333333333333","semivar80","semivar81.6666666666667","semivar83.3333333333333","semivar85","semivar86.6666666666667","semivar88.3333333333333","semivar90","semivar91.6666666666667","semivar93.3333333333333","semivar95","semivar96.6666666666667","semivar98.3333333333333","semivar100","semivar101.666666666667","semivar103.333333333333","semivar105","semivar106.666666666667","semivar108.333333333333","semivar110","semivar111.666666666667","semivar113.333333333333","semivar115","semivar116.666666666667","semivar118.333333333333","semivar120","semivar121.666666666667","semivar123.333333333333","semivar125","semivar126.666666666667","semivar128.333333333333","semivar130","semivar131.666666666667","semivar133.333333333333","semivar135","semivar136.666666666667","semivar138.333333333333","semivar140","semivar141.666666666667","semivar143.333333333333","semivar145","semivar146.666666666667","semivar148.333333333333","semivar150","semivar151.666666666667","semivar153.333333333333","semivar155","semivar156.666666666667","semivar158.333333333333","semivar160","semivar161.666666666667","semivar163.333333333333","semivar165","semivar166.666666666667","semivar168.333333333333","semivar170","semivar171.666666666667","semivar173.333333333333","semivar175","semivar176.666666666667","semivar178.333333333333","semivar180","semivar181.666666666667","semivar183.333333333333","semivar185","semivar186.666666666667","semivar188.333333333333","semivar190","semivar191.666666666667","semivar193.333333333333","semivar195","semivar196.666666666667","semivar198.333333333333","semivar200","semivar201.666666666667","semivar203.333333333333","semivar205","semivar206.666666666667","semivar208.333333333333","semivar210","semivar211.666666666667","semivar213.333333333333","semivar215","semivar216.666666666667","semivar218.333333333333","semivar220","semivar221.666666666667","semivar223.333333333333","semivar225","semivar226.666666666667","semivar228.333333333333","semivar230","semivar231.666666666667","semivar233.333333333333","semivar235","semivar236.666666666667","semivar238.333333333333","semivar240","semivar241.666666666667","semivar243.333333333333","semivar245","semivar246.666666666667","semivar248.333333333333","semivar250","semivar251.666666666667","semivar253.333333333333","semivar255","semivar256.666666666667","semivar258.333333333333","semivar260","semivar261.666666666667","semivar263.333333333333","semivar265","semivar266.666666666667","semivar268.333333333333","semivar270","semivar271.666666666667","semivar273.333333333333","semivar275","semivar276.666666666667","semivar278.333333333333","semivar280","semivar281.666666666667","semivar283.333333333333","semivar285","semivar286.666666666667","semivar288.333333333333","semivar290","semivar291.666666666667","semivar293.333333333333","semivar295","semivar296.666666666667","semivar298.333333333333","semivar300"
"AR-330_BARGE_2015-09-08_R_T1",8,"9/8/2015","2:06:43 PM",41.7675,27.665,18.4211,30,"AR-330_BARGE_2015-09-08_R_T1_final.csv",0,0,0.11103674,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_R_T1",9,"9/8/2015","2:06:44 PM",41.8521,27.665,18.4787,NA,"AR-330_BARGE_2015-09-08_R_T1_final.csv",10,0.167597765363128,0.341740359999998,"0.00331776000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_R_T1",10,"9/8/2015","2:06:45 PM",41.8699,27.665,18.4908,NA,"AR-330_BARGE_2015-09-08_R_T1_final.csv",20,0.335195530726257,0.602532889999996,"0.000146410000000005","0.00485809000000014","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_R_T1",11,"9/8/2015","2:06:46 PM",41.9277,27.665,18.5301,NA,"AR-330_BARGE_2015-09-08_R_T1_final.csv",30,0.502793296089385,0.804726814999995,"0.00154449000000006","0.0026419600000001","0.0118810000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_R_T1",12,"9/8/2015","2:06:47 PM",41.9633,27.665,18.5543,NA,"AR-330_BARGE_2015-09-08_R_T1_final.csv",40,0.670391061452514,0.908092539999996,"0.000585640000000021","0.00403225000000016","0.00571536000000022","0.0177422400000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_R_T1",13,"9/8/2015","2:06:48 PM",41.9722,27.665,18.5604,NA,"AR-330_BARGE_2015-09-08_R_T1_final.csv",50,0.837988826815642,0.905414954999997,"3.72099999999999e-05","0.000918090000000027","0.00484416000000017","0.00667489000000024","0.0194044900000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_R_T1",14,"9/8/2015","2:06:49 PM",41.9143,27.665,18.521,NA,"AR-330_BARGE_2015-09-08_R_T1_final.csv",60,1.00558659217877,0.821127344999999,"0.00155236000000004","0.00110889000000004","8.2810000000002e-05","0.00091204000000004","0.00178929000000008","0.00998001000000033","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_R_T1",15,"9/8/2015","2:06:50 PM",41.8387,27.665,18.4695,NA,"AR-330_BARGE_2015-09-08_R_T1_final.csv",70,1.1731843575419,0.693921355,"0.00265225000000008","0.00826281000000024","0.00719104000000022","0.00367236000000011","0.000453690000000004","8.46399999999977e-05","0.00234256000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_R_T1",16,"9/8/2015","2:06:51 PM",41.8298,27.665,18.4635,NA,"AR-330_BARGE_2015-09-08_R_T1_final.csv",80,1.34078212290503,0.57089287,"3.60000000000027e-05","0.00330625000000011","0.0093896100000003","0.00824464000000028","0.00443556000000015","0.000745290000000018","0.000231040000000003","0.00179776000000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_BARGE_2015-09-08_R_T1",17,"9/8/2015","2:06:52 PM",41.8609,27.665,18.4847,NA,"AR-330_BARGE_2015-09-08_R_T1_final.csv",90,1.50837988826816,0.496567179999998,"0.000449440000000014","0.000231040000000003","0.00131769000000005","0.00573049000000018","0.00484416000000017","0.00206116000000007","3.72099999999999e-05","3.60000000000027e-05","0.00404496000000013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
