"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.28205128205128","semivar2.56410256410256","semivar3.84615384615385","semivar5.12820512820513","semivar6.41025641025641","semivar7.69230769230769","semivar8.97435897435897","semivar10.2564102564103","semivar11.5384615384615","semivar12.8205128205128","semivar14.1025641025641","semivar15.3846153846154","semivar16.6666666666667","semivar17.9487179487179","semivar19.2307692307692","semivar20.5128205128205","semivar21.7948717948718","semivar23.0769230769231","semivar24.3589743589744","semivar25.6410256410256","semivar26.9230769230769","semivar28.2051282051282","semivar29.4871794871795","semivar30.7692307692308","semivar32.0512820512821","semivar33.3333333333333","semivar34.6153846153846","semivar35.8974358974359","semivar37.1794871794872","semivar38.4615384615385","semivar39.7435897435897","semivar41.025641025641","semivar42.3076923076923","semivar43.5897435897436","semivar44.8717948717949","semivar46.1538461538462","semivar47.4358974358974","semivar48.7179487179487","semivar50","semivar51.2820512820513","semivar52.5641025641026","semivar53.8461538461538","semivar55.1282051282051","semivar56.4102564102564","semivar57.6923076923077","semivar58.974358974359","semivar60.2564102564103","semivar61.5384615384615","semivar62.8205128205128","semivar64.1025641025641","semivar65.3846153846154","semivar66.6666666666667","semivar67.9487179487179","semivar69.2307692307692","semivar70.5128205128205","semivar71.7948717948718","semivar73.0769230769231","semivar74.3589743589744","semivar75.6410256410256","semivar76.9230769230769","semivar78.2051282051282","semivar79.4871794871795","semivar80.7692307692308","semivar82.0512820512821","semivar83.3333333333333","semivar84.6153846153846","semivar85.8974358974359","semivar87.1794871794872","semivar88.4615384615385","semivar89.7435897435897","semivar91.025641025641","semivar92.3076923076923","semivar93.5897435897436","semivar94.8717948717949","semivar96.1538461538462","semivar97.4358974358974","semivar98.7179487179487","semivar100","semivar101.282051282051","semivar102.564102564103","semivar103.846153846154","semivar105.128205128205","semivar106.410256410256","semivar107.692307692308","semivar108.974358974359","semivar110.25641025641","semivar111.538461538462","semivar112.820512820513","semivar114.102564102564","semivar115.384615384615","semivar116.666666666667","semivar117.948717948718","semivar119.230769230769","semivar120.512820512821","semivar121.794871794872","semivar123.076923076923","semivar124.358974358974","semivar125.641025641026","semivar126.923076923077","semivar128.205128205128","semivar129.487179487179","semivar130.769230769231","semivar132.051282051282","semivar133.333333333333","semivar134.615384615385","semivar135.897435897436","semivar137.179487179487","semivar138.461538461538","semivar139.74358974359","semivar141.025641025641","semivar142.307692307692","semivar143.589743589744","semivar144.871794871795","semivar146.153846153846","semivar147.435897435897","semivar148.717948717949","semivar150","semivar151.282051282051","semivar152.564102564103","semivar153.846153846154","semivar155.128205128205","semivar156.410256410256","semivar157.692307692308","semivar158.974358974359","semivar160.25641025641","semivar161.538461538462","semivar162.820512820513","semivar164.102564102564","semivar165.384615384615","semivar166.666666666667","semivar167.948717948718","semivar169.230769230769","semivar170.512820512821","semivar171.794871794872","semivar173.076923076923","semivar174.358974358974","semivar175.641025641026","semivar176.923076923077","semivar178.205128205128","semivar179.487179487179","semivar180.769230769231","semivar182.051282051282","semivar183.333333333333","semivar184.615384615385","semivar185.897435897436","semivar187.179487179487","semivar188.461538461538","semivar189.74358974359","semivar191.025641025641","semivar192.307692307692","semivar193.589743589744","semivar194.871794871795","semivar196.153846153846","semivar197.435897435897","semivar198.717948717949","semivar200","semivar201.282051282051","semivar202.564102564103","semivar203.846153846154","semivar205.128205128205","semivar206.410256410256","semivar207.692307692308","semivar208.974358974359","semivar210.25641025641","semivar211.538461538462","semivar212.820512820513","semivar214.102564102564","semivar215.384615384615","semivar216.666666666667","semivar217.948717948718","semivar219.230769230769","semivar220.512820512821","semivar221.794871794872","semivar223.076923076923","semivar224.358974358974","semivar225.641025641026","semivar226.923076923077","semivar228.205128205128","semivar229.487179487179","semivar230.769230769231","semivar232.051282051282","semivar233.333333333333","semivar234.615384615385","semivar235.897435897436","semivar237.179487179487","semivar238.461538461538","semivar239.74358974359","semivar241.025641025641","semivar242.307692307692","semivar243.589743589744","semivar244.871794871795","semivar246.153846153846","semivar247.435897435897","semivar248.717948717949","semivar250","semivar251.282051282051","semivar252.564102564103","semivar253.846153846154","semivar255.128205128205","semivar256.410256410256","semivar257.692307692308","semivar258.974358974359","semivar260.25641025641","semivar261.538461538462","semivar262.820512820513","semivar264.102564102564","semivar265.384615384615","semivar266.666666666667","semivar267.948717948718","semivar269.230769230769","semivar270.51282051282","semivar271.794871794872","semivar273.076923076923","semivar274.358974358974","semivar275.641025641026","semivar276.923076923077","semivar278.205128205128","semivar279.48717948718","semivar280.769230769231","semivar282.051282051282","semivar283.333333333333","semivar284.615384615385","semivar285.897435897436","semivar287.179487179487","semivar288.461538461538","semivar289.74358974359","semivar291.025641025641","semivar292.307692307692","semivar293.589743589744","semivar294.871794871795","semivar296.153846153846","semivar297.435897435897","semivar298.717948717949","semivar300"
"AR-378_NR1_2015-09-14_S",30,"9/14/2015","4:17:08 PM",32.0812,27.173,11.82995995,30,"AR-378_NR1_2015-09-14_S_final.csv",0,0,0.175143075063925,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2015-09-14_S",31,"9/14/2015","4:17:09 PM",32.0857,27.173,11.83302202,NA,"AR-378_NR1_2015-09-14_S_final.csv",10,0.128755364806867,0.529886847402031,"9.37627268490221e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2015-09-14_S",32,"9/14/2015","4:17:10 PM",32.0722,27.173,11.82383582,NA,"AR-378_NR1_2015-09-14_S_final.csv",20,0.257510729613734,0.855075471435735,"8.43862704400047e-05","3.75049682568987e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2015-09-14_S",33,"9/14/2015","4:17:11 PM",32.0945,27.173,11.83901007,NA,"AR-378_NR1_2015-09-14_S_final.csv",30,0.386266094420601,1.00014371332283,"0.000230257863062535","3.58567428025109e-05","8.1904672014423e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2015-09-14_S",34,"9/14/2015","4:17:12 PM",32.1392,27.173,11.86942661,NA,"AR-378_NR1_2015-09-14_S_final.csv",40,0.515021459227468,0.967326634997571,"0.000925165905571549","0.00207852013282413","0.00132529417306811","0.00155761725155563","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2015-09-14_S",35,"9/14/2015","4:17:13 PM",32.1705,27.173,11.890725,NA,"AR-378_NR1_2015-09-14_S_final.csv",50,0.643776824034335,0.83600451936125,"0.000453621416592105","0.00267443398490482","0.00447416240107246","0.00332963390088042","0.00369239130150257","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2015-09-14_S",36,"9/14/2015","4:17:14 PM",32.1482,27.173,11.87555075,NA,"AR-378_NR1_2015-09-14_S_final.csv",60,0.772532188841202,0.702615839398215,"0.000230257863062481","3.75050907396088e-05","0.00133522129486239","0.00267443398490501","0.00180869287541297","0.00207852104464011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2015-09-14_S",37,"9/14/2015","4:17:15 PM",32.0945,27.173,11.83901007,NA,"AR-378_NR1_2015-09-14_S_final.csv",70,0.901287553648069,0.605814805347996,"0.00133522129486239","0.00267443398490482","0.000925165905571549","0","0.000230257863062535","3.58567428025109e-05","8.1904672014423e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2015-09-14_S",38,"9/14/2015","4:17:16 PM",32.0499,27.173,11.80866157,NA,"AR-378_NR1_2015-09-14_S_final.csv",80,1.03004291845494,0.563786209213965,"0.000921031452250034","0.00447416240107246","0.00673440654336487","0.00369239008620157","0.000921031452250034","0.000230257863062481","0.000593431524202483","0.000453620990624369","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2015-09-14_S",39,"9/14/2015","4:17:17 PM",32.0677,27.173,11.82077375,NA,"AR-378_NR1_2015-09-14_S_final.csv",90,1.1587982832618,0.549449109014254,"0.000146704904352419","0.000332563367142391","0.00300051972899996","0.00489317737656236","0.00236710078617949","0.000332563367142391","9.37627268489133e-06","0.000150020117992872","8.43862704399721e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
