"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar4.05405405405405","semivar8.10810810810811","semivar12.1621621621622","semivar16.2162162162162","semivar20.2702702702703","semivar24.3243243243243","semivar28.3783783783784","semivar32.4324324324324","semivar36.4864864864865","semivar40.5405405405405","semivar44.5945945945946","semivar48.6486486486486","semivar52.7027027027027","semivar56.7567567567568","semivar60.8108108108108","semivar64.8648648648649","semivar68.9189189189189","semivar72.972972972973","semivar77.027027027027","semivar81.0810810810811","semivar85.1351351351351","semivar89.1891891891892","semivar93.2432432432432","semivar97.2972972972973","semivar101.351351351351","semivar105.405405405405","semivar109.459459459459","semivar113.513513513514","semivar117.567567567568","semivar121.621621621622","semivar125.675675675676","semivar129.72972972973","semivar133.783783783784","semivar137.837837837838","semivar141.891891891892","semivar145.945945945946","semivar150","semivar154.054054054054","semivar158.108108108108","semivar162.162162162162","semivar166.216216216216","semivar170.27027027027","semivar174.324324324324","semivar178.378378378378","semivar182.432432432432","semivar186.486486486486","semivar190.540540540541","semivar194.594594594595","semivar198.648648648649","semivar202.702702702703","semivar206.756756756757","semivar210.810810810811","semivar214.864864864865","semivar218.918918918919","semivar222.972972972973","semivar227.027027027027","semivar231.081081081081","semivar235.135135135135","semivar239.189189189189","semivar243.243243243243","semivar247.297297297297","semivar251.351351351351","semivar255.405405405405","semivar259.459459459459","semivar263.513513513513","semivar267.567567567568","semivar271.621621621622","semivar275.675675675676","semivar279.72972972973","semivar283.783783783784","semivar287.837837837838","semivar291.891891891892","semivar295.945945945946","semivar300"
"AR-378_NR1_2016-05-10_R_T1",7,"5/10/2016","12:29:23 PM",33.9928,21.282,13.1307,30,"AR-378_NR1_2016-05-10_R_T1_final.csv",0,0,0.2756968,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",8,"5/10/2016","12:29:24 PM",34.0373,21.282,13.161,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",10,0.410958904109589,0.784185800000002,"0.000918090000000027","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",9,"5/10/2016","12:29:25 PM",34.0285,21.282,13.155,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",20,0.821917808219178,1.188226165,"3.60000000000027e-05","0.00059049000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",10,"5/10/2016","12:29:26 PM",34.0106,21.282,13.1428,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",30,1.23287671232877,1.31465542,"0.00014884","0.000331240000000008","0.000146410000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",11,"5/10/2016","12:29:27 PM",34.0016,21.282,13.1367,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",40,1.64383561643836,1.200148685,"3.72099999999999e-05","0.000334889999999999","0.00059049000000001","3.60000000000027e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",12,"5/10/2016","12:29:28 PM",34.0106,21.282,13.1428,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",50,2.05479452054794,1.027109335,"3.72099999999999e-05","0","0.00014884","0.000331240000000008","0.000146410000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",13,"5/10/2016","12:29:29 PM",34.0106,21.282,13.1428,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",60,2.46575342465753,0.936175480000001,"0","3.72099999999999e-05","0","0.00014884","0.000331240000000008","0.000146410000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",14,"5/10/2016","12:29:30 PM",33.9883,21.282,13.1277,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",70,2.87671232876712,0.981069875,"0.000228009999999956","0.000228009999999956","8.09999999999742e-05","0.000228009999999956","0.000745289999999921","0.00110888999999992","8.99999999999002e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",15,"5/10/2016","12:29:31 PM",33.9704,21.282,13.1155,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",80,3.28767123287671,1.134956875,"0.00014884","0.000745289999999921","0.000745289999999921","0.000449439999999939","0.000745289999999921","0.00156024999999988","0.00207024999999989","0.000231039999999949","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",16,"5/10/2016","12:29:32 PM",33.9838,21.282,13.1246,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",90,3.6986301369863,1.313467965,"8.28099999999696e-05","9.61000000001027e-06","0.000331240000000008","0.000331240000000008","0.000146410000000005","0.000331240000000008","0.000924160000000012","0.00132496000000003","3.72099999999999e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
