"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar4.05405405405405","semivar8.10810810810811","semivar12.1621621621622","semivar16.2162162162162","semivar20.2702702702703","semivar24.3243243243243","semivar28.3783783783784","semivar32.4324324324324","semivar36.4864864864865","semivar40.5405405405405","semivar44.5945945945946","semivar48.6486486486486","semivar52.7027027027027","semivar56.7567567567568","semivar60.8108108108108","semivar64.8648648648649","semivar68.9189189189189","semivar72.972972972973","semivar77.027027027027","semivar81.0810810810811","semivar85.1351351351351","semivar89.1891891891892","semivar93.2432432432432","semivar97.2972972972973","semivar101.351351351351","semivar105.405405405405","semivar109.459459459459","semivar113.513513513514","semivar117.567567567568","semivar121.621621621622","semivar125.675675675676","semivar129.72972972973","semivar133.783783783784","semivar137.837837837838","semivar141.891891891892","semivar145.945945945946","semivar150","semivar154.054054054054","semivar158.108108108108","semivar162.162162162162","semivar166.216216216216","semivar170.27027027027","semivar174.324324324324","semivar178.378378378378","semivar182.432432432432","semivar186.486486486486","semivar190.540540540541","semivar194.594594594595","semivar198.648648648649","semivar202.702702702703","semivar206.756756756757","semivar210.810810810811","semivar214.864864864865","semivar218.918918918919","semivar222.972972972973","semivar227.027027027027","semivar231.081081081081","semivar235.135135135135","semivar239.189189189189","semivar243.243243243243","semivar247.297297297297","semivar251.351351351351","semivar255.405405405405","semivar259.459459459459","semivar263.513513513513","semivar267.567567567568","semivar271.621621621622","semivar275.675675675676","semivar279.72972972973","semivar283.783783783784","semivar287.837837837838","semivar291.891891891892","semivar295.945945945946","semivar300"
"AR-378_NR1_2016-05-10_R_T1",17,"5/10/2016","12:29:33 PM",33.9616,21.282,13.1095,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",100,4.10958904109589,1.38879682,"0.000228009999999956","3.60000000000027e-05","0.000331240000000008","0.00110888999999992","0.00110888999999992","0.000739839999999934","0.00110888999999992","0.00207024999999989","0.0026522499999999","0.000449439999999939","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",18,"5/10/2016","12:29:34 PM",33.8902,21.282,13.0609,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",110,4.52054794520548,1.234500045,"0.00236196000000004","0.00405768999999987","0.00298116000000007","0.00446224000000009","0.00670760999999987","0.00670760999999987","0.00574563999999988","0.00670760999999987","0.00885480999999985","0.0100200099999999","0.00487203999999986","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",19,"5/10/2016","12:29:35 PM",33.8501,21.282,13.0336,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",120,4.93150684931507,0.96306715,"0.000745290000000018","0.00576081000000011","0.00828099999999987","0.00670761000000016","0.00885481000000018","0.0119246399999999","0.0119246399999999","0.0106296099999999","0.0119246399999999","0.0147379599999999","0.0162307599999999","0.00942840999999986","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",20,"5/10/2016","12:29:36 PM",33.8144,21.282,13.0093,25,"AR-378_NR1_2016-05-10_R_T1_final.csv",130,5.34246575342466,0.715847425,"0.00059049000000001","0.00266256000000006","0.0100400400000002","0.0132940899999999","0.0112784400000003","0.0140185600000003","0.0178222499999999","0.0178222499999999","0.0162307599999999","0.0178222499999999","0.0212284899999999","0.02301289","0.0147379599999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",29,"5/10/2016","12:29:45 PM",34.0195,21.282,13.1489,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",140,5.75342465753425,0.631625555000001,"0.0194881599999999","0.0132940899999999","0.00774399999999986","0.0015523599999999","0.00059049000000001","0.0011155599999999","0.000449439999999939","3.72099999999999e-05","3.72099999999999e-05","0.00014884","3.72099999999999e-05","3.72099999999999e-05","0.000146410000000005","0.000331240000000008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",30,"5/10/2016","12:29:46 PM",34.1265,21.282,13.2217,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",150,6.16438356164384,0.702903825000001,"0.00529984000000013","0.0451137600000003","0.0353816100000001","0.02585664","0.0125888399999999","0.00942841000000021","0.0112784399999999","0.00883599999999989","0.00622521000000014","0.00622521000000014","0.00722500000000015","0.00622521000000014","0.00444889000000012","0.00368449000000008","0.0082810000000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",31,"5/10/2016","12:29:47 PM",34.1177,21.282,13.2157,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",160,6.57534246575342,0.841891415000001,"3.60000000000027e-05","0.00446224000000009","0.0426009600000001","0.0331604100000001","0.0239630399999999","0.0112784399999999","0.00829921000000015","0.0100400399999998","0.00774399999999986","0.00531441000000009","0.00531441000000009","0.0062410000000001","0.00531441000000009","0.00368449000000008","0.00299209000000005","0.00722500000000015","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",32,"5/10/2016","12:29:48 PM",34.0285,21.282,13.155,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",170,6.98630136986301,0.947519900000001,"0.00368449000000008","0.00444889000000012","3.72099999999999e-05","0.0212284899999999","0.0147379599999999","0.00885480999999985","0.00207024999999989","0.000924160000000012","0.00156024999999988","0.000745289999999921","0.00014884","0.00014884","0.000334889999999999","0.00014884","0","3.60000000000027e-05","0.00059049000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",33,"5/10/2016","12:29:49 PM",33.9169,21.282,13.0791,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",180,7.3972602739726,0.991554720000001,"0.00576080999999984","0.0186595599999999","0.02033476","0.00487203999999986","0.00487204000000011","0.00207025000000005","0.000331240000000008","0.000924160000000012","0.00207024999999989","0.00132496000000003","0.00236196000000004","0.00405768999999987","0.00405768999999987","0.00331775999999988","0.00405768999999987","0.00576080999999984","0.00670760999999987","0.00266255999999987","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",34,"5/10/2016","12:29:50 PM",33.8679,21.282,13.0457,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",190,7.80821917808219,0.992238230000001,"0.00111556000000002","0.0119464899999998","0.0289","0.0309760000000001","0.0106502399999999","0.00132496000000003","0.000146410000000005","0.000231040000000003","0.00407044000000007","0.00622520999999986","0.00487204000000011","0.00672400000000012","0.00942840999999986","0.00942840999999986","0.00828099999999987","0.00942840999999986","0.0119464899999998","0.0132940899999999","0.00722499999999984","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",35,"5/10/2016","12:29:51 PM",33.8367,21.282,13.0245,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",200,8.21917808219178,1.0043127,"0.000449440000000014","0.00298116000000007","0.0170302499999999","0.0365574400000001","0.0388878400000002","0.0154753599999999","0.000231040000000003","8.2810000000002e-05","0.00132496000000003","0.00722500000000015","0.0100200099999999","0.0082810000000002","0.0106502400000002","0.0139948899999999","0.0139948899999999","0.0125888399999999","0.0139948899999999","0.0170302499999999","0.01863225","0.0112784399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",36,"5/10/2016","12:29:52 PM",33.743,21.282,12.9607,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",210,8.63013698630137,1.062022485,"0.00407044000000007","0.00722500000000015","0.0140185600000003","0.0377524900000001","0.0650250000000004","0.0681210000000005","0.0354192400000001","0.00236196000000004","0.00531441000000009","0.0100400400000002","0.0221414400000004","0.02686321","0.0239630400000005","0.0278890000000005","0.0331604100000001","0.0331604100000001","0.0309760000000001","0.0331604100000001","0.0377524900000001","0.0401200900000001","0.0289","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",37,"5/10/2016","12:29:53 PM",33.7475,21.282,12.9638,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",220,9.04109589041096,1.160504165,"9.61000000001027e-06","0.00368448999999986","0.00670760999999987","0.0132940899999999","0.0365574399999994","0.0634536099999996","0.0665124099999997","0.0342620099999994","0.00207024999999989","0.00487203999999986","0.00942840999999986","0.0212284899999999","0.0258566399999994","0.02301289","0.02686321","0.0320409999999995","0.0320409999999995","0.0298944099999995","0.0320409999999995","0.0365574399999994","0.0388878399999995","0.0278556099999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",38,"5/10/2016","12:29:54 PM",33.7564,21.282,12.9699,20,"AR-378_NR1_2016-05-10_R_T1_final.csv",230,9.45205479452055,1.18479405,"3.72099999999999e-05","8.46400000000304e-05","0.00298115999999988","0.00574563999999988","0.0119246399999999","0.0342620099999994","0.0604176399999996","0.0634032399999997","0.0320409999999995","0.0015523599999999","0.00405768999999987","0.00828099999999987","0.0194881599999999","0.0239320899999995","0.02119936","0.02490084","0.0298944099999995","0.0298944099999995","0.0278222399999995","0.0298944099999995","0.0342620099999994","0.0365192099999995","0.0258566399999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",43,"5/10/2016","12:29:59 PM",33.9481,21.282,13.1003,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",240,9.86301369863014,1.109429425,"0.01700416","0.01863225","0.0194881600000004","0.00574564000000015","0.00298116000000007","0.000449440000000014","0.00299208999999985","0.0133171599999998","0.0147379599999999","0.00236195999999987","0.0082810000000002","0.00444889000000012","0.00155236000000004","8.46399999999977e-05","0.000590489999999924","0.000231040000000003","0.000750760000000005","0.00180624999999989","0.00180624999999989","0.0013249599999999","0.00180624999999989","0.00299208999999985","0.00368448999999986","0.000924159999999904","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",44,"5/10/2016","12:30:00 PM",33.7654,21.282,12.976,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",250,10.2739726027397,0.942168665000001,"0.01545049","3.72099999999999e-05","0.00014884","0.00023409000000005","0.00235224999999989","0.00485808999999989","0.0106296099999999","0.0320409999999995","0.0574560899999996","0.0603684899999997","0.0298944099999995","0.00110888999999992","0.00331775999999988","0.00720800999999988","0.0178222499999999","0.0220819599999995","0.01946025","0.02301289","0.0278222399999995","0.0278222399999995","0.0258244899999995","0.0278222399999995","0.0320409999999995","0.0342249999999995","0.0239320899999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",45,"5/10/2016","12:30:01 PM",33.587,21.282,12.8546,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",260,10.6849315068493,0.752603240000001,"0.0147379600000003","0.0603684900000006","0.0132940900000003","0.0119246400000003","0.0112572099999999","0.0288660100000001","0.0365192100000002","0.0504002500000004","0.0902401599999999","0.13039321","0.13476241","0.0866124899999999","0.02393209","0.0320410000000001","0.0425596900000002","0.0649740100000005","0.0728999999999998","0.0680688100000006","0.0745836100000007","0.0830592399999999","0.0830592399999999","0.0795804099999999","0.0830592399999999","0.0902401599999999","0.09388096","0.0762312099999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",46,"5/10/2016","12:30:02 PM",33.5156,21.282,12.806,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",270,11.0958904109589,0.675408845000001,"0.00236196000000004","0.0289000000000006","0.0866124900000009","0.0268632100000006","0.0249008400000005","0.02393209","0.0477422500000003","0.0574560900000004","0.0745836100000007","0.121801","0.167854090000001","0.172806490000001","0.11758041","0.0413308900000002","0.0518017600000003","0.0649740100000005","0.0921122500000009","0.10150596","0.095790250000001","0.103490890000001","0.11343424","0.11343424","0.10936249","0.11343424","0.121801","0.126025","0.10543009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",47,"5/10/2016","12:30:03 PM",33.578,21.282,12.8485,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",280,11.5068493150685,0.793728670000001,"0.00180625000000004","3.72099999999999e-05","0.0162562500000003","0.0634032400000006","0.0147379600000003","0.0132940900000003","0.0125888399999999","0.0309760000000001","0.0388878400000002","0.0531763600000004","0.0939422499999999","0.13483584","0.13927824","0.0902401599999999","0.02585664","0.0342620100000001","0.0451137600000003","0.0681210000000005","0.0762312099999998","0.0712890000000007","0.0779526400000007","0.0866124899999999","0.0866124899999999","0.0830592399999999","0.0866124899999999","0.0939422499999999","0.09765625","0.0796368399999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T1",48,"5/10/2016","12:30:04 PM",33.7921,21.282,12.9942,NA,"AR-378_NR1_2016-05-10_R_T1_final.csv",290,11.9178082191781,0.987842990000002,"0.0212284899999999","0.0354192400000001","0.0194881599999999","0.000331239999999943","0.0112572100000003","0.000590489999999924","0.000924159999999904","0.00112225000000001","0.000918090000000027","0.00265225000000008","0.00720801000000018","0.02585664","0.0490622500000003","0.0517562500000004","0.02393209","0.00022801000000001","0.00155236000000004","0.00444889000000012","0.0132940900000003","0.01700416","0.0147136900000004","0.0178222500000004","0.02208196","0.02208196","0.02030625","0.02208196","0.02585664","0.0278222400000001","0.01863225","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
