"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.94805194805195","semivar3.8961038961039","semivar5.84415584415584","semivar7.79220779220779","semivar9.74025974025974","semivar11.6883116883117","semivar13.6363636363636","semivar15.5844155844156","semivar17.5324675324675","semivar19.4805194805195","semivar21.4285714285714","semivar23.3766233766234","semivar25.3246753246753","semivar27.2727272727273","semivar29.2207792207792","semivar31.1688311688312","semivar33.1168831168831","semivar35.0649350649351","semivar37.012987012987","semivar38.961038961039","semivar40.9090909090909","semivar42.8571428571429","semivar44.8051948051948","semivar46.7532467532468","semivar48.7012987012987","semivar50.6493506493507","semivar52.5974025974026","semivar54.5454545454545","semivar56.4935064935065","semivar58.4415584415584","semivar60.3896103896104","semivar62.3376623376623","semivar64.2857142857143","semivar66.2337662337662","semivar68.1818181818182","semivar70.1298701298701","semivar72.0779220779221","semivar74.025974025974","semivar75.974025974026","semivar77.9220779220779","semivar79.8701298701299","semivar81.8181818181818","semivar83.7662337662338","semivar85.7142857142857","semivar87.6623376623377","semivar89.6103896103896","semivar91.5584415584416","semivar93.5064935064935","semivar95.4545454545455","semivar97.4025974025974","semivar99.3506493506493","semivar101.298701298701","semivar103.246753246753","semivar105.194805194805","semivar107.142857142857","semivar109.090909090909","semivar111.038961038961","semivar112.987012987013","semivar114.935064935065","semivar116.883116883117","semivar118.831168831169","semivar120.779220779221","semivar122.727272727273","semivar124.675324675325","semivar126.623376623377","semivar128.571428571429","semivar130.519480519481","semivar132.467532467532","semivar134.415584415584","semivar136.363636363636","semivar138.311688311688","semivar140.25974025974","semivar142.207792207792","semivar144.155844155844","semivar146.103896103896","semivar148.051948051948","semivar150","semivar151.948051948052","semivar153.896103896104","semivar155.844155844156","semivar157.792207792208","semivar159.74025974026","semivar161.688311688312","semivar163.636363636364","semivar165.584415584416","semivar167.532467532468","semivar169.480519480519","semivar171.428571428571","semivar173.376623376623","semivar175.324675324675","semivar177.272727272727","semivar179.220779220779","semivar181.168831168831","semivar183.116883116883","semivar185.064935064935","semivar187.012987012987","semivar188.961038961039","semivar190.909090909091","semivar192.857142857143","semivar194.805194805195","semivar196.753246753247","semivar198.701298701299","semivar200.649350649351","semivar202.597402597403","semivar204.545454545455","semivar206.493506493506","semivar208.441558441558","semivar210.38961038961","semivar212.337662337662","semivar214.285714285714","semivar216.233766233766","semivar218.181818181818","semivar220.12987012987","semivar222.077922077922","semivar224.025974025974","semivar225.974025974026","semivar227.922077922078","semivar229.87012987013","semivar231.818181818182","semivar233.766233766234","semivar235.714285714286","semivar237.662337662338","semivar239.61038961039","semivar241.558441558442","semivar243.506493506494","semivar245.454545454545","semivar247.402597402597","semivar249.350649350649","semivar251.298701298701","semivar253.246753246753","semivar255.194805194805","semivar257.142857142857","semivar259.090909090909","semivar261.038961038961","semivar262.987012987013","semivar264.935064935065","semivar266.883116883117","semivar268.831168831169","semivar270.779220779221","semivar272.727272727273","semivar274.675324675325","semivar276.623376623377","semivar278.571428571429","semivar280.519480519481","semivar282.467532467532","semivar284.415584415584","semivar286.363636363636","semivar288.311688311688","semivar290.25974025974","semivar292.207792207792","semivar294.155844155844","semivar296.103896103896","semivar298.051948051948","semivar300"
"AR-378_PIPES_2015-09-14_R_T1",15,"9/14/2015","2:48:51 PM",31.392,27.075,11.361,30,"AR-378_PIPES_2015-09-14_R_T1_final.csv",0,0,0.144324269999998,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2015-09-14_R_T1",16,"9/14/2015","2:48:52 PM",31.4456,27.075,11.3975,NA,"AR-378_PIPES_2015-09-14_R_T1_final.csv",10,0.196078431372549,0.385082014999995,"0.00133225000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2015-09-14_R_T1",17,"9/14/2015","2:48:53 PM",31.468,27.075,11.4127,NA,"AR-378_PIPES_2015-09-14_R_T1_final.csv",20,0.392156862745098,0.585789644999992,"0.000231039999999949","0.00267288999999985","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2015-09-14_R_T1",18,"9/14/2015","2:48:54 PM",31.5663,27.075,11.4796,NA,"AR-378_PIPES_2015-09-14_R_T1_final.csv",30,0.588235294117647,0.63913290999999,"0.00447561000000005","0.00674040999999979","0.0140659599999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2015-09-14_R_T1",19,"9/14/2015","2:48:55 PM",31.6155,27.075,11.5131,NA,"AR-378_PIPES_2015-09-14_R_T1_final.csv",40,0.784313725490196,0.575278874999991,"0.00112225000000001","0.0100801600000001","0.0133633599999997","0.0231344099999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2015-09-14_R_T1",20,"9/14/2015","2:48:56 PM",31.602,27.075,11.5039,NA,"AR-378_PIPES_2015-09-14_R_T1_final.csv",50,0.980392156862745,0.482514269999993,"8.46399999999977e-05","0.00059049000000001","0.00831744000000011","0.0113209599999998","0.0204204099999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2015-09-14_R_T1",21,"9/14/2015","2:48:57 PM",31.4858,27.075,11.4248,NA,"AR-378_PIPES_2015-09-14_R_T1_final.csv",60,1.17647058823529,0.423410894999994,"0.00625681000000006","0.00779689000000005","0.00300304000000002","0.000146410000000005","0.000745289999999921","0.00407043999999984","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2015-09-14_R_T1",22,"9/14/2015","2:48:58 PM",31.3606,27.075,11.3396,NA,"AR-378_PIPES_2015-09-14_R_T1_final.csv",70,1.37254901960784,0.404506884999995,"0.00725903999999976","0.0269944899999997","0.0301022499999996","0.0195999999999997","0.00534360999999976","0.00335241000000001","0.000457959999999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2015-09-14_R_T1",23,"9/14/2015","2:48:59 PM",31.3516,27.075,11.3335,NA,"AR-378_PIPES_2015-09-14_R_T1_final.csv",80,1.56862745098039,0.405740789999995,"3.72099999999999e-05","0.00833568999999974","0.0290361599999997","0.0322561599999996","0.0213452099999996","0.00627263999999974","0.00409600000000001","0.000756249999999992","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2015-09-14_R_T1",24,"9/14/2015","2:49:00 PM",31.3651,27.075,11.3427,NA,"AR-378_PIPES_2015-09-14_R_T1_final.csv",90,1.76470588235294,0.405392839999995,"8.46399999999977e-05","9.60999999999926e-06","0.00674040999999979","0.0259854399999997","0.0290361599999997","0.0187416099999997","0.00489999999999979","0.00300304000000002","0.000334889999999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
