"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.0979020979021","semivar4.1958041958042","semivar6.29370629370629","semivar8.39160839160839","semivar10.4895104895105","semivar12.5874125874126","semivar14.6853146853147","semivar16.7832167832168","semivar18.8811188811189","semivar20.979020979021","semivar23.0769230769231","semivar25.1748251748252","semivar27.2727272727273","semivar29.3706293706294","semivar31.4685314685315","semivar33.5664335664336","semivar35.6643356643357","semivar37.7622377622378","semivar39.8601398601399","semivar41.958041958042","semivar44.0559440559441","semivar46.1538461538462","semivar48.2517482517483","semivar50.3496503496503","semivar52.4475524475524","semivar54.5454545454545","semivar56.6433566433566","semivar58.7412587412587","semivar60.8391608391608","semivar62.9370629370629","semivar65.034965034965","semivar67.1328671328671","semivar69.2307692307692","semivar71.3286713286713","semivar73.4265734265734","semivar75.5244755244755","semivar77.6223776223776","semivar79.7202797202797","semivar81.8181818181818","semivar83.9160839160839","semivar86.013986013986","semivar88.1118881118881","semivar90.2097902097902","semivar92.3076923076923","semivar94.4055944055944","semivar96.5034965034965","semivar98.6013986013986","semivar100.699300699301","semivar102.797202797203","semivar104.895104895105","semivar106.993006993007","semivar109.090909090909","semivar111.188811188811","semivar113.286713286713","semivar115.384615384615","semivar117.482517482517","semivar119.58041958042","semivar121.678321678322","semivar123.776223776224","semivar125.874125874126","semivar127.972027972028","semivar130.06993006993","semivar132.167832167832","semivar134.265734265734","semivar136.363636363636","semivar138.461538461538","semivar140.559440559441","semivar142.657342657343","semivar144.755244755245","semivar146.853146853147","semivar148.951048951049","semivar151.048951048951","semivar153.146853146853","semivar155.244755244755","semivar157.342657342657","semivar159.440559440559","semivar161.538461538462","semivar163.636363636364","semivar165.734265734266","semivar167.832167832168","semivar169.93006993007","semivar172.027972027972","semivar174.125874125874","semivar176.223776223776","semivar178.321678321678","semivar180.41958041958","semivar182.517482517483","semivar184.615384615385","semivar186.713286713287","semivar188.811188811189","semivar190.909090909091","semivar193.006993006993","semivar195.104895104895","semivar197.202797202797","semivar199.300699300699","semivar201.398601398601","semivar203.496503496503","semivar205.594405594406","semivar207.692307692308","semivar209.79020979021","semivar211.888111888112","semivar213.986013986014","semivar216.083916083916","semivar218.181818181818","semivar220.27972027972","semivar222.377622377622","semivar224.475524475524","semivar226.573426573427","semivar228.671328671329","semivar230.769230769231","semivar232.867132867133","semivar234.965034965035","semivar237.062937062937","semivar239.160839160839","semivar241.258741258741","semivar243.356643356643","semivar245.454545454545","semivar247.552447552448","semivar249.65034965035","semivar251.748251748252","semivar253.846153846154","semivar255.944055944056","semivar258.041958041958","semivar260.13986013986","semivar262.237762237762","semivar264.335664335664","semivar266.433566433566","semivar268.531468531469","semivar270.629370629371","semivar272.727272727273","semivar274.825174825175","semivar276.923076923077","semivar279.020979020979","semivar281.118881118881","semivar283.216783216783","semivar285.314685314685","semivar287.412587412587","semivar289.510489510489","semivar291.608391608392","semivar293.706293706294","semivar295.804195804196","semivar297.902097902098","semivar300"
"AR-378_PIPES_2016-01-21_R_T3",12,"1/21/2016","9:51:48 AM",31.9605,12.013,11.74782848,90,"AR-378_PIPES_2016-01-21_R_T3_final.csv",0,0,0.158374838625779,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2016-01-21_R_T3",13,"1/21/2016","9:51:49 AM",32.014,12.013,11.78423307,NA,"AR-378_PIPES_2016-01-21_R_T3_final.csv",10,0.211267605633803,0.367269369449016,"0.00132529417306811","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2016-01-21_R_T3",14,"1/21/2016","9:51:50 AM",31.9873,12.013,11.7660648,NA,"AR-378_PIPES_2016-01-21_R_T3_final.csv",20,0.422535211267606,0.466268684304152,"0.000330086034792912","0.000332563367142391","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2016-01-21_R_T3",15,"1/21/2016","9:51:51 AM",31.9293,12.013,11.72659814,NA,"AR-378_PIPES_2016-01-21_R_T3_final.csv",30,0.633802816901408,0.434484216139652,"0.00155761725155563","0.00332178515610499","0.000450727336515629","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2016-01-21_R_T3",16,"1/21/2016","9:51:52 AM",31.9338,12.013,11.72966021,NA,"AR-378_PIPES_2016-01-21_R_T3_final.csv",40,0.845070422535211,0.405937167979576,"9.37627268490221e-06","0.00132529417306811","0.00297819704857964","0.000330086034792912","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2016-01-21_R_T3",17,"1/21/2016","9:51:53 AM",32.0229,12.013,11.79028916,NA,"AR-378_PIPES_2016-01-21_R_T3_final.csv",50,1.05633802816901,0.408951936082686,"0.00367586957810249","0.00405654602864043","0.000586819617409592","3.66762260880941e-05","0.00180290934606236","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2016-01-21_R_T3",18,"1/21/2016","9:51:54 AM",32.1833,12.013,11.89943488,NA,"AR-378_PIPES_2016-01-21_R_T3_final.csv",60,1.26760563380282,0.400749436933699,"0.0119127881943182","0.0288234385736085","0.0298725386938273","0.0177875782392061","0.0132714570272758","0.0229845005209596","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2016-01-21_R_T3",19,"1/21/2016","9:51:55 AM",32.2278,12.013,11.92971533,NA,"AR-378_PIPES_2016-01-21_R_T3_final.csv",70,1.47887323943662,0.359253640623312,"0.000916905652202568","0.0194396568808689","0.0400220510382144","0.0412565928734963","0.0267814959692809","0.0211650879747075","0.0330828262029224","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2016-01-21_R_T3",20,"1/21/2016","9:51:56 AM",32.2011,12.013,11.91154706,NA,"AR-378_PIPES_2016-01-21_R_T3_final.csv",80,1.69014084507042,0.319712482709608,"0.000330086034792912","0.000146704904352419","0.01470347831241","0.0330828262029224","0.0342061030091664","0.0211650879747075","0.0162088520497199","0.0268037734372162","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PIPES_2016-01-21_R_T3",21,"1/21/2016","9:51:57 AM",32.0764,12.013,11.82669375,NA,"AR-378_PIPES_2016-01-21_R_T3_final.csv",90,1.90140845070423,0.323131794340121,"0.00720008421795606","0.0106134459456964","0.00529127199367674","0.00132529417306811","0.0094155078849316","0.0100191311412722","0.00367586957810249","0.00180290934606236","0.00621973081217285","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
