"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar0.99009900990099","semivar1.98019801980198","semivar2.97029702970297","semivar3.96039603960396","semivar4.95049504950495","semivar5.94059405940594","semivar6.93069306930693","semivar7.92079207920792","semivar8.91089108910891","semivar9.9009900990099","semivar10.8910891089109","semivar11.8811881188119","semivar12.8712871287129","semivar13.8613861386139","semivar14.8514851485149","semivar15.8415841584158","semivar16.8316831683168","semivar17.8217821782178","semivar18.8118811881188","semivar19.8019801980198","semivar20.7920792079208","semivar21.7821782178218","semivar22.7722772277228","semivar23.7623762376238","semivar24.7524752475248","semivar25.7425742574257","semivar26.7326732673267","semivar27.7227722772277","semivar28.7128712871287","semivar29.7029702970297","semivar30.6930693069307","semivar31.6831683168317","semivar32.6732673267327","semivar33.6633663366337","semivar34.6534653465347","semivar35.6435643564356","semivar36.6336633663366","semivar37.6237623762376","semivar38.6138613861386","semivar39.6039603960396","semivar40.5940594059406","semivar41.5841584158416","semivar42.5742574257426","semivar43.5643564356436","semivar44.5544554455446","semivar45.5445544554455","semivar46.5346534653465","semivar47.5247524752475","semivar48.5148514851485","semivar49.5049504950495","semivar50.4950495049505","semivar51.4851485148515","semivar52.4752475247525","semivar53.4653465346535","semivar54.4554455445545","semivar55.4455445544554","semivar56.4356435643564","semivar57.4257425742574","semivar58.4158415841584","semivar59.4059405940594","semivar60.3960396039604","semivar61.3861386138614","semivar62.3762376237624","semivar63.3663366336634","semivar64.3564356435644","semivar65.3465346534653","semivar66.3366336633663","semivar67.3267326732673","semivar68.3168316831683","semivar69.3069306930693","semivar70.2970297029703","semivar71.2871287128713","semivar72.2772277227723","semivar73.2673267326733","semivar74.2574257425743","semivar75.2475247524752","semivar76.2376237623762","semivar77.2277227722772","semivar78.2178217821782","semivar79.2079207920792","semivar80.1980198019802","semivar81.1881188118812","semivar82.1782178217822","semivar83.1683168316832","semivar84.1584158415842","semivar85.1485148514851","semivar86.1386138613861","semivar87.1287128712871","semivar88.1188118811881","semivar89.1089108910891","semivar90.0990099009901","semivar91.0891089108911","semivar92.0792079207921","semivar93.0693069306931","semivar94.0594059405941","semivar95.049504950495","semivar96.039603960396","semivar97.029702970297","semivar98.019801980198","semivar99.009900990099","semivar100","semivar100.990099009901","semivar101.980198019802","semivar102.970297029703","semivar103.960396039604","semivar104.950495049505","semivar105.940594059406","semivar106.930693069307","semivar107.920792079208","semivar108.910891089109","semivar109.90099009901","semivar110.891089108911","semivar111.881188118812","semivar112.871287128713","semivar113.861386138614","semivar114.851485148515","semivar115.841584158416","semivar116.831683168317","semivar117.821782178218","semivar118.811881188119","semivar119.80198019802","semivar120.792079207921","semivar121.782178217822","semivar122.772277227723","semivar123.762376237624","semivar124.752475247525","semivar125.742574257426","semivar126.732673267327","semivar127.722772277228","semivar128.712871287129","semivar129.70297029703","semivar130.693069306931","semivar131.683168316832","semivar132.673267326733","semivar133.663366336634","semivar134.653465346535","semivar135.643564356436","semivar136.633663366337","semivar137.623762376238","semivar138.613861386139","semivar139.60396039604","semivar140.594059405941","semivar141.584158415842","semivar142.574257425743","semivar143.564356435644","semivar144.554455445545","semivar145.544554455446","semivar146.534653465347","semivar147.524752475248","semivar148.514851485149","semivar149.50495049505","semivar150.49504950495","semivar151.485148514851","semivar152.475247524752","semivar153.465346534653","semivar154.455445544554","semivar155.445544554455","semivar156.435643564356","semivar157.425742574257","semivar158.415841584158","semivar159.405940594059","semivar160.39603960396","semivar161.386138613861","semivar162.376237623762","semivar163.366336633663","semivar164.356435643564","semivar165.346534653465","semivar166.336633663366","semivar167.326732673267","semivar168.316831683168","semivar169.306930693069","semivar170.29702970297","semivar171.287128712871","semivar172.277227722772","semivar173.267326732673","semivar174.257425742574","semivar175.247524752475","semivar176.237623762376","semivar177.227722772277","semivar178.217821782178","semivar179.207920792079","semivar180.19801980198","semivar181.188118811881","semivar182.178217821782","semivar183.168316831683","semivar184.158415841584","semivar185.148514851485","semivar186.138613861386","semivar187.128712871287","semivar188.118811881188","semivar189.108910891089","semivar190.09900990099","semivar191.089108910891","semivar192.079207920792","semivar193.069306930693","semivar194.059405940594","semivar195.049504950495","semivar196.039603960396","semivar197.029702970297","semivar198.019801980198","semivar199.009900990099","semivar200","semivar200.990099009901","semivar201.980198019802","semivar202.970297029703","semivar203.960396039604","semivar204.950495049505","semivar205.940594059406","semivar206.930693069307","semivar207.920792079208","semivar208.910891089109","semivar209.90099009901","semivar210.891089108911","semivar211.881188118812","semivar212.871287128713","semivar213.861386138614","semivar214.851485148515","semivar215.841584158416","semivar216.831683168317","semivar217.821782178218","semivar218.811881188119","semivar219.80198019802","semivar220.792079207921","semivar221.782178217822","semivar222.772277227723","semivar223.762376237624","semivar224.752475247525","semivar225.742574257426","semivar226.732673267327","semivar227.722772277228","semivar228.712871287129","semivar229.70297029703","semivar230.693069306931","semivar231.683168316832","semivar232.673267326733","semivar233.663366336634","semivar234.653465346535","semivar235.643564356436","semivar236.633663366337","semivar237.623762376238","semivar238.613861386139","semivar239.60396039604","semivar240.594059405941","semivar241.584158415842","semivar242.574257425743","semivar243.564356435644","semivar244.554455445545","semivar245.544554455446","semivar246.534653465347","semivar247.524752475248","semivar248.514851485149","semivar249.50495049505","semivar250.49504950495","semivar251.485148514851","semivar252.475247524752","semivar253.465346534653","semivar254.455445544554","semivar255.445544554455","semivar256.435643564356","semivar257.425742574257","semivar258.415841584158","semivar259.405940594059","semivar260.39603960396","semivar261.386138613861","semivar262.376237623762","semivar263.366336633663","semivar264.356435643564","semivar265.346534653465","semivar266.336633663366","semivar267.326732673267","semivar268.316831683168","semivar269.306930693069","semivar270.29702970297","semivar271.287128712871","semivar272.277227722772","semivar273.267326732673","semivar274.257425742574","semivar275.247524752475","semivar276.237623762376","semivar277.227722772277","semivar278.217821782178","semivar279.207920792079","semivar280.19801980198","semivar281.188118811881","semivar282.178217821782","semivar283.168316831683","semivar284.158415841584","semivar285.148514851485","semivar286.138613861386","semivar287.128712871287","semivar288.118811881188","semivar289.108910891089","semivar290.09900990099","semivar291.089108910891","semivar292.079207920792","semivar293.069306930693","semivar294.059405940594","semivar295.049504950495","semivar296.039603960396","semivar297.029702970297","semivar298.019801980198","semivar299.009900990099","semivar300"
"AR-370_PIPES_2015-09-03_R_T2",11,"9/3/2015","12:13:32 PM",37.8248,27.567,15.7382,60,"AR-370_PIPES_2015-09-03_R_T2_final.csv",0,0,0.221626294999999,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-09-03_R_T2",12,"9/3/2015","12:13:33 PM",37.8248,27.567,15.7382,NA,"AR-370_PIPES_2015-09-03_R_T2_final.csv",10,0.0993377483443709,0.632155614999997,"0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-09-03_R_T2",13,"9/3/2015","12:13:34 PM",37.856,27.567,15.7595,NA,"AR-370_PIPES_2015-09-03_R_T2_final.csv",20,0.198675496688742,1.049123545,"0.000453689999999928","0.000453689999999928","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-09-03_R_T2",14,"9/3/2015","12:13:35 PM",37.8427,27.567,15.7504,NA,"AR-370_PIPES_2015-09-03_R_T2_final.csv",30,0.298013245033113,1.312384285,"8.28099999999696e-05","0.00014884","0.00014884","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-09-03_R_T2",15,"9/3/2015","12:13:36 PM",37.8605,27.567,15.7625,NA,"AR-370_PIPES_2015-09-03_R_T2_final.csv",40,0.397350993377483,1.354020585,"0.000146409999999962","9.00000000000068e-06","0.000590489999999924","0.000590489999999924","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-09-03_R_T2",16,"9/3/2015","12:13:37 PM",37.8962,27.567,15.7868,NA,"AR-370_PIPES_2015-09-03_R_T2_final.csv",50,0.496688741721854,1.22336133,"0.00059049000000001","0.0013249599999999","0.000745290000000018","0.00236195999999987","0.00236195999999987","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-09-03_R_T2",17,"9/3/2015","12:13:38 PM",37.9274,27.567,15.8081,NA,"AR-370_PIPES_2015-09-03_R_T2_final.csv",60,0.596026490066225,1.012632535,"0.000453690000000004","0.00207936000000003","0.00332928999999986","0.00236196000000004","0.00488600999999982","0.00488600999999982","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-09-03_R_T2",18,"9/3/2015","12:13:39 PM",37.9407,27.567,15.8171,NA,"AR-370_PIPES_2015-09-03_R_T2_final.csv",70,0.695364238410596,0.815407959999997,"8.10000000000061e-05","0.000918090000000027","0.00298116000000007","0.00444888999999988","0.00331776000000009","0.00622520999999986","0.00622520999999986","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-09-03_R_T2",19,"9/3/2015","12:13:40 PM",37.8738,27.567,15.7716,NA,"AR-370_PIPES_2015-09-03_R_T2_final.csv",80,0.794701986754967,0.686906224999998,"0.00207025000000005","0.00133225000000001","0.000231040000000003","8.2810000000002e-05","0.000449439999999939","0.000146410000000005","0.0011155599999999","0.0011155599999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-09-03_R_T2",20,"9/3/2015","12:13:41 PM",37.816,27.567,15.7323,NA,"AR-370_PIPES_2015-09-03_R_T2_final.csv",90,0.894039735099338,0.630915204999998,"0.00154448999999992","0.00719103999999992","0.00574563999999988","0.0029702499999999","0.000912039999999933","0.000327610000000016","0.000739839999999934","3.48100000000054e-05","3.48100000000054e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
