"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar3.44827586206897","semivar6.89655172413793","semivar10.3448275862069","semivar13.7931034482759","semivar17.2413793103448","semivar20.6896551724138","semivar24.1379310344828","semivar27.5862068965517","semivar31.0344827586207","semivar34.4827586206897","semivar37.9310344827586","semivar41.3793103448276","semivar44.8275862068966","semivar48.2758620689655","semivar51.7241379310345","semivar55.1724137931034","semivar58.6206896551724","semivar62.0689655172414","semivar65.5172413793103","semivar68.9655172413793","semivar72.4137931034483","semivar75.8620689655172","semivar79.3103448275862","semivar82.7586206896552","semivar86.2068965517241","semivar89.6551724137931","semivar93.1034482758621","semivar96.551724137931","semivar100","semivar103.448275862069","semivar106.896551724138","semivar110.344827586207","semivar113.793103448276","semivar117.241379310345","semivar120.689655172414","semivar124.137931034483","semivar127.586206896552","semivar131.034482758621","semivar134.48275862069","semivar137.931034482759","semivar141.379310344828","semivar144.827586206897","semivar148.275862068966","semivar151.724137931034","semivar155.172413793103","semivar158.620689655172","semivar162.068965517241","semivar165.51724137931","semivar168.965517241379","semivar172.413793103448","semivar175.862068965517","semivar179.310344827586","semivar182.758620689655","semivar186.206896551724","semivar189.655172413793","semivar193.103448275862","semivar196.551724137931","semivar200","semivar203.448275862069","semivar206.896551724138","semivar210.344827586207","semivar213.793103448276","semivar217.241379310345","semivar220.689655172414","semivar224.137931034483","semivar227.586206896552","semivar231.034482758621","semivar234.48275862069","semivar237.931034482759","semivar241.379310344828","semivar244.827586206897","semivar248.275862068966","semivar251.724137931034","semivar255.172413793103","semivar258.620689655172","semivar262.068965517241","semivar265.51724137931","semivar268.965517241379","semivar272.413793103448","semivar275.862068965517","semivar279.310344827586","semivar282.758620689655","semivar286.206896551724","semivar289.655172413793","semivar293.103448275862","semivar296.551724137931","semivar300"
"AR-378_NR1_2016-05-10_R_T2",17,"5/10/2016","12:27:35 PM",34.6349,21.282,13.5676,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",100,3.48837209302326,0.988922419999999,"0.000334889999999999","0.00529984000000013","0.0239630399999999","0.0464402500000002","0.0712890000000007","0.0664608400000007","0.0320410000000001","0.0139948900000003","0.00670761000000016","0.0132710399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",18,"5/10/2016","12:27:36 PM",34.608,21.282,13.5493,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",110,3.83720930232558,0.896461619999999,"0.000334889999999999","0","0.0029702500000001","0.01863225","0.0388878400000002","0.0618516900000006","0.0573602500000007","0.0258244900000001","0.0100000000000003","0.00404496000000013","0.00938960999999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",19,"5/10/2016","12:27:37 PM",34.5233,21.282,13.4917,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",120,4.18604651162791,0.815012169999999,"0.00331776000000009","0.00576081000000011","0.00331776000000009","9.60999999999926e-06","0.00622520999999986","0.0194881599999999","0.0365192100000002","0.0330876100000002","0.0106296099999999","0.00179776000000006","3.60000000000027e-05","0.00154448999999992","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",20,"5/10/2016","12:27:38 PM",34.3985,21.282,13.4068,55,"AR-378_NR1_2016-05-10_R_T2_final.csv",130,4.53488372093023,0.70553558,"0.00720800999999988","0.02030625","0.02585664","0.02030625","0.00774399999999986","3.60000000000027e-05","0.00299209000000005","0.0112784400000003","0.00940900000000025","0.000331240000000008","0.00180624999999989","0.00622520999999986","0.00207936000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",26,"5/10/2016","12:27:44 PM",34.4074,21.282,13.4128,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",140,4.88372093023256,0.747415635,"3.60000000000027e-05","0.00622520999999986","0.01863225","0.0239630399999999","0.01863225","0.00672399999999983","0","0.00368449000000008","0.0125888400000003","0.0106090000000003","0.000585640000000021","0.00133224999999988","0.00531440999999983","0.00156816000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",27,"5/10/2016","12:27:45 PM",34.5412,21.282,13.5039,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",150,5.23255813953488,0.9135443,"0.00829920999999983","0.00942840999999986","0.00014884","0.00206116000000007","0.0040576900000001","0.00206116000000007","8.2810000000002e-05","0.00829920999999983","0.0230432399999999","0.0413308900000002","0.0376748100000002","0.0132940899999999","0.00298116000000007","0.000331240000000008","0.0026522499999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",28,"5/10/2016","12:27:46 PM",34.461,21.282,13.4493,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",160,5.58139534883721,1.04412474,"0.00298116000000007","0.00133224999999988","0.00180624999999989","0.00179776000000006","0.0100000000000003","0.0139948900000003","0.0100000000000003","0.00207025000000005","0.00133224999999988","0.00944783999999982","0.02211169","0.01946025","0.00368448999999986","0","0.00132496000000003","9.61000000001027e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",29,"5/10/2016","12:27:47 PM",34.3094,21.282,13.3462,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",170,5.93023255813953,1.135835965,"0.0106296099999999","0.0248692900000001","0.00443556000000015","0.00367236000000011","0.0211702500000001","0.0412496100000004","0.0490179600000004","0.0412496100000004","0.02208196","0.00443556000000015","3.48100000000054e-05","0.00207936000000003","0.00132496000000003","0.00179776000000006","0.0106296099999999","0.01946025","0.0112784400000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",30,"5/10/2016","12:27:48 PM",34.18,21.282,13.2581,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",180,6.27906976744186,1.163595085,"0.00776160999999982","0.0365574399999994","0.0604176399999996","0.02393209","0.02211169","0.0545689599999996","0.0847974399999999","0.0957902499999999","0.0847974399999999","0.0560268899999995","0.02393209","0.00883599999999989","0.00180624999999989","0.00267288999999985","0.0170302499999999","0.0365574399999994","0.0518017599999995","0.0377524900000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",31,"5/10/2016","12:27:49 PM",34.1755,21.282,13.255,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",190,6.62790697674419,1.12724185,"9.60999999999926e-06","0.00831743999999979","0.0377524899999994","0.0619512099999995","0.02490084","0.0230432399999999","0.0560268899999995","0.0866124899999999","0.0977187599999998","0.0866124899999999","0.0575040399999995","0.02490084","0.00942840999999986","0.00207935999999987","0.00300303999999983","0.0178489599999999","0.0377524899999994","0.0532224899999994","0.03896676","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",32,"5/10/2016","12:27:50 PM",34.2871,21.282,13.331,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",200,6.97674418604651,1.096136345,"0.00577599999999981","0.00531440999999983","0.000231040000000003","0.0139948899999999","0.0298944100000001","0.0066912400000002","0.00574564000000015","0.0258244900000001","0.0476548900000005","0.0559795600000005","0.0476548900000005","0.0268304400000001","0.0066912400000002","0.000445210000000024","0.000924160000000012","0.000449440000000014","0.00331776000000009","0.0139948899999999","0.02393209","0.0147379600000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",33,"5/10/2016","12:27:51 PM",34.461,21.282,13.4493,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",210,7.32558139534884,1.07713467,"0.0139948899999999","0.0377524899999994","0.0365574399999994","0.0106296099999999","0","0.00298116000000007","0.00133224999999988","0.00180624999999989","0.00179776000000006","0.0100000000000003","0.0139948900000003","0.0100000000000003","0.00207025000000005","0.00133224999999988","0.00944783999999982","0.02211169","0.01946025","0.00368448999999986","0","0.00132496000000003","9.61000000001027e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",34,"5/10/2016","12:27:52 PM",34.5858,21.282,13.5342,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",220,7.67441860465116,1.064294355,"0.00720801000000018","0.0412902400000003","0.0779526399999997","0.0762312099999998","0.0353440000000002","0.00720801000000018","0.000918090000000027","0.0147379599999999","0.0162307599999999","0.00180625000000004","0.00022801000000001","0.00111556000000002","0.00022801000000001","0.00155236000000004","0.0147379599999999","0.0331604100000001","0.0545689600000004","0.0503553600000005","0.02119936","0.00720801000000018","0.00235225000000006","0.00669123999999991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",35,"5/10/2016","12:27:53 PM",34.5902,21.282,13.5372,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",230,8.02325581395349,1.037727035,"9.00000000000068e-06","0.00772641000000021","0.0425184400000003","0.0796368399999998","0.0778968099999998","0.0364810000000003","0.00772641000000021","0.00110889000000004","0.0154753599999999","0.01700416","0.00207025000000005","0.000146410000000005","0.000924160000000012","0.000146410000000005","0.00179776000000006","0.0154753599999999","0.0342620100000001","0.0559795600000005","0.0517107600000005","0.02208196","0.00772641000000021","0.00265225000000008","0.00719103999999992","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",36,"5/10/2016","12:27:54 PM",34.4698,21.282,13.4553,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",240,8.37209302325581,0.963988354999999,"0.00670761000000016","0.00622521000000014","3.60000000000027e-05","0.01545049","0.0401200899999994","0.0388878399999995","0.0119028099999999","3.60000000000027e-05","0.00236196000000004","0.00180624999999989","0.00235224999999989","0.00132496000000003","0.00883600000000022","0.0126112900000003","0.00883600000000022","0.00156025000000002","0.00180624999999989","0.0106502399999999","0.02393209","0.0211702500000001","0.00444888999999988","3.60000000000027e-05","0.000924160000000012","8.40999999999171e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",37,"5/10/2016","12:27:55 PM",34.3361,21.282,13.3643,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",250,8.72093023255814,0.808410099999998,"0.00828099999999987","0.0298944100000001","0.0288660100000001","0.00722499999999984","0.00110889000000004","0.0119464899999998","0.0112784399999999","0.000327610000000016","0.00722499999999984","0.0194881599999999","0.00235225000000006","0.00180625000000004","0.0162307599999999","0.0342250000000002","0.0413308900000002","0.0342250000000002","0.0170302499999999","0.00235225000000006","0.00014884","0.0040576900000001","0.0029702500000001","0.00059049000000001","0.00722499999999984","0.0147379599999999","0.00776161000000013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",38,"5/10/2016","12:27:56 PM",34.2291,21.282,13.2915,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",260,9.06976744186047,0.713843299999999,"0.00529984000000013","0.0268304400000001","0.0603684900000006","0.0589032900000005","0.02490084","0.00156025000000002","0.00133224999999988","0.0011155599999999","0.00299209000000005","0.02490084","0.0451137600000003","0.0147136900000004","0.0132940900000003","0.0400800400000002","0.0664608400000007","0.0762312100000007","0.0664608400000007","0.0413308900000002","0.0147136900000004","0.00367236000000011","8.2810000000002e-05","0.000334889999999999","0.00942841000000021","0.02490084","0.0377136400000001","0.0258888100000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
