"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar3.44827586206897","semivar6.89655172413793","semivar10.3448275862069","semivar13.7931034482759","semivar17.2413793103448","semivar20.6896551724138","semivar24.1379310344828","semivar27.5862068965517","semivar31.0344827586207","semivar34.4827586206897","semivar37.9310344827586","semivar41.3793103448276","semivar44.8275862068966","semivar48.2758620689655","semivar51.7241379310345","semivar55.1724137931034","semivar58.6206896551724","semivar62.0689655172414","semivar65.5172413793103","semivar68.9655172413793","semivar72.4137931034483","semivar75.8620689655172","semivar79.3103448275862","semivar82.7586206896552","semivar86.2068965517241","semivar89.6551724137931","semivar93.1034482758621","semivar96.551724137931","semivar100","semivar103.448275862069","semivar106.896551724138","semivar110.344827586207","semivar113.793103448276","semivar117.241379310345","semivar120.689655172414","semivar124.137931034483","semivar127.586206896552","semivar131.034482758621","semivar134.48275862069","semivar137.931034482759","semivar141.379310344828","semivar144.827586206897","semivar148.275862068966","semivar151.724137931034","semivar155.172413793103","semivar158.620689655172","semivar162.068965517241","semivar165.51724137931","semivar168.965517241379","semivar172.413793103448","semivar175.862068965517","semivar179.310344827586","semivar182.758620689655","semivar186.206896551724","semivar189.655172413793","semivar193.103448275862","semivar196.551724137931","semivar200","semivar203.448275862069","semivar206.896551724138","semivar210.344827586207","semivar213.793103448276","semivar217.241379310345","semivar220.689655172414","semivar224.137931034483","semivar227.586206896552","semivar231.034482758621","semivar234.48275862069","semivar237.931034482759","semivar241.379310344828","semivar244.827586206897","semivar248.275862068966","semivar251.724137931034","semivar255.172413793103","semivar258.620689655172","semivar262.068965517241","semivar265.51724137931","semivar268.965517241379","semivar272.413793103448","semivar275.862068965517","semivar279.310344827586","semivar282.758620689655","semivar286.206896551724","semivar289.655172413793","semivar293.103448275862","semivar296.551724137931","semivar300"
"AR-378_NR1_2016-05-10_R_T2",7,"5/10/2016","12:27:25 PM",34.4655,21.282,13.4524,60,"AR-378_NR1_2016-05-10_R_T2_final.csv",0,0,0.321742635,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",8,"5/10/2016","12:27:26 PM",34.5145,21.282,13.4857,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",10,0.348837209302326,0.83117531,"0.00110888999999992","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",9,"5/10/2016","12:27:27 PM",34.461,21.282,13.4493,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",20,0.697674418604651,1.25101566,"0.00132496000000003","9.61000000001027e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",10,"5/10/2016","12:27:28 PM",34.3718,21.282,13.3886,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",30,1.04651162790698,1.431766845,"0.00368448999999986","0.00942840999999986","0.00407044000000007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",11,"5/10/2016","12:27:29 PM",34.2559,21.282,13.3098,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",40,1.3953488372093,1.34723172,"0.00620944000000017","0.01946025","0.0309408100000001","0.0203347600000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",12,"5/10/2016","12:27:30 PM",34.2425,21.282,13.3006,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",50,1.74418604651163,1.12493458,"8.46399999999977e-05","0.00774400000000017","0.02211169","0.0342620100000001","0.0230432400000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",13,"5/10/2016","12:27:31 PM",34.3182,21.282,13.3521,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",60,2.09302325581395,0.94077498,"0.00265225000000008","0.00178929000000008","0.00133225000000001","0.00944783999999982","0.0178489599999999","0.0100600900000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",14,"5/10/2016","12:27:32 PM",34.4074,21.282,13.4128,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",70,2.44186046511628,0.882065109999999,"0.00368449000000008","0.0125888400000003","0.0106090000000003","0.000585640000000021","0.00133224999999988","0.00531440999999983","0.00156816000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",15,"5/10/2016","12:27:33 PM",34.5278,21.282,13.4948,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",80,2.7906976744186,0.93326306,"0.00672399999999983","0.0203632899999999","0.0377136400000001","0.0342250000000002","0.0112784399999999","0.00207025000000005","8.2810000000002e-05","0.00179775999999991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_NR1_2016-05-10_R_T2",16,"5/10/2016","12:27:34 PM",34.608,21.282,13.5493,NA,"AR-378_NR1_2016-05-10_R_T2_final.csv",90,3.13953488372093,1.00219967,"0.0029702500000001","0.01863225","0.0388878400000002","0.0618516900000006","0.0573602500000007","0.0258244900000001","0.0100000000000003","0.00404496000000013","0.00938960999999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
