"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.58620689655172","semivar5.17241379310345","semivar7.75862068965517","semivar10.3448275862069","semivar12.9310344827586","semivar15.5172413793103","semivar18.1034482758621","semivar20.6896551724138","semivar23.2758620689655","semivar25.8620689655172","semivar28.448275862069","semivar31.0344827586207","semivar33.6206896551724","semivar36.2068965517241","semivar38.7931034482759","semivar41.3793103448276","semivar43.9655172413793","semivar46.551724137931","semivar49.1379310344828","semivar51.7241379310345","semivar54.3103448275862","semivar56.8965517241379","semivar59.4827586206897","semivar62.0689655172414","semivar64.6551724137931","semivar67.2413793103448","semivar69.8275862068966","semivar72.4137931034483","semivar75","semivar77.5862068965517","semivar80.1724137931034","semivar82.7586206896552","semivar85.3448275862069","semivar87.9310344827586","semivar90.5172413793103","semivar93.1034482758621","semivar95.6896551724138","semivar98.2758620689655","semivar100.862068965517","semivar103.448275862069","semivar106.034482758621","semivar108.620689655172","semivar111.206896551724","semivar113.793103448276","semivar116.379310344828","semivar118.965517241379","semivar121.551724137931","semivar124.137931034483","semivar126.724137931034","semivar129.310344827586","semivar131.896551724138","semivar134.48275862069","semivar137.068965517241","semivar139.655172413793","semivar142.241379310345","semivar144.827586206897","semivar147.413793103448","semivar150","semivar152.586206896552","semivar155.172413793103","semivar157.758620689655","semivar160.344827586207","semivar162.931034482759","semivar165.51724137931","semivar168.103448275862","semivar170.689655172414","semivar173.275862068966","semivar175.862068965517","semivar178.448275862069","semivar181.034482758621","semivar183.620689655172","semivar186.206896551724","semivar188.793103448276","semivar191.379310344828","semivar193.965517241379","semivar196.551724137931","semivar199.137931034483","semivar201.724137931034","semivar204.310344827586","semivar206.896551724138","semivar209.48275862069","semivar212.068965517241","semivar214.655172413793","semivar217.241379310345","semivar219.827586206897","semivar222.413793103448","semivar225","semivar227.586206896552","semivar230.172413793103","semivar232.758620689655","semivar235.344827586207","semivar237.931034482759","semivar240.51724137931","semivar243.103448275862","semivar245.689655172414","semivar248.275862068966","semivar250.862068965517","semivar253.448275862069","semivar256.034482758621","semivar258.620689655172","semivar261.206896551724","semivar263.793103448276","semivar266.379310344828","semivar268.965517241379","semivar271.551724137931","semivar274.137931034483","semivar276.724137931034","semivar279.310344827586","semivar281.896551724138","semivar284.48275862069","semivar287.068965517241","semivar289.655172413793","semivar292.241379310345","semivar294.827586206897","semivar297.413793103448","semivar300"
"AR-370_PIPES_2016-03-11_R_T1",10,"3/11/2016","2:23:54 PM",35.6758,13.942,14.2759,30,"AR-370_PIPES_2016-03-11_R_T1_final.csv",0,0,0.125756255,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2016-03-11_R_T1",11,"3/11/2016","2:23:55 PM",35.6713,13.942,14.2729,NA,"AR-370_PIPES_2016-03-11_R_T1_final.csv",10,0.260869565217391,0.32816447,"9.00000000000068e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2016-03-11_R_T1",12,"3/11/2016","2:23:56 PM",35.7292,13.942,14.3123,NA,"AR-370_PIPES_2016-03-11_R_T1_final.csv",20,0.521739130434783,0.46151185,"0.00155236000000004","0.00132496000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2016-03-11_R_T1",13,"3/11/2016","2:23:57 PM",35.7469,13.942,14.3243,NA,"AR-370_PIPES_2016-03-11_R_T1_final.csv",30,0.782608695652174,0.471599489999999,"0.000143999999999968","0.00264195999999992","0.00234255999999991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2016-03-11_R_T1",14,"3/11/2016","2:23:58 PM",35.8047,13.942,14.3637,NA,"AR-370_PIPES_2016-03-11_R_T1_final.csv",40,1.04347826086957,0.391016814999999,"0.00155236000000004","0.00264195999999992","0.00824463999999996","0.00770883999999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2016-03-11_R_T1",15,"3/11/2016","2:23:59 PM",35.7247,13.942,14.3092,NA,"AR-370_PIPES_2016-03-11_R_T1_final.csv",50,1.30434782608696,0.303714035,"0.0029702499999999","0.000228009999999956","9.60999999999926e-06","0.00131769000000005","0.00110889000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2016-03-11_R_T1",16,"3/11/2016","2:24:00 PM",35.6625,13.942,14.2669,NA,"AR-370_PIPES_2016-03-11_R_T1_final.csv",60,1.56521739130435,0.255427145,"0.00178929000000008","0.00937024","0.00329475999999994","0.00206116000000007","3.60000000000027e-05","8.10000000000061e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2016-03-11_R_T1",17,"3/11/2016","2:24:01 PM",35.6313,13.942,14.2457,NA,"AR-370_PIPES_2016-03-11_R_T1_final.csv",70,1.82608695652174,0.259137005,"0.000449440000000014","0.00403225000000016","0.0139240000000001","0.00617795999999997","0.00443556000000015","0.00073984000000003","0.00091204000000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2016-03-11_R_T1",18,"3/11/2016","2:24:02 PM",35.6401,13.942,14.2516,NA,"AR-370_PIPES_2016-03-11_R_T1_final.csv",80,2.08695652173913,0.30021557,"3.48100000000054e-05","0.000234089999999996","0.00331776000000009","0.01256641","0.0052852899999999","0.00368449000000008","0.000453690000000004","0.00059049000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2016-03-11_R_T1",19,"3/11/2016","2:24:03 PM",35.6535,13.942,14.2608,NA,"AR-370_PIPES_2016-03-11_R_T1_final.csv",90,2.34782608695652,0.343265315,"8.46399999999977e-05","0.00022801000000001","3.72099999999999e-05","0.00234256000000009","0.01058841","0.00403224999999993","0.00265225000000008","0.000146410000000005","0.00022801000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
