"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.72727272727273","semivar5.45454545454545","semivar8.18181818181818","semivar10.9090909090909","semivar13.6363636363636","semivar16.3636363636364","semivar19.0909090909091","semivar21.8181818181818","semivar24.5454545454545","semivar27.2727272727273","semivar30","semivar32.7272727272727","semivar35.4545454545455","semivar38.1818181818182","semivar40.9090909090909","semivar43.6363636363636","semivar46.3636363636364","semivar49.0909090909091","semivar51.8181818181818","semivar54.5454545454545","semivar57.2727272727273","semivar60","semivar62.7272727272727","semivar65.4545454545455","semivar68.1818181818182","semivar70.9090909090909","semivar73.6363636363636","semivar76.3636363636364","semivar79.0909090909091","semivar81.8181818181818","semivar84.5454545454545","semivar87.2727272727273","semivar90","semivar92.7272727272727","semivar95.4545454545455","semivar98.1818181818182","semivar100.909090909091","semivar103.636363636364","semivar106.363636363636","semivar109.090909090909","semivar111.818181818182","semivar114.545454545455","semivar117.272727272727","semivar120","semivar122.727272727273","semivar125.454545454545","semivar128.181818181818","semivar130.909090909091","semivar133.636363636364","semivar136.363636363636","semivar139.090909090909","semivar141.818181818182","semivar144.545454545455","semivar147.272727272727","semivar150","semivar152.727272727273","semivar155.454545454545","semivar158.181818181818","semivar160.909090909091","semivar163.636363636364","semivar166.363636363636","semivar169.090909090909","semivar171.818181818182","semivar174.545454545455","semivar177.272727272727","semivar180","semivar182.727272727273","semivar185.454545454545","semivar188.181818181818","semivar190.909090909091","semivar193.636363636364","semivar196.363636363636","semivar199.090909090909","semivar201.818181818182","semivar204.545454545455","semivar207.272727272727","semivar210","semivar212.727272727273","semivar215.454545454545","semivar218.181818181818","semivar220.909090909091","semivar223.636363636364","semivar226.363636363636","semivar229.090909090909","semivar231.818181818182","semivar234.545454545455","semivar237.272727272727","semivar240","semivar242.727272727273","semivar245.454545454545","semivar248.181818181818","semivar250.909090909091","semivar253.636363636364","semivar256.363636363636","semivar259.090909090909","semivar261.818181818182","semivar264.545454545455","semivar267.272727272727","semivar270","semivar272.727272727273","semivar275.454545454545","semivar278.181818181818","semivar280.909090909091","semivar283.636363636364","semivar286.363636363636","semivar289.090909090909","semivar291.818181818182","semivar294.545454545455","semivar297.272727272727","semivar300"
"AR-372_NR2_2015-12-09_R_T3",11,"12/9/2015","1:15:53 PM",39.7737,16.999,17.06439529,90,"AR-372_NR2_2015-12-09_R_T3_final.csv",0,0,0.317282398292907,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR2_2015-12-09_R_T3",12,"12/9/2015","1:15:54 PM",39.7604,16.999,17.05534518,NA,"AR-372_NR2_2015-12-09_R_T3_final.csv",10,0.275229357798165,0.841997095125278,"8.1904491012108e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR2_2015-12-09_R_T3",13,"12/9/2015","1:15:55 PM",39.6493,16.999,16.97974612,NA,"AR-372_NR2_2015-12-09_R_T3_final.csv",20,0.55045871559633,1.38183656017222,"0.00571521787288334","0.00716548198168868","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR2_2015-12-09_R_T3",14,"12/9/2015","1:15:56 PM",39.6182,16.999,16.95858383,NA,"AR-372_NR2_2015-12-09_R_T3_final.csv",30,0.825688073394496,1.7591043638527,"0.000447842518044228","0.00936275885382275","0.011196065067332","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR2_2015-12-09_R_T3",15,"12/9/2015","1:15:57 PM",39.716,16.999,17.02513277,NA,"AR-372_NR2_2015-12-09_R_T3_final.csv",40,1.10091743119266,1.8792307647534,"0.00442876141512367","0.00205994799822228","0.000912789718008145","0.00154154547675049","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR2_2015-12-09_R_T3",16,"12/9/2015","1:15:58 PM",39.7737,16.999,17.06439529,NA,"AR-372_NR2_2015-12-09_R_T3_final.csv",50,1.37614678899083,1.75528586266049,"0.00154154547675049","0.011196065067332","0.00716548198168868","8.1904491012108e-05","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR2_2015-12-09_R_T3",17,"12/9/2015","1:15:59 PM",39.8049,16.999,17.08562563,NA,"AR-372_NR2_2015-12-09_R_T3_final.csv",60,1.65137614678899,1.47775032575736,"0.000450727336515553","0.00365938611097961","0.0161396189472402","0.0112104706378396","0.000916905652202461","0.000450727336515553","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR2_2015-12-09_R_T3",18,"12/9/2015","1:16:00 PM",39.787,16.999,17.07344541,NA,"AR-372_NR2_2015-12-09_R_T3_final.csv",70,1.92660550458716,1.14908468874629,"0.000148357759248342","8.1904672014423e-05","0.00233411118376984","0.0131931825600971","0.0087795569465041","0.000327618326052962","8.1904672014423e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR2_2015-12-09_R_T3",19,"12/9/2015","1:16:01 PM",39.8314,16.999,17.10365781,NA,"AR-372_NR2_2015-12-09_R_T3_final.csv",80,2.20183486238532,0.898206624014146,"0.000912789113759995","0.000325159515552482","0.00154154547675049","0.00616618190700197","0.0210464596730413","0.0153541069186561","0.00233411021751706","0.00154154547675049","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR2_2015-12-09_R_T3",20,"12/9/2015","1:16:02 PM",39.8404,16.999,17.10978195,NA,"AR-372_NR2_2015-12-09_R_T3_final.csv",90,2.47706422018349,0.810785658382846,"3.75050907395653e-05","0.00132034413917139","0.000583527795942374","0.00205994890595545","0.00716548367467232","0.0228608714915344","0.0169093170837881","0.00296336192803277","0.00205994890595545","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
