"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar3.09278350515464","semivar6.18556701030928","semivar9.27835051546392","semivar12.3711340206186","semivar15.4639175257732","semivar18.5567010309278","semivar21.6494845360825","semivar24.7422680412371","semivar27.8350515463918","semivar30.9278350515464","semivar34.020618556701","semivar37.1134020618557","semivar40.2061855670103","semivar43.298969072165","semivar46.3917525773196","semivar49.4845360824742","semivar52.5773195876289","semivar55.6701030927835","semivar58.7628865979381","semivar61.8556701030928","semivar64.9484536082474","semivar68.0412371134021","semivar71.1340206185567","semivar74.2268041237113","semivar77.319587628866","semivar80.4123711340206","semivar83.5051546391753","semivar86.5979381443299","semivar89.6907216494845","semivar92.7835051546392","semivar95.8762886597938","semivar98.9690721649485","semivar102.061855670103","semivar105.154639175258","semivar108.247422680412","semivar111.340206185567","semivar114.432989690722","semivar117.525773195876","semivar120.618556701031","semivar123.711340206186","semivar126.80412371134","semivar129.896907216495","semivar132.989690721649","semivar136.082474226804","semivar139.175257731959","semivar142.268041237113","semivar145.360824742268","semivar148.453608247423","semivar151.546391752577","semivar154.639175257732","semivar157.731958762887","semivar160.824742268041","semivar163.917525773196","semivar167.010309278351","semivar170.103092783505","semivar173.19587628866","semivar176.288659793814","semivar179.381443298969","semivar182.474226804124","semivar185.567010309278","semivar188.659793814433","semivar191.752577319588","semivar194.845360824742","semivar197.938144329897","semivar201.030927835052","semivar204.123711340206","semivar207.216494845361","semivar210.309278350515","semivar213.40206185567","semivar216.494845360825","semivar219.587628865979","semivar222.680412371134","semivar225.773195876289","semivar228.865979381443","semivar231.958762886598","semivar235.051546391753","semivar238.144329896907","semivar241.237113402062","semivar244.329896907216","semivar247.422680412371","semivar250.515463917526","semivar253.60824742268","semivar256.701030927835","semivar259.79381443299","semivar262.886597938144","semivar265.979381443299","semivar269.072164948454","semivar272.164948453608","semivar275.257731958763","semivar278.350515463918","semivar281.443298969072","semivar284.536082474227","semivar287.628865979381","semivar290.721649484536","semivar293.814432989691","semivar296.907216494845","semivar300"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",31,"3/10/2016","1:10:02 PM",35.7116,13.558,14.3003,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",250,7.8125,0.512381255,"0.00330624999999991","0.00110889000000004","0.00330624999999991","8.10000000000061e-05","0.00073984000000003","0.00154449000000006","0.0318979599999998","0.0646684900000003","0.000585640000000021","9.60999999999926e-06","0.000331240000000008","0.00206116000000007","0.000449440000000014","0.00573048999999991","0.00824463999999996","0.000918090000000027","3.60000000000027e-05","0.00938960999999995","0.0219928900000002","0.00667488999999994","0.00366024999999992","0.0229219600000002","0.00155236000000004","0.00155236000000004","0.000146410000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",32,"3/10/2016","1:10:03 PM",35.7071,13.558,14.2972,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",260,8.125,0.534437115000001,"9.60999999999926e-06","0.00295935999999993","0.00091204000000004","0.00295935999999993","3.48100000000054e-05","0.000580810000000033","0.00131044000000007","0.0308002499999998","0.0631014400000004","0.000445210000000024","3.8439999999997e-05","0.000453690000000004","0.00235225000000006","0.00059049000000001","0.00527075999999994","0.00769128999999998","0.00073984000000003","8.41000000000201e-06","0.00879843999999998","0.0210830400000003","0.00617795999999997","0.0040449599999999","0.0238702500000002","0.00180625000000004","0.00180625000000004","8.10000000000061e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",33,"3/10/2016","1:10:04 PM",35.6804,13.558,14.2791,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",270,8.4375,0.507286380000001,"0.000327610000000016","0.000449440000000014","0.00131768999999992","0.000146410000000005","0.00131768999999992","0.00014884","3.60000000000027e-05","0.000327610000000016","0.0247747599999997","0.0543356100000001","9.00000000000068e-06","0.00059049000000001","0.00155236000000004","0.00443556000000015","0.00179776000000006","0.0029702499999999","0.00484415999999992","8.2810000000002e-05","0.000231040000000003","0.00573048999999991","0.0161544100000001","0.00366024999999992","0.00667488999999994","0.0297907600000003","0.00367236000000011","0.00367236000000011","8.2810000000002e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",34,"3/10/2016","1:10:05 PM",35.6316,13.558,14.2459,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",280,8.75,0.510510775,"0.00110223999999993","0.00263168999999994","0.00295935999999993","9.60999999999926e-06","0.000445209999999949","9.60999999999926e-06","0.00206115999999991","0.000739839999999934","0.000228009999999956","0.01542564","0.0399600100000005","0.000912039999999933","0.00330624999999991","0.00527075999999994","0.00996004000000002","0.00571535999999995","0.000453690000000004","0.00132496000000003","0.000580809999999947","0.00234255999999991","0.00180625000000004","0.00881721000000027","0.000745290000000018","0.0132020099999997","0.04235364","0.00879843999999998","0.00879843999999998","0.00178928999999993","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",35,"3/10/2016","1:10:06 PM",35.7116,13.558,14.3003,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",290,9.0625,0.49973383,"0.00295935999999993","0.000449440000000014","9.60999999999926e-06","0","0.00330624999999991","0.00110889000000004","0.00330624999999991","8.10000000000061e-05","0.00073984000000003","0.00154449000000006","0.0318979599999998","0.0646684900000003","0.000585640000000021","9.60999999999926e-06","0.000331240000000008","0.00206116000000007","0.000449440000000014","0.00573048999999991","0.00824463999999996","0.000918090000000027","3.60000000000027e-05","0.00938960999999995","0.0219928900000002","0.00667488999999994","0.00366024999999992","0.0229219600000002","0.00155236000000004","0.00155236000000004","0.000146410000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",36,"3/10/2016","1:10:07 PM",35.7071,13.558,14.2972,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",300,9.375,0.468228975,"9.60999999999926e-06","0.00263168999999994","0.000327610000000016","0","9.60999999999926e-06","0.00295935999999993","0.00091204000000004","0.00295935999999993","3.48100000000054e-05","0.000580810000000033","0.00131044000000007","0.0308002499999998","0.0631014400000004","0.000445210000000024","3.8439999999997e-05","0.000453690000000004","0.00235225000000006","0.00059049000000001","0.00527075999999994","0.00769128999999998","0.00073984000000003","8.41000000000201e-06","0.00879843999999998","0.0210830400000003","0.00617795999999997","0.0040449599999999","0.0238702500000002","0.00180625000000004","0.00180625000000004","8.10000000000061e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",37,"3/10/2016","1:10:08 PM",35.6404,13.558,14.2519,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",310,9.6875,0.40116058,"0.00205209000000009","0.00234256000000009","3.59999999999814e-05","0.00073984000000003","0.00205209000000009","0.00234256000000009","8.28099999999696e-05","0.00022801000000001","8.28099999999696e-05","0.00155236000000004","0.000449440000000014","8.2810000000002e-05","0.0169520399999996","0.0423948099999999","0.000585640000000021","0.00265225000000008","0.00443556000000015","0.00879844000000031","0.00484416000000017","0.000745289999999921","0.00179775999999991","0.000327610000000016","0.00179776000000006","0.00235224999999989","0.00998000999999997","0.00110888999999992","0.01185921","0.0399200400000006","0.00770884000000025","0.00770884000000025","0.00131769000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",38,"3/10/2016","1:10:09 PM",35.587,13.558,14.2155,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",320,10,0.35855195,"0.0013249599999999","0.00667488999999994","0.00719103999999992","0.000924160000000012","0.0040449599999999","0.00667488999999994","0.00719103999999992","0.000745290000000018","0.0026522499999999","0.000745290000000018","0.00574563999999988","0.00331775999999988","0.00207024999999989","0.00879843999999998","0.0287302500000004","0.00367235999999989","0.0077264099999999","0.010609","0.0169520400000001","0.011236","8.2810000000002e-05","3.60000000000027e-05","0.0029702499999999","0.00620943999999989","0.000146410000000005","0.00403225000000016","9.60999999999926e-06","0.0211120899999997","0.0557904400000001","0.01542564","0.01542564","0.0052852899999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",39,"3/10/2016","1:10:10 PM",35.6227,13.558,14.2398,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",330,10.3125,0.3747912,"0.00059049000000001","0.000146409999999962","0.00329475999999994","0.00366024999999992","3.72099999999999e-05","0.00154448999999992","0.00329475999999994","0.00366024999999992","9.00000000000068e-06","0.000739839999999934","9.00000000000068e-06","0.0026522499999999","0.00110888999999992","0.000449439999999939","0.01394761","0.0375584400000005","0.00131768999999992","0.0040449599999999","0.00619368999999993","0.01121481","0.00667488999999994","0.000231040000000003","0.000918090000000027","0.000912039999999933","0.0029702499999999","0.00132496000000003","0.00770884000000025","0.000449440000000014","0.0146409999999997","0.04490161","0.00998000999999997","0.00998000999999997","0.00234255999999991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",40,"3/10/2016","1:10:11 PM",35.5559,13.558,14.1944,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",340,10.625,0.421593170000001,"0.00206116000000007","0.000445210000000024","0.00330624999999991","0.01056784","0.01121481","0.00265225000000008","0.00717408999999996","0.01056784","0.01121481","0.00234256000000009","0.00527075999999994","0.00234256000000009","0.00938960999999995","0.00619368999999993","0.00443555999999991","0.0052852899999999","0.0220225600000002","0.00667488999999994","0.011881","0.0154008100000001","0.0228916900000003","0.0161544100000001","0.00091204000000004","0.00022801000000001","0.00571535999999995","0.00998000999999997","8.10000000000061e-05","0.00179776000000006","0.000585640000000021","0.0276889599999998","0.0662032900000004","0.0211120900000002","0.0211120900000002","0.00879843999999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",41,"3/10/2016","1:10:12 PM",35.6671,13.558,14.27,20,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",350,10.9375,0.477869975,"0.00571535999999995","0.000912039999999933","0.0029702499999999","0.000327610000000016","0.00073984000000003","0.000918090000000027","0.000580809999999947","8.2810000000002e-05","0.00073984000000003","0.000918090000000027","0.000739839999999934","9.00000000000068e-06","0.000739839999999934","0.000453690000000004","9.60999999999926e-06","8.10000000000061e-05","0.0219928899999997","0.0501760000000001","3.72099999999999e-05","0.00111556000000002","0.00235225000000006","0.00573049000000018","0.00265225000000008","0.00206115999999991","0.00366024999999992","0","0.00059049000000001","0.00443555999999991","0.0139240000000001","0.00264195999999992","0.00824463999999996","0.0330148900000004","0.00485809000000014","0.00485809000000014","0.000331240000000008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",45,"3/10/2016","1:10:16 PM",35.7383,13.558,14.3185,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",360,11.25,0.54818883,"0.00235225000000006","0.0154008100000001","0.00619368999999993","0.010609","0.00443556000000015","0.000453690000000004","0.000331240000000008","0.00527075999999994","0.00155236000000004","0.000453690000000004","0.000331240000000008","0.00573048999999991","0.00265225000000008","0.00573048999999991","0.00073984000000003","0.00206116000000007","0.00330625000000011","0.0387302399999999","0.0742562500000005","0.00179776000000006","0.00022801000000001","0","0.00073984000000003","9.00000000000068e-06","0.00881720999999993","0.011881","0.00235225000000006","0.000585640000000021","0.01324801","0.0277222500000003","0.00998000999999997","0.00178928999999993","0.0177422400000001","0.000449440000000014","0.000449440000000014","0.000918090000000027","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",46,"3/10/2016","1:10:17 PM",35.6182,13.558,14.2367,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",370,11.5625,0.567906815,"0.00669123999999991","0.00110888999999992","0.00178929000000008","9.60999999999926e-06","0.000449440000000014","0.000231039999999949","0.00366024999999992","0.0040449599999999","8.46399999999977e-05","0.00179775999999991","0.00366024999999992","0.0040449599999999","3.72099999999999e-05","0.000918089999999919","3.72099999999999e-05","0.00298115999999988","0.0013249599999999","0.000590489999999924","0.013225","0.0363664900000005","0.0015523599999999","0.00444888999999988","0.00669123999999991","0.011881","0.00719103999999992","0.000146410000000005","0.00073984000000003","0.00110888999999992","0.00331775999999988","0.00110889000000004","0.00717409000000026","0.000327610000000016","0.0154008099999996","0.0462249999999999","0.010609","0.010609","0.0026522499999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",47,"3/10/2016","1:10:18 PM",35.4491,13.558,14.1217,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",380,11.875,0.51254019,"0.013225","0.0387302399999999","0.0219928899999997","0.0052852899999999","0.01394761","0.00879843999999998","0.0169520399999996","0.0308002499999998","0.0318979599999998","0.01542564","0.0247747599999997","0.0308002499999998","0.0318979599999998","0.0146652100000001","0.0211120899999997","0.0146652100000001","0.0287641599999997","0.0229219599999997","0.0194044899999996","0","0.00573049000000018","0.0238393599999997","0.0330148899999997","0.0387302399999999","0.0501760000000001","0.0399200399999999","0.01058841","0.00770883999999994","0.0219928899999997","0.0297907599999997","0.00667488999999994","0.000918089999999919","0.00938960999999995","0.0571688099999994","0.1089","0.047524","0.047524","0.0277222499999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",48,"3/10/2016","1:10:19 PM",35.4891,13.558,14.1489,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",390,12.1875,0.450030885000001,"0.000739839999999934","0.00770884000000025","0.0287641600000003","0.0146652100000001","0.00207025000000005","0.00826281000000024","0.00443556000000015","0.010609","0.0219928900000002","0.0229219600000002","0.00940900000000025","0.0169520400000001","0.0219928900000002","0.0229219600000002","0.00881721000000027","0.01394761","0.00881721000000027","0.0202777600000001","0.01542564","0.01256641","0.000739839999999934","0.01058841","0.0161798400000001","0.0238702500000002","0.0287641600000003","0.0387302400000006","0.0297907600000003","0.00573049000000018","0.00367236000000011","0.0146652100000001","0.0211411600000001","0.0029702500000001","9.60999999999926e-06","0.00485809000000014","0.04490161","0.0916878400000008","0.0364046400000005","0.0364046400000005","0.0194044900000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",49,"3/10/2016","1:10:20 PM",35.4803,13.558,14.1429,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",400,12.5,0.446060895000001,"3.60000000000027e-05","0.000449439999999939","0.00879844000000031","0.0308353600000004","0.0161544100000001","0.00265225000000008","0.0093896100000003","0.00527076000000019","0.011881","0.0238084900000003","0.0247747600000003","0.0106090000000003","0.0185504400000001","0.0238084900000003","0.0247747600000003","0.00998001000000033","0.0154008100000001","0.00998001000000033","0.0220225600000002","0.0169520400000001","0.01394761","0.000449439999999939","0.00938960999999995","0.0177422400000001","0.0257602500000002","0.0308353600000004","0.0411278400000007","0.0318979600000004","0.00667489000000024","0.00443556000000015","0.0161544100000001","0.0229219600000002","0.00366025000000013","8.2810000000002e-05","0.00573049000000018","0.0474804100000001","0.0953574400000009","0.0387302400000006","0.0387302400000006","0.0211120900000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",50,"3/10/2016","1:10:21 PM",35.587,13.558,14.2155,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",410,12.8125,0.464114020000001,"0.00527076000000019","0.00443556000000015","0.00879843999999998","0.000449440000000014","0.010609","0.0029702499999999","0.000445210000000024","0.00059049000000001","0","0.0013249599999999","0.00667488999999994","0.00719103999999992","0.000924160000000012","0.0040449599999999","0.00667488999999994","0.00719103999999992","0.000745290000000018","0.0026522499999999","0.000745290000000018","0.00574563999999988","0.00331775999999988","0.00207024999999989","0.00879843999999998","0.0287302500000004","0.00367235999999989","0.0077264099999999","0.010609","0.0169520400000001","0.011236","8.2810000000002e-05","3.60000000000027e-05","0.0029702499999999","0.00620943999999989","0.000146410000000005","0.00403225000000016","9.60999999999926e-06","0.0211120899999997","0.0557904400000001","0.01542564","0.01542564","0.0052852899999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",51,"3/10/2016","1:10:22 PM",35.5337,13.558,14.1792,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",420,13.125,0.45898798,"0.00131769000000005","0.00131769000000005","0.000918090000000027","0.00330624999999991","0.00330625000000011","0.0194044900000001","0.00824463999999996","0.000231040000000003","0.00367236000000011","0.00131769000000005","0.0052852899999999","0.0139240000000001","0.0146652100000001","0.00444889000000012","0.00998000999999997","0.0139240000000001","0.0146652100000001","0.00404496000000013","0.00770883999999994","0.00404496000000013","0.01256641","0.00881720999999993","0.00669123999999991","0.00330624999999991","0.0177422400000001","0.00938960999999995","0.01542564","0.0194044900000001","0.0277222500000003","0.0202492900000002","0.00206116000000007","0.000918090000000027","0.00824463999999996","0.01324801","0.000585640000000021","0.00073984000000003","0.00155236000000004","0.0329785599999998","0.0742562500000005","0.0257602500000002","0.0257602500000002","0.011881","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",52,"3/10/2016","1:10:23 PM",35.4448,13.558,14.1188,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",430,13.4375,0.42141001,"0.00364815999999995","0.00935089000000004","0.000580809999999947","0.000906009999999947","8.41000000000201e-06","0.0139004100000001","0.03988009","0.0228614399999998","0.00571535999999995","0.0146410000000001","0.00935089000000004","0.0177156099999997","0.03182656","0.0329422499999999","0.0161544100000001","0.0256960899999998","0.03182656","0.0329422499999999","0.0153760000000001","0.0219632399999998","0.0153760000000001","0.0297562499999998","0.0238084899999998","0.0202208399999997","8.41000000000201e-06","0.00529984000000013","0.0247432899999998","0.0340771599999999","0.03988009","0.0514836100000002","0.04108729","0.0111936400000001","0.00822649","0.0228614399999998","0.0308002499999998","0.00715716","0.00110223999999993","0.00996004000000002","0.0585639999999996","0.11082241","0.0487968100000001","0.0487968100000001","0.0286963599999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",53,"3/10/2016","1:10:24 PM",35.5115,13.558,14.1641,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",440,13.75,0.39043561,"0.00205208999999993","0.00022801000000001","0.0026419600000001","0.000449440000000014","0.000231040000000003","0.00179775999999991","0.00527076000000019","0.0238393600000002","0.01121481","0.000918090000000027","0.00573049000000018","0.0026419600000001","0.00770883999999994","0.0177156100000002","0.0185504400000001","0.0066912400000002","0.013225","0.0177156100000002","0.0185504400000001","0.00619369000000021","0.01058841","0.00619369000000021","0.0161798400000001","0.011881","0.00938960999999995","0.00179775999999991","0.01394761","0.012544","0.0194044900000001","0.0238393600000002","0.0329785600000005","0.0247747600000003","0.00366025000000013","0.00206116000000007","0.01121481","0.0169520400000001","0.00154449000000006","0.000146410000000005","0.0029702500000001","0.03869089","0.0827137600000007","0.0308353600000004","0.0308353600000004","0.0154008100000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_LIBERTYSHIP_2016-03-10_R_T1",54,"3/10/2016","1:10:25 PM",35.5292,13.558,14.1762,NA,"AR-370_LIBERTYSHIP_2016-03-10_R_T1_final.csv",450,14.0625,0.357603695,"0.000146410000000005","0.00329475999999994","9.00000000000068e-06","0.00154449000000006","0.00110889000000004","0.000745290000000018","0.0029702499999999","0.00366025000000013","0.0202492900000002","0.00879843999999998","0.000331240000000008","0.00404496000000013","0.00154449000000006","0.00573048999999991","0.0146410000000001","0.0154008100000001","0.00485809000000014","0.01058841","0.0146410000000001","0.0154008100000001","0.00443556000000015","0.00824463999999996","0.00443556000000015","0.01324801","0.00938960999999995","0.00719103999999992","0.0029702499999999","0.0169520400000001","0.00998000999999997","0.0161798400000001","0.0202492900000002","0.0287302500000004","0.0211120900000002","0.00234256000000009","0.00110889000000004","0.00879843999999998","0.01394761","0.00073984000000003","0.000585640000000021","0.00179776000000006","0.0340771599999999","0.0759002500000005","0.0267322500000003","0.0267322500000003","0.012544","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
