"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.68539325842697","semivar3.37078651685393","semivar5.0561797752809","semivar6.74157303370786","semivar8.42696629213483","semivar10.1123595505618","semivar11.7977528089888","semivar13.4831460674157","semivar15.1685393258427","semivar16.8539325842697","semivar18.5393258426966","semivar20.2247191011236","semivar21.9101123595506","semivar23.5955056179775","semivar25.2808988764045","semivar26.9662921348315","semivar28.6516853932584","semivar30.3370786516854","semivar32.0224719101124","semivar33.7078651685393","semivar35.3932584269663","semivar37.0786516853933","semivar38.7640449438202","semivar40.4494382022472","semivar42.1348314606742","semivar43.8202247191011","semivar45.5056179775281","semivar47.1910112359551","semivar48.876404494382","semivar50.561797752809","semivar52.247191011236","semivar53.9325842696629","semivar55.6179775280899","semivar57.3033707865169","semivar58.9887640449438","semivar60.6741573033708","semivar62.3595505617978","semivar64.0449438202247","semivar65.7303370786517","semivar67.4157303370787","semivar69.1011235955056","semivar70.7865168539326","semivar72.4719101123596","semivar74.1573033707865","semivar75.8426966292135","semivar77.5280898876404","semivar79.2134831460674","semivar80.8988764044944","semivar82.5842696629213","semivar84.2696629213483","semivar85.9550561797753","semivar87.6404494382023","semivar89.3258426966292","semivar91.0112359550562","semivar92.6966292134831","semivar94.3820224719101","semivar96.0674157303371","semivar97.752808988764","semivar99.438202247191","semivar101.123595505618","semivar102.808988764045","semivar104.494382022472","semivar106.179775280899","semivar107.865168539326","semivar109.550561797753","semivar111.23595505618","semivar112.921348314607","semivar114.606741573034","semivar116.292134831461","semivar117.977528089888","semivar119.662921348315","semivar121.348314606742","semivar123.033707865169","semivar124.719101123596","semivar126.404494382022","semivar128.089887640449","semivar129.775280898876","semivar131.460674157303","semivar133.14606741573","semivar134.831460674157","semivar136.516853932584","semivar138.202247191011","semivar139.887640449438","semivar141.573033707865","semivar143.258426966292","semivar144.943820224719","semivar146.629213483146","semivar148.314606741573","semivar150","semivar151.685393258427","semivar153.370786516854","semivar155.056179775281","semivar156.741573033708","semivar158.426966292135","semivar160.112359550562","semivar161.797752808989","semivar163.483146067416","semivar165.168539325843","semivar166.85393258427","semivar168.539325842697","semivar170.224719101124","semivar171.910112359551","semivar173.595505617978","semivar175.280898876405","semivar176.966292134831","semivar178.651685393258","semivar180.337078651685","semivar182.022471910112","semivar183.707865168539","semivar185.393258426966","semivar187.078651685393","semivar188.76404494382","semivar190.449438202247","semivar192.134831460674","semivar193.820224719101","semivar195.505617977528","semivar197.191011235955","semivar198.876404494382","semivar200.561797752809","semivar202.247191011236","semivar203.932584269663","semivar205.61797752809","semivar207.303370786517","semivar208.988764044944","semivar210.674157303371","semivar212.359550561798","semivar214.044943820225","semivar215.730337078652","semivar217.415730337079","semivar219.101123595506","semivar220.786516853933","semivar222.47191011236","semivar224.157303370787","semivar225.842696629213","semivar227.52808988764","semivar229.213483146067","semivar230.898876404494","semivar232.584269662921","semivar234.269662921348","semivar235.955056179775","semivar237.640449438202","semivar239.325842696629","semivar241.011235955056","semivar242.696629213483","semivar244.38202247191","semivar246.067415730337","semivar247.752808988764","semivar249.438202247191","semivar251.123595505618","semivar252.808988764045","semivar254.494382022472","semivar256.179775280899","semivar257.865168539326","semivar259.550561797753","semivar261.23595505618","semivar262.921348314607","semivar264.606741573034","semivar266.292134831461","semivar267.977528089888","semivar269.662921348315","semivar271.348314606742","semivar273.033707865169","semivar274.719101123596","semivar276.404494382022","semivar278.089887640449","semivar279.775280898876","semivar281.460674157303","semivar283.14606741573","semivar284.831460674157","semivar286.516853932584","semivar288.202247191011","semivar289.887640449438","semivar291.573033707865","semivar293.258426966292","semivar294.943820224719","semivar296.629213483146","semivar298.314606741573","semivar300"
"AR-372_NR1_2015-12-03_S",11,"12/3/2015","1:52:07 PM",38.5255,18.331,16.215,30,"AR-372_NR1_2015-12-03_S_final.csv",0,0,0.271894445000001,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR1_2015-12-03_S",12,"12/3/2015","1:52:08 PM",38.717,18.331,16.3454,NA,"AR-372_NR1_2015-12-03_S_final.csv",10,0.169491525423729,0.749791640000001,"0.0170041600000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR1_2015-12-03_S",13,"12/3/2015","1:52:09 PM",38.7273,18.331,16.3524,NA,"AR-372_NR1_2015-12-03_S_final.csv",20,0.338983050847458,1.220316845,"4.89999999999706e-05","0.0188787599999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR1_2015-12-03_S",14,"12/3/2015","1:52:10 PM",38.6186,18.331,16.2784,NA,"AR-372_NR1_2015-12-03_S_final.csv",30,0.508474576271186,1.59551596,"0.00547599999999971","0.00448900000000002","0.00401956000000018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR1_2015-12-03_S",15,"12/3/2015","1:52:11 PM",38.51,18.331,16.2045,NA,"AR-372_NR1_2015-12-03_S_final.csv",40,0.677966101694915,1.92847621,"0.00546121000000027","0.02187441","0.0198528100000006","0.000110250000000008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR1_2015-12-03_S",16,"12/3/2015","1:52:12 PM",38.5049,18.331,16.201,NA,"AR-372_NR1_2015-12-03_S_final.csv",50,0.847457627118644,2.267922095,"1.22499999999926e-05","0.00599076000000012","0.0229219599999997","0.0208513600000003","0.000195999999999982","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR1_2015-12-03_S",17,"12/3/2015","1:52:13 PM",38.4376,18.331,16.1552,NA,"AR-372_NR1_2015-12-03_S_final.csv",60,1.01694915254237,2.62858534,"0.00209763999999999","0.00243048999999988","0.0151782400000002","0.0388878399999995","0.0361760400000003","0.0035760399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR1_2015-12-03_S",18,"12/3/2015","1:52:14 PM",38.4273,18.331,16.1482,NA,"AR-372_NR1_2015-12-03_S_final.csv",70,1.1864406779661,3.04760158,"4.90000000000203e-05","0.00278784000000014","0.00316969000000003","0.0169520400000005","0.0416976400000001","0.0388878400000009","0.00446224000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR1_2015-12-03_S",19,"12/3/2015","1:52:15 PM",38.5359,18.331,16.2221,NA,"AR-372_NR1_2015-12-03_S_final.csv",80,1.35593220338983,3.609827485,"0.00546121000000027","0.00447561000000005","0.000445210000000024","0.000309760000000057","0.00316969000000003","0.0169780899999996","0.0152028900000001","5.04100000000173e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_NR1_2015-12-03_S",20,"12/3/2015","1:52:16 PM",38.6446,18.331,16.2961,NA,"AR-372_NR1_2015-12-03_S_final.csv",90,1.52542372881356,4.360382375,"0.00547599999999971","0.02187441","0.0198528099999996","0.00904400999999974","0.00839055999999994","0.000313289999999923","0.00316969000000003","0.00243049000000023","0.00657720999999988","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
