"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.81818181818182","semivar3.63636363636364","semivar5.45454545454545","semivar7.27272727272727","semivar9.09090909090909","semivar10.9090909090909","semivar12.7272727272727","semivar14.5454545454545","semivar16.3636363636364","semivar18.1818181818182","semivar20","semivar21.8181818181818","semivar23.6363636363636","semivar25.4545454545455","semivar27.2727272727273","semivar29.0909090909091","semivar30.9090909090909","semivar32.7272727272727","semivar34.5454545454545","semivar36.3636363636364","semivar38.1818181818182","semivar40","semivar41.8181818181818","semivar43.6363636363636","semivar45.4545454545455","semivar47.2727272727273","semivar49.0909090909091","semivar50.9090909090909","semivar52.7272727272727","semivar54.5454545454545","semivar56.3636363636364","semivar58.1818181818182","semivar60","semivar61.8181818181818","semivar63.6363636363636","semivar65.4545454545455","semivar67.2727272727273","semivar69.0909090909091","semivar70.9090909090909","semivar72.7272727272727","semivar74.5454545454545","semivar76.3636363636364","semivar78.1818181818182","semivar80","semivar81.8181818181818","semivar83.6363636363636","semivar85.4545454545455","semivar87.2727272727273","semivar89.0909090909091","semivar90.9090909090909","semivar92.7272727272727","semivar94.5454545454545","semivar96.3636363636364","semivar98.1818181818182","semivar100","semivar101.818181818182","semivar103.636363636364","semivar105.454545454545","semivar107.272727272727","semivar109.090909090909","semivar110.909090909091","semivar112.727272727273","semivar114.545454545455","semivar116.363636363636","semivar118.181818181818","semivar120","semivar121.818181818182","semivar123.636363636364","semivar125.454545454545","semivar127.272727272727","semivar129.090909090909","semivar130.909090909091","semivar132.727272727273","semivar134.545454545455","semivar136.363636363636","semivar138.181818181818","semivar140","semivar141.818181818182","semivar143.636363636364","semivar145.454545454545","semivar147.272727272727","semivar149.090909090909","semivar150.909090909091","semivar152.727272727273","semivar154.545454545455","semivar156.363636363636","semivar158.181818181818","semivar160","semivar161.818181818182","semivar163.636363636364","semivar165.454545454545","semivar167.272727272727","semivar169.090909090909","semivar170.909090909091","semivar172.727272727273","semivar174.545454545455","semivar176.363636363636","semivar178.181818181818","semivar180","semivar181.818181818182","semivar183.636363636364","semivar185.454545454545","semivar187.272727272727","semivar189.090909090909","semivar190.909090909091","semivar192.727272727273","semivar194.545454545455","semivar196.363636363636","semivar198.181818181818","semivar200","semivar201.818181818182","semivar203.636363636364","semivar205.454545454545","semivar207.272727272727","semivar209.090909090909","semivar210.909090909091","semivar212.727272727273","semivar214.545454545455","semivar216.363636363636","semivar218.181818181818","semivar220","semivar221.818181818182","semivar223.636363636364","semivar225.454545454545","semivar227.272727272727","semivar229.090909090909","semivar230.909090909091","semivar232.727272727273","semivar234.545454545455","semivar236.363636363636","semivar238.181818181818","semivar240","semivar241.818181818182","semivar243.636363636364","semivar245.454545454545","semivar247.272727272727","semivar249.090909090909","semivar250.909090909091","semivar252.727272727273","semivar254.545454545455","semivar256.363636363636","semivar258.181818181818","semivar260","semivar261.818181818182","semivar263.636363636364","semivar265.454545454545","semivar267.272727272727","semivar269.090909090909","semivar270.909090909091","semivar272.727272727273","semivar274.545454545455","semivar276.363636363636","semivar278.181818181818","semivar280","semivar281.818181818182","semivar283.636363636364","semivar285.454545454545","semivar287.272727272727","semivar289.090909090909","semivar290.909090909091","semivar292.727272727273","semivar294.545454545455","semivar296.363636363636","semivar298.181818181818","semivar300"
"AR-330_PIPES_2015-09-08_R_T2",95,"9/8/2015","11:19:21 AM",42.0897,27.665,18.6403,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",680,12.4390243902439,0.225893295000001,"0.00714024999999974","0.01044484","0.00279841000000011","0.00278784000000014","0.0135024399999998","0.0285610000000002","0.00358800999999987","0.000198809999999975","0.00278784000000014","0.00123903999999998","0.000198809999999975","0.00149768999999989","0.000309760000000057","0.0024206399999999","0.00278784000000014","0.00495615999999991","0.00714024999999974","0.00774400000000017","0.00600625000000009","0","1.15599999999944e-05","0.000309760000000057","0.00100489000000005","0.00714024999999974","0.00972196000000022","0.0111513599999998","0.00774400000000017","0.00837224999999998","0.0024206399999999","0.0007952399999999","0.000445210000000024","0.000112360000000003","0.00149768999999989","0.00208849000000001","0.00654480999999996","0.00837224999999998","0.00358800999999987","0.00208849000000001","0.00208849000000001","0.00208849000000001","0.00149768999999989","0.0024206399999999","0.00358800999999987","0.00546121000000027","0.00654480999999996","0.00902499999999978","0.0104040000000001","0.00972196000000022","0.00837224999999998","0.00358800999999987","0.000605159999999976","0","5.04100000000173e-05","0.000610089999999964","0","0.00318096","0.0135024399999998","0.0262439999999997","0.0285610000000002","0.0169780900000005","0.00902499999999978","0.00447561000000005","0.0024206399999999","0.00123903999999998","0.00149768999999989","0.0024206399999999","0.00600625000000009","0.00600625000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_R_T2",96,"9/8/2015","11:19:22 AM",42.2293,27.665,18.7353,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",690,12.6219512195122,0.219904705000001,"0.00902499999999978","0.032220249999999","0.0388878399999995","0.02187441","0.0017808399999998","0.000449440000000014","0.00547600000000024","0.00123200999999999","0.00654480999999996","0.0017808399999998","0.0035760399999999","0.00654480999999996","0.00316969000000003","0.00599075999999957","0.00209763999999999","0.0017808399999998","0.000605159999999976","0.000110250000000008","4.89999999999706e-05","0.00030624999999994","0.00902499999999978","0.00839055999999994","0.00599075999999957","0.00400688999999976","0.000110250000000008","1.29600000000163e-05","0.000112360000000003","4.89999999999706e-05","1.22499999999926e-05","0.00209763999999999","0.0151782399999993","0.00546120999999975","0.00712335999999978","0.00316969000000003","0.00243048999999988","0.000198809999999975","1.22499999999926e-05","0.00123200999999999","0.00243048999999988","0.00243048999999988","0.00243048999999988","0.00316969000000003","0.00209763999999999","0.00123200999999999","0.000445209999999874","0.000198809999999975","0","4.90000000000203e-05","1.29600000000163e-05","1.22499999999926e-05","0.00123200999999999","0.00495615999999991","0.00902499999999978","0.01042441","0.0143280899999996","0.00902499999999978","0.00148995999999991","0.000449440000000014","0.00448900000000002","0.00547600000000024","0.00124609000000021","0","0.000789609999999913","0.00209763999999999","0.0035760399999999","0.00316969000000003","0.00209763999999999","0.00030624999999994","0.00030624999999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_R_T2",97,"9/8/2015","11:19:23 AM",42.3069,27.665,18.7881,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",700,12.8048780487805,0.198503465,"0.00278784000000014","0.02184484","0.0539632899999994","0.0625","0.0402804900000005","0.00902499999999978","0.000998560000000061","0.000449440000000014","0.00772641000000021","0.0178756900000003","0.00902499999999978","0.0126787600000001","0.0178756900000003","0.0119028100000003","0.0169520399999996","0.00972196000000022","0.00902499999999978","0.00599076000000012","0.00400689000000021","0.0035760399999999","0.00494208999999994","0.02184484","0.0208513600000003","0.0169520399999996","0.0134792099999999","0.00400689000000021","0.0024206399999999","0.0017808400000001","0.0035760399999999","0.00316969000000003","0.00972196000000022","0.0309759999999994","0.0160528899999999","0.01882384","0.0119028100000003","0.01042441","0.00447561000000005","0.00316969000000003","0.00772641000000021","0.01042441","0.01042441","0.01042441","0.0119028100000003","0.00972196000000022","0.00772641000000021","0.00546120999999975","0.00447561000000005","0.00278784000000014","0.00209763999999999","0.0024206399999999","0.00316969000000003","0.00772641000000021","0.0151782400000002","0.02184484","0.0239940100000004","0.0297562499999998","0.02184484","0.00835396000000003","0.000998560000000061","0.000201639999999968","0.000449440000000014","0.00030624999999994","0.00278784000000014","0.00654480999999996","0.00972196000000022","0.0126787600000001","0.0119028100000003","0.00972196000000022","0.00494208999999994","0.00494208999999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_R_T2",98,"9/8/2015","11:19:24 AM",42.3069,27.665,18.7881,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",710,12.9878048780488,0.171520304999999,"0","0.00278784000000014","0.02184484","0.0539632899999994","0.0625","0.0402804900000005","0.00902499999999978","0.000998560000000061","0.000449440000000014","0.00772641000000021","0.0178756900000003","0.00902499999999978","0.0126787600000001","0.0178756900000003","0.0119028100000003","0.0169520399999996","0.00972196000000022","0.00902499999999978","0.00599076000000012","0.00400689000000021","0.0035760399999999","0.00494208999999994","0.02184484","0.0208513600000003","0.0169520399999996","0.0134792099999999","0.00400689000000021","0.0024206399999999","0.0017808400000001","0.0035760399999999","0.00316969000000003","0.00972196000000022","0.0309759999999994","0.0160528899999999","0.01882384","0.0119028100000003","0.01042441","0.00447561000000005","0.00316969000000003","0.00772641000000021","0.01042441","0.01042441","0.01042441","0.0119028100000003","0.00972196000000022","0.00772641000000021","0.00546120999999975","0.00447561000000005","0.00278784000000014","0.00209763999999999","0.0024206399999999","0.00316969000000003","0.00772641000000021","0.0151782400000002","0.02184484","0.0239940100000004","0.0297562499999998","0.02184484","0.00835396000000003","0.000998560000000061","0.000201639999999968","0.000449440000000014","0.00030624999999994","0.00278784000000014","0.00654480999999996","0.00972196000000022","0.0126787600000001","0.0119028100000003","0.00972196000000022","0.00494208999999994","0.00494208999999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_R_T2",99,"9/8/2015","11:19:25 AM",42.2708,27.665,18.7636,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",720,13.1707317073171,0.147587109999999,"0.000600249999999988","0.000600249999999988","0.000800890000000088","0.0152028900000001","0.0431808399999995","0.0508502500000001","0.0310464400000005","0.00497024999999988","5.04100000000173e-05","0.00208849000000001","0.00401956000000018","0.0119246400000003","0.00497024999999988","0.00776161000000013","0.0119246400000003","0.0071571600000003","0.0111724899999997","0.00549081000000021","0.00497024999999988","0.00279841000000011","0.00150544000000015","0.00124608999999996","0.00209763999999999","0.0152028900000001","0.0143760100000003","0.0111724899999997","0.00839055999999994","0.00150544000000015","0.000610089999999964","0.000313290000000049","0.00124608999999996","0.00101124000000003","0.00549081000000021","0.0229522499999996","0.01044484","0.0127012900000001","0.0071571600000003","0.00602176000000005","0.00179776000000006","0.00101124000000003","0.00401956000000018","0.00602176000000005","0.00602176000000005","0.00602176000000005","0.0071571600000003","0.00549081000000021","0.00401956000000018","0.00244035999999986","0.00179776000000006","0.000800890000000088","0.000453690000000004","0.000610089999999964","0.00101124000000003","0.00401956000000018","0.00974169000000018","0.0152028900000001","0.0170041600000004","0.0219039999999999","0.0152028900000001","0.00447561000000005","5.04100000000173e-05","0.00149768999999989","0.00208849000000001","4.90000000000203e-05","0.000800890000000088","0.00318096","0.00549081000000021","0.00776161000000013","0.0071571600000003","0.00549081000000021","0.00209763999999999","0.00209763999999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_R_T2",100,"9/8/2015","11:19:26 AM",42.188,27.665,18.7072,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",730,13.3536585365854,0.135002414999999,"0.00318096","0.00654480999999996","0.00654480999999996","0.000789609999999913","0.00447561000000005","0.0229219599999997","0.0285948100000001","0.0143520400000004","0.000198809999999975","0.00243048999999988","0.01042441","4.90000000000203e-05","0.00278784000000014","0.000198809999999975","0.00100489000000005","0.00278784000000014","0.0007952400000001","0.00243048999999988","0.000313290000000049","0.000198809999999975","1.22499999999926e-05","0.000309759999999932","0.000445210000000024","0.000112360000000003","0.00447561000000005","0.00403225000000016","0.00243048999999988","0.00123903999999998","0.000309759999999932","0.00100489000000005","0.00149768999999989","0.000445210000000024","0.000605159999999976","0.000313290000000049","0.00904400999999974","0.00209763999999999","0.00316969000000003","0.0007952400000001","0.000449440000000014","0.000195999999999982","0.000605159999999976","4.90000000000203e-05","0.000449440000000014","0.000449440000000014","0.000449440000000014","0.0007952400000001","0.000313290000000049","4.90000000000203e-05","4.90000000000203e-05","0.000195999999999982","0.000789609999999913","0.00123200999999999","0.00100489000000005","0.000605159999999976","4.90000000000203e-05","0.00178929000000008","0.00447561000000005","0.00547600000000024","0.00839055999999994","0.00447561000000005","0.000110250000000008","0.00243048999999988","0.00904400999999974","0.01042441","0.00401956000000018","0.000789609999999913","0","0.000313290000000049","0.00100489000000005","0.0007952400000001","0.000313290000000049","0.000112360000000003","0.000112360000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_R_T2",101,"9/8/2015","11:19:27 AM",42.1725,27.665,18.6967,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",740,13.5365853658537,0.146950369999999,"0.000110250000000008","0.00447561000000005","0.00835396000000003","0.00835396000000003","0.00148995999999991","0.00318096","0.0198528099999996","0.02515396","0.0119464900000002","1.29599999999907e-05","0.0035760399999999","0.0126787600000001","1.22499999999926e-05","0.00178929000000008","1.29599999999907e-05","0.000449440000000014","0.00178929000000008","0.000313290000000049","0.00150543999999988","5.18400000000142e-05","1.29599999999907e-05","0.000195999999999982","0.000789609999999913","0.000998560000000061","0.000445210000000024","0.00318096","0.00280900000000009","0.00150543999999988","0.000610089999999964","0.000789609999999913","0.0017808400000001","0.0024206399999999","0.000998560000000061","0.00123200999999999","5.18400000000142e-05","0.0071571599999997","0.00124608999999996","0.00209763999999999","0.000313290000000049","0.000114489999999999","0.000600249999999988","0.00123200999999999","1.22499999999926e-05","0.000114489999999999","0.000114489999999999","0.000114489999999999","0.000313290000000049","5.18400000000142e-05","1.22499999999926e-05","0.000306250000000065","0.000600249999999988","0.00148995999999991","0.00207936000000003","0.0017808400000001","0.00123200999999999","1.22499999999926e-05","0.00101124000000003","0.00318096","0.00403225000000016","0.00657720999999988","0.00318096","0","0.0035760399999999","0.0111513599999998","0.0126787600000001","0.00546121000000027","0.00148995999999991","0.000110250000000008","5.18400000000142e-05","0.000449440000000014","0.000313290000000049","5.18400000000142e-05","0.000445210000000024","0.000445210000000024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_R_T2",102,"9/8/2015","11:19:28 AM",42.1568,27.665,18.686,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",750,13.719512195122,0.175071074999999,"0.000114489999999999","0.000449440000000014","0.00602176000000005","0.01042441","0.01042441","0.00243048999999988","0.00208849000000001","0.0169520399999996","0.02187441","0.00972196000000022","5.04100000000173e-05","0.00497024999999988","0.0152028900000001","0.000201639999999968","0.000998560000000061","5.04100000000173e-05","0.000110250000000008","0.000998560000000061","4.90000000000203e-05","0.000789609999999913","1.22499999999926e-05","5.04100000000173e-05","0.000610089999999964","0.00150543999999988","0.00178929000000008","0.00101124000000003","0.00208849000000001","0.00178929000000008","0.000789609999999913","0.000195999999999982","0.00150543999999988","0.00279841000000011","0.00358800999999987","0.00178929000000008","0.00209763999999999","1.22499999999926e-05","0.00546120999999975","0.000605159999999976","0.00123200999999999","4.90000000000203e-05","0","0.00123903999999998","0.00209763999999999","0.000201639999999968","0","0","0","4.90000000000203e-05","1.22499999999926e-05","0.000201639999999968","0.0007952400000001","0.00123903999999998","0.00243048999999988","0.00316969000000003","0.00279841000000011","0.00209763999999999","0.000201639999999968","0.000445210000000024","0.00208849000000001","0.00278784000000014","0.00495615999999991","0.00208849000000001","0.000114489999999999","0.00497024999999988","0.0135256899999998","0.0152028900000001","0.0071571600000003","0.00243048999999988","0.000449440000000014","1.22499999999926e-05","0.000110250000000008","4.90000000000203e-05","1.22499999999926e-05","0.00101124000000003","0.00101124000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_R_T2",103,"9/8/2015","11:19:29 AM",42.1725,27.665,18.6967,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",760,13.9024390243902,0.2009625,"0.000114489999999999","0","0.000110250000000008","0.00447561000000005","0.00835396000000003","0.00835396000000003","0.00148995999999991","0.00318096","0.0198528099999996","0.02515396","0.0119464900000002","1.29599999999907e-05","0.0035760399999999","0.0126787600000001","1.22499999999926e-05","0.00178929000000008","1.29599999999907e-05","0.000449440000000014","0.00178929000000008","0.000313290000000049","0.00150543999999988","5.18400000000142e-05","1.29599999999907e-05","0.000195999999999982","0.000789609999999913","0.000998560000000061","0.000445210000000024","0.00318096","0.00280900000000009","0.00150543999999988","0.000610089999999964","0.000789609999999913","0.0017808400000001","0.0024206399999999","0.000998560000000061","0.00123200999999999","5.18400000000142e-05","0.0071571599999997","0.00124608999999996","0.00209763999999999","0.000313290000000049","0.000114489999999999","0.000600249999999988","0.00123200999999999","1.22499999999926e-05","0.000114489999999999","0.000114489999999999","0.000114489999999999","0.000313290000000049","5.18400000000142e-05","1.22499999999926e-05","0.000306250000000065","0.000600249999999988","0.00148995999999991","0.00207936000000003","0.0017808400000001","0.00123200999999999","1.22499999999926e-05","0.00101124000000003","0.00318096","0.00403225000000016","0.00657720999999988","0.00318096","0","0.0035760399999999","0.0111513599999998","0.0126787600000001","0.00546121000000027","0.00148995999999991","0.000110250000000008","5.18400000000142e-05","0.000449440000000014","0.000313290000000049","5.18400000000142e-05","0.000445210000000024","0.000445210000000024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_R_T2",104,"9/8/2015","11:19:30 AM",42.1465,27.665,18.679,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",770,14.0853658536585,0.210552355,"0.000313290000000049","4.90000000000203e-05","0.000313290000000049","0.0007952400000001","0.0071571600000003","0.0119028100000003","0.0119028100000003","0.00316969000000003","0.00149768999999989","0.0151782399999993","0.0198528099999996","0.00839055999999994","0.000198810000000075","0.00600625000000009","0.0169780900000005","0.000449440000000014","0.000605159999999976","0.000198810000000075","1.22499999999926e-05","0.000605159999999976","0","0.000445209999999874","0.000110250000000008","0.000198810000000075","0.00100489000000005","0.00209763999999999","0.00243049000000023","0.00150544000000015","0.00149768999999989","0.00124608999999996","0.000445209999999874","4.89999999999706e-05","0.00209763999999999","0.0035880100000003","0.00447561000000005","0.00243049000000023","0.00278784000000014","0.000110250000000008","0.00447560999999958","0.000309759999999932","0.000789609999999913","0","4.90000000000203e-05","0.0017808400000001","0.00278784000000014","0.000449440000000014","4.90000000000203e-05","4.90000000000203e-05","4.90000000000203e-05","0","0.000110250000000008","0.000449440000000014","0.00123904000000023","0.0017808400000001","0.00316969000000003","0.00400689000000021","0.0035880100000003","0.00278784000000014","0.000449440000000014","0.000198809999999975","0.00149768999999989","0.00209763999999999","0.00401955999999973","0.00149768999999989","0.000313290000000049","0.00600625000000009","0.0152028900000001","0.0169780900000005","0.00839056000000059","0.00316969000000003","0.0007952400000001","0.000110250000000008","1.22499999999926e-05","0","0.000110250000000008","0.00150544000000015","0.00150544000000015","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_R_T2",105,"9/8/2015","11:19:31 AM",42.1517,27.665,18.6825,NA,"AR-330_PIPES_2015-09-08_R_T2_final.csv",780,14.2682926829268,0.20513982,"1.22500000000175e-05","0.000201639999999968","1.22499999999926e-05","0.000201639999999968","0.000610089999999964","0.00657720999999988","0.0111513599999998","0.0111513599999998","0.00278783999999976","0.0017808400000001","0.0160528899999999","0.0208513600000003","0.00904401000000041","0.000112360000000003","0.00547599999999971","0.0160782399999998","0.000313289999999923","0.000789610000000113","0.000112360000000003","4.90000000000203e-05","0.000789610000000113","1.22500000000175e-05","0.000605159999999976","4.89999999999706e-05","0.000112360000000003","0.0007952399999999","0.00178928999999977","0.00209763999999999","0.00124608999999996","0.0017808400000001","0.00150544000000015","0.000605159999999976","0.000110250000000008","0.00178928999999977","0.00318096","0.00401955999999973","0.00209763999999999","0.00243048999999988","4.89999999999706e-05","0.00495615999999991","0.000445210000000024","0.000998560000000061","1.22500000000175e-05","1.22499999999926e-05","0.00149768999999989","0.00243048999999988","0.000313289999999923","1.22499999999926e-05","1.22499999999926e-05","1.22499999999926e-05","1.22500000000175e-05","4.89999999999706e-05","0.000313289999999923","0.00100489000000005","0.00149768999999989","0.00278783999999976","0.0035760399999999","0.00318096","0.00243048999999988","0.000313289999999923","0.000309760000000057","0.0017808400000001","0.00243049000000023","0.00447561000000005","0.0017808400000001","0.000201639999999968","0.00547599999999971","0.0143520399999995","0.0160782399999998","0.00776161000000013","0.00278783999999976","0.000610089999999964","4.89999999999706e-05","4.90000000000203e-05","1.22500000000175e-05","4.89999999999706e-05","0.00124608999999996","0.00124608999999996","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
