"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar3.37078651685393","semivar6.74157303370786","semivar10.1123595505618","semivar13.4831460674157","semivar16.8539325842697","semivar20.2247191011236","semivar23.5955056179775","semivar26.9662921348315","semivar30.3370786516854","semivar33.7078651685393","semivar37.0786516853933","semivar40.4494382022472","semivar43.8202247191011","semivar47.1910112359551","semivar50.561797752809","semivar53.9325842696629","semivar57.3033707865169","semivar60.6741573033708","semivar64.0449438202247","semivar67.4157303370787","semivar70.7865168539326","semivar74.1573033707865","semivar77.5280898876404","semivar80.8988764044944","semivar84.2696629213483","semivar87.6404494382023","semivar91.0112359550562","semivar94.3820224719101","semivar97.752808988764","semivar101.123595505618","semivar104.494382022472","semivar107.865168539326","semivar111.23595505618","semivar114.606741573034","semivar117.977528089888","semivar121.348314606742","semivar124.719101123596","semivar128.089887640449","semivar131.460674157303","semivar134.831460674157","semivar138.202247191011","semivar141.573033707865","semivar144.943820224719","semivar148.314606741573","semivar151.685393258427","semivar155.056179775281","semivar158.426966292135","semivar161.797752808989","semivar165.168539325843","semivar168.539325842697","semivar171.910112359551","semivar175.280898876405","semivar178.651685393258","semivar182.022471910112","semivar185.393258426966","semivar188.76404494382","semivar192.134831460674","semivar195.505617977528","semivar198.876404494382","semivar202.247191011236","semivar205.61797752809","semivar208.988764044944","semivar212.359550561798","semivar215.730337078652","semivar219.101123595506","semivar222.47191011236","semivar225.842696629213","semivar229.213483146067","semivar232.584269662921","semivar235.955056179775","semivar239.325842696629","semivar242.696629213483","semivar246.067415730337","semivar249.438202247191","semivar252.808988764045","semivar256.179775280899","semivar259.550561797753","semivar262.921348314607","semivar266.292134831461","semivar269.662921348315","semivar273.033707865169","semivar276.404494382022","semivar279.775280898876","semivar283.14606741573","semivar286.516853932584","semivar289.887640449438","semivar293.258426966292","semivar296.629213483146","semivar300"
"AR-345_RB1_2016-04-21_R_T1",30,"4/21/2016","11:18:45 AM",41.9088,16.523,18.5172,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",200,6.81818181818182,0.270376169999999,"0.00265225000000008","0.00935089000000039","0.00110889000000004","0.0105267599999998","0","3.60000000000027e-05","8.2810000000002e-05","8.2810000000002e-05","8.2810000000002e-05","0.000144000000000011","3.48100000000054e-05","3.48100000000054e-05","0.000445210000000024","0.00154449000000006","0.00110889000000004","0.00571536000000022","0.00154449000000006","0.000745290000000018","8.41000000000201e-06","0.00294848999999976","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",31,"4/21/2016","11:18:46 AM",41.8911,16.523,18.5052,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",210,7.15909090909091,0.292271864999999,"0.000144000000000011","0.00403225000000016","0.0118156900000005","0.00205209000000009","0.00820835999999972","0.000144000000000011","0.000324000000000025","0.000445210000000024","0.000445210000000024","0.000445210000000024","0","3.72099999999999e-05","3.72099999999999e-05","0.00109561000000007","0.00263169000000013","0.00205209000000009","0.00767376000000033","0.00263169000000013","0.00154449000000006","8.2810000000002e-05","0.00178928999999977","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",32,"4/21/2016","11:18:47 AM",41.9221,16.523,18.5263,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",220,7.5,0.345265914999999,"0.000445210000000024","8.2810000000002e-05","0.00179776000000006","0.00767376000000033","0.000585640000000021","0.0124768899999998","8.2810000000002e-05","9.60999999999926e-06","0","0","0","0.000445210000000024","0.000225000000000017","0.000225000000000017","0.000144000000000011","0.00091204000000004","0.000585640000000021","0.00442225000000018","0.00091204000000004","0.000331240000000008","0.000144000000000011","0.00401955999999973","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",33,"4/21/2016","11:18:48 AM",41.971,16.523,18.5596,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",230,7.84090909090909,0.384605514999999,"0.00110889000000004","0.00295936000000012","0.00179776000000006","8.2810000000002e-05","0.00294849000000015","8.2810000000002e-05","0.0210249999999999","0.00179776000000006","0.00132496000000003","0.00110889000000004","0.00110889000000004","0.00110889000000004","0.00295936000000012","0.00233289000000011","0.00233289000000011","0.000453690000000004","9.60999999999926e-06","8.2810000000002e-05","0.00110224000000005","9.60999999999926e-06","0.00022801000000001","0.00205209000000009","0.0093508899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",34,"4/21/2016","11:18:49 AM",42.0154,16.523,18.5898,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",240,8.18181818181818,0.380369359999999,"0.00091204000000004","0.00403225000000016","0.0071571600000003","0.00527076000000019","0.000445210000000024","0.000580810000000033","0.00154449000000006","0.0306950400000001","0.00527076000000019","0.00443556000000015","0.00403225000000016","0.00403225000000016","0.00403225000000016","0.0071571600000003","0.00616225000000028","0.00616225000000028","0.00265225000000008","0.00110889000000004","0.00154449000000006","9.00000000000068e-06","0.00110889000000004","0.00205209000000009","0.00570025000000025","0.0161036099999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",35,"4/21/2016","11:18:50 AM",41.9844,16.523,18.5687,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",250,8.52272727272727,0.347468659999999,"0.000445210000000024","8.2810000000002e-05","0.00179776000000006","0.00403225000000016","0.00265225000000008","0","0.00204304000000011","0.000331240000000008","0.0237468099999999","0.00265225000000008","0.00207025000000005","0.00179776000000006","0.00179776000000006","0.00179776000000006","0.00403225000000016","0.00329476000000014","0.00329476000000014","0.000924160000000012","0.00014884","0.000331240000000008","0.000580810000000033","0.00014884","0.000585640000000021","0.00295936000000012","0.0111936399999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",36,"4/21/2016","11:18:51 AM",41.971,16.523,18.5596,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",260,8.86363636363636,0.312524089999999,"8.2810000000002e-05","0.00091204000000004","0","0.00110889000000004","0.00295936000000012","0.00179776000000006","8.2810000000002e-05","0.00294849000000015","8.2810000000002e-05","0.0210249999999999","0.00179776000000006","0.00132496000000003","0.00110889000000004","0.00110889000000004","0.00110889000000004","0.00295936000000012","0.00233289000000011","0.00233289000000011","0.000453690000000004","9.60999999999926e-06","8.2810000000002e-05","0.00110224000000005","9.60999999999926e-06","0.00022801000000001","0.00205209000000009","0.0093508899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",37,"4/21/2016","11:18:52 AM",41.9532,16.523,18.5475,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",270,9.20454545454545,0.292382359999999,"0.000146410000000005","0.000449440000000014","0.00178929000000008","0.000146410000000005","0.000449440000000014","0.00178929000000008","0.000918090000000027","0.000449440000000014","0.00440896000000021","9.00000000000068e-06","0.0176624099999998","0.000918090000000027","0.00059049000000001","0.000449440000000014","0.000449440000000014","0.000449440000000014","0.00178929000000008","0.00131044000000007","0.00131044000000007","8.46399999999977e-05","8.10000000000061e-05","9.00000000000068e-06","0.00205209000000009","8.10000000000061e-05","9.00000000000068e-06","0.00110224000000005","0.0071571599999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",38,"4/21/2016","11:18:53 AM",41.9044,16.523,18.5143,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",280,9.54545454545454,0.294176994999999,"0.00110224000000005","0.00205209000000009","0.00295936000000012","0.00570025000000025","0.00205209000000009","0.000144000000000011","8.2810000000002e-05","8.41000000000201e-06","0.00295936000000012","0.00992016000000047","0.00131044000000007","0.00994008999999971","8.41000000000201e-06","7.92100000000102e-05","0.000144000000000011","0.000144000000000011","0.000144000000000011","8.2810000000002e-05","9.00000000000068e-06","9.00000000000068e-06","0.000576000000000044","0.0017808400000001","0.00131044000000007","0.00616225000000028","0.0017808400000001","0.00091204000000004","0","0.00264195999999974","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",39,"4/21/2016","11:18:54 AM",41.9532,16.523,18.5475,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",290,9.88636363636364,0.297298039999999,"0.00110224000000005","0","0.000146410000000005","0.000449440000000014","0.00178929000000008","0.000146410000000005","0.000449440000000014","0.00178929000000008","0.000918090000000027","0.000449440000000014","0.00440896000000021","9.00000000000068e-06","0.0176624099999998","0.000918090000000027","0.00059049000000001","0.000449440000000014","0.000449440000000014","0.000449440000000014","0.00178929000000008","0.00131044000000007","0.00131044000000007","8.46399999999977e-05","8.10000000000061e-05","9.00000000000068e-06","0.00205209000000009","8.10000000000061e-05","9.00000000000068e-06","0.00110224000000005","0.0071571599999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",40,"4/21/2016","11:18:55 AM",41.8955,16.523,18.5082,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",300,10.2272727272727,0.309107434999999,"0.00154449000000006","3.72099999999999e-05","0.00154449000000006","0.0026419600000001","0.00366025000000013","0.00665856000000027","0.0026419600000001","0.000327610000000016","9.00000000000068e-06","8.10000000000061e-05","0.00366025000000013","0.0111724900000005","0.00178929000000008","0.00876095999999973","8.10000000000061e-05","0.000225000000000017","0.000327610000000016","0.000327610000000016","0.000327610000000016","9.00000000000068e-06","9.60999999999926e-06","9.60999999999926e-06","0.000906010000000054","0.00233289000000011","0.00178929000000008","0.0071571600000003","0.00233289000000011","0.00131769000000005","3.72099999999999e-05","0.00205208999999977","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",41,"4/21/2016","11:18:56 AM",41.8556,16.523,18.481,20,"AR-345_RB1_2016-04-21_R_T1_final.csv",310,10.5681818181818,0.340242344999999,"0.000739839999999837","0.00442224999999971","0.0011088899999998","0.00442224999999971","0.00617795999999969","0.00769128999999967","0.0118374399999997","0.00617795999999969","0.00205208999999977","0.00058563999999985","0.00131043999999981","0.00769128999999967","0.0176624099999998","0.00483024999999971","0.00440896000000021","0.00131043999999981","0.0017808399999998","0.00205208999999977","0.00205208999999977","0.00205208999999977","0.00058563999999985","0.000918089999999811","0.000918089999999811","0.00328328999999976","0.00570024999999972","0.00483024999999971","0.0124992399999997","0.00570024999999972","0.0040322499999997","0.0011088899999998","0.000327610000000016","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",46,"4/21/2016","11:19:01 AM",41.8689,16.523,18.4901,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",320,10.9090909090909,0.337581905,"8.2810000000002e-05","0.000327609999999888","0.00329475999999973","0.00058563999999985","0.00329475999999973","0.00483024999999971","0.00617795999999969","0.00994008999999971","0.00483024999999971","0.00131043999999981","0.000228009999999903","0.00073440999999985","0.00617795999999969","0.0153264399999998","0.00364815999999973","0.00570025000000025","0.00073440999999985","0.00109560999999983","0.00131043999999981","0.00131043999999981","0.00131043999999981","0.000228009999999903","0.000449439999999863","0.000449439999999863","0.00232323999999979","0.00440895999999974","0.00364815999999973","0.0105472899999997","0.00440895999999974","0.00295935999999973","0.00058563999999985","0.00073984000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",47,"4/21/2016","11:19:02 AM",41.82,16.523,18.4568,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",330,11.25,0.308245265000001,"0.00110889000000004","0.000585640000000021","0.00264195999999974","0.00822648999999968","0.00330624999999971","0.00822648999999968","0.0105678399999997","0.0125216099999997","0.0176889999999998","0.0105678399999997","0.00483024999999971","0.00234255999999974","0.00364815999999973","0.0125216099999997","0.0246804099999999","0.00877968999999969","0.0017808400000001","0.00364815999999973","0.00440895999999974","0.00483024999999971","0.00483024999999971","0.00483024999999971","0.00234255999999974","0.00297024999999971","0.00297024999999971","0.00664224999999973","0.00994008999999971","0.00877968999999969","0.0184959999999998","0.00994008999999971","0.00769128999999967","0.00330624999999971","3.72099999999999e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",48,"4/21/2016","11:19:03 AM",41.8157,16.523,18.4539,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",340,11.5909090909091,0.307057525000001,"8.41000000000201e-06","0.00131044000000007","0.000734410000000043","0.00294848999999976","0.00876095999999973","0.00364815999999973","0.00876095999999973","0.0111724899999997","0.0131790399999997","0.0184688099999999","0.0111724899999997","0.00524175999999975","0.00263168999999976","0.00400688999999976","0.0131790399999997","0.0256","0.00933155999999975","0.00154449000000006","0.00400688999999976","0.00480248999999977","0.00524175999999975","0.00524175999999975","0.00524175999999975","0.00263168999999976","0.00329475999999973","0.00329475999999973","0.00712335999999978","0.0105267599999998","0.00933155999999975","0.0192932099999999","0.0105267599999998","0.00820835999999972","0.00364815999999973","8.10000000000061e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",49,"4/21/2016","11:19:04 AM",41.8511,16.523,18.478,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",350,11.9318181818182,0.325327705000001,"0.000580810000000033","0.000449440000000014","0.000146410000000005","9.00000000000068e-06","0.000912039999999826","0.00483024999999971","0.00131768999999979","0.00483024999999971","0.00665855999999969","0.00822648999999968","0.0124992399999997","0.00665855999999969","0.00233288999999977","0.000739839999999837","0.0015366399999998","0.00822648999999968","0.0184688099999999","0.00525624999999971","0.00401956000000018","0.0015366399999998","0.00204303999999979","0.00233288999999977","0.00233288999999977","0.00233288999999977","0.000739839999999837","0.0011088899999998","0.0011088899999998","0.00363608999999976","0.00616224999999972","0.00525624999999971","0.0131790399999997","0.00616224999999972","0.00442224999999971","0.00131768999999979","0.00022801000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",50,"4/21/2016","11:19:05 AM",41.9176,16.523,18.5232,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",360,12.2727272727273,0.353264010000001,"0.00204303999999979","0.00480248999999977","0.00440895999999974","0.00109560999999983","0.0017808399999998","0.000225000000000017","0.00059049000000001","7.92100000000102e-05","0.00059049000000001","0.00132496000000003","0.00207025000000005","0.00443556000000015","0.00132496000000003","9.60999999999926e-06","0.000324000000000025","3.60000000000027e-05","0.00207025000000005","0.00822649000000032","0.000745290000000018","0.0117939599999998","3.60000000000027e-05","0","9.60999999999926e-06","9.60999999999926e-06","9.60999999999926e-06","0.000324000000000025","0.000141610000000016","0.000141610000000016","0.00022801000000001","0.00110889000000004","0.000745290000000018","0.00484416000000017","0.00110889000000004","0.000453690000000004","7.92100000000102e-05","0.00363608999999976","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",51,"4/21/2016","11:19:06 AM",41.9488,16.523,18.5445,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",370,12.6136363636364,0.380877625,"0.000453690000000004","0.00442224999999971","0.00820835999999972","0.00769128999999967","0.00295935999999973","0.0040322499999997","0.00131769000000005","9.00000000000068e-06","0.00091204000000004","9.00000000000068e-06","0.00022801000000001","0.000585640000000021","0.00205209000000009","0.00022801000000001","0.000331240000000008","0.00154449000000006","0.000745290000000018","0.000585640000000021","0.00481636000000023","3.60000000000027e-05","0.0168740099999998","0.000745290000000018","0.000453690000000004","0.000331240000000008","0.000331240000000008","0.000331240000000008","0.00154449000000006","0.00110224000000005","0.00110224000000005","3.8439999999997e-05","0.000144000000000011","3.60000000000027e-05","0.00233289000000011","0.000144000000000011","0","0.00091204000000004","0.00665855999999969","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",52,"4/21/2016","11:19:07 AM",41.931,16.523,18.5324,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",380,12.9545454545455,0.389386539999999,"0.000146410000000005","8.46399999999977e-05","0.00295935999999973","0.00616224999999972","0.00571535999999968","0.00178928999999977","0.00264195999999974","0.000585640000000021","0.00022801000000001","0.000327610000000016","0.00022801000000001","0.00073984000000003","0.00131769000000005","0.00329476000000014","0.00073984000000003","3.72099999999999e-05","0.00073984000000003","0.000231040000000003","0.00131769000000005","0.00664225000000031","0.000327610000000016","0.0138768399999998","0.000231040000000003","8.46399999999977e-05","3.72099999999999e-05","3.72099999999999e-05","3.72099999999999e-05","0.00073984000000003","0.000445210000000024","0.000445210000000024","3.48100000000054e-05","0.000580810000000033","0.000327610000000016","0.00364816000000016","0.000580810000000033","0.000146410000000005","0.000327610000000016","0.00483024999999971","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",53,"4/21/2016","11:19:08 AM",41.8911,16.523,18.5052,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",390,13.2954545454545,0.372124704999999,"0.00073984000000003","0.00154449000000006","0.000324000000000025","0.000739839999999837","0.00263168999999976","0.00234255999999974","0.000228009999999903","0.00058563999999985","9.00000000000068e-06","0.00178929000000008","8.2810000000002e-05","0.00178929000000008","0.00295936000000012","0.00403225000000016","0.0071571600000003","0.00295936000000012","0.000445210000000024","0","0.000144000000000011","0.00403225000000016","0.0118156900000005","0.00205209000000009","0.00820835999999972","0.000144000000000011","0.000324000000000025","0.000445210000000024","0.000445210000000024","0.000445210000000024","0","3.72099999999999e-05","3.72099999999999e-05","0.00109561000000007","0.00263169000000013","0.00205209000000009","0.00767376000000033","0.00263169000000013","0.00154449000000006","8.2810000000002e-05","0.00178928999999977","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",54,"4/21/2016","11:19:09 AM",41.9176,16.523,18.5232,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",400,13.6363636363636,0.34980472,"0.000324000000000025","8.46399999999977e-05","0.000453690000000004","0","0.00204303999999979","0.00480248999999977","0.00440895999999974","0.00109560999999983","0.0017808399999998","0.000225000000000017","0.00059049000000001","7.92100000000102e-05","0.00059049000000001","0.00132496000000003","0.00207025000000005","0.00443556000000015","0.00132496000000003","9.60999999999926e-06","0.000324000000000025","3.60000000000027e-05","0.00207025000000005","0.00822649000000032","0.000745290000000018","0.0117939599999998","3.60000000000027e-05","0","9.60999999999926e-06","9.60999999999926e-06","9.60999999999926e-06","0.000324000000000025","0.000141610000000016","0.000141610000000016","0.00022801000000001","0.00110889000000004","0.000745290000000018","0.00484416000000017","0.00110889000000004","0.000453690000000004","7.92100000000102e-05","0.00363608999999976","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",55,"4/21/2016","11:19:10 AM",41.9577,16.523,18.5505,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",410,13.9772727272727,0.342982760000001,"0.000745290000000018","0.00205209000000009","0.000327610000000016","3.60000000000027e-05","0.000745290000000018","0.00525624999999971","0.00933155999999975","0.00877968999999969","0.00364815999999973","0.00483024999999971","0.00178929000000008","9.00000000000068e-06","0.00131044000000007","9.00000000000068e-06","8.2810000000002e-05","0.000331240000000008","0.00154449000000006","8.2810000000002e-05","0.000585640000000021","0.00205209000000009","0.00110889000000004","0.000331240000000008","0.00401956000000018","0","0.0184688099999999","0.00110889000000004","0.000745290000000018","0.000585640000000021","0.000585640000000021","0.000585640000000021","0.00205209000000009","0.00153664000000008","0.00153664000000008","0.00014884","3.60000000000027e-05","0","0.00178929000000008","3.60000000000027e-05","3.60000000000027e-05","0.00131044000000007","0.00767375999999971","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2016-04-21_R_T1",56,"4/21/2016","11:19:11 AM",41.9754,16.523,18.5626,NA,"AR-345_RB1_2016-04-21_R_T1_final.csv",420,14.3181818181818,0.368239145000001,"0.000146410000000005","0.00155236000000004","0.00329476000000014","0.00091204000000004","0.000327610000000016","0.00155236000000004","0.0071571599999997","0.0118156899999998","0.0111936399999997","0.00525624999999971","0.00665855999999969","0.00295936000000012","0.00022801000000001","0.00233289000000011","0.00022801000000001","9.00000000000068e-06","3.72099999999999e-05","0.00073984000000003","9.00000000000068e-06","0.00131769000000005","0.00329476000000014","0.00206116000000007","3.72099999999999e-05","0.00263169000000013","0.000146410000000005","0.0219039999999999","0.00206116000000007","0.00155236000000004","0.00131769000000005","0.00131769000000005","0.00131769000000005","0.00329476000000014","0.00263169000000013","0.00263169000000013","0.00059049000000001","3.72099999999999e-05","0.000146410000000005","0.00091204000000004","3.72099999999999e-05","0.000327610000000016","0.00233289000000011","0.00994008999999971","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
