"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.33333333333333","semivar2.66666666666667","semivar4","semivar5.33333333333333","semivar6.66666666666667","semivar8","semivar9.33333333333333","semivar10.6666666666667","semivar12","semivar13.3333333333333","semivar14.6666666666667","semivar16","semivar17.3333333333333","semivar18.6666666666667","semivar20","semivar21.3333333333333","semivar22.6666666666667","semivar24","semivar25.3333333333333","semivar26.6666666666667","semivar28","semivar29.3333333333333","semivar30.6666666666667","semivar32","semivar33.3333333333333","semivar34.6666666666667","semivar36","semivar37.3333333333333","semivar38.6666666666667","semivar40","semivar41.3333333333333","semivar42.6666666666667","semivar44","semivar45.3333333333333","semivar46.6666666666667","semivar48","semivar49.3333333333333","semivar50.6666666666667","semivar52","semivar53.3333333333333","semivar54.6666666666667","semivar56","semivar57.3333333333333","semivar58.6666666666667","semivar60","semivar61.3333333333333","semivar62.6666666666667","semivar64","semivar65.3333333333333","semivar66.6666666666667","semivar68","semivar69.3333333333333","semivar70.6666666666667","semivar72","semivar73.3333333333333","semivar74.6666666666667","semivar76","semivar77.3333333333333","semivar78.6666666666667","semivar80","semivar81.3333333333333","semivar82.6666666666667","semivar84","semivar85.3333333333333","semivar86.6666666666667","semivar88","semivar89.3333333333333","semivar90.6666666666667","semivar92","semivar93.3333333333333","semivar94.6666666666667","semivar96","semivar97.3333333333333","semivar98.6666666666667","semivar100","semivar101.333333333333","semivar102.666666666667","semivar104","semivar105.333333333333","semivar106.666666666667","semivar108","semivar109.333333333333","semivar110.666666666667","semivar112","semivar113.333333333333","semivar114.666666666667","semivar116","semivar117.333333333333","semivar118.666666666667","semivar120","semivar121.333333333333","semivar122.666666666667","semivar124","semivar125.333333333333","semivar126.666666666667","semivar128","semivar129.333333333333","semivar130.666666666667","semivar132","semivar133.333333333333","semivar134.666666666667","semivar136","semivar137.333333333333","semivar138.666666666667","semivar140","semivar141.333333333333","semivar142.666666666667","semivar144","semivar145.333333333333","semivar146.666666666667","semivar148","semivar149.333333333333","semivar150.666666666667","semivar152","semivar153.333333333333","semivar154.666666666667","semivar156","semivar157.333333333333","semivar158.666666666667","semivar160","semivar161.333333333333","semivar162.666666666667","semivar164","semivar165.333333333333","semivar166.666666666667","semivar168","semivar169.333333333333","semivar170.666666666667","semivar172","semivar173.333333333333","semivar174.666666666667","semivar176","semivar177.333333333333","semivar178.666666666667","semivar180","semivar181.333333333333","semivar182.666666666667","semivar184","semivar185.333333333333","semivar186.666666666667","semivar188","semivar189.333333333333","semivar190.666666666667","semivar192","semivar193.333333333333","semivar194.666666666667","semivar196","semivar197.333333333333","semivar198.666666666667","semivar200","semivar201.333333333333","semivar202.666666666667","semivar204","semivar205.333333333333","semivar206.666666666667","semivar208","semivar209.333333333333","semivar210.666666666667","semivar212","semivar213.333333333333","semivar214.666666666667","semivar216","semivar217.333333333333","semivar218.666666666667","semivar220","semivar221.333333333333","semivar222.666666666667","semivar224","semivar225.333333333333","semivar226.666666666667","semivar228","semivar229.333333333333","semivar230.666666666667","semivar232","semivar233.333333333333","semivar234.666666666667","semivar236","semivar237.333333333333","semivar238.666666666667","semivar240","semivar241.333333333333","semivar242.666666666667","semivar244","semivar245.333333333333","semivar246.666666666667","semivar248","semivar249.333333333333","semivar250.666666666667","semivar252","semivar253.333333333333","semivar254.666666666667","semivar256","semivar257.333333333333","semivar258.666666666667","semivar260","semivar261.333333333333","semivar262.666666666667","semivar264","semivar265.333333333333","semivar266.666666666667","semivar268","semivar269.333333333333","semivar270.666666666667","semivar272","semivar273.333333333333","semivar274.666666666667","semivar276","semivar277.333333333333","semivar278.666666666667","semivar280","semivar281.333333333333","semivar282.666666666667","semivar284","semivar285.333333333333","semivar286.666666666667","semivar288","semivar289.333333333333","semivar290.666666666667","semivar292","semivar293.333333333333","semivar294.666666666667","semivar296","semivar297.333333333333","semivar298.666666666667","semivar300"
"AR-330_H-UNITS_2015-09-08_S",25,"9/8/2015","3:38:46 PM",42.6528,27.665,19.02350648,30,"AR-330_H-UNITS_2015-09-08_S_final.csv",0,0,0.484843972765253,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2015-09-08_S",26,"9/8/2015","3:38:47 PM",42.6262,27.665,19.00540625,NA,"AR-330_H-UNITS_2015-09-08_S_final.csv",10,0.133928571428571,1.53746657045079,"0.000327618326052962","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2015-09-08_S",27,"9/8/2015","3:38:48 PM",42.5995,27.665,18.98723798,NA,"AR-330_H-UNITS_2015-09-08_S_final.csv",20,0.267857142857143,2.74873248263569,"0.000330086034792912","0.00131540409225015","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2015-09-08_S",28,"9/8/2015","3:38:49 PM",42.6483,27.665,19.02044441,NA,"AR-330_H-UNITS_2015-09-08_S_final.csv",30,0.401785714285714,3.83420287036488,"0.00110266699334489","0.000226146256185587","9.37627268491309e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2015-09-08_S",29,"9/8/2015","3:38:50 PM",42.6395,27.665,19.01445636,NA,"AR-330_H-UNITS_2015-09-08_S_final.csv",40,0.535714285714286,4.66884564629502,"3.58567428024896e-05","0.000740840209824442","8.1904491012108e-05","8.1904672014423e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2015-09-08_S",30,"9/8/2015","3:38:51 PM",42.6307,27.665,19.00846832,NA,"AR-330_H-UNITS_2015-09-08_S_final.csv",50,0.669642857142857,5.27818942703137,"3.58566230416223e-05","0.000143426731688124","0.000450727336515553","9.37627268489133e-06","0.000226146256185694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2015-09-08_S",31,"9/8/2015","3:38:52 PM",42.7241,27.665,19.07202324,NA,"AR-330_H-UNITS_2015-09-08_S_final.csv",60,0.803571428571428,5.73990724689071,"0.00403922785620658","0.00331394567293435","0.00266037570416894","0.00718854031326765","0.0044378233566601","0.00235387600089743","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2015-09-08_S",32,"9/8/2015","3:38:53 PM",42.8175,27.665,19.13557817,NA,"AR-330_H-UNITS_2015-09-08_S_final.csv",70,0.9375,6.05939280403481,"0.00403922912730473","0.0161569139670225","0.0146704928576757","0.0132557826917374","0.0220048119692358","0.0169447287564861","0.0125600636994554","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2015-09-08_S",33,"9/8/2015","3:38:54 PM",42.5683,27.665,18.96600764,NA,"AR-330_H-UNITS_2015-09-08_S_final.csv",80,1.07142857142857,6.31377440524646,"0.0287541646444802","0.0112393074433598","0.00180290934606221","0.00234727846963837","0.00296336192803277","0.000450727336515553","0.00155225046993204","0.00330611660134571","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_H-UNITS_2015-09-08_S",34,"9/8/2015","3:38:55 PM",42.4038,27.665,18.85407204,NA,"AR-330_H-UNITS_2015-09-08_S_final.csv",90,1.20535714285714,6.53522407292377,"0.0125295785473606","0.0792457012275771","0.0475027255814407","0.0238382112778385","0.0257231301018631","0.0276797654994173","0.017733167576084","0.0229020431163246","0.0287080294581148","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
