"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.62162162162162","semivar3.24324324324324","semivar4.86486486486486","semivar6.48648648648649","semivar8.10810810810811","semivar9.72972972972973","semivar11.3513513513514","semivar12.972972972973","semivar14.5945945945946","semivar16.2162162162162","semivar17.8378378378378","semivar19.4594594594595","semivar21.0810810810811","semivar22.7027027027027","semivar24.3243243243243","semivar25.9459459459459","semivar27.5675675675676","semivar29.1891891891892","semivar30.8108108108108","semivar32.4324324324324","semivar34.0540540540541","semivar35.6756756756757","semivar37.2972972972973","semivar38.9189189189189","semivar40.5405405405405","semivar42.1621621621622","semivar43.7837837837838","semivar45.4054054054054","semivar47.027027027027","semivar48.6486486486486","semivar50.2702702702703","semivar51.8918918918919","semivar53.5135135135135","semivar55.1351351351351","semivar56.7567567567568","semivar58.3783783783784","semivar60","semivar61.6216216216216","semivar63.2432432432432","semivar64.8648648648649","semivar66.4864864864865","semivar68.1081081081081","semivar69.7297297297297","semivar71.3513513513514","semivar72.972972972973","semivar74.5945945945946","semivar76.2162162162162","semivar77.8378378378378","semivar79.4594594594595","semivar81.0810810810811","semivar82.7027027027027","semivar84.3243243243243","semivar85.945945945946","semivar87.5675675675676","semivar89.1891891891892","semivar90.8108108108108","semivar92.4324324324324","semivar94.054054054054","semivar95.6756756756757","semivar97.2972972972973","semivar98.9189189189189","semivar100.540540540541","semivar102.162162162162","semivar103.783783783784","semivar105.405405405405","semivar107.027027027027","semivar108.648648648649","semivar110.27027027027","semivar111.891891891892","semivar113.513513513514","semivar115.135135135135","semivar116.756756756757","semivar118.378378378378","semivar120","semivar121.621621621622","semivar123.243243243243","semivar124.864864864865","semivar126.486486486486","semivar128.108108108108","semivar129.72972972973","semivar131.351351351351","semivar132.972972972973","semivar134.594594594595","semivar136.216216216216","semivar137.837837837838","semivar139.459459459459","semivar141.081081081081","semivar142.702702702703","semivar144.324324324324","semivar145.945945945946","semivar147.567567567568","semivar149.189189189189","semivar150.810810810811","semivar152.432432432432","semivar154.054054054054","semivar155.675675675676","semivar157.297297297297","semivar158.918918918919","semivar160.540540540541","semivar162.162162162162","semivar163.783783783784","semivar165.405405405405","semivar167.027027027027","semivar168.648648648649","semivar170.27027027027","semivar171.891891891892","semivar173.513513513514","semivar175.135135135135","semivar176.756756756757","semivar178.378378378378","semivar180","semivar181.621621621622","semivar183.243243243243","semivar184.864864864865","semivar186.486486486486","semivar188.108108108108","semivar189.72972972973","semivar191.351351351351","semivar192.972972972973","semivar194.594594594595","semivar196.216216216216","semivar197.837837837838","semivar199.459459459459","semivar201.081081081081","semivar202.702702702703","semivar204.324324324324","semivar205.945945945946","semivar207.567567567568","semivar209.189189189189","semivar210.810810810811","semivar212.432432432432","semivar214.054054054054","semivar215.675675675676","semivar217.297297297297","semivar218.918918918919","semivar220.540540540541","semivar222.162162162162","semivar223.783783783784","semivar225.405405405405","semivar227.027027027027","semivar228.648648648649","semivar230.27027027027","semivar231.891891891892","semivar233.513513513514","semivar235.135135135135","semivar236.756756756757","semivar238.378378378378","semivar240","semivar241.621621621622","semivar243.243243243243","semivar244.864864864865","semivar246.486486486486","semivar248.108108108108","semivar249.72972972973","semivar251.351351351351","semivar252.972972972973","semivar254.594594594595","semivar256.216216216216","semivar257.837837837838","semivar259.459459459459","semivar261.081081081081","semivar262.702702702703","semivar264.324324324324","semivar265.945945945946","semivar267.567567567568","semivar269.189189189189","semivar270.810810810811","semivar272.432432432432","semivar274.054054054054","semivar275.675675675676","semivar277.297297297297","semivar278.918918918919","semivar280.540540540541","semivar282.162162162162","semivar283.783783783784","semivar285.405405405405","semivar287.027027027027","semivar288.648648648649","semivar290.27027027027","semivar291.891891891892","semivar293.513513513513","semivar295.135135135135","semivar296.756756756757","semivar298.378378378378","semivar300"
"AR-370_PIPES_2015-12-08_S",12,"12/8/2015","1:52:48 PM",36.877,16.141,15.0933,30,"AR-370_PIPES_2015-12-08_S_final.csv",0,0,1.14389088,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-12-08_S",13,"12/8/2015","1:52:49 PM",36.9391,16.141,15.1356,NA,"AR-370_PIPES_2015-12-08_S_final.csv",10,0.16304347826087,3.42405254,"0.00178929000000008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-12-08_S",14,"12/8/2015","1:52:50 PM",36.7787,16.141,15.0264,NA,"AR-370_PIPES_2015-12-08_S_final.csv",20,0.326086956521739,5.53517822,"0.0119246399999999","0.00447560999999982","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-12-08_S",15,"12/8/2015","1:52:51 PM",36.5926,16.141,14.8998,NA,"AR-370_PIPES_2015-12-08_S_final.csv",30,0.489130434782609,6.68877146,"0.01602756","0.0556016399999997","0.0374422499999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-12-08_S",16,"12/8/2015","1:52:52 PM",36.3805,16.141,14.7555,NA,"AR-370_PIPES_2015-12-08_S_final.csv",40,0.652173913043478,6.803069285,"0.0208224900000003","0.0733868100000006","0.14447601","0.11410884","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-12-08_S",17,"12/8/2015","1:52:53 PM",36.3288,16.141,14.7203,NA,"AR-370_PIPES_2015-12-08_S_final.csv",50,0.815217391304348,6.21596109,"0.00123903999999998","0.0322202500000003","0.0936972100000004","0.17247409","0.139129","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-12-08_S",18,"12/8/2015","1:52:54 PM",36.4943,16.141,14.8329,NA,"AR-370_PIPES_2015-12-08_S_final.csv",60,0.978260869565217,5.41562786,"0.0126787600000001","0.00599076000000012","0.00447561000000005","0.0374422500000001","0.0916272899999998","0.0678081599999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-12-08_S",19,"12/8/2015","1:52:55 PM",36.7167,16.141,14.9842,NA,"AR-370_PIPES_2015-12-08_S_final.csv",70,1.14130434782609,4.781149,"0.0228916899999997","0.0696432099999998","0.05230369","0.00712335999999978","0.0017808400000001","0.0229219600000002","0.0119028099999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-12-08_S",20,"12/8/2015","1:52:56 PM",36.9183,16.141,15.1214,NA,"AR-370_PIPES_2015-12-08_S_final.csv",80,1.30434782608696,4.597856605,"0.01882384","0.0832322499999995","0.16088121","0.13388281","0.0491065599999994","0.00902499999999978","0.000201640000000019","0.000789610000000013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_PIPES_2015-12-08_S",21,"12/8/2015","1:52:57 PM",36.7632,16.141,15.0159,NA,"AR-370_PIPES_2015-12-08_S_final.csv",90,1.46739130434783,4.886182525,"0.0111302499999998","0.00100489000000005","0.0334889999999999","0.0873793600000002","0.0678081600000003","0.0134792099999999","0.000110250000000008","0.01432809","0.00599075999999985","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
