"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.88461538461538","semivar5.76923076923077","semivar8.65384615384615","semivar11.5384615384615","semivar14.4230769230769","semivar17.3076923076923","semivar20.1923076923077","semivar23.0769230769231","semivar25.9615384615385","semivar28.8461538461538","semivar31.7307692307692","semivar34.6153846153846","semivar37.5","semivar40.3846153846154","semivar43.2692307692308","semivar46.1538461538462","semivar49.0384615384615","semivar51.9230769230769","semivar54.8076923076923","semivar57.6923076923077","semivar60.5769230769231","semivar63.4615384615385","semivar66.3461538461538","semivar69.2307692307692","semivar72.1153846153846","semivar75","semivar77.8846153846154","semivar80.7692307692308","semivar83.6538461538462","semivar86.5384615384615","semivar89.4230769230769","semivar92.3076923076923","semivar95.1923076923077","semivar98.0769230769231","semivar100.961538461538","semivar103.846153846154","semivar106.730769230769","semivar109.615384615385","semivar112.5","semivar115.384615384615","semivar118.269230769231","semivar121.153846153846","semivar124.038461538462","semivar126.923076923077","semivar129.807692307692","semivar132.692307692308","semivar135.576923076923","semivar138.461538461538","semivar141.346153846154","semivar144.230769230769","semivar147.115384615385","semivar150","semivar152.884615384615","semivar155.769230769231","semivar158.653846153846","semivar161.538461538462","semivar164.423076923077","semivar167.307692307692","semivar170.192307692308","semivar173.076923076923","semivar175.961538461538","semivar178.846153846154","semivar181.730769230769","semivar184.615384615385","semivar187.5","semivar190.384615384615","semivar193.269230769231","semivar196.153846153846","semivar199.038461538462","semivar201.923076923077","semivar204.807692307692","semivar207.692307692308","semivar210.576923076923","semivar213.461538461538","semivar216.346153846154","semivar219.230769230769","semivar222.115384615385","semivar225","semivar227.884615384615","semivar230.769230769231","semivar233.653846153846","semivar236.538461538462","semivar239.423076923077","semivar242.307692307692","semivar245.192307692308","semivar248.076923076923","semivar250.961538461538","semivar253.846153846154","semivar256.730769230769","semivar259.615384615385","semivar262.5","semivar265.384615384615","semivar268.269230769231","semivar271.153846153846","semivar274.038461538462","semivar276.923076923077","semivar279.807692307692","semivar282.692307692308","semivar285.576923076923","semivar288.461538461538","semivar291.346153846154","semivar294.230769230769","semivar297.115384615385","semivar300"
"AR-345_TITAN_2015-10-15_R_T1",1,"10/15/2015","9:16:14 AM",42.9299,23.966,19.2121,30,"AR-345_TITAN_2015-10-15_R_T1_final.csv",0,0,0.0520238699999999,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",2,"10/15/2015","9:16:15 AM",43.0054,23.966,19.2634,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",10,0.29126213592233,0.124977079999999,"0.00263169000000013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",3,"10/15/2015","9:16:16 AM",43.0543,23.966,19.2967,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",20,0.58252427184466,0.189008059999999,"0.00110889000000004","0.0071571600000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",4,"10/15/2015","9:16:17 AM",43.072,23.966,19.3088,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",30,0.87378640776699,0.220160804999998,"0.000146410000000005","0.00206116000000007","0.00935089000000039","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",5,"10/15/2015","9:16:18 AM",43.0588,23.966,19.2998,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",40,1.16504854368932,0.204605154999998,"8.10000000000061e-05","9.60999999999926e-06","0.00132496000000003","0.00769129000000029","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",6,"10/15/2015","9:16:19 AM",42.9921,23.966,19.2544,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",50,1.45631067961165,0.167855879999999,"0.00206116000000007","0.00295936000000012","0.00178929000000008","8.10000000000061e-05","0.00178929000000008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",7,"10/15/2015","9:16:20 AM",42.921,23.966,19.206,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",60,1.74757281553398,0.139168134999999,"0.00234256000000009","0.00879844000000031","0.0105678400000004","0.00822649000000032","0.00329476000000014","3.72099999999999e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",8,"10/15/2015","9:16:21 AM",42.8988,23.966,19.1909,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",70,2.03883495145631,0.123577209999998,"0.00022801000000001","0.00403225000000016","0.0118592100000004","0.0139004100000006","0.0111936400000004","0.00525625000000023","0.000449440000000014","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",9,"10/15/2015","9:16:22 AM",42.921,23.966,19.206,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",80,2.33009708737864,0.132317369999998,"0.00022801000000001","0","0.00234256000000009","0.00879844000000031","0.0105678400000004","0.00822649000000032","0.00329476000000014","3.72099999999999e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",10,"10/15/2015","9:16:23 AM",42.9699,23.966,19.2393,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",90,2.62135922330097,0.156639029999999,"0.00110889000000004","0.00234256000000009","0.00110889000000004","0.00022801000000001","0.00366025000000013","0.0048302500000002","0.00329476000000014","0.000580810000000033","0.00073984000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
