"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.88461538461538","semivar5.76923076923077","semivar8.65384615384615","semivar11.5384615384615","semivar14.4230769230769","semivar17.3076923076923","semivar20.1923076923077","semivar23.0769230769231","semivar25.9615384615385","semivar28.8461538461538","semivar31.7307692307692","semivar34.6153846153846","semivar37.5","semivar40.3846153846154","semivar43.2692307692308","semivar46.1538461538462","semivar49.0384615384615","semivar51.9230769230769","semivar54.8076923076923","semivar57.6923076923077","semivar60.5769230769231","semivar63.4615384615385","semivar66.3461538461538","semivar69.2307692307692","semivar72.1153846153846","semivar75","semivar77.8846153846154","semivar80.7692307692308","semivar83.6538461538462","semivar86.5384615384615","semivar89.4230769230769","semivar92.3076923076923","semivar95.1923076923077","semivar98.0769230769231","semivar100.961538461538","semivar103.846153846154","semivar106.730769230769","semivar109.615384615385","semivar112.5","semivar115.384615384615","semivar118.269230769231","semivar121.153846153846","semivar124.038461538462","semivar126.923076923077","semivar129.807692307692","semivar132.692307692308","semivar135.576923076923","semivar138.461538461538","semivar141.346153846154","semivar144.230769230769","semivar147.115384615385","semivar150","semivar152.884615384615","semivar155.769230769231","semivar158.653846153846","semivar161.538461538462","semivar164.423076923077","semivar167.307692307692","semivar170.192307692308","semivar173.076923076923","semivar175.961538461538","semivar178.846153846154","semivar181.730769230769","semivar184.615384615385","semivar187.5","semivar190.384615384615","semivar193.269230769231","semivar196.153846153846","semivar199.038461538462","semivar201.923076923077","semivar204.807692307692","semivar207.692307692308","semivar210.576923076923","semivar213.461538461538","semivar216.346153846154","semivar219.230769230769","semivar222.115384615385","semivar225","semivar227.884615384615","semivar230.769230769231","semivar233.653846153846","semivar236.538461538462","semivar239.423076923077","semivar242.307692307692","semivar245.192307692308","semivar248.076923076923","semivar250.961538461538","semivar253.846153846154","semivar256.730769230769","semivar259.615384615385","semivar262.5","semivar265.384615384615","semivar268.269230769231","semivar271.153846153846","semivar274.038461538462","semivar276.923076923077","semivar279.807692307692","semivar282.692307692308","semivar285.576923076923","semivar288.461538461538","semivar291.346153846154","semivar294.230769230769","semivar297.115384615385","semivar300"
"AR-345_TITAN_2015-10-15_R_T1",11,"10/15/2015","9:16:24 AM",42.9654,23.966,19.2362,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",100,2.9126213592233,0.184774809999999,"9.60999999999926e-06","0.00091204000000004","0.00205209000000009","0.00091204000000004","0.000331240000000008","0.00404496000000013","0.00527076000000019","0.00366025000000013","0.00073984000000003","0.000580810000000033","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",12,"10/15/2015","9:16:25 AM",42.9921,23.966,19.2544,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",110,3.20388349514563,0.210284314999999,"0.000331240000000008","0.00022801000000001","0.00234256000000009","0.00403225000000016","0.00234256000000009","0","0.00206116000000007","0.00295936000000012","0.00178929000000008","8.10000000000061e-05","0.00178929000000008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",13,"10/15/2015","9:16:26 AM",42.9521,23.966,19.2272,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",120,3.49514563106796,0.227109159999998,"0.00073984000000003","8.10000000000061e-05","0.000146410000000005","0.000449440000000014","0.00131769000000005","0.000449440000000014","0.00073984000000003","0.00527076000000019","0.00665856000000027","0.0048302500000002","0.00131044000000007","0.00022801000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",14,"10/15/2015","9:16:27 AM",42.9477,23.966,19.2242,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",130,3.78640776699029,0.226886419999997,"9.00000000000068e-06","0.00091204000000004","0.000144000000000011","0.00022801000000001","0.000331240000000008","0.00110889000000004","0.000331240000000008","0.00091204000000004","0.00571536000000022","0.0071571600000003","0.00525625000000023","0.00153664000000008","0.000146410000000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",15,"10/15/2015","9:16:28 AM",42.9387,23.966,19.218,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",140,4.07766990291262,0.213619279999997,"3.8439999999997e-05","8.46399999999977e-05","0.00132496000000003","0.000331240000000008","0.000453690000000004","0.000144000000000011","0.000734410000000043","0.000144000000000011","0.00132496000000003","0.0066912400000002","0.00824464000000028","0.00619369000000021","0.00206116000000007","3.48100000000054e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",16,"10/15/2015","9:16:29 AM",42.9742,23.966,19.2422,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",150,4.36893203883495,0.195271594999998,"0.000585640000000021","0.000324000000000025","0.000225000000000017","0.00014884","3.60000000000027e-05","8.41000000000201e-06","0.00131044000000007","0.00263169000000013","0.00131044000000007","0.00014884","0.00331776000000009","0.00443556000000015","0.0029702500000001","0.000449440000000014","0.000906010000000054","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",17,"10/15/2015","9:16:30 AM",42.961,23.966,19.2332,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",160,4.66019417475728,0.184040604999998,"8.10000000000061e-05","0.000231040000000003","8.10000000000061e-05","3.60000000000027e-05","0.000449440000000014","9.00000000000068e-06","3.72099999999999e-05","0.00073984000000003","0.00178929000000008","0.00073984000000003","0.000449440000000014","0.00443556000000015","0.00571536000000022","0.00403225000000016","0.00091204000000004","0.000445210000000024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",18,"10/15/2015","9:16:31 AM",43.0099,23.966,19.2665,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",170,4.95145631067961,0.184116414999999,"0.00110889000000004","0.00059049000000001","0.00235225000000006","0.00178929000000008","0.00154449000000006","0.000146410000000005","0.000918090000000027","0.00073984000000003","0.00366025000000013","0.00571536000000022","0.00366025000000013","0.000146410000000005","0.00110889000000004","0.00178929000000008","0.00091204000000004","9.60999999999926e-06","0.00295936000000012","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",19,"10/15/2015","9:16:32 AM",43.0276,23.966,19.2785,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",180,5.24271844660194,0.193908764999999,"0.000144000000000011","0.00205209000000009","0.00131769000000005","0.00366025000000013","0.00294849000000015","0.00263169000000013","0.000580810000000033","0.00178929000000008","0.00153664000000008","0.00525625000000023","0.00767376000000033","0.00525625000000023","0.000580810000000033","0.000453690000000004","0.000918090000000027","0.000331240000000008","0.00022801000000001","0.00440896000000021","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",20,"10/15/2015","9:16:33 AM",43.0054,23.966,19.2634,25,"AR-345_TITAN_2015-10-15_R_T1_final.csv",190,5.53398058252427,0.197081089999998,"0.00022801000000001","9.60999999999926e-06","0.00091204000000004","0.000449440000000014","0.00206116000000007","0.00153664000000008","0.00131044000000007","8.10000000000061e-05","0.00073984000000003","0.000580810000000033","0.00329476000000014","0.00525625000000023","0.00329476000000014","8.10000000000061e-05","0.00132496000000003","0.00206116000000007","0.00110889000000004","0","0.00263169000000013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",26,"10/15/2015","9:16:39 AM",42.9742,23.966,19.2422,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",200,5.8252427184466,0.200085844999998,"0.000449440000000014","0.00131769000000005","0.00059049000000001","8.10000000000061e-05","0","0.000585640000000021","0.000324000000000025","0.000225000000000017","0.00014884","3.60000000000027e-05","8.41000000000201e-06","0.00131044000000007","0.00263169000000013","0.00131044000000007","0.00014884","0.00331776000000009","0.00443556000000015","0.0029702500000001","0.000449440000000014","0.000906010000000054","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",27,"10/15/2015","9:16:40 AM",42.9699,23.966,19.2393,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",210,6.11650485436893,0.206837359999998,"8.41000000000201e-06","0.000580810000000033","0.00153664000000008","0.00073984000000003","3.72099999999999e-05","8.41000000000201e-06","0.000453690000000004","0.00022801000000001","0.000146410000000005","0.00022801000000001","9.60999999999926e-06","0","0.00110889000000004","0.00234256000000009","0.00110889000000004","0.00022801000000001","0.00366025000000013","0.0048302500000002","0.00329476000000014","0.000580810000000033","0.00073984000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",28,"10/15/2015","9:16:41 AM",43.0365,23.966,19.2846,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",220,6.40776699029126,0.204469969999998,"0.00205209000000009","0.00179776000000006","0.000449440000000014","3.72099999999999e-05","0.000327610000000016","0.0026419600000001","0.00179776000000006","0.00443556000000015","0.00364816000000016","0.00329476000000014","0.00091204000000004","0.00234256000000009","0.00205209000000009","0.00617796000000025","0.00877969000000036","0.00617796000000025","0.00091204000000004","0.000231040000000003","0.000585640000000021","0.000146410000000005","0.000449440000000014","0.00525625000000023","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2015-10-15_R_T1",29,"10/15/2015","9:16:42 AM",43.112,23.966,19.336,NA,"AR-345_TITAN_2015-10-15_R_T1_final.csv",230,6.69902912621359,0.192694014999998,"0.00264195999999974","0.0093508899999997","0.00879843999999965","0.00527075999999968","0.00330624999999971","0.00483024999999971","0.0105678399999997","0.00879843999999965","0.0139239999999997","0.0124992399999997","0.0118374399999997","0.00665855999999969","0.00996003999999967","0.0093508899999997","0.0168999999999997","0.0210540099999998","0.0168999999999997","0.00665855999999969","0.00131043999999981","0.000739839999999837","0.00154448999999978","0.00527075999999968","0.0153512099999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
