"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.12359550561798","semivar2.24719101123596","semivar3.37078651685393","semivar4.49438202247191","semivar5.61797752808989","semivar6.74157303370786","semivar7.86516853932584","semivar8.98876404494382","semivar10.1123595505618","semivar11.2359550561798","semivar12.3595505617978","semivar13.4831460674157","semivar14.6067415730337","semivar15.7303370786517","semivar16.8539325842697","semivar17.9775280898876","semivar19.1011235955056","semivar20.2247191011236","semivar21.3483146067416","semivar22.4719101123596","semivar23.5955056179775","semivar24.7191011235955","semivar25.8426966292135","semivar26.9662921348315","semivar28.0898876404494","semivar29.2134831460674","semivar30.3370786516854","semivar31.4606741573034","semivar32.5842696629214","semivar33.7078651685393","semivar34.8314606741573","semivar35.9550561797753","semivar37.0786516853933","semivar38.2022471910112","semivar39.3258426966292","semivar40.4494382022472","semivar41.5730337078652","semivar42.6966292134831","semivar43.8202247191011","semivar44.9438202247191","semivar46.0674157303371","semivar47.1910112359551","semivar48.314606741573","semivar49.438202247191","semivar50.561797752809","semivar51.685393258427","semivar52.8089887640449","semivar53.9325842696629","semivar55.0561797752809","semivar56.1797752808989","semivar57.3033707865169","semivar58.4269662921348","semivar59.5505617977528","semivar60.6741573033708","semivar61.7977528089888","semivar62.9213483146067","semivar64.0449438202247","semivar65.1685393258427","semivar66.2921348314607","semivar67.4157303370787","semivar68.5393258426966","semivar69.6629213483146","semivar70.7865168539326","semivar71.9101123595506","semivar73.0337078651685","semivar74.1573033707865","semivar75.2808988764045","semivar76.4044943820225","semivar77.5280898876404","semivar78.6516853932584","semivar79.7752808988764","semivar80.8988764044944","semivar82.0224719101124","semivar83.1460674157303","semivar84.2696629213483","semivar85.3932584269663","semivar86.5168539325843","semivar87.6404494382023","semivar88.7640449438202","semivar89.8876404494382","semivar91.0112359550562","semivar92.1348314606742","semivar93.2584269662921","semivar94.3820224719101","semivar95.5056179775281","semivar96.6292134831461","semivar97.752808988764","semivar98.876404494382","semivar100","semivar101.123595505618","semivar102.247191011236","semivar103.370786516854","semivar104.494382022472","semivar105.61797752809","semivar106.741573033708","semivar107.865168539326","semivar108.988764044944","semivar110.112359550562","semivar111.23595505618","semivar112.359550561798","semivar113.483146067416","semivar114.606741573034","semivar115.730337078652","semivar116.85393258427","semivar117.977528089888","semivar119.101123595506","semivar120.224719101124","semivar121.348314606742","semivar122.47191011236","semivar123.595505617978","semivar124.719101123596","semivar125.842696629213","semivar126.966292134831","semivar128.089887640449","semivar129.213483146067","semivar130.337078651685","semivar131.460674157303","semivar132.584269662921","semivar133.707865168539","semivar134.831460674157","semivar135.955056179775","semivar137.078651685393","semivar138.202247191011","semivar139.325842696629","semivar140.449438202247","semivar141.573033707865","semivar142.696629213483","semivar143.820224719101","semivar144.943820224719","semivar146.067415730337","semivar147.191011235955","semivar148.314606741573","semivar149.438202247191","semivar150.561797752809","semivar151.685393258427","semivar152.808988764045","semivar153.932584269663","semivar155.056179775281","semivar156.179775280899","semivar157.303370786517","semivar158.426966292135","semivar159.550561797753","semivar160.674157303371","semivar161.797752808989","semivar162.921348314607","semivar164.044943820225","semivar165.168539325843","semivar166.292134831461","semivar167.415730337079","semivar168.539325842697","semivar169.662921348315","semivar170.786516853933","semivar171.910112359551","semivar173.033707865169","semivar174.157303370787","semivar175.280898876405","semivar176.404494382022","semivar177.52808988764","semivar178.651685393258","semivar179.775280898876","semivar180.898876404494","semivar182.022471910112","semivar183.14606741573","semivar184.269662921348","semivar185.393258426966","semivar186.516853932584","semivar187.640449438202","semivar188.76404494382","semivar189.887640449438","semivar191.011235955056","semivar192.134831460674","semivar193.258426966292","semivar194.38202247191","semivar195.505617977528","semivar196.629213483146","semivar197.752808988764","semivar198.876404494382","semivar200","semivar201.123595505618","semivar202.247191011236","semivar203.370786516854","semivar204.494382022472","semivar205.61797752809","semivar206.741573033708","semivar207.865168539326","semivar208.988764044944","semivar210.112359550562","semivar211.23595505618","semivar212.359550561798","semivar213.483146067416","semivar214.606741573034","semivar215.730337078652","semivar216.85393258427","semivar217.977528089888","semivar219.101123595506","semivar220.224719101124","semivar221.348314606742","semivar222.47191011236","semivar223.595505617978","semivar224.719101123595","semivar225.842696629213","semivar226.966292134831","semivar228.089887640449","semivar229.213483146067","semivar230.337078651685","semivar231.460674157303","semivar232.584269662921","semivar233.707865168539","semivar234.831460674157","semivar235.955056179775","semivar237.078651685393","semivar238.202247191011","semivar239.325842696629","semivar240.449438202247","semivar241.573033707865","semivar242.696629213483","semivar243.820224719101","semivar244.943820224719","semivar246.067415730337","semivar247.191011235955","semivar248.314606741573","semivar249.438202247191","semivar250.561797752809","semivar251.685393258427","semivar252.808988764045","semivar253.932584269663","semivar255.056179775281","semivar256.179775280899","semivar257.303370786517","semivar258.426966292135","semivar259.550561797753","semivar260.674157303371","semivar261.797752808989","semivar262.921348314607","semivar264.044943820225","semivar265.168539325843","semivar266.292134831461","semivar267.415730337079","semivar268.539325842697","semivar269.662921348315","semivar270.786516853933","semivar271.910112359551","semivar273.033707865169","semivar274.157303370787","semivar275.280898876404","semivar276.404494382022","semivar277.52808988764","semivar278.651685393258","semivar279.775280898876","semivar280.898876404494","semivar282.022471910112","semivar283.14606741573","semivar284.269662921348","semivar285.393258426966","semivar286.516853932584","semivar287.640449438202","semivar288.76404494382","semivar289.887640449438","semivar291.011235955056","semivar292.134831460674","semivar293.258426966292","semivar294.38202247191","semivar295.505617977528","semivar296.629213483146","semivar297.752808988764","semivar298.876404494382","semivar300"
"AR-345_RB1_2015-10-15_S",13,"10/15/2015","10:55:08 AM",43.0365,23.966,19.28459882,30,"AR-345_RB1_2015-10-15_S_final.csv",0,0,0.939207434165959,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_S",14,"10/15/2015","10:55:09 AM",43.109,23.966,19.33393214,NA,"AR-345_RB1_2015-10-15_S_final.csv",10,0.112781954887218,2.92880272644791,"0.00243377646222263","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_S",15,"10/15/2015","10:55:10 AM",43.1814,23.966,19.38319741,NA,"AR-345_RB1_2015-10-15_S_final.csv",20,0.225563909774436,5.69764719821693,"0.00242706682817284","0.00972168194998844","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_S",16,"10/15/2015","10:55:11 AM",43.2382,23.966,19.42184752,NA,"AR-345_RB1_2015-10-15_S_final.csv",30,0.338345864661654,8.92994524199936,"0.00149383100301202","0.00772911404054411","0.0188372056516902","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_S",17,"10/15/2015","10:55:12 AM",43.2072,23.966,19.40075327,NA,"AR-345_RB1_2015-10-15_S_final.csv",40,0.451127819548872,12.3935384017162,"0.000444967383062537","0.000308208220339533","0.00446506341447656","0.0134918562548025","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_S",18,"10/15/2015","10:55:13 AM",43.1254,24.062,19.34509167,NA,"AR-345_RB1_2015-10-15_S_final.csv",50,0.56390977443609,15.9366730422717,"0.00309821371456006","0.00589146050922272","0.00145204742094779","0.000124535109820831","0.00365938490112241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_S",19,"10/15/2015","10:55:14 AM",43.0624,23.966,19.30222272,NA,"AR-345_RB1_2015-10-15_S_final.csv",60,0.676691729323308,19.4558456181666,"0.00183774687410242","0.00970826928330241","0.0143100927750401","0.00655690042059634","0.00100548731673653","0.000310601851210009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_S",20,"10/15/2015","10:55:15 AM",43.0675,23.966,19.30569307,NA,"AR-345_RB1_2015-10-15_S_final.csv",70,0.789473684210526,22.7613381475189,"1.20433291225043e-05","0.00155224968195987","0.0090364416240398","0.0134918562548025","0.00600692271883573","0.000797445074464983","0.000444967383062537","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_S",21,"10/15/2015","10:55:16 AM",43.1296,23.966,19.34794961,NA,"AR-345_RB1_2015-10-15_S_final.csv",80,0.902255639097744,25.7348732196323,"0.00178561517277163","0.00209094846907219","8.16782104361112e-06","0.00278822650939545","0.00546090110236802","0.00124240740484003","0.000196489465200868","0.00401332259362425","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_RB1_2015-10-15_S",22,"10/15/2015","10:55:17 AM",43.1193,23.966,19.34094087,NA,"AR-345_RB1_2015-10-15_S_final.csv",90,1.01503759398496,28.341546276521,"4.91224363875979e-05","0.00124240740484003","0.00149909513942259","1.72291406399826e-05","0.00357752319375981","0.00654588601422239","0.00178561517277163","4.91222962128863e-05","0.00317442659820265","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
