"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.56410256410256","semivar5.12820512820513","semivar7.69230769230769","semivar10.2564102564103","semivar12.8205128205128","semivar15.3846153846154","semivar17.9487179487179","semivar20.5128205128205","semivar23.0769230769231","semivar25.6410256410256","semivar28.2051282051282","semivar30.7692307692308","semivar33.3333333333333","semivar35.8974358974359","semivar38.4615384615385","semivar41.025641025641","semivar43.5897435897436","semivar46.1538461538462","semivar48.7179487179487","semivar51.2820512820513","semivar53.8461538461538","semivar56.4102564102564","semivar58.974358974359","semivar61.5384615384615","semivar64.1025641025641","semivar66.6666666666667","semivar69.2307692307692","semivar71.7948717948718","semivar74.3589743589744","semivar76.9230769230769","semivar79.4871794871795","semivar82.0512820512821","semivar84.6153846153846","semivar87.1794871794872","semivar89.7435897435897","semivar92.3076923076923","semivar94.8717948717949","semivar97.4358974358974","semivar100","semivar102.564102564103","semivar105.128205128205","semivar107.692307692308","semivar110.25641025641","semivar112.820512820513","semivar115.384615384615","semivar117.948717948718","semivar120.512820512821","semivar123.076923076923","semivar125.641025641026","semivar128.205128205128","semivar130.769230769231","semivar133.333333333333","semivar135.897435897436","semivar138.461538461538","semivar141.025641025641","semivar143.589743589744","semivar146.153846153846","semivar148.717948717949","semivar151.282051282051","semivar153.846153846154","semivar156.410256410256","semivar158.974358974359","semivar161.538461538462","semivar164.102564102564","semivar166.666666666667","semivar169.230769230769","semivar171.794871794872","semivar174.358974358974","semivar176.923076923077","semivar179.487179487179","semivar182.051282051282","semivar184.615384615385","semivar187.179487179487","semivar189.74358974359","semivar192.307692307692","semivar194.871794871795","semivar197.435897435897","semivar200","semivar202.564102564103","semivar205.128205128205","semivar207.692307692308","semivar210.25641025641","semivar212.820512820513","semivar215.384615384615","semivar217.948717948718","semivar220.512820512821","semivar223.076923076923","semivar225.641025641026","semivar228.205128205128","semivar230.769230769231","semivar233.333333333333","semivar235.897435897436","semivar238.461538461538","semivar241.025641025641","semivar243.589743589744","semivar246.153846153846","semivar248.717948717949","semivar251.282051282051","semivar253.846153846154","semivar256.410256410256","semivar258.974358974359","semivar261.538461538462","semivar264.102564102564","semivar266.666666666667","semivar269.230769230769","semivar271.794871794872","semivar274.358974358974","semivar276.923076923077","semivar279.48717948718","semivar282.051282051282","semivar284.615384615385","semivar287.179487179487","semivar289.74358974359","semivar292.307692307692","semivar294.871794871795","semivar297.435897435897","semivar300"
"AR-345_TITAN_2016-04-21_R_T3",23,"4/21/2016","9:35:53 AM",42.5358,16.618,18.9439,90,"AR-345_TITAN_2016-04-21_R_T3_final.csv",0,0,0.260190010000001,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2016-04-21_R_T3",24,"4/21/2016","9:35:54 AM",42.5301,16.523,18.94,NA,"AR-345_TITAN_2016-04-21_R_T3_final.csv",10,0.258620689655172,0.631984955000004,"1.52099999999845e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2016-04-21_R_T3",25,"4/21/2016","9:35:55 AM",42.4015,16.523,18.8525,NA,"AR-345_TITAN_2016-04-21_R_T3_final.csv",20,0.517241379310345,0.923355000000005,"0.00765625000000037","0.00835396000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2016-04-21_R_T3",26,"4/21/2016","9:35:56 AM",42.224,16.523,18.7317,NA,"AR-345_TITAN_2016-04-21_R_T3_final.csv",30,0.775862068965517,1.03864480000001,"0.0145926399999998","0.0433888900000005","0.0450288399999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2016-04-21_R_T3",27,"4/21/2016","9:35:57 AM",42.1619,16.523,18.6895,NA,"AR-345_TITAN_2016-04-21_R_T3_final.csv",40,1.03448275862069,1.00696547500001,"0.0017808400000001","0.0265690000000001","0.0627502500000012","0.0647193600000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2016-04-21_R_T3",28,"4/21/2016","9:35:58 AM",42.224,16.523,18.7317,NA,"AR-345_TITAN_2016-04-21_R_T3_final.csv",50,1.29310344827586,0.930425675000005,"0.0017808400000001","0","0.0145926399999998","0.0433888900000005","0.0450288399999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2016-04-21_R_T3",29,"4/21/2016","9:35:59 AM",42.3082,16.523,18.789,NA,"AR-345_TITAN_2016-04-21_R_T3_final.csv",60,1.55172413793103,0.847178650000003,"0.00328329000000017","0.00990025000000051","0.00328329000000017","0.0040322499999997","0.0228009999999999","0.0239940099999993","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2016-04-21_R_T3",30,"4/21/2016","9:36:00 AM",42.3705,16.523,18.8314,NA,"AR-345_TITAN_2016-04-21_R_T3_final.csv",70,1.81034482758621,0.750966870000002,"0.00179775999999975","0.00994008999999971","0.0201356099999999","0.00994008999999971","0.000445210000000024","0.0117939600000006","0.0126562500000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2016-04-21_R_T3",31,"4/21/2016","9:36:01 AM",42.3793,16.523,18.8374,NA,"AR-345_TITAN_2016-04-21_R_T3_final.csv",80,2.06896551724138,0.680221315000001,"3.60000000000027e-05","0.00234255999999974","0.0111724899999997","0.02187441","0.0111724899999997","0.00022801000000001","0.0105267600000005","0.0113422500000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-345_TITAN_2016-04-21_R_T3",32,"4/21/2016","9:36:02 AM",42.3349,16.523,18.8072,NA,"AR-345_TITAN_2016-04-21_R_T3_final.csv",90,2.32758620689655,0.620678445000001,"0.000912039999999826","0.00058563999999985","0.000331240000000008","0.00570025000000025","0.0138532900000007","0.00570025000000025","0.00205208999999977","0.0176358399999999","0.0186868899999993","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
