"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.10294117647059","semivar2.20588235294118","semivar3.30882352941176","semivar4.41176470588235","semivar5.51470588235294","semivar6.61764705882353","semivar7.72058823529412","semivar8.82352941176471","semivar9.92647058823529","semivar11.0294117647059","semivar12.1323529411765","semivar13.2352941176471","semivar14.3382352941176","semivar15.4411764705882","semivar16.5441176470588","semivar17.6470588235294","semivar18.75","semivar19.8529411764706","semivar20.9558823529412","semivar22.0588235294118","semivar23.1617647058824","semivar24.2647058823529","semivar25.3676470588235","semivar26.4705882352941","semivar27.5735294117647","semivar28.6764705882353","semivar29.7794117647059","semivar30.8823529411765","semivar31.9852941176471","semivar33.0882352941176","semivar34.1911764705882","semivar35.2941176470588","semivar36.3970588235294","semivar37.5","semivar38.6029411764706","semivar39.7058823529412","semivar40.8088235294118","semivar41.9117647058824","semivar43.0147058823529","semivar44.1176470588235","semivar45.2205882352941","semivar46.3235294117647","semivar47.4264705882353","semivar48.5294117647059","semivar49.6323529411765","semivar50.7352941176471","semivar51.8382352941176","semivar52.9411764705882","semivar54.0441176470588","semivar55.1470588235294","semivar56.25","semivar57.3529411764706","semivar58.4558823529412","semivar59.5588235294118","semivar60.6617647058824","semivar61.7647058823529","semivar62.8676470588235","semivar63.9705882352941","semivar65.0735294117647","semivar66.1764705882353","semivar67.2794117647059","semivar68.3823529411765","semivar69.4852941176471","semivar70.5882352941177","semivar71.6911764705882","semivar72.7941176470588","semivar73.8970588235294","semivar75","semivar76.1029411764706","semivar77.2058823529412","semivar78.3088235294118","semivar79.4117647058823","semivar80.5147058823529","semivar81.6176470588235","semivar82.7205882352941","semivar83.8235294117647","semivar84.9264705882353","semivar86.0294117647059","semivar87.1323529411765","semivar88.2352941176471","semivar89.3382352941177","semivar90.4411764705882","semivar91.5441176470588","semivar92.6470588235294","semivar93.75","semivar94.8529411764706","semivar95.9558823529412","semivar97.0588235294118","semivar98.1617647058823","semivar99.2647058823529","semivar100.367647058824","semivar101.470588235294","semivar102.573529411765","semivar103.676470588235","semivar104.779411764706","semivar105.882352941176","semivar106.985294117647","semivar108.088235294118","semivar109.191176470588","semivar110.294117647059","semivar111.397058823529","semivar112.5","semivar113.602941176471","semivar114.705882352941","semivar115.808823529412","semivar116.911764705882","semivar118.014705882353","semivar119.117647058824","semivar120.220588235294","semivar121.323529411765","semivar122.426470588235","semivar123.529411764706","semivar124.632352941176","semivar125.735294117647","semivar126.838235294118","semivar127.941176470588","semivar129.044117647059","semivar130.147058823529","semivar131.25","semivar132.352941176471","semivar133.455882352941","semivar134.558823529412","semivar135.661764705882","semivar136.764705882353","semivar137.867647058824","semivar138.970588235294","semivar140.073529411765","semivar141.176470588235","semivar142.279411764706","semivar143.382352941176","semivar144.485294117647","semivar145.588235294118","semivar146.691176470588","semivar147.794117647059","semivar148.897058823529","semivar150","semivar151.102941176471","semivar152.205882352941","semivar153.308823529412","semivar154.411764705882","semivar155.514705882353","semivar156.617647058824","semivar157.720588235294","semivar158.823529411765","semivar159.926470588235","semivar161.029411764706","semivar162.132352941176","semivar163.235294117647","semivar164.338235294118","semivar165.441176470588","semivar166.544117647059","semivar167.647058823529","semivar168.75","semivar169.852941176471","semivar170.955882352941","semivar172.058823529412","semivar173.161764705882","semivar174.264705882353","semivar175.367647058824","semivar176.470588235294","semivar177.573529411765","semivar178.676470588235","semivar179.779411764706","semivar180.882352941176","semivar181.985294117647","semivar183.088235294118","semivar184.191176470588","semivar185.294117647059","semivar186.397058823529","semivar187.5","semivar188.602941176471","semivar189.705882352941","semivar190.808823529412","semivar191.911764705882","semivar193.014705882353","semivar194.117647058824","semivar195.220588235294","semivar196.323529411765","semivar197.426470588235","semivar198.529411764706","semivar199.632352941176","semivar200.735294117647","semivar201.838235294118","semivar202.941176470588","semivar204.044117647059","semivar205.147058823529","semivar206.25","semivar207.352941176471","semivar208.455882352941","semivar209.558823529412","semivar210.661764705882","semivar211.764705882353","semivar212.867647058824","semivar213.970588235294","semivar215.073529411765","semivar216.176470588235","semivar217.279411764706","semivar218.382352941176","semivar219.485294117647","semivar220.588235294118","semivar221.691176470588","semivar222.794117647059","semivar223.897058823529","semivar225","semivar226.102941176471","semivar227.205882352941","semivar228.308823529412","semivar229.411764705882","semivar230.514705882353","semivar231.617647058824","semivar232.720588235294","semivar233.823529411765","semivar234.926470588235","semivar236.029411764706","semivar237.132352941176","semivar238.235294117647","semivar239.338235294118","semivar240.441176470588","semivar241.544117647059","semivar242.647058823529","semivar243.75","semivar244.852941176471","semivar245.955882352941","semivar247.058823529412","semivar248.161764705882","semivar249.264705882353","semivar250.367647058824","semivar251.470588235294","semivar252.573529411765","semivar253.676470588235","semivar254.779411764706","semivar255.882352941176","semivar256.985294117647","semivar258.088235294118","semivar259.191176470588","semivar260.294117647059","semivar261.397058823529","semivar262.5","semivar263.602941176471","semivar264.705882352941","semivar265.808823529412","semivar266.911764705882","semivar268.014705882353","semivar269.117647058824","semivar270.220588235294","semivar271.323529411765","semivar272.426470588235","semivar273.529411764706","semivar274.632352941176","semivar275.735294117647","semivar276.838235294118","semivar277.941176470588","semivar279.044117647059","semivar280.147058823529","semivar281.25","semivar282.352941176471","semivar283.455882352941","semivar284.558823529412","semivar285.661764705882","semivar286.764705882353","semivar287.867647058824","semivar288.970588235294","semivar290.073529411765","semivar291.176470588235","semivar292.279411764706","semivar293.382352941176","semivar294.485294117647","semivar295.588235294118","semivar296.691176470588","semivar297.794117647059","semivar298.897058823529","semivar300"
"AR-372_TRAINCARS_2015-09-02_R_T2",8,"9/3/2015","10:37:04 AM",38.1735,27.665,15.9755,60,"AR-372_TRAINCARS_2015-09-03_R_T2_final.csv",0,0,0.138364294999996,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_TRAINCARS_2015-09-02_R_T2",9,"9/3/2015","10:37:05 AM",38.2715,27.665,16.0422,NA,"AR-372_TRAINCARS_2015-09-03_R_T2_final.csv",10,0.11070110701107,0.41295038499999,"0.00444889000000012","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_TRAINCARS_2015-09-02_R_T2",10,"9/3/2015","10:37:06 AM",38.3831,27.665,16.1181,NA,"AR-372_TRAINCARS_2015-09-03_R_T2_final.csv",20,0.22140221402214,0.667796039999984,"0.00576080999999957","0.0203347599999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_TRAINCARS_2015-09-02_R_T2",11,"9/3/2015","10:37:07 AM",38.4231,27.665,16.1454,NA,"AR-372_TRAINCARS_2015-09-03_R_T2_final.csv",30,0.33210332103321,0.789666754999982,"0.000745290000000018","0.0106502399999995","0.0288660099999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_TRAINCARS_2015-09-02_R_T2",12,"9/3/2015","10:37:08 AM",38.4321,27.665,16.1515,NA,"AR-372_TRAINCARS_2015-09-03_R_T2_final.csv",40,0.44280442804428,0.766031769999983,"3.72099999999999e-05","0.00111556000000002","0.0119464899999995","0.0309759999999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_TRAINCARS_2015-09-02_R_T2",13,"9/3/2015","10:37:09 AM",38.3741,27.665,16.112,NA,"AR-372_TRAINCARS_2015-09-03_R_T2_final.csv",50,0.55350553505535,0.663907924999986,"0.00156025000000002","0.00111556000000002","3.72099999999999e-05","0.00487203999999961","0.0186322499999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_TRAINCARS_2015-09-02_R_T2",14,"9/3/2015","10:37:10 AM",38.3251,27.665,16.0787,NA,"AR-372_TRAINCARS_2015-09-03_R_T2_final.csv",60,0.664206642066421,0.569980359999988,"0.0011088899999998","0.00529983999999961","0.00444888999999964","0.00155235999999976","0.00133225000000001","0.0106502400000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_TRAINCARS_2015-09-02_R_T2",15,"9/3/2015","10:37:11 AM",38.3029,27.665,16.0636,NA,"AR-372_TRAINCARS_2015-09-03_R_T2_final.csv",70,0.774907749077491,0.530040229999988,"0.00022801000000001","0.00234255999999974","0.00772640999999959","0.00669123999999962","0.00297024999999971","0.000457959999999994","0.00776161000000013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_TRAINCARS_2015-09-02_R_T2",16,"9/3/2015","10:37:12 AM",38.3162,27.665,16.0726,NA,"AR-372_TRAINCARS_2015-09-03_R_T2_final.csv",80,0.885608856088561,0.547344314999986,"8.10000000000061e-05","3.72099999999999e-05","0.00155235999999976","0.00622520999999958","0.00529983999999961","0.00207024999999973","0.000924160000000012","0.00942841000000021","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-372_TRAINCARS_2015-09-02_R_T2",17,"9/3/2015","10:37:13 AM",38.3072,27.665,16.0665,NA,"AR-372_TRAINCARS_2015-09-03_R_T2_final.csv",90,0.996309963099631,0.576693829999984,"3.72099999999999e-05","8.41000000000201e-06","0.00014884","0.00207024999999973","0.00722499999999954","0.00622520999999958","0.00266255999999969","0.00059049000000001","0.0082810000000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
