"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.62162162162162","semivar3.24324324324324","semivar4.86486486486486","semivar6.48648648648649","semivar8.10810810810811","semivar9.72972972972973","semivar11.3513513513514","semivar12.972972972973","semivar14.5945945945946","semivar16.2162162162162","semivar17.8378378378378","semivar19.4594594594595","semivar21.0810810810811","semivar22.7027027027027","semivar24.3243243243243","semivar25.9459459459459","semivar27.5675675675676","semivar29.1891891891892","semivar30.8108108108108","semivar32.4324324324324","semivar34.0540540540541","semivar35.6756756756757","semivar37.2972972972973","semivar38.9189189189189","semivar40.5405405405405","semivar42.1621621621622","semivar43.7837837837838","semivar45.4054054054054","semivar47.027027027027","semivar48.6486486486486","semivar50.2702702702703","semivar51.8918918918919","semivar53.5135135135135","semivar55.1351351351351","semivar56.7567567567568","semivar58.3783783783784","semivar60","semivar61.6216216216216","semivar63.2432432432432","semivar64.8648648648649","semivar66.4864864864865","semivar68.1081081081081","semivar69.7297297297297","semivar71.3513513513514","semivar72.972972972973","semivar74.5945945945946","semivar76.2162162162162","semivar77.8378378378378","semivar79.4594594594595","semivar81.0810810810811","semivar82.7027027027027","semivar84.3243243243243","semivar85.945945945946","semivar87.5675675675676","semivar89.1891891891892","semivar90.8108108108108","semivar92.4324324324324","semivar94.054054054054","semivar95.6756756756757","semivar97.2972972972973","semivar98.9189189189189","semivar100.540540540541","semivar102.162162162162","semivar103.783783783784","semivar105.405405405405","semivar107.027027027027","semivar108.648648648649","semivar110.27027027027","semivar111.891891891892","semivar113.513513513514","semivar115.135135135135","semivar116.756756756757","semivar118.378378378378","semivar120","semivar121.621621621622","semivar123.243243243243","semivar124.864864864865","semivar126.486486486486","semivar128.108108108108","semivar129.72972972973","semivar131.351351351351","semivar132.972972972973","semivar134.594594594595","semivar136.216216216216","semivar137.837837837838","semivar139.459459459459","semivar141.081081081081","semivar142.702702702703","semivar144.324324324324","semivar145.945945945946","semivar147.567567567568","semivar149.189189189189","semivar150.810810810811","semivar152.432432432432","semivar154.054054054054","semivar155.675675675676","semivar157.297297297297","semivar158.918918918919","semivar160.540540540541","semivar162.162162162162","semivar163.783783783784","semivar165.405405405405","semivar167.027027027027","semivar168.648648648649","semivar170.27027027027","semivar171.891891891892","semivar173.513513513514","semivar175.135135135135","semivar176.756756756757","semivar178.378378378378","semivar180","semivar181.621621621622","semivar183.243243243243","semivar184.864864864865","semivar186.486486486486","semivar188.108108108108","semivar189.72972972973","semivar191.351351351351","semivar192.972972972973","semivar194.594594594595","semivar196.216216216216","semivar197.837837837838","semivar199.459459459459","semivar201.081081081081","semivar202.702702702703","semivar204.324324324324","semivar205.945945945946","semivar207.567567567568","semivar209.189189189189","semivar210.810810810811","semivar212.432432432432","semivar214.054054054054","semivar215.675675675676","semivar217.297297297297","semivar218.918918918919","semivar220.540540540541","semivar222.162162162162","semivar223.783783783784","semivar225.405405405405","semivar227.027027027027","semivar228.648648648649","semivar230.27027027027","semivar231.891891891892","semivar233.513513513514","semivar235.135135135135","semivar236.756756756757","semivar238.378378378378","semivar240","semivar241.621621621622","semivar243.243243243243","semivar244.864864864865","semivar246.486486486486","semivar248.108108108108","semivar249.72972972973","semivar251.351351351351","semivar252.972972972973","semivar254.594594594595","semivar256.216216216216","semivar257.837837837838","semivar259.459459459459","semivar261.081081081081","semivar262.702702702703","semivar264.324324324324","semivar265.945945945946","semivar267.567567567568","semivar269.189189189189","semivar270.810810810811","semivar272.432432432432","semivar274.054054054054","semivar275.675675675676","semivar277.297297297297","semivar278.918918918919","semivar280.540540540541","semivar282.162162162162","semivar283.783783783784","semivar285.405405405405","semivar287.027027027027","semivar288.648648648649","semivar290.27027027027","semivar291.891891891892","semivar293.513513513513","semivar295.135135135135","semivar296.756756756757","semivar298.378378378378","semivar300"
"AR-330_INDRA_2015-09-08_R_T3",14,"9/8/2015","10:05:06 AM",41.9084,27.665,18.51697236,90,"AR-330_INDRA_2015-09-08_R_T3_final.csv",0,0,0.102114357508882,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2015-09-08_R_T3",15,"9/8/2015","10:05:07 AM",42.0016,27.665,18.5803912,NA,"AR-330_INDRA_2015-09-08_R_T3_final.csv",10,0.16304347826087,0.274870823428341,"0.00402194926694568","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2015-09-08_R_T3",16,"9/8/2015","10:05:08 AM",42.0524,27.567,18.61495854,NA,"AR-330_INDRA_2015-09-08_R_T3_final.csv",20,0.326086956521739,0.440952631084598,"0.00119490099467552","0.0096012914709923","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2015-09-08_R_T3",17,"9/8/2015","10:05:09 AM",42.1,27.665,18.64734842,NA,"AR-330_INDRA_2015-09-08_R_T3_final.csv",30,0.489130434782609,0.555970600519449,"0.00104910432641441","0.00448326931012827","0.0169979170211235","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2015-09-08_R_T3",18,"9/8/2015","10:05:10 AM",42.0637,27.665,18.62264774,NA,"AR-330_INDRA_2015-09-08_R_T3_final.csv",40,0.652173913043478,0.62435854263842,"0.000610123592462336","5.91237966400232e-05","0.00178561517277163","0.0111672859381446","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2015-09-08_R_T3",19,"9/8/2015","10:05:11 AM",42.0171,27.665,18.59093832,NA,"AR-330_INDRA_2015-09-08_R_T3_final.csv",50,0.815217391304348,0.653545943885186,"0.00100548731673653","0.00318209938201009","0.000576970968848428","0.000111241740294363","0.00547096323872144","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2015-09-08_R_T3",20,"9/8/2015","10:05:12 AM",42.0327,27.665,18.60155349,NA,"AR-330_INDRA_2015-09-08_R_T3_final.csv",60,0.978260869565217,0.643676269503764,"0.000112681834128926","0.000444967383062537","0.00209717561370486","0.000179695365502483","0.000447842518044078","0.00715396755207692","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2015-09-08_R_T3",21,"9/8/2015","10:05:13 AM",42.0482,27.665,18.61210061,NA,"AR-330_INDRA_2015-09-08_R_T3_final.csv",70,1.14130434782609,0.605762422713024,"0.000111241740294363","0.000447842518044078","0.000111241951236955","0.00124240810979619","8.16776388490639e-06","0.00100548668254796","0.00904938394806219","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2015-09-08_R_T3",22,"9/8/2015","10:05:14 AM",42.0534,27.665,18.615639,NA,"AR-330_INDRA_2015-09-08_R_T3_final.csv",80,1.30434782608696,0.559109768732312,"1.25202037921197e-05","0.000198401591960129","0.000610123592462511","4.91224363875979e-05","0.00100548731673631","4.63025811602258e-07","0.00124240740484003","0.00973510584888982","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_INDRA_2015-09-08_R_T3",23,"9/8/2015","10:05:15 AM",42.0379,27.665,18.60509188,NA,"AR-330_INDRA_2015-09-08_R_T3_final.csv",90,1.46739130434783,0.502518945021477,"0.000111241740294438","4.91222962128863e-05","1.25202037920945e-05","0.000200323260673613","0.000308208220339658","0.00178561517277163","9.73509795556027e-05","0.000610123592462336","0.00776504980503028","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
