"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.75438596491228","semivar3.50877192982456","semivar5.26315789473684","semivar7.01754385964912","semivar8.7719298245614","semivar10.5263157894737","semivar12.280701754386","semivar14.0350877192982","semivar15.7894736842105","semivar17.5438596491228","semivar19.2982456140351","semivar21.0526315789474","semivar22.8070175438597","semivar24.5614035087719","semivar26.3157894736842","semivar28.0701754385965","semivar29.8245614035088","semivar31.5789473684211","semivar33.3333333333333","semivar35.0877192982456","semivar36.8421052631579","semivar38.5964912280702","semivar40.3508771929825","semivar42.1052631578947","semivar43.859649122807","semivar45.6140350877193","semivar47.3684210526316","semivar49.1228070175439","semivar50.8771929824561","semivar52.6315789473684","semivar54.3859649122807","semivar56.140350877193","semivar57.8947368421053","semivar59.6491228070175","semivar61.4035087719298","semivar63.1578947368421","semivar64.9122807017544","semivar66.6666666666667","semivar68.4210526315789","semivar70.1754385964912","semivar71.9298245614035","semivar73.6842105263158","semivar75.4385964912281","semivar77.1929824561404","semivar78.9473684210526","semivar80.7017543859649","semivar82.4561403508772","semivar84.2105263157895","semivar85.9649122807018","semivar87.719298245614","semivar89.4736842105263","semivar91.2280701754386","semivar92.9824561403509","semivar94.7368421052632","semivar96.4912280701754","semivar98.2456140350877","semivar100","semivar101.754385964912","semivar103.508771929825","semivar105.263157894737","semivar107.017543859649","semivar108.771929824561","semivar110.526315789474","semivar112.280701754386","semivar114.035087719298","semivar115.789473684211","semivar117.543859649123","semivar119.298245614035","semivar121.052631578947","semivar122.80701754386","semivar124.561403508772","semivar126.315789473684","semivar128.070175438596","semivar129.824561403509","semivar131.578947368421","semivar133.333333333333","semivar135.087719298246","semivar136.842105263158","semivar138.59649122807","semivar140.350877192982","semivar142.105263157895","semivar143.859649122807","semivar145.614035087719","semivar147.368421052632","semivar149.122807017544","semivar150.877192982456","semivar152.631578947368","semivar154.385964912281","semivar156.140350877193","semivar157.894736842105","semivar159.649122807018","semivar161.40350877193","semivar163.157894736842","semivar164.912280701754","semivar166.666666666667","semivar168.421052631579","semivar170.175438596491","semivar171.929824561404","semivar173.684210526316","semivar175.438596491228","semivar177.19298245614","semivar178.947368421053","semivar180.701754385965","semivar182.456140350877","semivar184.210526315789","semivar185.964912280702","semivar187.719298245614","semivar189.473684210526","semivar191.228070175439","semivar192.982456140351","semivar194.736842105263","semivar196.491228070175","semivar198.245614035088","semivar200","semivar201.754385964912","semivar203.508771929825","semivar205.263157894737","semivar207.017543859649","semivar208.771929824561","semivar210.526315789474","semivar212.280701754386","semivar214.035087719298","semivar215.789473684211","semivar217.543859649123","semivar219.298245614035","semivar221.052631578947","semivar222.80701754386","semivar224.561403508772","semivar226.315789473684","semivar228.070175438596","semivar229.824561403509","semivar231.578947368421","semivar233.333333333333","semivar235.087719298246","semivar236.842105263158","semivar238.59649122807","semivar240.350877192982","semivar242.105263157895","semivar243.859649122807","semivar245.614035087719","semivar247.368421052632","semivar249.122807017544","semivar250.877192982456","semivar252.631578947368","semivar254.385964912281","semivar256.140350877193","semivar257.894736842105","semivar259.649122807018","semivar261.40350877193","semivar263.157894736842","semivar264.912280701754","semivar266.666666666667","semivar268.421052631579","semivar270.175438596491","semivar271.929824561404","semivar273.684210526316","semivar275.438596491228","semivar277.19298245614","semivar278.947368421053","semivar280.701754385965","semivar282.456140350877","semivar284.210526315789","semivar285.964912280702","semivar287.719298245614","semivar289.473684210526","semivar291.228070175439","semivar292.982456140351","semivar294.736842105263","semivar296.491228070175","semivar298.245614035088","semivar300"
"AR-370_BARGE_2015-09-09_R_T2",62,"9/9/2015","1:36:02 PM",36.5327,27.665,14.859,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",450,7.94117647058824,1.666657285,"0.00235225000000006","0.0221414399999999","0.0518472900000002","0.03101121","0.0619512100000004","0.02686321","0.00235225000000006","9.00000000000068e-06","0.00156025000000002","0.0162562499999999","0.0491065600000002","0.0531763600000004","0.0401601600000001","0.0170563599999998","0.00179776000000006","0.000453690000000004","0.00887364000000014","0.0278889999999999","0.0221414399999999","0.00887364000000014","0.00179776000000006","0.0331604100000001","0.0546156900000003","0.0634536099999996","0.0451562500000001","0.0162307599999999","0","0.00829921000000015","0.0133171599999998","8.46399999999977e-05","0.0132710399999999","0.0532224900000003","0.0713424099999996","0.0504451600000003","0.0289","0.0154753599999999","0.00883599999999989","0.00444889000000012","0.0147379599999999","0.0162307599999999","0.02211169","0.00073984000000003","0.0040576900000001","0.00883599999999989","0.0229825600000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",63,"9/9/2015","1:36:03 PM",36.506,27.665,14.8409,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",460,8.11764705882353,1.66947519,"0.000327610000000016","0.00443556000000015","0.02785561","0.0604176400000004","0.0377136400000001","0.0712890000000007","0.0331240000000001","0.00443556000000015","0.00022801000000001","0.00331776000000009","0.02119936","0.0574560900000004","0.0618516900000006","0.0477422500000003","0.02211169","0.00059049000000001","0.00155236000000004","0.0126112900000003","0.0342620100000001","0.02785561","0.0126112900000003","0.00059049000000001","0.0268959999999999","0.0464833600000001","0.0546624399999994","0.03779136","0.0119464899999998","0.000327610000000016","0.0119246400000003","0.0178222499999999","0.000745290000000018","0.00942840999999986","0.0451987600000001","0.0620009999999994","0.0426422500000001","0.0230736099999998","0.0112996899999998","0.00576080999999984","0.00236196000000004","0.0106708899999998","0.0119464899999998","0.0170563599999998","8.2810000000002e-05","0.00207936000000003","0.00576080999999984","0.0178222499999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",64,"9/9/2015","1:36:04 PM",36.5684,27.665,14.8833,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",470,8.29411764705882,1.556001235,"0.00179776000000006","0.00059049000000001","0.000585640000000021","0.0155002499999998","0.0413715600000001","0.0230432399999999","0.0504451600000003","0.0194881599999999","0.000585640000000021","0.000745290000000018","0.000231040000000003","0.0106502399999999","0.0389272900000001","0.0425596900000002","0.03101121","0.0112996899999998","0.00444889000000012","9.00000000000068e-06","0.00488601000000007","0.0203632899999999","0.0155002499999998","0.00488601000000007","0.00444889000000012","0.0426009600000001","0.0665640000000005","0.0762864399999996","0.0560742400000003","0.02301289","0.00059049000000001","0.00446224000000009","0.00829920999999983","0.00022801000000001","0.01946025","0.0650250000000004","0.0849139599999997","0.0619512100000004","0.0377524900000001","0.02211169","0.0139948899999999","0.0082810000000002","0.0212284899999999","0.02301289","0.029929","0.00265225000000008","0.00774400000000017","0.0139948899999999","0.0309408100000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",65,"9/9/2015","1:36:05 PM",36.6354,27.665,14.9289,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",480,8.47058823529412,1.42339294,"0.00207936000000003","0.00774400000000017","0.00488601000000007","0.000457959999999994","0.00622520999999986","0.02490084","0.0112784399999999","0.0320410000000001","0.00883599999999989","0.000457959999999994","0.00531441000000009","0.000924160000000012","0.00331775999999988","0.02301289","0.0258244900000001","0.0170302499999999","0.00368448999999986","0.0126112900000003","0.00236196000000004","0.00059049000000001","0.00942840999999986","0.00622520999999986","0.00059049000000001","0.0126112900000003","0.0635040000000003","0.0921729600000007","0.10355524","0.0797497600000005","0.0389272900000001","0.00488601000000007","0.000449440000000014","0.00207024999999989","0.00368449000000008","0.0342620100000001","0.0903603600000007","0.113569","0.0867302500000006","0.0575520100000002","0.0377524900000001","0.02686321","0.0186595600000004","0.03659569","0.0389272900000001","0.0477859600000002","0.00942841000000021","0.0178489600000003","0.02686321","0.0490622500000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",66,"9/9/2015","1:36:06 PM",36.6487,27.665,14.938,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",490,8.64705882352941,1.31885894,"8.2810000000002e-05","0.00299209000000005","0.00942841000000021","0.0062410000000001","0.000930249999999998","0.00487203999999986","0.02211169","0.00942840999999986","0.0288660100000001","0.00720800999999988","0.000930249999999998","0.00672400000000012","0.00156025000000002","0.00235224999999989","0.02033476","0.0229825600000001","0.0147379599999999","0.00266255999999987","0.0147379600000003","0.00332929000000006","0.000231040000000003","0.00774399999999986","0.00487203999999986","0.000231040000000003","0.0147379600000003","0.0681732100000004","0.0977812900000008","0.10949481","0.0849722500000006","0.0426009600000001","0.0062410000000001","0.000146410000000005","0.0013249599999999","0.00487204000000011","0.0377136400000001","0.0959140900000007","0.11978521","0.0921729600000007","0.0620010000000003","0.0413715600000001","0.029929","0.0212284900000004","0.0401601600000001","0.0426009600000001","0.0518472900000002","0.0112784400000003","0.0203632900000004","0.029929","0.0531763600000004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",67,"9/9/2015","1:36:07 PM",36.6219,27.665,14.9197,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",500,8.82352941176471,1.28324117,"0.000334889999999999","8.46399999999977e-05","0.00132496000000003","0.00620944000000017","0.00368449000000008","0.00014884","0.00776160999999982","0.0278889999999999","0.0133171599999998","0.0354192400000001","0.0106502399999999","0.00014884","0.0040576900000001","0.000449440000000014","0.00446223999999985","0.0258888099999999","0.0288660100000001","0.0195160899999999","0.00488600999999982","0.0106296100000003","0.00155236000000004","0.00112225000000001","0.0112996899999998","0.00776160999999982","0.00112225000000001","0.0106296100000003","0.0589518400000004","0.0866713600000008","0.0977187599999998","0.0746382400000005","0.0353816100000001","0.00368449000000008","0.000924160000000012","0.00299208999999985","0.00265225000000008","0.0309408100000001","0.0849139600000007","0.10745284","0.0813960900000007","0.0532224900000003","0.0342620100000001","0.02393209","0.0162307600000004","0.0331604100000001","0.0353816100000001","0.0438483600000002","0.00772641000000021","0.0154753600000003","0.02393209","0.0450712900000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",68,"9/9/2015","1:36:08 PM",36.5729,27.665,14.8864,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",510,9,1.322714875,"0.00110889000000004","0.00266256000000006","0.00180625000000004","9.60999999999926e-06","0.00207025000000005","0.000750760000000005","0.000445210000000024","0.0147379599999999","0.0401200900000001","0.02211169","0.0490622500000003","0.01863225","0.000445210000000024","0.000924160000000012","0.000146410000000005","0.0100200099999999","0.0377136400000001","0.0412902400000003","0.029929","0.0106502399999999","0.00487204000000011","3.72099999999999e-05","0.00446224000000009","0.0194881599999999","0.0147379599999999","0.00446224000000009","0.00487204000000011","0.0438902500000001","0.0681732100000004","0.0780084899999996","0.0575520100000002","0.0239630399999999","0.000750760000000005","0.0040576900000001","0.00774399999999986","0.000331240000000008","0.02033476","0.0666156100000003","0.0867302499999996","0.0635040000000003","0.03896676","0.0230432399999999","0.0147379599999999","0.00885481000000018","0.0221414399999999","0.0239630399999999","0.03101121","0.00298116000000007","0.00829921000000015","0.0147379599999999","0.0320410000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",69,"9/9/2015","1:36:09 PM",36.5327,27.665,14.859,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",520,9.17647058823529,1.40438382,"0.000750760000000005","0.00368449000000008","0.0062410000000001","0.00488601000000007","0.00059049000000001","0.000327610000000016","0","0.00235225000000006","0.0221414399999999","0.0518472900000002","0.03101121","0.0619512100000004","0.02686321","0.00235225000000006","9.00000000000068e-06","0.00156025000000002","0.0162562499999999","0.0491065600000002","0.0531763600000004","0.0401601600000001","0.0170563599999998","0.00179776000000006","0.000453690000000004","0.00887364000000014","0.0278889999999999","0.0221414399999999","0.00887364000000014","0.00179776000000006","0.0331604100000001","0.0546156900000003","0.0634536099999996","0.0451562500000001","0.0162307599999999","0","0.00829921000000015","0.0133171599999998","8.46399999999977e-05","0.0132710399999999","0.0532224900000003","0.0713424099999996","0.0504451600000003","0.0289","0.0154753599999999","0.00883599999999989","0.00444889000000012","0.0147379599999999","0.0162307599999999","0.02211169","0.00073984000000003","0.0040576900000001","0.00883599999999989","0.0229825600000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",70,"9/9/2015","1:36:10 PM",36.5193,27.665,14.8499,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",530,9.35294117647059,1.4771216,"8.2810000000002e-05","0.00133225000000001","0.00487204000000011","0.00776161000000013","0.0062410000000001","0.00111556000000002","8.10000000000061e-05","8.2810000000002e-05","0.00331776000000009","0.0249324099999999","0.0560742400000003","0.03429904","0.0665640000000005","0.029929","0.00331776000000009","3.72099999999999e-05","0.00236196000000004","0.0186595599999999","0.0532224900000003","0.0574560900000004","0.0438902500000001","0.0195160899999999","0.00110889000000004","0.000924160000000012","0.0106708900000002","0.03101121","0.0249324099999999","0.0106708900000002","0.00110889000000004","0.029929","0.0504451600000003","0.0589518399999995","0.0413715600000001","0.0139948899999999","8.2810000000002e-05","0.0100400400000002","0.0155002499999998","0.000334889999999999","0.0112572099999999","0.0491065600000002","0.0665639999999995","0.0464402500000002","0.0258888099999999","0.0132940899999999","0.00720800999999988","0.00331776000000009","0.0126112899999999","0.0139948899999999","0.0194881599999999","0.000327610000000016","0.00298116000000007","0.00720800999999988","0.02030625","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",71,"9/9/2015","1:36:11 PM",36.4703,27.665,14.8166,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",540,9.52941176470588,1.48605585,"0.00110889000000004","0.00179776000000006","0.00487204000000011","0.0106296100000003","0.0147379600000003","0.0126112900000003","0.00444889000000012","0.00059049000000001","0.00179776000000006","0.00826281000000024","0.0365574400000001","0.0729540100000006","0.0477422500000003","0.0848556900000008","0.0425596900000002","0.00826281000000024","0.00155236000000004","0.00670761000000016","0.0288660100000001","0.0696960000000006","0.0745290000000008","0.0589518400000004","0.029929","0","0.0040576900000001","0.0186595600000004","0.0438483600000002","0.0365574400000001","0.0186595600000004","0","0.0195160899999999","0.03659569","0.0438902499999994","0.0289340099999999","0.00722499999999984","0.00179776000000006","0.0178222500000004","0.02490084","0.00266256000000006","0.00529983999999987","0.03545689","0.0504900899999994","0.03319684","0.0162817599999998","0.00672399999999983","0.00266255999999987","0.00059049000000001","0.00624099999999982","0.00722499999999984","0.0112996899999998","0.000231040000000003","0.000453690000000004","0.00266255999999987","0.0119246399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",72,"9/9/2015","1:36:12 PM",36.4346,27.665,14.7923,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",550,9.70588235294118,1.47229739,"0.00059049000000001","0.00331776000000009","0.00444889000000012","0.00885481000000018","0.0162307600000004","0.0212284900000004","0.0186595600000004","0.0082810000000002","0.00236196000000004","0.00444889000000012","0.0132710400000004","0.0464402500000002","0.0866713600000008","0.0589518400000004","0.099603360000001","0.0531763600000004","0.0132710400000004","0.0040576900000001","0.0112784400000003","0.0377136400000001","0.0831168900000008","0.088387290000001","0.0713424100000005","0.0389272900000001","0.00059049000000001","0.00774400000000017","0.0258888100000005","0.0546156900000003","0.0464402500000002","0.0258888100000005","0.00059049000000001","0.0133171599999998","0.0278889999999999","0.0342990399999994","0.0212576399999998","0.00368448999999986","0.00444889000000012","0.0249008400000005","0.0331604100000001","0.00576081000000011","0.00235224999999989","0.0268959999999999","0.0401601599999993","0.0249324099999999","0.0106708899999998","0.00332928999999986","0.000745289999999921","0","0.00299208999999985","0.00368448999999986","0.00672399999999983","0.00156025000000002","9.00000000000068e-06","0.000745289999999921","0.00720800999999988","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",73,"9/9/2015","1:36:13 PM",36.3766,27.665,14.7528,50,"AR-370_BARGE_2015-09-09_R_T2_final.csv",560,9.88235294117647,1.505667105,"0.00156024999999988","0.00407043999999984","0.00942840999999986","0.0112784399999999","0.0178489599999999","0.02785561","0.03429904","0.03101121","0.0170302499999999","0.00776160999999982","0.0112784399999999","0.02393209","0.0650249999999995","0.11148921","0.0796932899999996","0.12609601","0.0729540099999996","0.02393209","0.0106502399999999","0.0212284899999999","0.0546156899999995","0.10745284","0.11343424","0.0940035599999997","0.0560742399999994","0.00407043999999984","0.0162562499999999","0.0401601600000001","0.0746382399999996","0.0650249999999995","0.0401601600000001","0.00407043999999984","0.00576081000000011","0.0162562500000003","0.0212284899999999","0.0112996900000002","0.000449440000000014","0.0112784399999999","0.0389272900000001","0.0491065599999994","0.0133171599999998","8.10000000000061e-05","0.0155002500000003","0.0258888099999999","0.0140185600000003","0.00407044000000007","0.000331240000000008","0.00014884","0.00156024999999988","0.000231040000000003","0.000449440000000014","0.00180625000000004","0.00624099999999982","0.00180624999999989","0.00014884","0.00206116000000007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_BARGE_2015-09-09_R_T2",79,"9/9/2015","1:36:19 PM",36.604,27.665,14.9075,NA,"AR-370_BARGE_2015-09-09_R_T2_final.csv",570,10.0588235294118,1.557726705,"0.02393209","0.0132710400000004","0.00826281000000024","0.00331776000000009","0.00235225000000006","0.000445210000000024","0.00014884","0.000930249999999998","0.000457959999999994","0.000585640000000021","0.00443556000000015","0.00235225000000006","0","0.0100600899999998","0.0321126399999999","0.0162817599999998","0.0401601600000001","0.0133171599999998","0","0.00265225000000008","8.10000000000061e-05","0.00624099999999982","0.0299636099999999","0.0331604100000001","0.0230736099999998","0.00674040999999979","0.00826281000000024","0.00073984000000003","0.00208849000000001","0.0140422499999998","0.0100600899999998","0.00208849000000001","0.00826281000000024","0.0531763600000004","0.0796368400000007","0.0902401599999999","0.0681210000000005","0.0309408100000001","0.00235225000000006","0.00181476000000002","0.00447560999999982","0.00154449000000006","0.0267976900000001","0.0779526400000007","0.0996033599999999","0.0745836100000007","0.0477422500000003","0.0298944100000001","0.02030625","0.0132710400000004","0.0288660100000001","0.0309408100000001","0.0388878400000002","0.00573049000000018","0.0125888400000003","0.02030625","0.0400400100000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
