"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar2.83018867924528","semivar5.66037735849057","semivar8.49056603773585","semivar11.3207547169811","semivar14.1509433962264","semivar16.9811320754717","semivar19.811320754717","semivar22.6415094339623","semivar25.4716981132075","semivar28.3018867924528","semivar31.1320754716981","semivar33.9622641509434","semivar36.7924528301887","semivar39.622641509434","semivar42.4528301886792","semivar45.2830188679245","semivar48.1132075471698","semivar50.9433962264151","semivar53.7735849056604","semivar56.6037735849057","semivar59.4339622641509","semivar62.2641509433962","semivar65.0943396226415","semivar67.9245283018868","semivar70.7547169811321","semivar73.5849056603774","semivar76.4150943396226","semivar79.2452830188679","semivar82.0754716981132","semivar84.9056603773585","semivar87.7358490566038","semivar90.5660377358491","semivar93.3962264150943","semivar96.2264150943396","semivar99.0566037735849","semivar101.88679245283","semivar104.716981132075","semivar107.547169811321","semivar110.377358490566","semivar113.207547169811","semivar116.037735849057","semivar118.867924528302","semivar121.698113207547","semivar124.528301886792","semivar127.358490566038","semivar130.188679245283","semivar133.018867924528","semivar135.849056603774","semivar138.679245283019","semivar141.509433962264","semivar144.339622641509","semivar147.169811320755","semivar150","semivar152.830188679245","semivar155.660377358491","semivar158.490566037736","semivar161.320754716981","semivar164.150943396226","semivar166.981132075472","semivar169.811320754717","semivar172.641509433962","semivar175.471698113208","semivar178.301886792453","semivar181.132075471698","semivar183.962264150943","semivar186.792452830189","semivar189.622641509434","semivar192.452830188679","semivar195.283018867925","semivar198.11320754717","semivar200.943396226415","semivar203.77358490566","semivar206.603773584906","semivar209.433962264151","semivar212.264150943396","semivar215.094339622642","semivar217.924528301887","semivar220.754716981132","semivar223.584905660377","semivar226.415094339623","semivar229.245283018868","semivar232.075471698113","semivar234.905660377358","semivar237.735849056604","semivar240.566037735849","semivar243.396226415094","semivar246.22641509434","semivar249.056603773585","semivar251.88679245283","semivar254.716981132075","semivar257.547169811321","semivar260.377358490566","semivar263.207547169811","semivar266.037735849057","semivar268.867924528302","semivar271.698113207547","semivar274.528301886792","semivar277.358490566038","semivar280.188679245283","semivar283.018867924528","semivar285.849056603774","semivar288.679245283019","semivar291.509433962264","semivar294.339622641509","semivar297.169811320755","semivar300"
"AR-370_NR1_2015-09-09_R_T1",17,"9/9/2015","10:15:26 AM",35.877,27.665,14.4128,NA,"AR-370_NR1_2015-09-09_R_T1_final.csv",100,2.85714285714286,0.379699779999999,"8.2810000000002e-05","0.00111556000000002","0.00207025000000005","0.00942841000000021","0.0040576900000001","0.00487204000000011","0.0040576900000001","0.000231040000000003","8.2810000000002e-05","0.00531440999999983","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T1",18,"9/9/2015","10:15:27 AM",35.8011,27.665,14.3612,NA,"AR-370_NR1_2015-09-09_R_T1_final.csv",110,3.14285714285714,0.387421549999999,"0.00266256000000006","0.00180625000000004","0.000331240000000008","3.72099999999999e-05","0.00207025000000005","0.000146410000000005","0.000331240000000008","0.000146410000000005","0.00132496000000003","0.00368449000000008","0.0155002499999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T1",19,"9/9/2015","10:15:28 AM",35.8368,27.665,14.3855,NA,"AR-370_NR1_2015-09-09_R_T1_final.csv",120,3.42857142857143,0.44813193,"0.00059049000000001","0.000745290000000018","0.000331240000000008","3.72099999999999e-05","0.000331240000000008","0.00487204000000011","0.00132496000000003","0.00180625000000004","0.00132496000000003","0.000146410000000005","0.00132496000000003","0.0100400399999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T1",20,"9/9/2015","10:15:29 AM",35.6404,27.665,14.2519,NA,"AR-370_NR1_2015-09-09_R_T1_final.csv",130,3.71428571428571,0.477544664999999,"0.0178489600000003","0.0119464900000002","0.0258888100000005","0.0230432400000005","0.0162562500000003","0.0133171600000002","0.00407044000000007","0.00944784000000016","0.00829921000000015","0.00944784000000016","0.0212284900000004","0.0289000000000006","0.0546624400000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T1",21,"9/9/2015","10:15:30 AM",35.578,27.665,14.2094,NA,"AR-370_NR1_2015-09-09_R_T1_final.csv",140,4,0.520581149999999,"0.00180624999999989","0.03101121","0.0230432399999999","0.0413715600000001","0.0377524900000001","0.0289","0.0249324099999999","0.0112996899999998","0.0195160899999999","0.0178489599999999","0.0195160899999999","0.0354192400000001","0.0451562500000001","0.0763416899999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T1",22,"9/9/2015","10:15:31 AM",35.5557,27.665,14.1942,NA,"AR-370_NR1_2015-09-09_R_T1_final.csv",150,4.28571428571429,0.552733419999999,"0.000231040000000003","0.00332928999999986","0.03659569","0.0278889999999999","0.0477859600000002","0.0438902500000001","0.03429904","0.0299636099999999","0.0147622499999998","0.0239940099999999","0.0221414399999999","0.0239940099999999","0.0413715600000001","0.0518472900000002","0.0849722499999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T1",23,"9/9/2015","10:15:32 AM",35.5914,27.665,14.2185,NA,"AR-370_NR1_2015-09-09_R_T1_final.csv",160,4.57142857142857,0.584491794999999,"0.00059049000000001","8.2810000000002e-05","0.0011155599999999","0.0278889999999999","0.0203632899999999","0.0377524900000001","0.03429904","0.0258888099999999","0.0221414399999999","0.00944783999999982","0.0170563599999998","0.0155002499999998","0.0170563599999998","0.03207681","0.0413715600000001","0.0713958399999995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T1",24,"9/9/2015","10:15:33 AM",35.5602,27.665,14.1973,NA,"AR-370_NR1_2015-09-09_R_T1_final.csv",170,4.85714285714286,0.578115129999999,"0.000449440000000014","9.60999999999926e-06","0.000146410000000005","0.00298115999999988","0.0354192400000001","0.02686321","0.0464402500000002","0.0426009600000001","0.0331604100000001","0.0289","0.0140185599999999","0.0230432399999999","0.0212284899999999","0.0230432399999999","0.0401200900000001","0.0504451600000003","0.0831745599999996","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T1",25,"9/9/2015","10:15:34 AM",35.5424,27.665,14.1852,NA,"AR-370_NR1_2015-09-09_R_T1_final.csv",180,5.14285714285714,0.532533749999999,"0.000146410000000005","0.00110889000000004","8.10000000000061e-05","0.000585640000000021","0.00444888999999988","0.0401200900000001","0.0309760000000001","0.0518017600000003","0.0477422500000003","0.0377136400000001","0.0331604100000001","0.0170302499999999","0.02686321","0.02490084","0.02686321","0.0451137600000003","0.0560268900000004","0.0903002499999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR1_2015-09-09_R_T1",26,"9/9/2015","10:15:35 AM",35.7609,27.665,14.3338,25,"AR-370_NR1_2015-09-09_R_T1_final.csv",190,5.42857142857143,0.505350584999998,"0.02208196","0.01863225","0.0132940899999999","0.0194881599999999","0.0154753599999999","0.00670761000000016","0.00267289000000003","0.000750760000000005","0.0062410000000001","0.00488601000000007","0.00207936000000003","0.00112225000000001","0.000327610000000016","0.000234089999999996","8.46399999999977e-05","0.000234089999999996","0.00407044000000007","0.00776161000000013","0.0230736099999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
