"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.88679245283019","semivar3.77358490566038","semivar5.66037735849057","semivar7.54716981132075","semivar9.43396226415094","semivar11.3207547169811","semivar13.2075471698113","semivar15.0943396226415","semivar16.9811320754717","semivar18.8679245283019","semivar20.7547169811321","semivar22.6415094339623","semivar24.5283018867925","semivar26.4150943396226","semivar28.3018867924528","semivar30.188679245283","semivar32.0754716981132","semivar33.9622641509434","semivar35.8490566037736","semivar37.7358490566038","semivar39.622641509434","semivar41.5094339622642","semivar43.3962264150943","semivar45.2830188679245","semivar47.1698113207547","semivar49.0566037735849","semivar50.9433962264151","semivar52.8301886792453","semivar54.7169811320755","semivar56.6037735849057","semivar58.4905660377358","semivar60.377358490566","semivar62.2641509433962","semivar64.1509433962264","semivar66.0377358490566","semivar67.9245283018868","semivar69.811320754717","semivar71.6981132075472","semivar73.5849056603774","semivar75.4716981132076","semivar77.3584905660377","semivar79.2452830188679","semivar81.1320754716981","semivar83.0188679245283","semivar84.9056603773585","semivar86.7924528301887","semivar88.6792452830189","semivar90.5660377358491","semivar92.4528301886792","semivar94.3396226415094","semivar96.2264150943396","semivar98.1132075471698","semivar100","semivar101.88679245283","semivar103.77358490566","semivar105.660377358491","semivar107.547169811321","semivar109.433962264151","semivar111.320754716981","semivar113.207547169811","semivar115.094339622642","semivar116.981132075472","semivar118.867924528302","semivar120.754716981132","semivar122.641509433962","semivar124.528301886792","semivar126.415094339623","semivar128.301886792453","semivar130.188679245283","semivar132.075471698113","semivar133.962264150943","semivar135.849056603774","semivar137.735849056604","semivar139.622641509434","semivar141.509433962264","semivar143.396226415094","semivar145.283018867925","semivar147.169811320755","semivar149.056603773585","semivar150.943396226415","semivar152.830188679245","semivar154.716981132075","semivar156.603773584906","semivar158.490566037736","semivar160.377358490566","semivar162.264150943396","semivar164.150943396226","semivar166.037735849057","semivar167.924528301887","semivar169.811320754717","semivar171.698113207547","semivar173.584905660377","semivar175.471698113208","semivar177.358490566038","semivar179.245283018868","semivar181.132075471698","semivar183.018867924528","semivar184.905660377358","semivar186.792452830189","semivar188.679245283019","semivar190.566037735849","semivar192.452830188679","semivar194.339622641509","semivar196.22641509434","semivar198.11320754717","semivar200","semivar201.88679245283","semivar203.77358490566","semivar205.660377358491","semivar207.547169811321","semivar209.433962264151","semivar211.320754716981","semivar213.207547169811","semivar215.094339622642","semivar216.981132075472","semivar218.867924528302","semivar220.754716981132","semivar222.641509433962","semivar224.528301886792","semivar226.415094339623","semivar228.301886792453","semivar230.188679245283","semivar232.075471698113","semivar233.962264150943","semivar235.849056603774","semivar237.735849056604","semivar239.622641509434","semivar241.509433962264","semivar243.396226415094","semivar245.283018867925","semivar247.169811320755","semivar249.056603773585","semivar250.943396226415","semivar252.830188679245","semivar254.716981132075","semivar256.603773584906","semivar258.490566037736","semivar260.377358490566","semivar262.264150943396","semivar264.150943396226","semivar266.037735849057","semivar267.924528301887","semivar269.811320754717","semivar271.698113207547","semivar273.584905660377","semivar275.471698113208","semivar277.358490566038","semivar279.245283018868","semivar281.132075471698","semivar283.018867924528","semivar284.905660377359","semivar286.792452830189","semivar288.679245283019","semivar290.566037735849","semivar292.452830188679","semivar294.339622641509","semivar296.22641509434","semivar298.11320754717","semivar300"
"AR-364_BARGE_2015-12-10_R_T1",8,"12/10/2015","1:55:51 PM",34.0563,16.141,13.17393568,30,"AR-364_BARGE_2015-12-10_R_T1_final.csv",0,0,0.505123136200953,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2015-12-10_R_T1",9,"12/10/2015","1:55:52 PM",34.123,16.141,13.21932233,NA,"AR-364_BARGE_2015-12-10_R_T1_final.csv",10,0.189873417721519,1.31013287346346,"0.0020599479982226","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2015-12-10_R_T1",10,"12/10/2015","1:55:53 PM",34.1097,16.141,13.21027222,NA,"AR-364_BARGE_2015-12-10_R_T1_final.csv",20,0.379746835443038,2.10960152469019,"8.1904491012108e-05","0.00132034413917165","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2015-12-10_R_T1",11,"12/10/2015","1:55:54 PM",34.0563,16.141,13.17393568,NA,"AR-364_BARGE_2015-12-10_R_T1_final.csv",30,0.569620253164557,2.65717210260232,"0.00132034413917165","0.0020599479982226","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2015-12-10_R_T1",12,"12/10/2015","1:55:55 PM",34.0518,16.141,13.17087361,NA,"AR-364_BARGE_2015-12-10_R_T1_final.csv",40,0.759493670886076,2.89490559272604,"9.37627268490221e-06","0.00155225046993218","0.00234727846963854","9.37627268490221e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2015-12-10_R_T1",13,"12/10/2015","1:55:56 PM",34.0028,16.141,13.13753109,NA,"AR-364_BARGE_2015-12-10_R_T1_final.csv",50,0.949367088607595,2.84646507409748,"0.00111172363995038","0.00132529417306811","0.005291271993677","0.00668980694073779","0.00132529417306811","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2015-12-10_R_T1",14,"12/10/2015","1:55:57 PM",33.9761,16.141,13.11936282,NA,"AR-364_BARGE_2015-12-10_R_T1_final.csv",60,1.13924050632911,2.72247220656726,"0.000330086034792912","0.0026533614864241","0.00297819704857964","0.00826451900836019","0.00999190363944039","0.00297819704857964","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2015-12-10_R_T1",15,"12/10/2015","1:55:58 PM",33.9271,16.141,13.0860203,NA,"AR-364_BARGE_2015-12-10_R_T1_final.csv",70,1.32911392405063,2.74817690658238,"0.00111172363995038","0.0026533614864241","0.00720008421795606","0.00772911404054442","0.0154385396236866","0.0177694312021212","0.00772911404054442","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2015-12-10_R_T1",16,"12/10/2015","1:55:59 PM",33.9137,16.141,13.07690214,NA,"AR-364_BARGE_2015-12-10_R_T1_final.csv",80,1.51898734177215,3.05295740697978,"8.31408417855977e-05","0.00180290934606236","0.00367586957810249","0.00883063717396083","0.0094155078849316","0.0177875782392066","0.0202835105196364","0.0094155078849316","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-364_BARGE_2015-12-10_R_T1",17,"12/10/2015","1:56:00 PM",33.9137,16.141,13.07690214,NA,"AR-364_BARGE_2015-12-10_R_T1_final.csv",90,1.70886075949367,3.5332420085971,"0","8.31408417855977e-05","0.00180290934606236","0.00367586957810249","0.00883063717396083","0.0094155078849316","0.0177875782392066","0.0202835105196364","0.0094155078849316","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
