ID,Sample_#,Date,Time,Abs_Pres_psi,Temp °C,Abs_Pres_m,Trans_Dist_m,
AR-330_INDRA_2015-12-11_S,10,12/11/2015,9:27:52 AM,38.2024,18.045,15.99518915,30,
AR-330_INDRA_2015-12-11_S,11,12/11/2015,9:27:53 AM,38.1921,18.045,15.98818042,,
AR-330_INDRA_2015-12-11_S,12,12/11/2015,9:27:54 AM,38.1455,18.045,15.956471,,
AR-330_INDRA_2015-12-11_S,13,12/11/2015,9:27:55 AM,38.1765,18.045,15.97756525,,
AR-330_INDRA_2015-12-11_S,14,12/11/2015,9:27:56 AM,38.2695,18.045,16.04084799,,
AR-330_INDRA_2015-12-11_S,15,12/11/2015,9:27:57 AM,38.4041,18.045,16.13243785,,
AR-330_INDRA_2015-12-11_S,16,12/11/2015,9:27:58 AM,38.4247,18.045,16.14645532,,
AR-330_INDRA_2015-12-11_S,17,12/11/2015,9:27:59 AM,38.3058,18.045,16.06554867,,
AR-330_INDRA_2015-12-11_S,18,12/11/2015,9:28:00 AM,38.1971,18.045,15.99158271,,
AR-330_INDRA_2015-12-11_S,19,12/11/2015,9:28:01 AM,38.2282,18.045,16.01274501,,
AR-330_INDRA_2015-12-11_S,20,12/11/2015,9:28:02 AM,38.2076,18.045,15.99872754,,
AR-330_INDRA_2015-12-11_S,21,12/11/2015,9:28:03 AM,38.6523,18.045,16.30132792,,
AR-330_INDRA_2015-12-11_S,22,12/11/2015,9:28:04 AM,39.4693,18.045,16.8572634,,
AR-330_INDRA_2015-12-11_S,23,12/11/2015,9:28:05 AM,39.614,18.045,16.9557259,,
AR-330_INDRA_2015-12-11_S,24,12/11/2015,9:28:06 AM,39.3451,18.045,16.77275032,,
AR-330_INDRA_2015-12-11_S,25,12/11/2015,9:28:07 AM,39.0814,18.045,16.59331312,,
AR-330_INDRA_2015-12-11_S,26,12/11/2015,9:28:08 AM,38.5799,18.045,16.25206264,,
AR-330_INDRA_2015-12-11_S,27,12/11/2015,9:28:09 AM,38.1248,18.045,15.94238549,,
AR-330_INDRA_2015-12-11_S,28,12/11/2015,9:28:10 AM,38.0679,18.045,15.90366734,,
AR-330_INDRA_2015-12-11_S,29,12/11/2015,9:28:11 AM,37.9696,18.045,15.83677816,,
AR-330_INDRA_2015-12-11_S,30,12/11/2015,9:28:12 AM,37.9438,18.045,15.8192223,,
AR-330_INDRA_2015-12-11_S,31,12/11/2015,9:28:13 AM,38.0989,18.045,15.92476158,,
AR-330_INDRA_2015-12-11_S,32,12/11/2015,9:28:14 AM,38.311,18.045,16.06908706,,
AR-330_INDRA_2015-12-11_S,33,12/11/2015,9:28:15 AM,38.3678,18.045,16.10773717,,
AR-330_INDRA_2015-12-11_S,34,12/11/2015,9:28:16 AM,38.4092,18.045,16.13590819,,
AR-330_INDRA_2015-12-11_S,35,12/11/2015,9:28:17 AM,38.4351,18.045,16.1535321,,
AR-330_INDRA_2015-12-11_S,36,12/11/2015,9:28:18 AM,38.28,18.045,16.04799281,,
AR-330_INDRA_2015-12-11_S,37,12/11/2015,9:28:19 AM,38.1351,18.045,15.94939422,,
AR-330_INDRA_2015-12-11_S,38,12/11/2015,9:28:20 AM,37.9335,18.045,15.81221357,,
AR-330_INDRA_2015-12-11_S,39,12/11/2015,9:28:21 AM,37.9438,18.045,15.8192223,,
AR-330_INDRA_2015-12-11_S,40,12/11/2015,9:28:22 AM,38.0214,18.045,15.87202597,,
AR-330_INDRA_2015-12-11_S,41,12/11/2015,9:28:23 AM,38.161,18.045,15.96701812,,
AR-330_INDRA_2015-12-11_S,42,12/11/2015,9:28:24 AM,38.28,18.045,16.04799281,,
AR-330_INDRA_2015-12-11_S,43,12/11/2015,9:28:25 AM,38.1403,18.045,15.95293261,,
AR-330_INDRA_2015-12-11_S,44,12/11/2015,9:28:26 AM,38.1351,18.045,15.94939422,,
AR-330_INDRA_2015-12-11_S,52,12/11/2015,9:28:34 AM,38.342,18.045,16.09018131,25,
AR-330_INDRA_2015-12-11_S,53,12/11/2015,9:28:35 AM,38.342,18.045,16.09018131,,
AR-330_INDRA_2015-12-11_S,54,12/11/2015,9:28:36 AM,38.3316,18.045,16.08310453,,
AR-330_INDRA_2015-12-11_S,55,12/11/2015,9:28:37 AM,38.28,18.045,16.04799281,,
AR-330_INDRA_2015-12-11_S,56,12/11/2015,9:28:38 AM,38.1248,18.045,15.94238549,,
AR-330_INDRA_2015-12-11_S,57,12/11/2015,9:28:39 AM,38.0419,18.045,15.88597539,,
AR-330_INDRA_2015-12-11_S,58,12/11/2015,9:28:40 AM,38.0161,18.045,15.86841953,,
AR-330_INDRA_2015-12-11_S,59,12/11/2015,9:28:41 AM,38.1816,18.045,15.98103559,,
AR-330_INDRA_2015-12-11_S,60,12/11/2015,9:28:42 AM,38.4247,18.045,16.14645532,,
AR-330_INDRA_2015-12-11_S,61,12/11/2015,9:28:43 AM,38.5541,18.045,16.23450679,,
AR-330_INDRA_2015-12-11_S,62,12/11/2015,9:28:44 AM,38.5333,18.045,16.22035323,,
AR-330_INDRA_2015-12-11_S,63,12/11/2015,9:28:45 AM,38.3989,18.045,16.12889946,,
AR-330_INDRA_2015-12-11_S,64,12/11/2015,9:28:46 AM,38.1765,18.045,15.97756525,,
