AR-345_CONC_2015-10-15_S,10,10/15/2015,1:54:53 PM,41.4952,23.966,18.23580646,30
AR-345_CONC_2015-10-15_S,11,10/15/2015,1:54:54 PM,41.5987,23.966,18.30623403,
AR-345_CONC_2015-10-15_S,12,10/15/2015,1:54:55 PM,41.6245,23.966,18.32378989,
AR-345_CONC_2015-10-15_S,13,10/15/2015,1:54:56 PM,41.6038,23.966,18.30970437,
AR-345_CONC_2015-10-15_S,14,10/15/2015,1:54:57 PM,41.578,23.966,18.29214852,
AR-345_CONC_2015-10-15_S,15,10/15/2015,1:54:58 PM,41.5211,23.966,18.25343037,
AR-345_CONC_2015-10-15_S,16,10/15/2015,1:54:59 PM,41.4486,23.966,18.20409705,
AR-345_CONC_2015-10-15_S,17,10/15/2015,1:55:00 PM,41.4125,23.966,18.17953246,
AR-345_CONC_2015-10-15_S,18,10/15/2015,1:55:01 PM,41.3917,23.966,18.1653789,
AR-345_CONC_2015-10-15_S,19,10/15/2015,1:55:02 PM,41.4746,23.966,18.221789,
AR-345_CONC_2015-10-15_S,20,10/15/2015,1:55:03 PM,41.4383,23.966,18.19708831,
AR-345_CONC_2015-10-15_S,21,10/15/2015,1:55:04 PM,41.1848,23.966,18.02459181,
AR-345_CONC_2015-10-15_S,22,10/15/2015,1:55:05 PM,40.9778,23.966,17.88373668,
AR-345_CONC_2015-10-15_S,23,10/15/2015,1:55:06 PM,40.9157,23.966,17.84148014,
AR-345_CONC_2015-10-15_S,24,10/15/2015,1:55:07 PM,41.0451,23.966,17.92953161,
AR-345_CONC_2015-10-15_S,25,10/15/2015,1:55:08 PM,41.4228,23.966,18.18654119,
AR-345_CONC_2015-10-15_S,26,10/15/2015,1:55:09 PM,41.4228,23.966,18.18654119,
AR-345_CONC_2015-10-15_S,27,10/15/2015,1:55:10 PM,41.4228,23.966,18.18654119,
AR-345_CONC_2015-10-15_S,28,10/15/2015,1:55:11 PM,41.2934,23.966,18.09848972,
AR-345_CONC_2015-10-15_S,29,10/15/2015,1:55:12 PM,40.952,23.966,17.86618082,
AR-345_CONC_2015-10-15_S,30,10/15/2015,1:55:13 PM,40.7398,23.966,17.7217873,
AR-345_CONC_2015-10-15_S,31,10/15/2015,1:55:14 PM,40.7916,23.966,17.7570351,
AR-345_CONC_2015-10-15_S,32,10/15/2015,1:55:15 PM,41.1693,23.966,18.01404469,
AR-345_CONC_2015-10-15_S,33,10/15/2015,1:55:16 PM,41.5262,23.966,18.25690071,
AR-345_CONC_2015-10-15_S,34,10/15/2015,1:55:17 PM,41.5417,23.966,18.26744783,
AR-345_CONC_2015-10-15_S,35,10/15/2015,1:55:18 PM,41.5727,23.966,18.28854208,
AR-345_CONC_2015-10-15_S,36,10/15/2015,1:55:19 PM,41.6142,23.966,18.31678115,
AR-345_CONC_2015-10-15_S,37,10/15/2015,1:55:20 PM,41.6659,23.966,18.35196091,
AR-345_CONC_2015-10-15_S,38,10/15/2015,1:55:21 PM,41.6659,23.966,18.35196091,
AR-345_CONC_2015-10-15_S,39,10/15/2015,1:55:22 PM,41.6503,23.966,18.34134574,
AR-345_CONC_2015-10-15_S,40,10/15/2015,1:55:23 PM,41.6608,23.966,18.34849057,
AR-345_CONC_2015-10-15_S,41,10/15/2015,1:55:24 PM,41.6866,23.966,18.36604643,
AR-345_CONC_2015-10-15_S,42,10/15/2015,1:55:25 PM,41.6814,23.966,18.36250804,
AR-345_CONC_2015-10-15_S,43,10/15/2015,1:55:26 PM,41.6763,23.966,18.35903769,
AR-345_CONC_2015-10-15_S,50,10/15/2015,1:55:33 PM,41.6814,23.966,18.36250804,25
AR-345_CONC_2015-10-15_S,51,10/15/2015,1:55:34 PM,41.6297,23.966,18.32732828,
AR-345_CONC_2015-10-15_S,52,10/15/2015,1:55:35 PM,41.6142,23.966,18.31678115,
AR-345_CONC_2015-10-15_S,53,10/15/2015,1:55:36 PM,41.5935,23.966,18.30269564,
AR-345_CONC_2015-10-15_S,54,10/15/2015,1:55:37 PM,41.6245,23.966,18.32378989,
AR-345_CONC_2015-10-15_S,55,10/15/2015,1:55:38 PM,41.6348,23.966,18.33079862,
AR-345_CONC_2015-10-15_S,56,10/15/2015,1:55:39 PM,41.9504,23.966,18.54555167,
AR-345_CONC_2015-10-15_S,57,10/15/2015,1:55:40 PM,42.0643,23.966,18.62305601,
AR-345_CONC_2015-10-15_S,58,10/15/2015,1:55:41 PM,41.9712,23.966,18.55970522,
AR-345_CONC_2015-10-15_S,59,10/15/2015,1:55:42 PM,41.8521,23.966,18.47866249,
AR-345_CONC_2015-10-15_S,60,10/15/2015,1:55:43 PM,41.5366,23.966,18.26397749,
AR-345_CONC_2015-10-15_S,61,10/15/2015,1:55:44 PM,41.1952,23.966,18.03166859,
AR-345_CONC_2015-10-15_S,62,10/15/2015,1:55:45 PM,40.8175,23.966,17.774659,
AR-345_CONC_2015-10-15_S,63,10/15/2015,1:55:46 PM,40.507,23.966,17.5633763,
AR-345_CONC_2015-10-15_S,64,10/15/2015,1:55:47 PM,40.5588,23.966,17.59862411,
AR-345_CONC_2015-10-15_S,65,10/15/2015,1:55:48 PM,40.5949,23.966,17.6231887,
AR-345_CONC_2015-10-15_S,66,10/15/2015,1:55:49 PM,40.5743,23.966,17.60917123,
AR-345_CONC_2015-10-15_S,67,10/15/2015,1:55:50 PM,40.5588,23.966,17.59862411,
AR-345_CONC_2015-10-15_S,68,10/15/2015,1:55:51 PM,40.5278,23.966,17.57752986,
AR-345_CONC_2015-10-15_S,69,10/15/2015,1:55:52 PM,40.7347,23.966,17.71831695,
AR-345_CONC_2015-10-15_S,70,10/15/2015,1:55:53 PM,41.1745,23.966,18.01758308,
AR-345_CONC_2015-10-15_S,71,10/15/2015,1:55:54 PM,41.6556,23.966,18.34495218,
AR-345_CONC_2015-10-15_S,72,10/15/2015,1:55:55 PM,42.0228,23.966,18.59481694,
AR-345_CONC_2015-10-15_S,73,10/15/2015,1:55:56 PM,42.209,23.966,18.72151851,
AR-345_CONC_2015-10-15_S,74,10/15/2015,1:55:57 PM,42.1314,23.966,18.66871485,
AR-345_CONC_2015-10-15_S,75,10/15/2015,1:55:58 PM,42.0798,23.966,18.63360314,
AR-345_CONC_2015-10-15_S,76,10/15/2015,1:55:59 PM,42.0228,23.966,18.59481694,
AR-345_CONC_2015-10-15_S,77,10/15/2015,1:56:00 PM,41.9194,23.966,18.52445742,
AR-345_CONC_2015-10-15_S,78,10/15/2015,1:56:01 PM,41.8366,23.966,18.46811537,
AR-345_CONC_2015-10-15_S,79,10/15/2015,1:56:02 PM,41.7229,23.966,18.39074711,
AR-345_CONC_2015-10-15_S,80,10/15/2015,1:56:03 PM,41.5727,23.966,18.28854208,
AR-345_CONC_2015-10-15_S,81,10/15/2015,1:56:04 PM,41.609,23.966,18.31324276,
AR-345_CONC_2015-10-15_S,82,10/15/2015,1:56:05 PM,41.5832,23.966,18.29568691,
AR-345_CONC_2015-10-15_S,83,10/15/2015,1:56:06 PM,41.4849,23.966,18.22879773,
AR-345_CONC_2015-10-15_S,84,10/15/2015,1:56:07 PM,41.4538,23.966,18.20763544,
AR-345_CONC_2015-10-15_S,85,10/15/2015,1:56:08 PM,41.459,23.966,18.21117383,
AR-345_CONC_2015-10-15_S,92,10/15/2015,1:56:15 PM,41.5056,23.966,18.24288324,20
AR-345_CONC_2015-10-15_S,93,10/15/2015,1:56:16 PM,41.5107,23.966,18.24635359,
AR-345_CONC_2015-10-15_S,94,10/15/2015,1:56:17 PM,41.402,23.966,18.17238763,
AR-345_CONC_2015-10-15_S,95,10/15/2015,1:56:18 PM,40.9312,23.966,17.85202726,
AR-345_CONC_2015-10-15_S,96,10/15/2015,1:56:19 PM,40.9623,23.966,17.87318955,
AR-345_CONC_2015-10-15_S,97,10/15/2015,1:56:20 PM,41.2624,23.966,18.07739547,
AR-345_CONC_2015-10-15_S,98,10/15/2015,1:56:21 PM,41.459,23.966,18.21117383,
AR-345_CONC_2015-10-15_S,99,10/15/2015,1:56:22 PM,41.4746,23.966,18.221789,
AR-345_CONC_2015-10-15_S,100,10/15/2015,1:56:23 PM,41.4383,23.966,18.19708831,
AR-345_CONC_2015-10-15_S,101,10/15/2015,1:56:24 PM,41.3762,23.966,18.15483177,
AR-345_CONC_2015-10-15_S,102,10/15/2015,1:56:25 PM,40.8692,23.966,17.80983877,
