ID,Sample_#,Date,Time,Abs_Pres_psi,Temp °C,Abs_Pres_m,Trans_Dist_m,
AR-330_INDRA_2015-09-08_S,14,9/8/2015,9:06:45 AM,36.3079,27.567,14.70605847,30,
AR-330_INDRA_2015-09-08_S,15,9/8/2015,9:06:46 AM,36.3234,27.567,14.7166056,,
AR-330_INDRA_2015-09-08_S,16,9/8/2015,9:06:47 AM,36.3856,27.567,14.75893018,,
AR-330_INDRA_2015-09-08_S,17,9/8/2015,9:06:48 AM,36.4841,27.567,14.82595545,,
AR-330_INDRA_2015-09-08_S,18,9/8/2015,9:06:49 AM,36.536,27.567,14.8612713,,
AR-330_INDRA_2015-09-08_S,19,9/8/2015,9:06:50 AM,36.5981,27.567,14.90352784,,
AR-330_INDRA_2015-09-08_S,20,9/8/2015,9:06:51 AM,36.6552,27.567,14.94238208,,
AR-330_INDRA_2015-09-08_S,21,9/8/2015,9:06:52 AM,36.6924,27.665,14.96769518,,
AR-330_INDRA_2015-09-08_S,22,9/8/2015,9:06:53 AM,36.6293,27.567,14.92475818,,
AR-330_INDRA_2015-09-08_S,23,9/8/2015,9:06:54 AM,36.5566,27.567,14.87528877,,
AR-330_INDRA_2015-09-08_S,24,9/8/2015,9:06:55 AM,36.5101,27.567,14.8436474,,
AR-330_INDRA_2015-09-08_S,25,9/8/2015,9:06:56 AM,36.4841,27.567,14.82595545,,
AR-330_INDRA_2015-09-08_S,26,9/8/2015,9:06:57 AM,36.5057,27.665,14.84065338,,
AR-330_INDRA_2015-09-08_S,27,9/8/2015,9:06:58 AM,36.5256,27.567,14.85419452,,
AR-330_INDRA_2015-09-08_S,28,9/8/2015,9:06:59 AM,36.5566,27.567,14.87528877,,
AR-330_INDRA_2015-09-08_S,29,9/8/2015,9:07:00 AM,36.5256,27.567,14.85419452,,
AR-330_INDRA_2015-09-08_S,30,9/8/2015,9:07:01 AM,36.5671,27.567,14.8824336,,
AR-330_INDRA_2015-09-08_S,31,9/8/2015,9:07:02 AM,36.5566,27.567,14.87528877,,
AR-330_INDRA_2015-09-08_S,32,9/8/2015,9:07:03 AM,36.536,27.567,14.8612713,,
AR-330_INDRA_2015-09-08_S,33,9/8/2015,9:07:04 AM,36.5256,27.567,14.85419452,,
AR-330_INDRA_2015-09-08_S,34,9/8/2015,9:07:05 AM,36.5515,27.567,14.87181843,,
AR-330_INDRA_2015-09-08_S,35,9/8/2015,9:07:06 AM,36.6145,27.665,14.91468738,,
AR-330_INDRA_2015-09-08_S,36,9/8/2015,9:07:07 AM,36.6552,27.567,14.94238208,,
AR-330_INDRA_2015-09-08_S,37,9/8/2015,9:07:08 AM,36.6603,27.567,14.94585243,,
AR-330_INDRA_2015-09-08_S,38,9/8/2015,9:07:09 AM,36.6241,27.567,14.92121979,,
AR-330_INDRA_2015-09-08_S,39,9/8/2015,9:07:10 AM,36.593,27.567,14.9000575,,
AR-330_INDRA_2015-09-08_S,40,9/8/2015,9:07:11 AM,36.536,27.567,14.8612713,,
AR-330_INDRA_2015-09-08_S,41,9/8/2015,9:07:12 AM,36.4893,27.567,14.82949384,,
AR-330_INDRA_2015-09-08_S,42,9/8/2015,9:07:13 AM,36.5153,27.567,14.84718579,,
AR-330_INDRA_2015-09-08_S,43,9/8/2015,9:07:14 AM,36.5411,27.567,14.86474165,,
AR-330_INDRA_2015-09-08_S,44,9/8/2015,9:07:15 AM,36.5671,27.567,14.8824336,,
AR-330_INDRA_2015-09-08_S,45,9/8/2015,9:07:16 AM,36.5515,27.567,14.87181843,,
AR-330_INDRA_2015-09-08_S,46,9/8/2015,9:07:17 AM,36.536,27.567,14.8612713,,
AR-330_INDRA_2015-09-08_S,47,9/8/2015,9:07:18 AM,36.542,27.665,14.86535406,,
AR-330_INDRA_2015-09-08_S,48,9/8/2015,9:07:19 AM,36.5671,27.567,14.8824336,,
AR-330_INDRA_2015-09-08_S,49,9/8/2015,9:07:20 AM,36.5981,27.567,14.90352784,,
AR-330_INDRA_2015-09-08_S,50,9/8/2015,9:07:21 AM,36.6758,27.567,14.95639955,,
AR-330_INDRA_2015-09-08_S,51,9/8/2015,9:07:22 AM,36.7122,27.567,14.98116828,,
AR-330_INDRA_2015-09-08_S,52,9/8/2015,9:07:23 AM,36.7122,27.567,14.98116828,,
AR-330_INDRA_2015-09-08_S,53,9/8/2015,9:07:24 AM,36.6396,27.567,14.93176692,,
AR-330_INDRA_2015-09-08_S,54,9/8/2015,9:07:25 AM,36.5566,27.567,14.87528877,,
AR-330_INDRA_2015-09-08_S,55,9/8/2015,9:07:26 AM,36.4945,27.567,14.83303223,,
AR-330_INDRA_2015-09-08_S,56,9/8/2015,9:07:27 AM,36.5005,27.665,14.83711499,,
AR-330_INDRA_2015-09-08_S,57,9/8/2015,9:07:28 AM,36.5367,27.665,14.86174762,,
AR-330_INDRA_2015-09-08_S,58,9/8/2015,9:07:29 AM,36.593,27.567,14.9000575,,
AR-330_INDRA_2015-09-08_S,59,9/8/2015,9:07:30 AM,36.6293,27.567,14.92475818,,
AR-330_INDRA_2015-09-08_S,60,9/8/2015,9:07:31 AM,36.5732,27.665,14.8865844,,
AR-330_INDRA_2015-09-08_S,61,9/8/2015,9:07:32 AM,36.5411,27.567,14.86474165,,
AR-330_INDRA_2015-09-08_S,62,9/8/2015,9:07:33 AM,36.5411,27.567,14.86474165,,
AR-330_INDRA_2015-09-08_S,63,9/8/2015,9:07:34 AM,36.5308,27.567,14.85773291,,
AR-330_INDRA_2015-09-08_S,64,9/8/2015,9:07:35 AM,36.4953,27.665,14.8335766,,
AR-330_INDRA_2015-09-08_S,65,9/8/2015,9:07:36 AM,36.5048,27.567,14.84004096,,
AR-330_INDRA_2015-09-08_S,66,9/8/2015,9:07:37 AM,36.5463,27.567,14.86828004,,
AR-330_INDRA_2015-09-08_S,67,9/8/2015,9:07:38 AM,36.5618,27.567,14.87882716,,
AR-330_INDRA_2015-09-08_S,68,9/8/2015,9:07:39 AM,36.5524,27.665,14.87243084,,
AR-330_INDRA_2015-09-08_S,69,9/8/2015,9:07:40 AM,36.5515,27.567,14.87181843,,
AR-330_INDRA_2015-09-08_S,70,9/8/2015,9:07:41 AM,36.5367,27.665,14.86174762,,
AR-330_INDRA_2015-09-08_S,71,9/8/2015,9:07:42 AM,36.5618,27.567,14.87882716,,
AR-330_INDRA_2015-09-08_S,72,9/8/2015,9:07:43 AM,36.5826,27.567,14.89298072,,
AR-330_INDRA_2015-09-08_S,73,9/8/2015,9:07:44 AM,36.6345,27.567,14.92829657,,
AR-330_INDRA_2015-09-08_S,74,9/8/2015,9:07:45 AM,36.65,27.567,14.9388437,,
AR-330_INDRA_2015-09-08_S,75,9/8/2015,9:07:46 AM,36.6404,27.665,14.93231128,,
AR-330_INDRA_2015-09-08_S,76,9/8/2015,9:07:47 AM,36.599,27.665,14.90414026,,
AR-330_INDRA_2015-09-08_S,77,9/8/2015,9:07:48 AM,36.5101,27.567,14.8436474,,
AR-330_INDRA_2015-09-08_S,78,9/8/2015,9:07:49 AM,36.4124,27.665,14.7771665,,
AR-330_INDRA_2015-09-08_S,79,9/8/2015,9:07:50 AM,36.3856,27.567,14.75893018,,
AR-330_INDRA_2015-09-08_S,80,9/8/2015,9:07:51 AM,36.3908,27.567,14.76246857,,
AR-330_INDRA_2015-09-08_S,81,9/8/2015,9:07:52 AM,36.4374,27.567,14.79417799,,
AR-330_INDRA_2015-09-08_S,82,9/8/2015,9:07:53 AM,36.4893,27.567,14.82949384,,
AR-330_INDRA_2015-09-08_S,83,9/8/2015,9:07:54 AM,36.5367,27.665,14.86174762,,
AR-330_INDRA_2015-09-08_S,84,9/8/2015,9:07:55 AM,36.6085,27.567,14.91060462,,
AR-330_INDRA_2015-09-08_S,85,9/8/2015,9:07:56 AM,36.6396,27.567,14.93176692,,
AR-330_INDRA_2015-09-08_S,86,9/8/2015,9:07:57 AM,36.6552,27.567,14.94238208,,
AR-330_INDRA_2015-09-08_S,87,9/8/2015,9:07:58 AM,36.6819,27.665,14.96055036,,
AR-330_INDRA_2015-09-08_S,88,9/8/2015,9:07:59 AM,36.6188,27.567,14.91761336,,
AR-330_INDRA_2015-09-08_S,89,9/8/2015,9:08:00 AM,36.5463,27.567,14.86828004,,
AR-330_INDRA_2015-09-08_S,90,9/8/2015,9:08:01 AM,36.4996,27.567,14.83650257,,
AR-330_INDRA_2015-09-08_S,91,9/8/2015,9:08:02 AM,36.4902,27.665,14.83010625,,
AR-330_INDRA_2015-09-08_S,92,9/8/2015,9:08:03 AM,36.4953,27.665,14.8335766,,
AR-330_INDRA_2015-09-08_S,93,9/8/2015,9:08:04 AM,36.5005,27.665,14.83711499,,
AR-330_INDRA_2015-09-08_S,94,9/8/2015,9:08:05 AM,36.4953,27.665,14.8335766,,
AR-330_INDRA_2015-09-08_S,103,9/8/2015,9:08:14 AM,36.4841,27.567,14.82595545,,
AR-330_INDRA_2015-09-08_S,104,9/8/2015,9:08:15 AM,36.5566,27.567,14.87528877,,
AR-330_INDRA_2015-09-08_S,105,9/8/2015,9:08:16 AM,36.5679,27.665,14.88297796,,
AR-330_INDRA_2015-09-08_S,106,9/8/2015,9:08:17 AM,36.6145,27.665,14.91468738,,
AR-330_INDRA_2015-09-08_S,107,9/8/2015,9:08:18 AM,36.6138,27.567,14.91421106,,
AR-330_INDRA_2015-09-08_S,108,9/8/2015,9:08:19 AM,36.6241,27.567,14.92121979,,
AR-330_INDRA_2015-09-08_S,109,9/8/2015,9:08:20 AM,36.6352,27.665,14.92877289,,
AR-330_INDRA_2015-09-08_S,110,9/8/2015,9:08:21 AM,36.6042,27.665,14.90767865,,
AR-330_INDRA_2015-09-08_S,111,9/8/2015,9:08:22 AM,36.5887,27.665,14.89713152,,
AR-330_INDRA_2015-09-08_S,112,9/8/2015,9:08:23 AM,36.5101,27.567,14.8436474,,
AR-330_INDRA_2015-09-08_S,113,9/8/2015,9:08:24 AM,36.4634,27.567,14.81186994,,
AR-330_INDRA_2015-09-08_S,114,9/8/2015,9:08:25 AM,36.4694,27.665,14.81595269,,
AR-330_INDRA_2015-09-08_S,115,9/8/2015,9:08:26 AM,36.5524,27.665,14.87243084,,
AR-330_INDRA_2015-09-08_S,116,9/8/2015,9:08:27 AM,36.5723,27.567,14.88597199,,
AR-330_INDRA_2015-09-08_S,117,9/8/2015,9:08:28 AM,36.5878,27.567,14.89651911,,
AR-330_INDRA_2015-09-08_S,118,9/8/2015,9:08:29 AM,36.6241,27.567,14.92121979,,
AR-330_INDRA_2015-09-08_S,119,9/8/2015,9:08:30 AM,36.6138,27.567,14.91421106,,
AR-330_INDRA_2015-09-08_S,120,9/8/2015,9:08:31 AM,36.6249,27.665,14.92176416,,
AR-330_INDRA_2015-09-08_S,121,9/8/2015,9:08:32 AM,36.5878,27.567,14.89651911,,
AR-330_INDRA_2015-09-08_S,122,9/8/2015,9:08:33 AM,36.6293,27.567,14.92475818,,
AR-330_INDRA_2015-09-08_S,123,9/8/2015,9:08:34 AM,36.5264,27.665,14.85473889,,
AR-330_INDRA_2015-09-08_S,124,9/8/2015,9:08:35 AM,36.485,27.665,14.82656786,,
AR-330_INDRA_2015-09-08_S,125,9/8/2015,9:08:36 AM,36.4686,27.567,14.81540833,,
AR-330_INDRA_2015-09-08_S,126,9/8/2015,9:08:37 AM,36.4996,27.567,14.83650257,,
AR-330_INDRA_2015-09-08_S,127,9/8/2015,9:08:38 AM,36.5109,27.665,14.84419177,,
AR-330_INDRA_2015-09-08_S,128,9/8/2015,9:08:39 AM,36.5101,27.567,14.8436474,,
AR-330_INDRA_2015-09-08_S,129,9/8/2015,9:08:40 AM,36.5515,27.567,14.87181843,,
AR-330_INDRA_2015-09-08_S,130,9/8/2015,9:08:41 AM,36.6249,27.665,14.92176416,,
AR-330_INDRA_2015-09-08_S,131,9/8/2015,9:08:42 AM,36.6664,27.665,14.95000323,,
AR-330_INDRA_2015-09-08_S,132,9/8/2015,9:08:43 AM,36.6396,27.567,14.93176692,,
AR-330_INDRA_2015-09-08_S,133,9/8/2015,9:08:44 AM,36.5256,27.567,14.85419452,,
AR-330_INDRA_2015-09-08_S,134,9/8/2015,9:08:45 AM,36.4841,27.567,14.82595545,,
AR-330_INDRA_2015-09-08_S,135,9/8/2015,9:08:46 AM,36.4487,27.665,14.80186718,,
